person_id,dcb_url,dcb_url_en,dcb_url_fr,dcb_label_en,dcb_label_fr,in_cohort
viaf:317274537,http://www.biographi.ca/en/bio/juchereau_duchesnay_antoine_louis_6E.html,http://www.biographi.ca/en/bio/juchereau_duchesnay_antoine_louis_6E.html,http://www.biographi.ca/fr/bio/juchereau_duchesnay_antoine_louis_6F.html,English DCB biography of Antoine-Louis Juchereau Duchesnay,Biographie en anglais du DBC de Antoine-Louis Juchereau Duchesnay,0
viaf:317274538,http://www.biographi.ca/en/bio/saveuse_de_beaujeu_georges_rene_9E.html,http://www.biographi.ca/en/bio/saveuse_de_beaujeu_georges_rene_9E.html,http://www.biographi.ca/fr/bio/saveuse_de_beaujeu_georges_rene_9F.html,French DCB biography of Georges-René Saveuse de Beaujeu,Biographie française du DBC de Georges-René Saveuse de Beaujeu,1
viaf:317274540,http://www.biographi.ca/en/bio/campbell_archibald_9E.html,http://www.biographi.ca/en/bio/campbell_archibald_9E.html,http://www.biographi.ca/fr/bio/campbell_archibald_9F.html,English DCB biography of Archibald Campbell,Biographie en anglais du DBC de Archibald Campbell,1
viaf:317274542,http://www.biographi.ca/en/bio/southam_william_16E.html,http://www.biographi.ca/en/bio/southam_william_16E.html,http://www.biographi.ca/fr/bio/southam_william_16F.html,English DCB biography of William Southam,Biographie en anglais du DBC de William Southam,1
viaf:317274577,http://www.biographi.ca/en/bio/gaultier_de_la_verendrye_jean_baptiste_2E.html,http://www.biographi.ca/en/bio/gaultier_de_la_verendrye_jean_baptiste_2E.html,http://www.biographi.ca/fr/bio/gaultier_de_la_verendrye_jean_baptiste_2F.html,English DCB biography of Jean-Baptiste Gaultier de la Vérendrye,Biographie en anglais du DBC de Jean-Baptiste Gaultier de la Vérendrye,0
viaf:317274579,http://www.biographi.ca/en/bio/perry_peter_8E.html,http://www.biographi.ca/en/bio/perry_peter_8E.html,http://www.biographi.ca/fr/bio/perry_peter_8F.html,English DCB biography of Peter Perry,Biographie en anglais du DBC de Peter Perry,1
viaf:317274634,http://www.biographi.ca/en/bio/couillard_de_lespinay_guillaume_1E.html,http://www.biographi.ca/en/bio/couillard_de_lespinay_guillaume_1E.html,http://www.biographi.ca/fr/bio/couillard_de_lespinay_guillaume_1F.html,English DCB biography of Guillaume Couillard de Lespinay,Biographie en anglais du DBC de Guillaume Couillard de Lespinay,0
viaf:317274635,http://www.biographi.ca/en/bio/legardeur_de_repentigny_pierre_1648_1E.html,http://www.biographi.ca/en/bio/legardeur_de_repentigny_pierre_1648_1E.html,http://www.biographi.ca/fr/bio/legardeur_de_repentigny_pierre_1648_1F.html,English DCB biography of Pierre Legardeur de Repentigny,Biographie en anglais du DBC de Pierre Legardeur de Repentigny,0
viaf:317274656,http://www.biographi.ca/en/bio/mckay_thomas_8E.html,http://www.biographi.ca/en/bio/mckay_thomas_8E.html,http://www.biographi.ca/fr/bio/mckay_thomas_8F.html,English DCB biography of Thomas McKay,Biographie en anglais du DBC de Thomas McKay,1
viaf:317274718,http://www.biographi.ca/en/bio/guillet_louis_9E.html,http://www.biographi.ca/en/bio/guillet_louis_9E.html,http://www.biographi.ca/fr/bio/guillet_louis_9F.html,English DCB biography of Louis Guillet,Biographie en anglais du DBC de Louis Guillet,1
viaf:317277958,http://www.biographi.ca/en/bio/grant_william_6E.html,http://www.biographi.ca/en/bio/grant_william_6E.html,http://www.biographi.ca/fr/bio/grant_william_6F.html,English DCB biography of Sir William Grant,Biographie en anglais du DBC de Sir William Grant,0
viaf:317291413,http://www.biographi.ca/en/bio/mackenzie_john_joseph_15E.html,http://www.biographi.ca/en/bio/mackenzie_john_joseph_15E.html,http://www.biographi.ca/fr/bio/mackenzie_john_joseph_15F.html,English DCB biography of John Joseph Mackenzie,Biographie en anglais du DBC de John Joseph Mackenzie,1
viaf:31759890,http://www.biographi.ca/en/bio/gore_francis_8E.html,http://www.biographi.ca/en/bio/gore_francis_8E.html,http://www.biographi.ca/fr/bio/gore_francis_8F.html,English DCB biography of Francis Gore,Biographie en anglais du DBC de Francis Gore,1
viaf:31802768,http://www.biographi.ca/en/bio/maitland_peregrine_8E.html,http://www.biographi.ca/en/bio/maitland_peregrine_8E.html,http://www.biographi.ca/fr/bio/maitland_peregrine_8F.html,English DCB biography of Sir Peregrine Maitland,Biographie en anglais du DBC de Sir Peregrine Maitland,1
viaf:31867289,http://www.biographi.ca/en/bio/berthon_george_theodore_12E.html,http://www.biographi.ca/en/bio/berthon_george_theodore_12E.html,http://www.biographi.ca/fr/bio/berthon_george_theodore_12F.html,English DCB biography of George Theodore Berthon,Biographie en anglais du DBC de George Theodore Berthon,1
viaf:31907569,http://www.biographi.ca/en/bio/barry_john_alexander_10E.html,http://www.biographi.ca/en/bio/barry_john_alexander_10E.html,http://www.biographi.ca/fr/bio/barry_john_alexander_10F.html,English DCB biography of John Alexander Barry,Biographie en anglais du DBC de John Alexander Barry,1
viaf:31911686,http://www.biographi.ca/en/bio/higgins_david_williams_14E.html,http://www.biographi.ca/en/bio/higgins_david_williams_14E.html,http://www.biographi.ca/fr/bio/higgins_david_williams_14F.html,English DCB biography of David Williams Higgins,Biographie en anglais du DBC de David Williams Higgins,1
viaf:31959143,http://www.biographi.ca/en/bio/graves_thomas_5E.html,http://www.biographi.ca/en/bio/graves_thomas_5E.html,http://www.biographi.ca/fr/bio/graves_thomas_5F.html,English DCB biography of Thomas Graves,Biographie en anglais du DBC de Thomas Graves,0
viaf:32002395,http://www.biographi.ca/en/bio/roy_gabrielle_21E.html,http://www.biographi.ca/en/bio/roy_gabrielle_21E.html,http://www.biographi.ca/fr/bio/roy_gabrielle_21F.html,English DCB biography of Gabrielle Roy,Biographie en anglais du DBC de Gabrielle Roy,1
viaf:32027508,http://www.biographi.ca/en/bio/bruce_james_9E.html,http://www.biographi.ca/en/bio/bruce_james_9E.html,http://www.biographi.ca/fr/bio/bruce_james_9F.html,English DCB biography of James Bruce,Biographie en anglais du DBC de James Bruce,1
viaf:32036433,http://www.biographi.ca/en/bio/leger_paul_emile_22E.html,http://www.biographi.ca/en/bio/leger_paul_emile_22E.html,http://www.biographi.ca/fr/bio/leger_paul_emile_22F.html,English DCB biography of Paul-Émile Léger,Biographie en anglais du DBC de Paul-Émile Léger,1
viaf:32038738,http://www.biographi.ca/en/bio/lozeau_albert_15E.html,http://www.biographi.ca/en/bio/lozeau_albert_15E.html,http://www.biographi.ca/fr/bio/lozeau_albert_15F.html,English DCB biography of Albert Lozeau,Biographie en anglais du DBC de Albert Lozeau,1
viaf:32116633,http://www.biographi.ca/en/bio/head_francis_bond_10E.html,http://www.biographi.ca/en/bio/head_francis_bond_10E.html,http://www.biographi.ca/fr/bio/head_francis_bond_10F.html,English DCB biography of Sir Francis Bond Head,Biographie en anglais du DBC de Sir Francis Bond Head,1
viaf:32363250,http://www.biographi.ca/en/bio/cameron_george_frederick_11E.html,http://www.biographi.ca/en/bio/cameron_george_frederick_11E.html,http://www.biographi.ca/fr/bio/cameron_george_frederick_11F.html,French DCB biography of George Frederick Cameron,Biographie française du DBC de George Frederick Cameron,1
viaf:32377101,http://www.biographi.ca/en/bio/lord_john_keast_10E.html,http://www.biographi.ca/en/bio/lord_john_keast_10E.html,http://www.biographi.ca/fr/bio/lord_john_keast_10F.html,English DCB biography of John Keast Lord,,1
viaf:3245724,http://www.biographi.ca/en/bio/wetherall_george_augustus_9E.html,http://www.biographi.ca/en/bio/wetherall_george_augustus_9E.html,http://www.biographi.ca/fr/bio/wetherall_george_augustus_9F.html,English DCB biography of Sir George Augustus Wetherall,Biographie en anglais du DBC de Sir George Augustus Wetherall,1
viaf:3254462,http://www.biographi.ca/en/bio/gambier_james_6E.html,http://www.biographi.ca/en/bio/gambier_james_6E.html,http://www.biographi.ca/fr/bio/gambier_james_6F.html,French DCB biography of James Gambier,Biographie française du DBC de James Gambier,0
viaf:3266829,http://www.biographi.ca/en/bio/hill_james_jerome_14E.html,http://www.biographi.ca/en/bio/hill_james_jerome_14E.html,http://www.biographi.ca/fr/bio/hill_james_jerome_14F.html,English DCB biography of James Jerome Hill,Biographie en anglais du DBC de James Jerome Hill,1
viaf:327148995745659750445,http://www.biographi.ca/en/bio/jolliet_louis_1E.html,http://www.biographi.ca/en/bio/jolliet_louis_1E.html,http://www.biographi.ca/fr/bio/jolliet_louis_1F.html,English DCB biography of Louis Jolliet,Biographie en anglais du DBC de Louis Jolliet,0
viaf:3273542,http://www.biographi.ca/en/bio/benjamin_george_9E.html,http://www.biographi.ca/en/bio/benjamin_george_9E.html,http://www.biographi.ca/fr/bio/benjamin_george_9F.html,French DCB biography of George Benjamin,Biographie française du DBC de George Benjamin,1
viaf:3273617,http://www.biographi.ca/en/bio/fernow_bernhard_eduard_15E.html,http://www.biographi.ca/en/bio/fernow_bernhard_eduard_15E.html,http://www.biographi.ca/fr/bio/fernow_bernhard_eduard_15F.html,French DCB biography of Bernhard Eduard Fernow,Biographie française du DBC de Bernhard Eduard Fernow,1
viaf:3278533,http://www.biographi.ca/en/bio/bartlett_william_henry_8E.html,http://www.biographi.ca/en/bio/bartlett_william_henry_8E.html,http://www.biographi.ca/fr/bio/bartlett_william_henry_8F.html,English DCB biography of William Henry Bartlett,Biographie en anglais du DBC de William Henry Bartlett,1
viaf:32793719,http://www.biographi.ca/en/bio/meighen_arthur_18E.html,http://www.biographi.ca/en/bio/meighen_arthur_18E.html,http://www.biographi.ca/fr/bio/meighen_arthur_18F.html,English DCB biography of Arthur Meighen,Biographie en anglais du DBC de Arthur Meighen,1
viaf:32800985,http://www.biographi.ca/en/bio/moodie_john_wedderburn_dunbar_9E.html,http://www.biographi.ca/en/bio/moodie_john_wedderburn_dunbar_9E.html,http://www.biographi.ca/fr/bio/moodie_john_wedderburn_dunbar_9F.html,French DCB biography of John Wedderburn Dunbar Moodie,Biographie française du DBC de John Wedderburn Dunbar Moodie,1
viaf:32803291,http://www.biographi.ca/en/bio/drummond_william_henry_13E.html,http://www.biographi.ca/en/bio/drummond_william_henry_13E.html,http://www.biographi.ca/fr/bio/drummond_william_henry_13F.html,French DCB biography of William Henry Drummond,Biographie française du DBC de William Henry Drummond,1
viaf:32808590,http://www.biographi.ca/en/bio/dunlop_william_7E.html,http://www.biographi.ca/en/bio/dunlop_william_7E.html,http://www.biographi.ca/fr/bio/dunlop_william_7F.html,English DCB biography of William Dunlop,Biographie en anglais du DBC de William Dunlop,0
viaf:32886001,http://www.biographi.ca/en/bio/o_donnell_james_6E.html,http://www.biographi.ca/en/bio/o_donnell_james_6E.html,http://www.biographi.ca/fr/bio/o_donnell_james_6F.html,English DCB biography of James O’Donnell,Biographie en anglais du DBC de James O’Donnell,0
viaf:32925425,http://www.biographi.ca/en/bio/sellar_robert_14E.html,http://www.biographi.ca/en/bio/sellar_robert_14E.html,http://www.biographi.ca/fr/bio/sellar_robert_14F.html,English DCB biography of Robert Sellar,Biographie en anglais du DBC de Robert Sellar,1
viaf:32928896,http://www.biographi.ca/en/bio/brock_isaac_5E.html,http://www.biographi.ca/en/bio/brock_isaac_5E.html,http://www.biographi.ca/fr/bio/brock_isaac_5F.html,English DCB biography of Sir Isaac Brock,Biographie en anglais du DBC de Sir Isaac Brock,0
viaf:33079161,http://www.biographi.ca/en/bio/lonecloud_jerry_15E.html,http://www.biographi.ca/en/bio/lonecloud_jerry_15E.html,http://www.biographi.ca/fr/bio/lonecloud_jerry_15F.html,English DCB biography of Jerry Lonecloud,Biographie en anglais du DBC de Jerry Lonecloud,1
viaf:33084271,http://www.biographi.ca/en/bio/calvert_george_1E.html,http://www.biographi.ca/en/bio/calvert_george_1E.html,http://www.biographi.ca/fr/bio/calvert_george_1F.html,English DCB biography of George Calvert,Biographie en anglais du DBC de George Calvert,0
viaf:33110303,http://www.biographi.ca/en/bio/beauchemin_neree_16E.html,http://www.biographi.ca/en/bio/beauchemin_neree_16E.html,http://www.biographi.ca/fr/bio/beauchemin_neree_16F.html,English DCB biography of Nérée Beauchemin,Biographie en anglais du DBC de Nérée Beauchemin,1
viaf:33152504,http://www.biographi.ca/en/bio/church_benjamin_2E.html,http://www.biographi.ca/en/bio/church_benjamin_2E.html,http://www.biographi.ca/fr/bio/church_benjamin_2F.html,French DCB biography of Benjamin Church,Biographie française du DBC de Benjamin Church,0
viaf:33286501,http://www.biographi.ca/en/bio/stark_mark_young_9E.html,http://www.biographi.ca/en/bio/stark_mark_young_9E.html,http://www.biographi.ca/fr/bio/stark_mark_young_9F.html,English DCB biography of Mark Young Stark,Biographie en anglais du DBC de Mark Young Stark,1
viaf:33299655,http://www.biographi.ca/en/bio/dimock_joseph_7E.html,http://www.biographi.ca/en/bio/dimock_joseph_7E.html,http://www.biographi.ca/fr/bio/dimock_joseph_7F.html,English DCB biography of Joseph Dimock,Biographie en anglais du DBC de Joseph Dimock,0
viaf:33358046,http://www.biographi.ca/en/bio/webster_thomas_13E.html,http://www.biographi.ca/en/bio/webster_thomas_13E.html,http://www.biographi.ca/fr/bio/webster_thomas_13F.html,French DCB biography of Thomas Webster,Biographie française du DBC de Thomas Webster,1
viaf:33396735,http://www.biographi.ca/en/bio/coffin_isaac_7E.html,http://www.biographi.ca/en/bio/coffin_isaac_7E.html,http://www.biographi.ca/fr/bio/coffin_isaac_7F.html,English DCB biography of Sir Isaac Coffin,Biographie en anglais du DBC de Sir Isaac Coffin,0
viaf:33401634,http://www.biographi.ca/en/bio/early_may_agnes_10E.html,http://www.biographi.ca/en/bio/early_may_agnes_10E.html,http://www.biographi.ca/fr/bio/early_may_agnes_10F.html,English DCB biography of May Agnes Early,Biographie en anglais du DBC de May Agnes Early,1
viaf:33405001,http://www.biographi.ca/en/bio/fidler_peter_6E.html,http://www.biographi.ca/en/bio/fidler_peter_6E.html,http://www.biographi.ca/fr/bio/fidler_peter_6F.html,English DCB biography of Peter Fidler,Biographie en anglais du DBC de Peter Fidler,0
viaf:33423050,http://www.biographi.ca/en/bio/carter_james_10E.html,http://www.biographi.ca/en/bio/carter_james_10E.html,http://www.biographi.ca/fr/bio/carter_james_10F.html,French DCB biography of Sir James Carter,Biographie française du DBC de Sir James Carter,1
viaf:33423066,http://www.biographi.ca/en/bio/stuart_george_okill_1776_1862_9E.html,http://www.biographi.ca/en/bio/stuart_george_okill_1776_1862_9E.html,http://www.biographi.ca/fr/bio/stuart_george_okill_1776_1862_9F.html,French DCB biography of George Okill Stuart,Biographie française du DBC de George Okill Stuart,1
viaf:33449931,http://www.biographi.ca/en/bio/pennoyer_jesse_6E.html,http://www.biographi.ca/en/bio/pennoyer_jesse_6E.html,http://www.biographi.ca/fr/bio/pennoyer_jesse_6F.html,English DCB biography of Jesse Pennoyer,Biographie en anglais du DBC de Jesse Pennoyer,0
viaf:33483386,http://www.biographi.ca/en/bio/mccurdy_arthur_williams_15E.html,http://www.biographi.ca/en/bio/mccurdy_arthur_williams_15E.html,http://www.biographi.ca/fr/bio/mccurdy_arthur_williams_15F.html,English DCB biography of Arthur Williams McCurdy,Biographie en anglais du DBC de Arthur Williams McCurdy,1
viaf:33492124,http://www.biographi.ca/en/bio/fraser_john_arthur_12E.html,http://www.biographi.ca/en/bio/fraser_john_arthur_12E.html,http://www.biographi.ca/fr/bio/fraser_john_arthur_12F.html,English DCB biography of John Arthur Fraser,Biographie en anglais du DBC de John Arthur Fraser,1
viaf:33548235,http://www.biographi.ca/en/bio/berkeley_george_cranfield_5E.html,http://www.biographi.ca/en/bio/berkeley_george_cranfield_5E.html,http://www.biographi.ca/fr/bio/berkeley_george_cranfield_5F.html,English DCB biography of Sir George Cranfield Berkeley,Biographie en anglais du DBC de Sir George Cranfield Berkeley,0
viaf:3355602,http://www.biographi.ca/en/bio/tenskwatawa_7E.html,http://www.biographi.ca/en/bio/tenskwatawa_7E.html,http://www.biographi.ca/fr/bio/tenskwatawa_7F.html,English DCB biography of  Tenskwatawa,Biographie en anglais du DBC de  Tenskwatawa,0
viaf:33614749,http://www.biographi.ca/en/bio/bettridge_william_craddock_10E.html,http://www.biographi.ca/en/bio/bettridge_william_craddock_10E.html,http://www.biographi.ca/fr/bio/bettridge_william_craddock_10F.html,English DCB biography of William Craddock Bettridge,Biographie en anglais du DBC de William Craddock Bettridge,1
viaf:3368393,http://www.biographi.ca/en/bio/dumont_gabriel_13E.html,http://www.biographi.ca/en/bio/dumont_gabriel_13E.html,http://www.biographi.ca/fr/bio/dumont_gabriel_13F.html,English DCB biography of Gabriel Dumont,Biographie en anglais du DBC de Gabriel Dumont,1
viaf:33684863,http://www.biographi.ca/en/bio/loranger_thomas_jean_jacques_11E.html,http://www.biographi.ca/en/bio/loranger_thomas_jean_jacques_11E.html,http://www.biographi.ca/fr/bio/loranger_thomas_jean_jacques_11F.html,English DCB biography of Thomas-Jean-Jacques Loranger,Biographie en anglais du DBC de Thomas-Jean-Jacques Loranger,1
viaf:33689882,http://www.biographi.ca/en/bio/tate_henry_wellington_14E.html,http://www.biographi.ca/en/bio/tate_henry_wellington_14E.html,http://www.biographi.ca/fr/bio/tate_henry_wellington_14F.html,English DCB biography of Henry Wellington Tate,,1
viaf:3369279,http://www.biographi.ca/en/bio/shanly_walter_12E.html,http://www.biographi.ca/en/bio/shanly_walter_12E.html,http://www.biographi.ca/fr/bio/shanly_walter_12F.html,English DCB biography of Walter Shanly,Biographie en anglais du DBC de Walter Shanly,1
viaf:33726975,http://www.biographi.ca/en/bio/de_haven_edwin_jesse_9E.html,http://www.biographi.ca/en/bio/de_haven_edwin_jesse_9E.html,http://www.biographi.ca/fr/bio/de_haven_edwin_jesse_9F.html,English DCB biography of Edwin Jesse de Haven,Biographie en anglais du DBC de Edwin Jesse de Haven,1
viaf:33791602,http://www.biographi.ca/en/bio/roybon_d_allonne_madeleine_de_2E.html,http://www.biographi.ca/en/bio/roybon_d_allonne_madeleine_de_2E.html,http://www.biographi.ca/fr/bio/roybon_d_allonne_madeleine_de_2F.html,English DCB biography of Madeleine de Roybon d'Allonne,Biographie en anglais du DBC de Madeleine de Roybon d'Allonne,0
viaf:33903811,http://www.biographi.ca/en/bio/butler_walter_4E.html,http://www.biographi.ca/en/bio/butler_walter_4E.html,http://www.biographi.ca/fr/bio/butler_walter_4F.html,English DCB biography of Walter Butler,Biographie en anglais du DBC de Walter Butler,0
viaf:33936085,http://www.biographi.ca/en/bio/girouard_gilbert_anselme_11E.html,http://www.biographi.ca/en/bio/girouard_gilbert_anselme_11E.html,http://www.biographi.ca/fr/bio/girouard_gilbert_anselme_11F.html,English DCB biography of Gilbert-Anselme Girouard,Biographie en anglais du DBC de Gilbert-Anselme Girouard,1
viaf:3396211,http://www.biographi.ca/en/bio/boyle_david_14E.html,http://www.biographi.ca/en/bio/boyle_david_14E.html,http://www.biographi.ca/fr/bio/boyle_david_14F.html,English DCB biography of David Boyle,Biographie en anglais du DBC de David Boyle,1
viaf:34003451,http://www.biographi.ca/en/bio/mcdougall_george_millward_10E.html,http://www.biographi.ca/en/bio/mcdougall_george_millward_10E.html,http://www.biographi.ca/fr/bio/mcdougall_george_millward_10F.html,English DCB biography of George Millward McDougall,Biographie en anglais du DBC de George Millward McDougall,1
viaf:34025471,http://www.biographi.ca/en/bio/gascoin_leocadie_12E.html,http://www.biographi.ca/en/bio/gascoin_leocadie_12E.html,http://www.biographi.ca/fr/bio/gascoin_leocadie_12F.html,English DCB biography of Léocadie Gascoin,Biographie en anglais du DBC de Léocadie Gascoin,1
viaf:34029020,http://www.biographi.ca/en/bio/robertson_james_1839_1902_13E.html,http://www.biographi.ca/en/bio/robertson_james_1839_1902_13E.html,http://www.biographi.ca/fr/bio/robertson_james_1839_1902_13F.html,English DCB biography of James Robertson,,1
viaf:34064711,http://www.biographi.ca/en/bio/pyke_george_8E.html,http://www.biographi.ca/en/bio/pyke_george_8E.html,http://www.biographi.ca/fr/bio/pyke_george_8F.html,English DCB biography of George Pyke,Biographie en anglais du DBC de George Pyke,1
viaf:34254672,http://www.biographi.ca/en/bio/andre_alexis_12E.html,http://www.biographi.ca/en/bio/andre_alexis_12E.html,http://www.biographi.ca/fr/bio/andre_alexis_12F.html,English DCB biography of Alexis André,Biographie en anglais du DBC de Alexis André,1
viaf:34348038,http://www.biographi.ca/en/bio/tardivel_jules_paul_13E.html,http://www.biographi.ca/en/bio/tardivel_jules_paul_13E.html,http://www.biographi.ca/fr/bio/tardivel_jules_paul_13F.html,English DCB biography of Jules-Paul Tardivel,Biographie en anglais du DBC de Jules-Paul Tardivel,1
viaf:34367535,http://www.biographi.ca/en/bio/viau_dalbe_16E.html,http://www.biographi.ca/en/bio/viau_dalbe_16E.html,http://www.biographi.ca/fr/bio/viau_dalbe_16F.html,English DCB biography of Dalbé Viau,,1
viaf:34398615,http://www.biographi.ca/en/bio/elliott_matthew_5E.html,http://www.biographi.ca/en/bio/elliott_matthew_5E.html,http://www.biographi.ca/fr/bio/elliott_matthew_5F.html,English DCB biography of Matthew Elliott,Biographie en anglais du DBC de Matthew Elliott,0
viaf:34448141,http://www.biographi.ca/en/bio/plessis_joseph_octave_6E.html,http://www.biographi.ca/en/bio/plessis_joseph_octave_6E.html,http://www.biographi.ca/fr/bio/plessis_joseph_octave_6F.html,English DCB biography of Joseph-Octave Plessis,Biographie en anglais du DBC de Joseph-Octave Plessis,0
viaf:34459508,http://www.biographi.ca/en/bio/levesque_rene_21E.html,http://www.biographi.ca/en/bio/levesque_rene_21E.html,http://www.biographi.ca/fr/bio/levesque_rene_21F.html,English DCB biography of René Lévesque,Biographie en anglais du DBC de René Lévesque,1
viaf:34704434,http://www.biographi.ca/en/bio/dablon_claude_1E.html,http://www.biographi.ca/en/bio/dablon_claude_1E.html,http://www.biographi.ca/fr/bio/dablon_claude_1F.html,English DCB biography of Claude Dablon,,0
viaf:34815522,http://www.biographi.ca/en/bio/spencer_joseph_william_winthrop_15E.html,http://www.biographi.ca/en/bio/spencer_joseph_william_winthrop_15E.html,http://www.biographi.ca/fr/bio/spencer_joseph_william_winthrop_15F.html,English DCB biography of Joseph William Winthrop Spencer,Biographie en anglais du DBC de Joseph William Winthrop Spencer,1
viaf:34815533,http://www.biographi.ca/en/bio/walker_hovenden_2E.html,http://www.biographi.ca/en/bio/walker_hovenden_2E.html,http://www.biographi.ca/fr/bio/walker_hovenden_2F.html,English DCB biography of Sir Hovenden Walker,,0
viaf:34822660,http://www.biographi.ca/en/bio/cavelier_jean_2E.html,http://www.biographi.ca/en/bio/cavelier_jean_2E.html,http://www.biographi.ca/fr/bio/cavelier_jean_2F.html,English DCB biography of Jean Cavelier,Biographie en anglais du DBC de Jean Cavelier,0
viaf:34874984,http://www.biographi.ca/en/bio/montresor_john_4E.html,http://www.biographi.ca/en/bio/montresor_john_4E.html,http://www.biographi.ca/fr/bio/montresor_john_4F.html,English DCB biography of John Montresor,Biographie en anglais du DBC de John Montresor,0
viaf:35144782968458846045,http://www.biographi.ca/en/bio/johnson_emily_pauline_14E.html,http://www.biographi.ca/en/bio/johnson_emily_pauline_14E.html,http://www.biographi.ca/fr/bio/johnson_emily_pauline_14F.html,French DCB biography of Emily Pauline Johnson,Biographie française du DBC de Emily Pauline Johnson,1
viaf:35144814291012127787,http://www.biographi.ca/en/bio/zeno_antonio_1E.html,http://www.biographi.ca/en/bio/zeno_antonio_1E.html,http://www.biographi.ca/fr/bio/zeno_antonio_1F.html,English DCB biography of Antonio Zeno,Biographie en anglais du DBC de Antonio Zeno,0
viaf:35249982,http://www.biographi.ca/en/bio/arnold_benedict_5E.html,http://www.biographi.ca/en/bio/arnold_benedict_5E.html,http://www.biographi.ca/fr/bio/arnold_benedict_5F.html,English DCB biography of Benedict Arnold,,0
viaf:35254237,http://www.biographi.ca/en/bio/currie_arthur_william_16E.html,http://www.biographi.ca/en/bio/currie_arthur_william_16E.html,http://www.biographi.ca/fr/bio/currie_arthur_william_16F.html,English DCB biography of Sir Arthur William Currie,Biographie en anglais du DBC de Sir Arthur William Currie,1
viaf:35336219,http://www.biographi.ca/en/bio/lapointe_ernest_17E.html,http://www.biographi.ca/en/bio/lapointe_ernest_17E.html,http://www.biographi.ca/fr/bio/lapointe_ernest_17F.html,English DCB biography of Ernest Lapointe,,1
viaf:35350346,http://www.biographi.ca/en/bio/amherst_jeffery_4E.html,http://www.biographi.ca/en/bio/amherst_jeffery_4E.html,http://www.biographi.ca/fr/bio/amherst_jeffery_4F.html,English DCB biography of Jeffery Amherst,Biographie en anglais du DBC de Jeffery Amherst,0
viaf:35352548,http://www.biographi.ca/en/bio/simon_de_longpre_marie_catherine_de_1E.html,http://www.biographi.ca/en/bio/simon_de_longpre_marie_catherine_de_1E.html,http://www.biographi.ca/fr/bio/simon_de_longpre_marie_catherine_de_1F.html,English DCB biography of Marie-Catherine de Simon de Longpré,Biographie en anglais du DBC de Marie-Catherine de Simon de Longpré,0
viaf:3538074,http://www.biographi.ca/en/bio/smith_david_william_7E.html,http://www.biographi.ca/en/bio/smith_david_william_7E.html,http://www.biographi.ca/fr/bio/smith_david_william_7F.html,French DCB biography of Sir David William Smith,Biographie française du DBC de Sir David William Smith,0
viaf:35388747,http://www.biographi.ca/en/bio/baldwin_robert_8E.html,http://www.biographi.ca/en/bio/baldwin_robert_8E.html,http://www.biographi.ca/fr/bio/baldwin_robert_8F.html,English DCB biography of Robert Baldwin,Biographie en anglais du DBC de Robert Baldwin,1
viaf:35518287,http://www.biographi.ca/en/bio/moreau_louis_zephirin_13E.html,http://www.biographi.ca/en/bio/moreau_louis_zephirin_13E.html,http://www.biographi.ca/fr/bio/moreau_louis_zephirin_13F.html,English DCB biography of Louis-Zéphirin Moreau,Biographie en anglais du DBC de Louis-Zéphirin Moreau,1
viaf:35520076,http://www.biographi.ca/en/bio/sigogne_jean_mande_7E.html,http://www.biographi.ca/en/bio/sigogne_jean_mande_7E.html,http://www.biographi.ca/fr/bio/sigogne_jean_mande_7F.html,English DCB biography of Jean-Mandé Sigogne,Biographie en anglais du DBC de Jean-Mandé Sigogne,0
viaf:35554083,http://www.biographi.ca/en/bio/whitney_james_pliny_14E.html,http://www.biographi.ca/en/bio/whitney_james_pliny_14E.html,http://www.biographi.ca/fr/bio/whitney_james_pliny_14F.html,English DCB biography of Sir James Pliny Whitney,Biographie en anglais du DBC de Sir James Pliny Whitney,1
viaf:35555225,http://www.biographi.ca/en/bio/duvernay_ludger_8E.html,http://www.biographi.ca/en/bio/duvernay_ludger_8E.html,http://www.biographi.ca/fr/bio/duvernay_ludger_8F.html,English DCB biography of Ludger Duvernay,Biographie en anglais du DBC de Ludger Duvernay,1
viaf:35556794,http://www.biographi.ca/en/bio/fitzgibbon_james_9E.html,http://www.biographi.ca/en/bio/fitzgibbon_james_9E.html,http://www.biographi.ca/fr/bio/fitzgibbon_james_9F.html,English DCB biography of James Fitzgibbon,Biographie en anglais du DBC de James Fitzgibbon,1
viaf:35556891,http://www.biographi.ca/en/bio/joliette_barthelemy_7E.html,http://www.biographi.ca/en/bio/joliette_barthelemy_7E.html,http://www.biographi.ca/fr/bio/joliette_barthelemy_7F.html,English DCB biography of Barthélemy Joliette,Biographie en anglais du DBC de Barthélemy Joliette,1
viaf:35557502,http://www.biographi.ca/en/bio/robinson_john_beverley_9E.html,http://www.biographi.ca/en/bio/robinson_john_beverley_9E.html,http://www.biographi.ca/fr/bio/robinson_john_beverley_9F.html,English DCB biography of Sir John Beverley Robinson,Biographie en anglais du DBC de Sir John Beverley Robinson,1
viaf:35559504,http://www.biographi.ca/en/bio/hardisty_richard_charles_11E.html,http://www.biographi.ca/en/bio/hardisty_richard_charles_11E.html,http://www.biographi.ca/fr/bio/hardisty_richard_charles_11F.html,English DCB biography of Richard Charles Hardisty,Biographie en anglais du DBC de Richard Charles Hardisty,1
