confidence,dcb_birthYear,dcb_birthplace_buckets,dcb_deathYear,dcb_name,dcb_personId,dcb_url_en,locality_conflict,match_status,matched_age,matched_chain,matched_name,matched_uid,n_candidates
,1840,,1899,Evan John Price,wd:Q5415923,http://www.biographi.ca/en/bio/price_evan_john_12E.html,,no_match,,,,,0
,1820,,1899,Fanny Bendixen,wd:Q5434009,http://www.biographi.ca/en/bio/bendixen_fanny_12E.html,,no_match,,,,,0
medium_no_birthplace,1824,,1883,Ferdinand David,wd:Q5443823,http://www.biographi.ca/en/bio/david_ferdinand_11E.html,,matched,56,PLACE_QC176002,ferdinand david,570709714,1
,1837,ontario,1894,Francis Collier Draper,wd:Q5480571,http://www.biographi.ca/en/bio/draper_francis_collier_12E.html,,no_match,,,,,0
medium_no_birthplace,1860,,1928,Francis Henry Keefer,wd:Q5481273,http://www.biographi.ca/en/bio/keefer_francis_henry_15E.html,,matched,20,PLACE_ON120004,frank keefer,851015805,1
medium_no_birthplace,1807,,1883,Francis Longworth,wd:Q5481751,http://www.biographi.ca/en/bio/longworth_francis_1807_83_11E.html,,matched,73,PLACE_PE136001,francis longworth,20102418,1
,1826,ontario,1910,Francis McDougal,wd:Q5481892,http://www.biographi.ca/en/bio/mcdougal_francis_13E.html,,no_match,,,,,0
high,1853,ontario,1933,Frank Oliver,wd:Q5488798,http://www.biographi.ca/en/bio/oliver_frank_16E.html,,matched,28,PLACE_NT193012,frank oliver,1244200922,1
medium_no_birthplace,1860,,1927,François-Louis Lessard,wd:Q5493109,http://www.biographi.ca/en/bio/lessard_francois_louis_15E.html,,matched,20,PLACE_QC040008,francois lessard,323201715,1
medium_no_birthplace,1833,,1882,François-Xavier Bélanger,wd:Q5493133,http://www.biographi.ca/en/bio/belanger_francois_xavier_11E.html,,ambiguous,,,,,8
,1855,,1929,Frederick Bancroft,wd:Q5497337,http://www.biographi.ca/en/bio/bancroft_james_frederick_15E.html,,no_match,,,,,0
medium_no_birthplace,1803,,1886,Frederick Chase Capreol,wd:Q5497529,http://www.biographi.ca/en/bio/capreol_frederick_chase_11E.html,,matched,77,PLACE_ON120003,fred capreol,860208807,1
,1817,,1881,Frederick Fauquier,wd:Q5497752,http://www.biographi.ca/en/bio/fauquier_frederick_dawson_11E.html,,no_match,,,,,0
high,1862,england,1936,Frederick John Fulton,wd:Q5498150,http://www.biographi.ca/en/bio/fulton_frederick_john_16E.html,,no_match,,,,,0
,1857,,1925,Cyril Genik,wd:Q550785,http://www.biographi.ca/en/bio/genyk_cyril_15E.html,,no_match,,,,,0
,1811,,1901,Gabriel Acquin,wd:Q5515517,http://www.biographi.ca/en/bio/acquin_gabriel_13E.html,,no_match,,,,,0
medium_no_birthplace,1847,,1905,Ambroise Lafrance,wd:Q55217735,http://www.biographi.ca/en/bio/lafrance_ambroise_13E.html,,matched,32,PLACE_QC187003,amb lafrance,491502317,1
high,1824,england,1891,James Henry Holman,wd:Q55218389,http://www.biographi.ca/en/bio/holman_james_henry_12E.html,,matched,58,PLACE_ON133005,james holman,840104413,1
medium_no_birthplace,1819,,1882,Pierre Lespérance,wd:Q55219151,http://www.biographi.ca/en/bio/lesperance_pierre_11E.html,,matched,61,PLACE_QC187003,pierre lesperance,491501901,1
,1814,,1897,Robert Hendery,wd:Q55219239,http://www.biographi.ca/en/bio/hendery_robert_12E.html,,no_match,,,,,0
medium_no_birthplace,1829,,1894,William Herman Newman,wd:Q55219639,http://www.biographi.ca/en/bio/newman_william_herman_12E.html,,ambiguous,,,,,2
high,1840,ontario,1914,George Albertus Cox,wd:Q5536134,http://www.biographi.ca/en/bio/cox_george_albertus_14E.html,,ambiguous,,,,,2
medium_no_birthplace,1818,,1901,George Augustus Boardman,wd:Q5536495,http://www.biographi.ca/en/bio/boardman_george_augustus_13E.html,,matched,63,PLACE_NB024016,geo boardman,182306713,1
medium_no_birthplace,1822,,1904,George Blenkinsop,wd:Q5537047,http://www.biographi.ca/en/bio/blenkinsop_george_13E.html,,matched,58,PLACE_BC188004,george blenkinsop,1231900123,1
medium_no_birthplace,1813,,1900,George Bryson,wd:Q5537378,http://www.biographi.ca/en/bio/bryson_george_12E.html,,matched,68,PLACE_QC185017,george bryson,650902723,1
medium_no_birthplace,1820,,1907,George Burchill,wd:Q5537421,http://www.biographi.ca/en/bio/burchill_george_13E.html,,matched,60,PLACE_NB029009,george burchill,243205306,1
,1835,,1900,George Elias Tuckett,wd:Q5538947,http://www.biographi.ca/en/bio/tuckett_george_elias_12E.html,,no_match,,,,,0
,1840,,1907,George Frederick Marter,wd:Q5539469,http://www.biographi.ca/en/bio/marter_george_frederick_13E.html,,no_match,,,,,0
medium_no_birthplace,1852,,1901,George Godfrey,wd:Q5539773,http://www.biographi.ca/en/bio/godfrey_george_13E.html,,ambiguous,,,,,2
high,1858,england,1912,George Holmes,wd:Q5540689,http://www.biographi.ca/en/bio/holmes_george_14E.html,,matched,23,PLACE_ON137012,george holmes,1101902424,1
medium_no_birthplace,1847,,1900,George Hope Bertram,wd:Q5540719,http://www.biographi.ca/en/bio/bertram_george_hope_12E.html,,matched,34,PLACE_ON149013,geo bertram,811701212,1
medium_no_birthplace,1856,,1925,George Lane,wd:Q5541531,http://www.biographi.ca/en/bio/lane_george_15E.html,,matched,26,PLACE_NS014016,george lane,122003107,1
medium_no_birthplace,1821,,1881,George Lang,wd:Q5541535,http://www.biographi.ca/en/bio/lang_george_11E.html,,matched,60,PLACE_PE002023,george lang,12405211,1
medium_no_birthplace,1852,,1933,George Langley,wd:Q5541539,http://www.biographi.ca/en/bio/langley_george_16E.html,,ambiguous,,,,,3
medium_no_birthplace,1850,,1910,George Murdoch,wd:Q5542706,http://www.biographi.ca/en/bio/murdoch_george_13E.html,,matched,33,PLACE_NB029015,george murdoch,250209210,1
high,1858,ontario,1924,George R. Coldwell,wd:Q5543615,http://www.biographi.ca/en/bio/coldwell_george_robson_15E.html,,no_match,,,,,0
medium_no_birthplace,1860,,1922,George Robert Smith,wd:Q5543934,http://www.biographi.ca/en/bio/smith_george_robert_15E.html,,ambiguous,,,,,112
high,1856,ontario,1921,George Tate Blackstock,wd:Q5545087,http://www.biographi.ca/en/bio/blackstock_george_tate_15E.html,,no_match,,,,,0
high,1852,ontario,1905,George Taylor Fulford,wd:Q5545105,http://www.biographi.ca/en/bio/fulford_george_taylor_13E.html,,matched,28,PLACE_ON047005,george fulford,702701109,1
high,1856,ontario,1907,George Thomas Marks,wd:Q5545157,http://www.biographi.ca/en/bio/marks_george_thomas_13E.html,,ambiguous,,,,,2
,1848,,1935,George Thorneloe,wd:Q5545202,http://www.biographi.ca/en/bio/thorneloe_george_16E.html,,no_match,,,,,0
high,1824,nova scotia,1886,George Wastie Deblois,wd:Q5546061,http://www.biographi.ca/en/bio/deblois_george_wastie_11E.html,,matched,56,PLACE_PE136001,geo deblois,20218118,1
medium_no_birthplace,1865,,1924,George Weston,wd:Q5546186,http://www.biographi.ca/en/bio/weston_george_15E.html,,ambiguous,,,,,3
medium_no_birthplace,1841,,1892,Georges-Honoré Deschênes,wd:Q5546737,http://www.biographi.ca/en/bio/deschenes_georges_honore_12E.html,,matched,39,PLACE_QC095013,geor deschenes,290600101,1
medium_no_birthplace,1855,,1892,Georges Duhamel,wd:Q5546796,http://www.biographi.ca/en/bio/duhamel_georges_12E.html,,matched,27,PLACE_QC182002,george duhamel,570506021,1
,1848,,1915,Gilbert DesRoches,wd:Q5560879,http://www.biographi.ca/en/bio/desroches_gilbert_14E.html,,no_match,,,,,0
medium_no_birthplace,1832,,1881,JAMES SYME,wd:Q55925527,http://www.biographi.ca/en/bio/syme_james_11E.html,,matched,49,PLACE_BC004001,james syme,1241606815,1
high,1839,ontario,1922,JOHN GENNINGS CURTIS ADAMS,wd:Q56102720,http://www.biographi.ca/en/bio/adams_john_gennings_curtis_15E.html,,ambiguous,,,,,5
,1833,quebec,1892,Guillaume Bresse,wd:Q5616022,http://www.biographi.ca/en/bio/bresse_guillaume_12E.html,,no_match,,,,,0
medium_no_birthplace,1840,,1925,Robert Drummond,wd:Q56260234,http://www.biographi.ca/en/bio/drummond_robert_1840_1925_15E.html,,ambiguous,,,,,2
medium_no_birthplace,1856,,1929,Charles Henry Porter,wd:Q56285595,http://www.biographi.ca/en/bio/porter_charles_henry_15E.html,,ambiguous,,,,,8
,1808,,1892,Henry Francis Sefton,wd:Q56478568,http://www.biographi.ca/en/bio/sefton_henry_francis_12E.html,,no_match,,,,,0
,1837,quebec,1919,Jean-Baptiste L'Heureux,wd:Q56605147,http://www.biographi.ca/en/bio/l_heureux_jean_14E.html,,no_match,,,,,0
,1861,,1924,Hartley Dewart,wd:Q5674895,http://www.biographi.ca/en/bio/dewart_herbert_hartley_15E.html,,no_match,,,,,0
,1818,ontario,1884,the Reverend Henry Bird Steinhauer,wd:Q5718213,http://www.biographi.ca/en/bio/steinhauer_henry_bird_11E.html,,no_match,,,,,0
high,1838,ontario,1903,Henry Cargill,wd:Q5719180,http://www.biographi.ca/en/bio/cargill_henry_13E.html,,matched,43,PLACE_ON104010,henery cargill,1140602216,1
medium_no_birthplace,1806,,1881,Henry Corby,wd:Q5719814,http://www.biographi.ca/en/bio/corby_henry_11E.html,,matched,74,PLACE_ON118025,henry corby,771301424,1
,1845,nova scotia;scotland,1901,Henry Dugwell Blackadar,wd:Q5720509,http://www.biographi.ca/en/bio/blackadar_henry_dugwell_13E.html,,no_match,,,,,0
,1817,,1889,Henry Franklin Bronson,wd:Q5721572,http://www.biographi.ca/en/bio/bronson_henry_franklin_11E.html,,no_match,,,,,0
,1820,,1902,Henry Holbrook,wd:Q5723112,http://www.biographi.ca/en/bio/holbrook_henry_13E.html,,no_match,,,,,0
high,1848,ontario,1925,Henry Norlande Ruttan,wd:Q5726381,http://www.biographi.ca/en/bio/ruttan_henry_norlande_15E.html,,matched,33,PLACE_MB011001,henry ruttan,1212804712,1
high,1808,nova scotia;scotland,1892,Henry Pryor,wd:Q5727267,http://www.biographi.ca/en/bio/pryor_henry_12E.html,,matched,73,PLACE_NS045043,henry pryor,70312703,1
,1829,,1904,Herbert Harley Murray,wd:Q5734352,http://www.biographi.ca/en/bio/murray_herbert_harley_13E.html,,no_match,,,,,0
,1825,,1893,Hewitt Bernard,wd:Q5748490,http://www.biographi.ca/en/bio/bernard_hewitt_12E.html,,no_match,,,,,0
high,1851,ontario,1932,Hiram Augustus Calvin,wd:Q5769014,http://www.biographi.ca/en/bio/calvin_hiram_augustus_16E.html,,matched,30,PLACE_ON069019,hiram calvin,741501922,1
,1830,,1917,David Allan Poe Watt,wd:Q5799789,http://www.biographi.ca/en/bio/watt_david_allan_poe_14E.html,,no_match,,,,,0
,1804,,1894,Amos Edwin Botsford,wd:Q587924,http://www.biographi.ca/en/bio/botsford_amos_edwin_12E.html,,no_match,,,,,0
,1836,,1892,Horace Bélanger,wd:Q5901586,http://www.biographi.ca/en/bio/belanger_horace_12E.html,,no_match,,,,,0
,1845,,1912,Horace Jansen Beemer,wd:Q5901898,http://www.biographi.ca/en/bio/beemer_horace_jansen_14E.html,,no_match,,,,,0
medium_no_birthplace,1848,,1927,Gertrude Elizabeth Livingston,wd:Q59241802,http://www.biographi.ca/en/bio/livingston_gertrude_elizabeth_15E.html,,matched,31,PLACE_QC097006_1901,gertrude livingston,470401324,1
high,1838,quebec,1901,Hubert-Charron Cabana,wd:Q5927099,http://www.biographi.ca/en/bio/cabana_hubert_charron_13E.html,,matched,42,PLACE_QC193002,hubert cabana,381104401,1
,1854,ontario,1938,Alice G.,wd:Q59304506,http://www.biographi.ca/en/bio/g_alice_16E.html,,no_match,,,,,0
medium_no_birthplace,1814,,1888,Hugh William Hoyles,wd:Q5931175,http://www.biographi.ca/en/bio/hoyles_hugh_william_11E.html,,matched,66,PLACE_ON120003,hugh hoyles,860206917,1
,1860,,1929,David Fasken,wd:Q59785722,http://www.biographi.ca/en/bio/fasken_david_15E.html,,no_match,,,,,0
medium_no_birthplace,1812,,1901,Ignatius Cockshutt,wd:Q5992713,http://www.biographi.ca/en/bio/cockshutt_ignatius_13E.html,,matched,68,PLACE_ON103007_1891,ignatius cockshutt,1021805104,1
,1824,,1890,Henri Perre,wd:Q60147229,http://www.biographi.ca/en/bio/perre_henri_11E.html,,no_match,,,,,0
,1865,,1938,Arthur B. English,wd:Q603528,http://www.biographi.ca/en/bio/english_alexander_armstrong_16E.html,,no_match,,,,,0
medium_no_birthplace,1845,,1929,John Howatt Bell,wd:Q605065,http://www.biographi.ca/en/bio/bell_john_howatt_15E.html,,ambiguous,,,,,26
high,1861,new brunswick,1932,Irving Randall Todd,wd:Q6074746,http://www.biographi.ca/en/bio/todd_irving_randall_16E.html,,matched,20,PLACE_NB024016,irvin todd,182306709,1
high,1857,ontario,1927,William James Thomson,wd:Q60775803,http://www.biographi.ca/en/bio/thomson_william_james_15E.html,,ambiguous,,,,,9
medium_no_birthplace,1837,,1919,Isidore LeBlanc,wd:Q6080935,http://www.biographi.ca/en/bio/le_blanc_isidore_14E.html,,ambiguous,,,,,2
high,1854,ontario,1927,John Duncan McArthur,wd:Q6105280,http://www.biographi.ca/en/bio/mcarthur_john_duncan_15E.html,,ambiguous,,,,,17
,1832,,1916,Jacob Berens,wd:Q6118362,http://www.biographi.ca/en/bio/berens_jacob_14E.html,,no_match,,,,,0
medium_no_birthplace,1809,,1881,Jacob Valentine Troop,wd:Q6119391,http://www.biographi.ca/en/bio/troop_jacob_valentine_11E.html,,matched,71,PLACE_NB032014,jacob troop,170704820,1
medium_no_birthplace,1858,,1939,James Alexander MacDonald,wd:Q6128541,http://www.biographi.ca/en/bio/macdonald_james_alexander_16E.html,,ambiguous,,,,,137
medium_no_birthplace,1839,,1886,James Andrews Miller,wd:Q6128747,http://www.biographi.ca/en/bio/miller_james_andrews_11E.html,,ambiguous,,,,,29
,1838,nova scotia;scotland,1918,James Angel,wd:Q6128749,http://www.biographi.ca/en/bio/angel_james_14E.html,,no_match,,,,,0
,1813,,1897,James Austin,wd:Q6128999,http://www.biographi.ca/en/bio/austin_james_12E.html,,no_match,,,,,0
medium_no_birthplace,1828,,1915,James Baird,wd:Q6129253,http://www.biographi.ca/en/bio/baird_james_14E.html,,ambiguous,,,,,3
,1798,,1892,James Beaty,wd:Q6129549,http://www.biographi.ca/en/bio/beaty_james_12E.html,,no_match,,,,,0
high,1797,scotland,1886,James Black,wd:Q6129820,http://www.biographi.ca/en/bio/black_james_11E.html,,matched,83,PLACE_ON152002,james black,971804615,1
high,1850,nova scotia;scotland,1930,James George Aylwin Creighton,wd:Q6131928,http://www.biographi.ca/en/bio/creighton_james_george_aylwin_15E.html,,matched,30,PLACE_MB187001,james creighton,1222802119,1
medium_no_birthplace,1812,,1900,James Davies Lewin,wd:Q6132403,http://www.biographi.ca/en/bio/lewin_james_davies_12E.html,,matched,69,PLACE_NB032001,james lewin,171602423,1
high,1838,nova scotia;scotland,1918,James Drummond McGregor,wd:Q6132856,http://www.biographi.ca/en/bio/mcgregor_james_drummond_14E.html,,ambiguous,,,,,3
high,1859,newfoundland,1902,James Francis McGrath,wd:Q6134166,http://www.biographi.ca/en/bio/mcgrath_james_francis_13E.html,,no_match,,,,,0
,1855,,1933,James Simmons Freer,wd:Q6134248,http://www.biographi.ca/en/bio/freer_james_simmons_16E.html,,no_match,,,,,0
high,1836,ireland,1915,James Gervé Conroy,wd:Q6134580,http://www.biographi.ca/en/bio/conroy_james_gerve_14E.html,,no_match,,,,,0
medium_no_birthplace,1819,,1888,James Gibb Ross,wd:Q6134587,http://www.biographi.ca/en/bio/ross_james_gibb_11E.html,,ambiguous,,,,,8
medium_no_birthplace,1818,,1882,James Gooderham Worts,wd:Q6134727,http://www.biographi.ca/en/bio/worts_james_gooderham_11E.html,,matched,63,PLACE_ON134001,james worts,842012104,1
high,1857,ontario,1921,James Grand,wd:Q6134854,http://www.biographi.ca/en/bio/grand_james_15E.html,,matched,24,PLACE_ON120002_1881,james grand,850214205,1
high,1818,scotland,1902,James Ironside Davidson,wd:Q6136582,http://www.biographi.ca/en/bio/davidson_james_ironside_13E.html,,ambiguous,,,,,5
,1820,newfoundland,1907,James Johnstone Rogerson,wd:Q6136936,http://www.biographi.ca/en/bio/rogerson_james_johnstone_13E.html,,no_match,,,,,0
medium_no_birthplace,1848,,,James King,wd:Q6137340,http://www.biographi.ca/en/bio/king_james_1848_1900_12E.html,,ambiguous,,,,,10
medium_no_birthplace,1802,,1885,James Lesslie,wd:Q6138007,http://www.biographi.ca/en/bio/lesslie_james_11E.html,,matched,79,PLACE_ON133008_1891,james lesslie,881001701,1
,1800,newfoundland,1895,James Luke Prendergast,wd:Q6138288,http://www.biographi.ca/en/bio/prendergast_james_luke_12E.html,,no_match,,,,,0
medium_no_birthplace,1848,,1913,James Ross,wd:Q6142441,http://www.biographi.ca/en/bio/ross_james_1848_1913_14E.html,,ambiguous,,,,,27
high,1849,nova scotia;scotland,1928,James Sinclair Tait,wd:Q6143238,http://www.biographi.ca/en/bio/tait_james_sinclair_15E.html,,ambiguous,,,,,2
medium_no_birthplace,1817,,1884,James Skead,wd:Q6143254,http://www.biographi.ca/en/bio/skead_james_11E.html,,matched,64,PLACE_ON105008,james skead,700902010,1
high,1860,nova scotia;scotland,1928,James William Armstrong,wd:Q6145539,http://www.biographi.ca/en/bio/armstrong_james_william_15E.html,,matched,21,PLACE_NS037012,james armstrong,123002401,1
high,1819,nova scotia;scotland,1903,James William Carmichael,wd:Q6145559,http://www.biographi.ca/en/bio/carmichael_james_william_13E.html,,ambiguous,,,,,2
,1855,,1931,James William Troup,wd:Q6145621,http://www.biographi.ca/en/bio/troup_james_william_16E.html,,no_match,,,,,0
,1816,,1884,Jean-Baptiste Renaud,wd:Q6168987,http://www.biographi.ca/en/bio/renaud_jean_baptiste_11E.html,,no_match,,,,,0
medium_no_birthplace,1860,,1924,Jean-Marie-Joseph-Pantaléon Pelletier,wd:Q6169578,http://www.biographi.ca/en/bio/pelletier_pantaleon_15E.html,,ambiguous,,,,,5
high,1850,ontario,1915,Jeffry Hall Brock,wd:Q6176392,http://www.biographi.ca/en/bio/brock_jeffry_hall_14E.html,,matched,31,PLACE_MB183003,jeffry brock,1213303806,1
medium_no_birthplace,1845,,1896,Job Abbott,wd:Q6206635,http://www.biographi.ca/en/bio/abbott_job_12E.html,,matched,35,PLACE_ON134009,jobe abbott,870114217,1
medium_no_birthplace,1855,,1930,John Anderson,wd:Q6218939,http://www.biographi.ca/en/bio/anderson_john_1855_1930_15E.html,,ambiguous,,,,,64
medium_no_birthplace,1852,,1903,John Andrew Davidson,wd:Q6219051,http://www.biographi.ca/en/bio/davidson_john_andrew_13E.html,,ambiguous,,,,,20
medium_no_birthplace,1821,,1886,John Ash,wd:Q6219549,http://www.biographi.ca/en/bio/ash_john_11E.html,,matched,59,PLACE_ON154005,john ash,881600122,1
high,1845,new brunswick,1889,John Babbitt,wd:Q6220179,http://www.biographi.ca/en/bio/babbitt_john_11E.html,,matched,36,PLACE_NB025006,john babbitt,202303604,1
high,1829,nova scotia,1886,John Barnhill Dickie,wd:Q6220795,http://www.biographi.ca/en/bio/dickie_john_barnhill_11E.html,,matched,52,PLACE_NS007026,john dickie,140310522,1
,1815,newfoundland,1892,John Bemister,wd:Q6221483,http://www.biographi.ca/en/bio/bemister_john_12E.html,,no_match,,,,,0
medium_no_birthplace,1837,,1904,John Bertram,wd:Q6221731,http://www.biographi.ca/en/bio/bertram_john_13E.html,,ambiguous,,,,,2
medium_no_birthplace,1851,,1896,John Burn,wd:Q6223946,http://www.biographi.ca/en/bio/burn_william_john_12E.html,,matched,29,PLACE_NS038005,john burn,92101522,1
medium_no_birthplace,1831,,1888,John Carmichael Haynes,wd:Q6225216,http://www.biographi.ca/en/bio/haynes_john_carmichael_11E.html,,ambiguous,,,,,4
high,1836,ontario,1884,John Classon Miller,wd:Q6226255,http://www.biographi.ca/en/bio/miller_john_classon_11E.html,,ambiguous,,,,,9
,1808,,1886,John Dougall,wd:Q6229847,http://www.biographi.ca/en/bio/dougall_john_11E.html,,no_match,,,,,0
medium_no_birthplace,1860,,1925,John Douglas Fraser Drummond,wd:Q6229908,http://www.biographi.ca/en/bio/drummond_john_douglas_fraser_15E.html,,ambiguous,,,,,5
high,1859,ontario,1929,John Dowsley Reid,wd:Q6230029,http://www.biographi.ca/en/bio/reid_john_dowsley_15E.html,,ambiguous,,,,,23
high,1840,ontario,1909,John Dryden,wd:Q6230204,http://www.biographi.ca/en/bio/dryden_john_13E.html,,matched,40,PLACE_ON132002,john dryden,831702502,1
high,1848,nova scotia;scotland,1904,John Fitzwilliam Stairs,wd:Q6233363,http://www.biographi.ca/en/bio/stairs_john_fitzwilliam_13E.html,,matched,33,PLACE_NS011044,john stairs,81606909,1
,1855,quebec,1930,John Gillanders Turriff,wd:Q6235360,http://www.biographi.ca/en/bio/turriff_john_gillanders_15E.html,,no_match,,,,,0
medium_no_birthplace,1833,,1886,John Glenn,wd:Q6235506,http://www.biographi.ca/en/bio/glenn_john_11E.html,,ambiguous,,,,,3
medium_no_birthplace,1802,,1882,John Hamilton,wd:Q6237442,http://www.biographi.ca/en/bio/hamilton_john_1802_82_11E.html,,ambiguous,,,,,2
medium_no_birthplace,1865,,1936,John Henderson Lamont,wd:Q6238642,http://www.biographi.ca/en/bio/lamont_john_henderson_16E.html,,ambiguous,,,,,3
medium_no_birthplace,1812,,1885,John Henry Warren,wd:Q6238979,http://www.biographi.ca/en/bio/warren_john_henry_11E.html,,ambiguous,,,,,2
medium_no_birthplace,1801,,1888,John Hicks Eynon,wd:Q6239207,http://www.biographi.ca/en/bio/eynon_john_hicks_11E.html,,matched,78,PLACE_ON108004,john eynon,810100216,1
high,1850,ontario,1910,John Houston,wd:Q6240000,http://www.biographi.ca/en/bio/houston_john_13E.html,,ambiguous,,,,,2
medium_no_birthplace,1840,,1928,John Idington,wd:Q6240721,http://www.biographi.ca/en/bio/idington_john_15E.html,,matched,40,PLACE_ON137012,john idington,1102000322,1
,1818,,1890,John Joseph Dearin,wd:Q6242133,http://www.biographi.ca/en/bio/dearin_john_joseph_11E.html,,no_match,,,,,0
,1857,ontario,1913,John Lineham,wd:Q6244890,http://www.biographi.ca/en/bio/lineham_john_14E.html,,no_match,,,,,0
medium_no_birthplace,1814,,1885,John Longworth,wd:Q6245229,http://www.biographi.ca/en/bio/longworth_john_11E.html,,matched,66,PLACE_PE136001,john longworth,20216115,1
high,1838,ontario,1909,John Lorn McDougall,wd:Q6245291,http://www.biographi.ca/en/bio/mcdougall_john_lorn_1838_1909_13E.html,,ambiguous,,,,,4
high,1832,nova scotia;scotland,1908,John Lovitt,wd:Q6245394,http://www.biographi.ca/en/bio/lovitt_john_13E.html,,matched,48,PLACE_NS014003,john lovitt,101608804,1
high,1827,scotland,1907,John Mather,wd:Q6247135,http://www.biographi.ca/en/bio/mather_john_13E.html,,no_match,,,,,0
medium_no_birthplace,1833,,1900,John McKellar,wd:Q6247980,http://www.biographi.ca/en/bio/mckellar_john_12E.html,,ambiguous,,,,,2
medium_no_birthplace,1824,,1901,John McMillan,wd:Q6248154,http://www.biographi.ca/en/bio/mcmillan_john_1824_1901_13E.html,,ambiguous,,,,,15
medium_no_birthplace,1804,,1883,John McMurrich,wd:Q6248174,http://www.biographi.ca/en/bio/mcmurrich_john_11E.html,,matched,76,PLACE_ON120003,john mcmurrich,860209321,1
,1842,england,1913,John M. Davenport,wd:Q6248575,http://www.biographi.ca/en/bio/davenport_john_metcalf_14E.html,,no_match,,,,,0
medium_no_birthplace,1839,,1922,John Milne,wd:Q6248858,http://www.biographi.ca/en/bio/milne_john_15E.html,,ambiguous,,,,,4
medium_no_birthplace,1838,,1920,John Mortimer Courtney,wd:Q6249557,http://www.biographi.ca/en/bio/courtney_john_mortimer_14E.html,,matched,42,PLACE_ON105006_1861,john courtney,690403509,1
medium_no_birthplace,1855,,1923,John Percival Burchill,wd:Q6252544,http://www.biographi.ca/en/bio/burchill_john_percival_15E.html,,matched,26,PLACE_NB029009,john burchill,243205308,1
high,1841,ontario,1917,John Roaf Barber,wd:Q6255047,http://www.biographi.ca/en/bio/barber_john_roaf_14E.html,,matched,39,PLACE_ON117006,john barber,970500206,1
medium_no_birthplace,1812,,1885,John Simpson,wd:Q6257926,http://www.biographi.ca/en/bio/simpson_john_1812_85_11E.html,,ambiguous,,,,,9
high,1792,ontario,1886,John Smoke Johnson,wd:Q6258411,http://www.biographi.ca/en/bio/johnson_john_11E.html,,no_match,,,,,0
medium_no_birthplace,1812,,1884,John Stevenson,wd:Q6259105,http://www.biographi.ca/en/bio/stevenson_john_11E.html,,ambiguous,,,,,5
,1857,,1923,Sir John Strathearn Hendrie,wd:Q6259395,http://www.biographi.ca/en/bio/hendrie_john_strathearn_15E.html,,no_match,,,,,0
high,1821,ireland,1901,John Sweeny,wd:Q6259791,http://www.biographi.ca/en/bio/sweeny_john_13E.html,,ambiguous,,,,,2
,1815,new brunswick,1885,John Waterbury Cudlip,wd:Q6263149,http://www.biographi.ca/en/bio/cudlip_john_waterbury_11E.html,,no_match,,,,,0
medium_no_birthplace,1814,,1902,John Wellington Gwynne,wd:Q6263433,http://www.biographi.ca/en/bio/gwynne_john_wellington_13E.html,,matched,67,PLACE_ON105006_1861,john gwynne,690400811,1
high,1838,ontario,1901,John William Bell,wd:Q6264115,http://www.biographi.ca/en/bio/bell_john_william_13E.html,,ambiguous,,,,,6
,1825,,1905,Joseph-Noël Ritchot,wd:Q6280679,http://www.biographi.ca/en/bio/ritchot_noel_joseph_13E.html,,no_match,,,,,0
,1816,ireland,1885,Joseph Curran Morrison,wd:Q6282395,http://www.biographi.ca/en/bio/morrison_joseph_curran_11E.html,,no_match,,,,,0
,1841,ontario,1919,Joseph E. Seagram,wd:Q6282827,http://www.biographi.ca/en/bio/seagram_joseph_emm_14E.html,,no_match,,,,,0
,1843,ontario,1913,Joseph Featherston,wd:Q6283048,http://www.biographi.ca/en/bio/featherstone_joseph_14E.html,,no_match,,,,,0
medium_no_birthplace,1857,,1934,Joseph Henri Picard,wd:Q6283896,http://www.biographi.ca/en/bio/picard_joseph_henri_16E.html,,ambiguous,,,,,21
,1824,,1894,Joseph Hensley,wd:Q6283953,http://www.biographi.ca/en/bio/hensley_joseph_12E.html,,no_match,,,,,0
,1835,,1902,Sir Joseph Ignatius Little,wd:Q6284173,http://www.biographi.ca/en/bio/little_joseph_ignatius_13E.html,,no_match,,,,,0
medium_no_birthplace,1829,,1894,Joseph Jeffery,wd:Q6284362,http://www.biographi.ca/en/bio/jeffery_joseph_12E.html,,matched,51,PLACE_ON170002,joseph jeffery,1091204912,1
medium_no_birthplace,1856,,1933,Joseph Octave Reaume,wd:Q6285922,http://www.biographi.ca/en/bio/reaume_joseph_octave_16E.html,,ambiguous,,,,,2
medium_no_birthplace,1803,,1895,Joseph Pope,wd:Q6286315,http://www.biographi.ca/en/bio/pope_joseph_12E.html,,matched,78,PLACE_PE136001,joseph pope,20212412,1
medium_no_birthplace,1843,,1887,Joseph Provencher,wd:Q6286367,http://www.biographi.ca/en/bio/provencher_joseph_alfred_norbert_11E.html,,ambiguous,,,,,2
medium_no_birthplace,1821,,1900,Joseph Rymal,wd:Q6286726,http://www.biographi.ca/en/bio/rymal_joseph_12E.html,,matched,58,PLACE_ON153002,joseph rymal,942502522,1
high,1829,quebec,1900,Joseph William McKay,wd:Q6287978,http://www.biographi.ca/en/bio/mckay_joseph_william_12E.html,,no_match,,,,,0
,1838,ontario,1905,Joseph Yuill,wd:Q6288133,http://www.biographi.ca/en/bio/yuill_joseph_13E.html,,no_match,,,,,0
