person_id,person_name,person_qid,dcb_url,event_type,event_year,census_year,geonames_id,geonames_name,tcpuid_csd,csd_name,place_id,match_strategy,confidence
wd:Q16200012,Joshua Gwillen Doan,,http://www.biographi.ca/en/bio/doan_joshua_gwillen_7E.html,birth,1811,1851,6087884,Niagara,ON022007,Niagara,PLACE_ON085007,pip,high
wd:Q16243711,Jacob R Beamer,,http://www.biographi.ca/en/bio/beamer_jacob_r_7E.html,birth,1810,1851,6089125,Norfolk County,ON025004,Windham,PLACE_ON131007,pip,high
wd:Q16244034,John Hendry,,http://www.biographi.ca/en/bio/hendry_john_14E.html,birth,1843,1851,6087430,"Bathurst, New Brunswick",NB995999,NO DATA,PLACE_NB995999,pip,high
wd:Q16244034,John Hendry,,http://www.biographi.ca/en/bio/hendry_john_14E.html,death,1916,1911,6173331,Vancouver,BC012004,Point Grey,PLACE_BC216001,pip,high
wd:Q1634529,Hugh Richardson,,http://www.biographi.ca/en/bio/richardson_hugh_1826_1913_14E.html,death,1913,1911,,"Ottawa, Ontario",ON105007,"Ottawa, Victoria ward-quartier",PLACE_ON105007_1871,pip,high
wd:Q1655568,Ian Alistair Mackenzie,,http://www.biographi.ca/en/bio/mackenzie_ian_alistair_17E.html,death,1949,1921,5892532,Banff,AB194025,Banff (not inc),PLACE_AB194025,pip,high
wd:Q167880,William Hodgson Stuart,,http://www.biographi.ca/en/bio/stuart_william_hodgson_13E.html,birth,1879,1881,,"Ottawa, Ontario",ON105002,"Ottawa, Victoria Ward—Quartier",PLACE_ON105007_1871,pip,high
wd:Q167880,William Hodgson Stuart,,http://www.biographi.ca/en/bio/stuart_william_hodgson_13E.html,death,1907,1911,,"Belleville, Ont.",ON080012,Belleville c,PLACE_ON118032,pip,high
wd:Q1679927,James Albert Manning Aikins,,http://www.biographi.ca/en/bio/aikins_james_albert_manning_15E.html,birth,1851,1851,,Centre de l'Ontario,ON026001,Whitby,PLACE_ON026001,pip,high
wd:Q1679927,James Albert Manning Aikins,,http://www.biographi.ca/en/bio/aikins_james_albert_manning_15E.html,death,1929,1921,,Winnipeg (Man.),MB160013,"Winnipeg, C",PLACE_MB160013,pip,high
wd:Q1680308,James Duncan McGregor,,http://www.biographi.ca/en/bio/mcgregor_james_duncan_16E.html,birth,1860,1861,5884472,Amherstburg,ON071001,"Amherstburgh, Town of",PLACE_ON110017,pip,high
wd:Q1680308,James Duncan McGregor,,http://www.biographi.ca/en/bio/mcgregor_james_duncan_16E.html,death,1935,1921,,Winnipeg (Man.),MB160013,"Winnipeg, C",PLACE_MB160013,pip,high
wd:Q16856552,Jean-Louis Légaré,,http://www.biographi.ca/en/bio/legare_jean_louis_14E.html,birth,1841,1851,8674207,Saint-Jacques,QC059009,St. Jacques,PLACE_QC176007,pip,high
wd:Q16856552,Jean-Louis Légaré,,http://www.biographi.ca/en/bio/legare_jean_louis_14E.html,death,1918,1921,6182389,Willow Bunch,SK173007,42. Willow Bunch,PLACE_SK173007,pip,high
wd:Q16856777,Benjamin Tingley Rogers,,http://www.biographi.ca/en/bio/rogers_benjamin_tingley_14E.html,death,1918,1921,6173331,Vancouver,BC216001,Point Grey,PLACE_BC216001,pip,high
wd:Q16981354,Archibald Fraser,,http://www.biographi.ca/en/bio/fraser_archibald_16E.html,death,1932,1921,12096883,Nictau,NB034005,Lorne,PLACE_NB034005,pip,high
wd:Q1699331,John Beverley Robinson,,http://www.biographi.ca/en/bio/robinson_john_beverley_12E.html,birth,1820,1851,,Centre de l'Ontario,ON026001,Whitby,PLACE_ON026001,pip,high
wd:Q1699331,John Beverley Robinson,,http://www.biographi.ca/en/bio/robinson_john_beverley_12E.html,death,1896,1891,,Toronto,ON131003,"Toronto, St. Paul & St. Mathew’s, Ward—Quartier",PLACE_ON131003_1891,pip,high
wd:Q1701147,John Motz,,http://www.biographi.ca/en/bio/motz_john_14E.html,death,1911,1911,,"Berlin (Kitchener), Ont",ON130005,Waterloo t-v,PLACE_ON150010,pip,high
wd:Q1701251,John Oliver,,http://www.biographi.ca/en/bio/oliver_john_15E.html,death,1927,1921,6174041,Victoria,BC217001,Victoria City,PLACE_BC217001,pip,high
wd:Q1701904,John Teague,,http://www.biographi.ca/en/bio/teague_john_13E.html,death,1902,1901,6174041,Victoria,BC004004,"Victoria, City—Cité",PLACE_BC217001,pip,high
wd:Q1702187,John Willoughby Crawford,,http://www.biographi.ca/en/bio/crawford_john_willoughby_10E.html,death,1875,1871,,Toronto,ON045002,"Yorkville, Village",PLACE_ON135004,pip,high
wd:Q17309210,William Arthur Johnson,,http://www.biographi.ca/en/bio/johnson_william_arthur_10E.html,death,1880,1881,,"Yorkville, Toronto",ON135004,"Yorkville, Village",PLACE_ON135004,pip,high
wd:Q17388246,Charles Frederick Fraser,,http://www.biographi.ca/en/bio/fraser_charles_frederick_15E.html,birth,1850,1851,,"Windsor, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
wd:Q17388246,Charles Frederick Fraser,,http://www.biographi.ca/en/bio/fraser_charles_frederick_15E.html,death,1925,1921,,"Halifax, N.S",NS011043,"Halifax, C",PLACE_NS011043,pip,high
wd:Q17421647,Wilmot Deloui Matthews,,http://www.biographi.ca/en/bio/matthews_wilmot_deloui_14E.html,birth,1850,1851,,"Burford Township, Upper Canada",ON002003,Burford,PLACE_ON103002,pip,high
wd:Q17421647,Wilmot Deloui Matthews,,http://www.biographi.ca/en/bio/matthews_wilmot_deloui_14E.html,death,1919,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
wd:Q17423514,Edward Kielley,,http://www.biographi.ca/en/bio/kielley_edward_8E.html,birth,1790,1851,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q17423514,Edward Kielley,,http://www.biographi.ca/en/bio/kielley_edward_8E.html,death,1855,1851,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q17423597,Joseph Noad,,http://www.biographi.ca/en/bio/noad_joseph_10E.html,death,1873,1871,,"Woodstock, Ont",ON014005,"Woodstock, Town—Ville",PLACE_ON134012,pip,high
wd:Q17423807,James William Tobin,,http://www.biographi.ca/en/bio/tobin_james_william_11E.html,birth,1808,1851,,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
wd:Q17479319,Augustin Lavallée,,http://www.biographi.ca/en/bio/lavallee_augustin_13E.html,death,1903,1901,6077243,Montreal,QC157999,NO DATA,PLACE_QC162999,pip,high
wd:Q17513195,David Bennett,,http://www.biographi.ca/en/bio/bennett_david_13E.html,death,1902,1901,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q17514150,James Scott Hutton,,http://www.biographi.ca/en/bio/hutton_james_scott_12E.html,death,1891,1891,,"Halifax, N.S",NS033002,"Halifax, Ward—Quartier No. 2",PLACE_NS045044,pip,high
wd:Q17626471,Joseph-Ignace Aumond,,http://www.biographi.ca/en/bio/aumond_joseph_ignace_10E.html,birth,1810,1851,,L'Assomption,QC059002,"L’Assomption, Village",PLACE_QC065011,pip,high
wd:Q17626471,Joseph-Ignace Aumond,,http://www.biographi.ca/en/bio/aumond_joseph_ignace_10E.html,death,1879,1881,,"Ottawa, Ontario",ON105002,"Ottawa, Victoria Ward—Quartier",PLACE_ON105007_1871,pip,high
wd:Q17626717,Henry James Grasett,,http://www.biographi.ca/en/bio/grasett_henry_james_1847_1930_15E.html,birth,1847,1851,,Centre de l'Ontario,ON026001,Whitby,PLACE_ON026001,pip,high
wd:Q17626717,Henry James Grasett,,http://www.biographi.ca/en/bio/grasett_henry_james_1847_1930_15E.html,death,1930,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
wd:Q18085632,John Mowat,,http://www.biographi.ca/en/bio/mowat_john_8E.html,death,1860,1861,5992500,Kingston,ON109003,Ontario Ward,PLACE_ON077003,pip,high
wd:Q18151489,John Gaskin,,http://www.biographi.ca/en/bio/gaskin_john_13E.html,birth,1840,1851,5992500,Kingston,ON045005,"Kingston, Ontario Ward",PLACE_ON045005,pip,high
wd:Q18151489,John Gaskin,,http://www.biographi.ca/en/bio/gaskin_john_13E.html,death,1908,1911,5992500,Kingston,ON086001,Kingston c,PLACE_ON111017,pip,high
wd:Q18151623,Overton Smith Gildersleeve,,http://www.biographi.ca/en/bio/gildersleeve_overton_smith_9E.html,birth,1825,1851,5992500,Kingston,ON045005,"Kingston, Ontario Ward",PLACE_ON045005,pip,high
wd:Q18151623,Overton Smith Gildersleeve,,http://www.biographi.ca/en/bio/gildersleeve_overton_smith_9E.html,death,1864,1861,5992500,Kingston,ON109003,Ontario Ward,PLACE_ON077003,pip,high
wd:Q18164129,Jacques-Pierre Peminuit Paul,,http://www.biographi.ca/en/bio/peminuit_paul_jacques_pierre_12E.html,birth,1800,1851,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
wd:Q18164129,Jacques-Pierre Peminuit Paul,,http://www.biographi.ca/en/bio/peminuit_paul_jacques_pierre_12E.html,death,1895,1891,5982736,Indian Brook 14,NS035017,Shubenecadie,PLACE_NS012013,pip,high
wd:Q18167969,Simeon Morrill,,http://www.biographi.ca/en/bio/morrill_simeon_10E.html,death,1871,1871,,London,ON010001,"London, Ward—Quartier No. 1",PLACE_ON086001,pip,high
wd:Q18168040,James William Scallion,,http://www.biographi.ca/en/bio/scallion_james_william_15E.html,death,1926,1921,,"Virden, Man",MB162012,"Virden, T-V",PLACE_MB162012,pip,high
wd:Q18168061,George Sleeman,,http://www.biographi.ca/en/bio/sleeman_george_15E.html,birth,1841,1851,6155790,St. Davids,ON031003,Hawkesbury E,PLACE_ON139003,pip,high
wd:Q18168061,George Sleeman,,http://www.biographi.ca/en/bio/sleeman_george_15E.html,death,1926,1921,,"Guelph, Upper Canada",ON152013,"Guelph, C",PLACE_ON152013,pip,high
wd:Q18168123,George Weston Wrigley,,http://www.biographi.ca/en/bio/wrigley_george_weston_13E.html,birth,1847,1851,6955983,Southwestern Ontario,ON008005,Maidstone,PLACE_ON110006,pip,high
wd:Q18168123,George Weston Wrigley,,http://www.biographi.ca/en/bio/wrigley_george_weston_13E.html,death,1907,1911,,Winnipeg (Man.),MB018007,St. Charles pr,PLACE_MB018007,pip,high
wd:Q181751,Angus Morrison,,http://www.biographi.ca/en/bio/morrison_angus_11E.html,death,1882,1881,,Toronto,ON135004,"Yorkville, Village",PLACE_ON135004,pip,high
wd:Q18218205,Henry David Winton,,http://www.biographi.ca/en/bio/winton_henry_david_8E.html,death,1855,1851,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q18325326,William John Tregillus,,http://www.biographi.ca/en/bio/tregillus_william_john_14E.html,death,1914,1911,5913490,Calgary,AB001006,Calgary c,PLACE_AB194026,pip,high
wd:Q18671329,George Ryerson,,http://www.biographi.ca/en/bio/ryerson_george_11E.html,birth,1779,1851,6159368,Sunbury County,NB995999,NO DATA,PLACE_NB995999,pip,high
wd:Q18671329,George Ryerson,,http://www.biographi.ca/en/bio/ryerson_george_11E.html,death,1882,1881,,Toronto,ON135004,"Yorkville, Village",PLACE_ON135004,pip,high
wd:Q18693195,William Jones Stairs,,http://www.biographi.ca/en/bio/stairs_william_james_13E.html,birth,1819,1851,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
wd:Q18693195,William Jones Stairs,,http://www.biographi.ca/en/bio/stairs_william_james_13E.html,death,1906,1901,,"Halifax, N.S",NS033002,"Halifax, Ward—Quartier No. 2",PLACE_NS045044,pip,high
wd:Q1871439,Louis-Philippe Brodeur,,http://www.biographi.ca/en/bio/brodeur_louis_philippe_15E.html,death,1924,1921,8740849,Sillery,QC081007,St. Colomb de Sillery,PLACE_QC081007,pip,high
wd:Q18715950,Charles Howlett,,http://www.biographi.ca/en/bio/howlett_charles_joseph_16E.html,birth,1885,1881,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q18715950,Charles Howlett,,http://www.biographi.ca/en/bio/howlett_charles_joseph_16E.html,death,1932,1921,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q18753674,Robert Stewart Munn,,http://www.biographi.ca/en/bio/munn_robert_stewart_12E.html,death,1894,1891,,Harbour Grace,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q1886954,Malcolm Alexander MacLean,,http://www.biographi.ca/en/bio/maclean_malcolm_alexander_12E.html,death,1895,1891,6173331,Vancouver,BC002001,New Westminster,PLACE_BC002001,pip,high
wd:Q18910743,Eliza Jones,,http://www.biographi.ca/en/bio/field_elizabeth_11E.html,death,1890,1891,5907990,Brantford,ON049001,Brantford W-O,PLACE_ON057002,pip,high
wd:Q19518311,Margaret Smith Polson,,http://www.biographi.ca/en/bio/polson_margaret_smith_15E.html,death,1927,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
wd:Q19560702,Augustus William Harvey,,http://www.biographi.ca/en/bio/harvey_augustus_william_13E.html,death,1903,1901,6062069,Lunenburg,NS037004,Blue Rocks,PLACE_NS015005,pip,high
wd:Q19560749,Benny Hollinger,,http://www.biographi.ca/en/bio/hollinger_benjamin_14E.html,birth,1885,1881,,Eastern Ontario,ON101001,Osmabruck,PLACE_ON145003,pip,high
wd:Q19560749,Benny Hollinger,,http://www.biographi.ca/en/bio/hollinger_benjamin_14E.html,death,1919,1921,,"Pembroke, Ontario",ON142037,"Pembroke, T-V",PLACE_ON142037,pip,high
wd:Q19604913,Alexander A. Parsons,,http://www.biographi.ca/en/bio/parsons_alexander_a_16E.html,birth,1847,1851,5970492,Harbour Grace,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q19604913,Alexander A. Parsons,,http://www.biographi.ca/en/bio/parsons_alexander_a_16E.html,death,1932,1921,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q19624325,Eleanor Eliza Cripps,,http://www.biographi.ca/en/bio/cripps_eleanor_eliza_14E.html,death,1913,1911,,"Virden, Man",MB015008,Virden t-v,PLACE_MB162012,pip,high
wd:Q19661479,Susanna Lucy Anne Haliburton,,http://www.biographi.ca/en/bio/haliburton_susanna_lucy_anne_12E.html,birth,1817,1851,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
wd:Q19661479,Susanna Lucy Anne Haliburton,,http://www.biographi.ca/en/bio/haliburton_susanna_lucy_anne_12E.html,death,1899,1901,,"Halifax, N.S",NS033002,"Halifax, Ward—Quartier No. 2",PLACE_NS045044,pip,high
wd:Q19662197,Fannie Knowling McNeil,,http://www.biographi.ca/en/bio/knowling_fannie_15E.html,birth,1869,1871,,Terre-Neuve,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q19662197,Fannie Knowling McNeil,,http://www.biographi.ca/en/bio/knowling_fannie_15E.html,death,1928,1921,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q19666399,John James McLaughlin,,http://www.biographi.ca/en/bio/mclaughlin_john_james_14E.html,birth,1865,1861,5948976,Enniskillen,ON081004,Enniskillen,PLACE_ON122004,pip,high
wd:Q19666849,Lydia Elizabeth Hall,,http://www.biographi.ca/en/bio/hall_lydia_elizabeth_14E.html,birth,1864,1861,,"Eramosa Township, Ont",ON103004,Eramosa,PLACE_ON152002,pip,high
wd:Q19666849,Lydia Elizabeth Hall,,http://www.biographi.ca/en/bio/hall_lydia_elizabeth_14E.html,death,1916,1911,5967629,Guelph,ON134007,Guelph c,PLACE_ON152013,pip,high
wd:Q19753413,Louis-Zéphirin Gauthier,,http://www.biographi.ca/en/bio/gauthier_louis_zephirin_15E.html,death,1922,1921,,Outremont (Montreal),QC076014,"Outremont, C",PLACE_QC076014_1881_1921,pip,high
wd:Q19754858,Amable Gauthier,,http://www.biographi.ca/en/bio/gauthier_amable_10E.html,birth,1792,1851,,"Saint-Jean-Baptiste-de-Nicolet, L.C",QC066008,Nicolet,PLACE_QC051007_1851,pip,high
wd:Q19754858,Amable Gauthier,,http://www.biographi.ca/en/bio/gauthier_amable_10E.html,death,1873,1871,6067547,Maskinongé,QC128001,Maskinongé,PLACE_QC085003,pip,high
wd:Q19865867,Gilbert Lafayette Foster,,http://www.biographi.ca/en/bio/foster_gilbert_lafayette_16E.html,birth,1871,1871,6091530,"Halifax, N.S",NS196002,"Halifax, Ward—Quartier No. 2",PLACE_NS045044,pip,high
wd:Q19865867,Gilbert Lafayette Foster,,http://www.biographi.ca/en/bio/foster_gilbert_lafayette_16E.html,death,1940,1921,6183858,Wolfville,NS014008,Horton,PLACE_NS014008,pip,high
wd:Q19877161,Hannah Grier Coome,,http://www.biographi.ca/en/bio/grier_sarah_hannah_roberta_15E.html,birth,1837,1851,,Centre de l'Ontario,ON026001,Whitby,PLACE_ON026001,pip,high
wd:Q19877161,Hannah Grier Coome,,http://www.biographi.ca/en/bio/grier_sarah_hannah_roberta_15E.html,death,1921,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
wd:Q19878037,John Taylor Fotheringham,,http://www.biographi.ca/en/bio/fotheringham_john_taylor_16E.html,birth,1860,1861,6955983,Southwestern Ontario,ON071005,Maidstone,PLACE_ON110006,pip,high
wd:Q19878037,John Taylor Fotheringham,,http://www.biographi.ca/en/bio/fotheringham_john_taylor_16E.html,death,1940,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
wd:Q19878631,Samuel Harris,,http://www.biographi.ca/en/bio/harris_samuel_15E.html,birth,1850,1851,,Terre-Neuve,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q19878631,Samuel Harris,,http://www.biographi.ca/en/bio/harris_samuel_15E.html,death,1926,1921,,Grand Bank,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q19974950,William Church Moir,,http://www.biographi.ca/en/bio/moir_william_church_12E.html,birth,1822,1851,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
wd:Q19974950,William Church Moir,,http://www.biographi.ca/en/bio/moir_william_church_12E.html,death,1896,1891,,"Halifax, N.S",NS033002,"Halifax, Ward—Quartier No. 2",PLACE_NS045044,pip,high
wd:Q19975126,George Algernon Richardson,,http://www.biographi.ca/en/bio/richardson_james_1819_92_12E.html,death,1892,1891,5992500,Kingston,ON080003,"Kingston, Ontario, Ward—Quartier",PLACE_ON077003,pip,high
wd:Q20201413,Andrew Scott Irving,,http://www.biographi.ca/en/bio/irving_andrew_scott_13E.html,death,1904,1901,,Toronto,ON129007,"Toronto, Ward—Quartier 2 (part)",PLACE_ON129007,pip,high
wd:Q20562467,Joseph-Sabin Raymond,,http://www.biographi.ca/en/bio/raymond_joseph_sabin_11E.html,birth,1810,1851,6138374,Saint-Hyacinthe,QC078002,"St. Hyacinthe, Town",PLACE_QC078002,pip,high
wd:Q20562467,Joseph-Sabin Raymond,,http://www.biographi.ca/en/bio/raymond_joseph_sabin_11E.html,death,1887,1891,6138374,Saint-Hyacinthe,QC185007,"St. Hyacinthe, City—Cité",PLACE_QC091012,pip,high
wd:Q20810969,John Harris,,http://www.biographi.ca/en/bio/harris_john_1841_87_11E.html,birth,1841,1851,,"Townsend Township, Norfolk County, Canada West",ON025005,Townsend,PLACE_ON131004,pip,high
wd:Q20810969,John Harris,,http://www.biographi.ca/en/bio/harris_john_1841_87_11E.html,death,1887,1891,5907990,Brantford,ON049001,Brantford W-O,PLACE_ON057002,pip,high
wd:Q2090572,Sir Frederic Bowker Terrington Carter,,http://www.biographi.ca/en/bio/carter_frederic_bowker_terrington_12E.html,birth,1819,1851,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q2090572,Sir Frederic Bowker Terrington Carter,,http://www.biographi.ca/en/bio/carter_frederic_bowker_terrington_12E.html,death,1900,1901,6324733,St. John's,NL998999,NO DATA,PLACE_NL998999,pip,high
wd:Q21070227,William Briggs,,http://www.biographi.ca/en/bio/briggs_william_15E.html,death,1922,1921,,"Port Credit, Ont",ON136008,"Port Credit, VL",PLACE_ON136008,pip,high
wd:Q2157139,Robert Foulis,,http://www.biographi.ca/en/bio/foulis_robert_9E.html,death,1866,1861,6138517,Saint John,NB995999,NO DATA,PLACE_NB995999,pip,high
wd:Q2157196,Robert Brett,,http://www.biographi.ca/en/bio/brett_robert_george_15E.html,birth,1851,1851,6955983,Southwestern Ontario,ON008005,Maidstone,PLACE_ON110006,pip,high
wd:Q2157196,Robert Brett,,http://www.biographi.ca/en/bio/brett_robert_george_15E.html,death,1929,1921,5913490,Calgary,AB194026,"Calgary, C",PLACE_AB194026,pip,high
wd:Q2157587,Robert Hodgson,,http://www.biographi.ca/en/bio/hodgson_robert_10E.html,birth,1798,1851,,Charlottetown,PE997999,NO DATA,PLACE_PE997999,pip,high
wd:Q2157587,Robert Hodgson,,http://www.biographi.ca/en/bio/hodgson_robert_10E.html,death,1880,1881,5920288,Charlottetown,PE002001,Charlottetown Royalty,PLACE_PE003025,pip,high
wd:Q2157715,Robert John Fleming,,http://www.biographi.ca/en/bio/fleming_robert_john_15E.html,birth,1854,1851,,Centre de l'Ontario,ON026001,Whitby,PLACE_ON026001,pip,high
wd:Q2157715,Robert John Fleming,,http://www.biographi.ca/en/bio/fleming_robert_john_15E.html,death,1925,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
wd:Q21664079,Marie-Elmina Anger,,http://www.biographi.ca/en/bio/anger_marie_elmina_13E.html,birth,1844,1851,6325572,Neuville,QC068010,Pointe-aux-Trembles,PLACE_QC181007,pip,high
wd:Q21664079,Marie-Elmina Anger,,http://www.biographi.ca/en/bio/anger_marie_elmina_13E.html,death,1901,1901,6115047,péninsule de la Gaspésie,QC154999,NO DATA,PLACE_QC056999,pip,high
wd:Q21706000,Marie-Louise Valade,,http://www.biographi.ca/en/bio/valade_marie_louise_9E.html,birth,1808,1851,6137753,Sainte-Anne-des-Plaines,QC079008,Ste. Anne,PLACE_QC099006,pip,high
wd:Q21706000,Marie-Louise Valade,,http://www.biographi.ca/en/bio/valade_marie_louise_9E.html,death,1861,1881,6155709,St. Boniface,MB183004,St. Boniface,PLACE_MB183004,pip,high
wd:Q22018580,Mary Greene,,http://www.biographi.ca/en/bio/greene_mary_16E.html,death,1933,1921,5913490,Calgary,AB194026,"Calgary, C",PLACE_AB194026,pip,high
wd:Q22018893,Teresa McDonell,,http://www.biographi.ca/en/bio/mcdonell_teresa_14E.html,birth,1833,1851,,Centre de l'Ontario,ON026001,Whitby,PLACE_ON026001,pip,high
wd:Q22018893,Teresa McDonell,,http://www.biographi.ca/en/bio/mcdonell_teresa_14E.html,death,1917,1921,6155708,St. Boniface,MB160012,"St. Boniface, C",PLACE_MB160012,pip,high
wd:Q22019373,James Settee,,http://www.biographi.ca/en/bio/settee_james_13E.html,death,1902,1901,,Winnipeg (Man.),MB012004,"Winnipeg, Ward—Quartier No. 4",PLACE_MB012004,pip,high
wd:Q2362681,Louis Coderre,,http://www.biographi.ca/en/bio/coderre_louis_16E.html,birth,1865,1861,8674102,Saint-Ours,QC043004,"St. Ours, Parish",PLACE_QC082006,pip,high
wd:Q2362681,Louis Coderre,,http://www.biographi.ca/en/bio/coderre_louis_16E.html,death,1935,1921,6077243,Montreal,QC076013,"Montréal, C",PLACE_QC076013_1921,pip,high
wd:Q23932747,Alexander McGibbon,,http://www.biographi.ca/en/bio/mcgibbon_alexander_13E.html,birth,1829,1851,,Petite-Côte,QC065011,Montréal,PLACE_QC065011_1851,pip,high
wd:Q23932747,Alexander McGibbon,,http://www.biographi.ca/en/bio/mcgibbon_alexander_13E.html,death,1904,1901,5913490,Calgary,NT202021,"Calgary, South—Sud",PLACE_NT202021,pip,high
wd:Q23988345,Margaret Townsend,,http://www.biographi.ca/en/bio/townsend_margaret_15E.html,death,1923,1921,6174041,Victoria,BC217001,Victoria City,PLACE_BC217001,pip,high
wd:Q24034848,John Shedden,,http://www.biographi.ca/en/bio/shedden_john_10E.html,death,1873,1871,,Cannington,ON049005,Brock,PLACE_ON133001,pip,high
wd:Q2404028,Thomas Reuben Black,,http://www.biographi.ca/en/bio/black_thomas_reuben_13E.html,birth,1832,1851,6091530,"Halifax, N.S",NS996999,NO DATA,PLACE_NS996999,pip,high
wd:Q2404028,Thomas Reuben Black,,http://www.biographi.ca/en/bio/black_thomas_reuben_13E.html,death,1905,1901,5884467,Amherst Nova Scotia,NS030001,"Amherst, Town—Ville",PLACE_NS008030,pip,high
wd:Q24068886,Hugh McLennan,,http://www.biographi.ca/en/bio/mclennan_hugh_12E.html,birth,1825,1851,6049144,Lancaster,ON010002,Charlottenburg,PLACE_ON112001,pip,high
wd:Q24068886,Hugh McLennan,,http://www.biographi.ca/en/bio/mclennan_hugh_12E.html,death,1899,1901,6077243,Montreal,QC157999,NO DATA,PLACE_QC162999,pip,high
wd:Q2437944,Tobias Crawford Norris,,http://www.biographi.ca/en/bio/norris_tobias_crawford_16E.html,birth,1861,1861,,Centre de l'Ontario,ON089012,"Whitby, West",PLACE_ON098007,pip,high
wd:Q2437944,Tobias Crawford Norris,,http://www.biographi.ca/en/bio/norris_tobias_crawford_16E.html,death,1936,1921,,Toronto,ON154011,"Toronto, C",PLACE_ON154011,pip,high
wd:Q24461006,Bernard Rogan Ross,,http://www.biographi.ca/en/bio/ross_bernard_rogan_10E.html,death,1874,1871,6167865,"Yorkville, Toronto",ON045002,"Yorkville, Village",PLACE_ON135004,pip,high
wd:Q24681443,Charlotte Nickinson,,http://www.biographi.ca/en/bio/nickinson_charlotte_13E.html,birth,1832,1851,6325494,Québec,QC084000,"Québec, cité",PLACE_QC084000,pip,high
wd:Q24879161,Sophia Simms,,http://www.biographi.ca/en/bio/simms_sophia_8E.html,death,1859,1861,,Toronto,ON105012,"Yorkville, Village",PLACE_ON135004,pip,high
wd:Q24879250,Hortense Globensky,,http://www.biographi.ca/en/bio/globensky_hortense_10E.html,birth,1804,1851,6138175,Saint-Eustache,QC080008,"St. Eustache, Parish",PLACE_QC052006,pip,high
wd:Q24879250,Hortense Globensky,,http://www.biographi.ca/en/bio/globensky_hortense_10E.html,death,1873,1871,6077243,Montreal,QC107004,Côteau St. Louis,PLACE_QC107004,pip,high
wd:Q24879259,Katie McVicar,,http://www.biographi.ca/en/bio/mcvicar_kate_11E.html,birth,1856,1851,5969782,Hamilton,ON041008,Barton,PLACE_ON153002,pip,high
wd:Q24879259,Katie McVicar,,http://www.biographi.ca/en/bio/mcvicar_kate_11E.html,death,1886,1881,5969782,Hamilton,ON149001,"Hamilton, Ward—Quartier No. 1",PLACE_ON069001,pip,high
wd:Q24879262,Kate Horn,,http://www.biographi.ca/en/bio/horn_kate_m_12E.html,death,1896,1891,6077243,Montreal,QC155999,NO DATA,PLACE_QC162999,pip,high
wd:Q2579718,William L. Walsh,,http://www.biographi.ca/en/bio/walsh_william_legh_16E.html,birth,1857,1861,6147962,Simcoe,ON087004,"Simcoe, Town of",PLACE_ON131009,pip,high
wd:Q2579718,William L. Walsh,,http://www.biographi.ca/en/bio/walsh_william_legh_16E.html,death,1938,1921,6174041,Victoria,BC217001,Victoria City,PLACE_BC217001,pip,high
wd:Q2580601,William Smithe,,http://www.biographi.ca/en/bio/smithe_william_11E.html,death,1887,1891,6174041,Victoria,BC004002,"Victoria, Johnson Street, Ward—Quartier",PLACE_BC004002,pip,high
wd:Q26251084,Thomas Edmonds Wilson,,http://www.biographi.ca/en/bio/wilson_thomas_edmonds_16E.html,birth,1859,1861,,Centre de l'Ontario,ON089012,"Whitby, West",PLACE_ON098007,pip,high
wd:Q26251084,Thomas Edmonds Wilson,,http://www.biographi.ca/en/bio/wilson_thomas_edmonds_16E.html,death,1933,1921,5892532,Banff,AB194025,Banff (not inc),PLACE_AB194025,pip,high
