:START_ID,:END_ID,relationship_type,iou:float,from_fraction:float,to_fraction:float,year_from:int,year_to:int,:TYPE
MB009006_1891,MB006005_1901,CONTAINS,0.8677,0.8677,1.0,1891,1901,P134_continued
MB009003_1891,MB006002_1901,WITHIN,0.2419,1.0,0.2419,1891,1901,P134_continued
MB006015_1891,MB011016_1901,CONTAINS,0.6191,0.6191,1.0,1891,1901,P134_continued
MB007031_1891,MB008014_1901,CONTAINS,0.4717,0.4717,1.0,1891,1901,P134_continued
MB007026_1891,MB008013_1901,CONTAINS,0.2447,0.2447,1.0,1891,1901,P134_continued
MB009010_1891,MB007010_1901,CONTAINS,0.0037,0.0037,1.0,1891,1901,P134_continued
MB009010_1891,MB007008_1901,WITHIN,0.5976,0.9963,0.5989,1891,1901,P134_continued
MB009012_1891,MB007007_1901,CONTAINS,0.0028,0.0028,1.0,1891,1901,P134_continued
MB006007_1891,MB011007_1901,WITHIN,0.471,0.9668,0.4787,1891,1901,P134_continued
MB006001_1891,MB011001_1901,CONTAINS,0.681,0.7012,0.9594,1891,1901,P134_continued
MB006017_1891,MB011017_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB009011_1891,MB007003_1901,CONTAINS,0.0029,0.0029,1.0,1891,1901,P134_continued
MB007022_1891,MB008011_1901,WITHIN,0.8955,1.0,0.8955,1891,1901,P134_continued
MB007018_1891,MB008009_1901,WITHIN,0.8034,1.0,0.8034,1891,1901,P134_continued
MB007020_1891,MB009019_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007006_1891,MB009009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007029_1891,MB009006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007012_1891,MB009015_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007004_1891,MB009005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007030_1891,MB009025_1901,CONTAINS,0.4981,0.4981,1.0,1891,1901,P134_continued
MB007030_1891,MB009024_1901,CONTAINS,0.5019,0.5019,1.0,1891,1901,P134_continued
MB007027_1891,MB009021_1901,WITHIN,0.93,0.9839,0.9444,1891,1901,P134_continued
MB007014_1891,MB009016_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007002_1891,MB009003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007005_1891,MB009007_1901,CONTAINS,0.0722,0.0723,0.9857,1891,1901,P134_continued
MB007005_1891,MB009013_1901,CONTAINS,0.0807,0.0807,1.0,1891,1901,P134_continued
MB007005_1891,MB009008_1901,CONTAINS,0.0891,0.0893,0.9866,1891,1901,P134_continued
MB007005_1891,MB009026_1901,CONTAINS,0.1131,0.1131,1.0,1891,1901,P134_continued
MB007005_1891,MB009027_1901,CONTAINS,0.08,0.08,1.0,1891,1901,P134_continued
MB007001_1891,MB009001_1901,CONTAINS,0.4992,0.4992,1.0,1891,1901,P134_continued
MB007001_1891,MB009002_1901,CONTAINS,0.5008,0.5008,1.0,1891,1901,P134_continued
MB007003_1891,MB009004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007015_1891,MB009017_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007024_1891,MB009020_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007028_1891,MB009023_1901,CONTAINS,0.484,0.484,1.0,1891,1901,P134_continued
MB007028_1891,MB009022_1901,CONTAINS,0.4878,0.4878,1.0,1891,1901,P134_continued
MB007007_1891,MB008001_1901,CONTAINS,0.0017,0.0017,1.0,1891,1901,P134_continued
MB007011_1891,MB008005_1901,WITHIN,0.5124,1.0,0.5124,1891,1901,P134_continued
MB008009_1891,MB010007_1901,WITHIN,0.8594,0.9769,0.8772,1891,1901,P134_continued
MB008004_1891,MB010003_1901,CONTAINS,0.587,0.5961,0.9749,1891,1901,P134_continued
MB008002_1891,MB010001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB008005_1891,MB010004_1901,WITHIN,0.6284,1.0,0.6284,1891,1901,P134_continued
MB008015_1891,MB010013_1901,WITHIN,0.5825,1.0,0.5825,1891,1901,P134_continued
MB008012_1891,MB010010_1901,WITHIN,0.6227,1.0,0.6227,1891,1901,P134_continued
MB008013_1891,MB010011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB008003_1891,MB010002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB008010_1891,MB010008_1901,WITHIN,0.573,1.0,0.573,1891,1901,P134_continued
MB006009_1891,MB011009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB006011_1891,MB011012_1901,CONTAINS,0.8676,0.896,0.9648,1891,1901,P134_continued
MB006006_1891,MB010012_1901,CONTAINS,0.0393,0.0393,1.0,1891,1901,P134_continued
MB006012_1891,MB011013_1901,CONTAINS,0.9423,0.9423,1.0,1891,1901,P134_continued
MB006013_1891,MB011014_1901,CONTAINS,0.7426,0.7426,1.0,1891,1901,P134_continued
MB006016_1891,MB011006_1901,CONTAINS,0.4162,0.4162,1.0,1891,1901,P134_continued
MB006003_1891,MB011003_1901,CONTAINS,0.0366,0.0366,1.0,1891,1901,P134_continued
MB006003_1891,MB011018_1901,WITHIN,0.0274,0.9634,0.0274,1891,1901,P134_continued
MB006010_1891,MB011011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB006005_1891,MB011004_1901,CONTAINS,0.3102,0.3114,0.9887,1891,1901,P134_continued
MB009008_1891,MB006010_1901,CONTAINS,0.0024,0.0024,1.0,1891,1901,P134_continued
MB009015_1891,MB006001_1901,WITHIN,0.3738,1.0,0.3738,1891,1901,P134_continued
MB010006_1891,MB012006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB006004_1891,MB011008_1901,CONTAINS,0.1092,0.1092,1.0,1891,1901,P134_continued
MB010003_1891,MB012003_1901,CONTAINS,0.939,0.939,1.0,1891,1901,P134_continued
MB010002_1891,MB012002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB010004_1891,MB012004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB010005_1891,MB012005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
MB007025_1891,MB009018_1901,CONTAINS,0.0201,0.0201,1.0,1891,1901,P134_continued
MB007025_1891,MB009011_1901,CONTAINS,0.0002,0.0002,1.0,1891,1901,P134_continued
MB007025_1891,MB009010_1901,CONTAINS,0.1039,0.1039,1.0,1891,1901,P134_continued
MB008006_1891,MB010004_1901,WITHIN,0.3716,1.0,0.3716,1891,1901,P134_continued
MB009002_1891,MB006001_1901,WITHIN,0.3796,1.0,0.3796,1891,1901,P134_continued
MB009022_1891,MB007009_1901,CONTAINS,0.0037,0.0037,1.0,1891,1901,P134_continued
MB006008_1891,MB011018_1901,WITHIN,0.4434,1.0,0.4434,1891,1901,P134_continued
BC005007_1891,BC005006_1901,CONTAINS,0.1779,0.1779,1.0,1891,1901,P134_continued
BC005007_1891,BC005008_1901,CONTAINS,0.1876,0.1886,0.9716,1891,1901,P134_continued
BC005007_1891,BC005009_1901,CONTAINS,0.3341,0.3341,1.0,1891,1901,P134_continued
BC003011_1891,BC003005_1901,CONTAINS,0.0012,0.0012,1.0,1891,1901,P134_continued
BC002001_1891,BC002001_1901,CONTAINS,0.0019,0.0019,1.0,1891,1901,P134_continued
BC002001_1891,BC002002_1901,CONTAINS,0.0018,0.0018,1.0,1891,1901,P134_continued
BC002001_1891,BC002005_1901,CONTAINS,0.0043,0.0043,0.9727,1891,1901,P134_continued
BC002001_1891,BC001003_1901,CONTAINS,0.5623,0.5623,1.0,1891,1901,P134_continued
BC002001_1891,BC001002_1901,CONTAINS,0.4145,0.4145,1.0,1891,1901,P134_continued
BC002001_1891,BC001001_1901,CONTAINS,0.0,0.0,1.0,1891,1901,P134_continued
BC002002_1891,BC002004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
BC004002_1891,BC004004_1901,WITHIN,0.548,1.0,0.548,1891,1901,P134_continued
BC001010_1891,BC005001_1901,WITHIN,0.4296,1.0,0.4296,1891,1901,P134_continued
BC005005_1891,BC005011_1901,WITHIN,0.3526,0.9831,0.3548,1891,1901,P134_continued
BC005006_1891,BC005005_1901,CONTAINS,0.5328,0.5328,1.0,1891,1901,P134_continued
BC005006_1891,BC005004_1901,CONTAINS,0.4652,0.4672,0.9909,1891,1901,P134_continued
BC003004_1891,BC003003_1901,WITHIN,0.6964,1.0,0.6964,1891,1901,P134_continued
BC004005_1891,BC004002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
BC004004_1891,BC004001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
BC004006_1891,BC004003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
BC003012_1891,BC003008_1901,WITHIN,0.5007,1.0,0.5007,1891,1901,P134_continued
BC005009_1891,BC005012_1901,WITHIN,0.2754,0.999,0.2754,1891,1901,P134_continued
BC005008_1891,BC005011_1901,WITHIN,0.0136,1.0,0.0136,1891,1901,P134_continued
BC005002_1891,BC005012_1901,WITHIN,0.2057,1.0,0.2057,1891,1901,P134_continued
BC005003_1891,BC005011_1901,WITHIN,0.0999,1.0,0.0999,1891,1901,P134_continued
BC005010_1891,BC005010_1901,WITHIN,0.6668,0.986,0.6732,1891,1901,P134_continued
BC005013_1891,BC005010_1901,WITHIN,0.1174,1.0,0.1174,1891,1901,P134_continued
BC005014_1891,BC005011_1901,WITHIN,0.1204,0.9787,0.1207,1891,1901,P134_continued
BC005011_1891,BC005010_1901,WITHIN,0.1037,1.0,0.1037,1891,1901,P134_continued
BC005015_1891,BC005011_1901,WITHIN,0.0087,1.0,0.0087,1891,1901,P134_continued
BC005012_1891,BC005010_1901,WITHIN,0.0529,1.0,0.0529,1891,1901,P134_continued
BC003006_1891,BC003007_1901,WITHIN,0.0246,1.0,0.0246,1891,1901,P134_continued
BC003009_1891,BC003003_1901,WITHIN,0.0281,1.0,0.0281,1891,1901,P134_continued
BC003013_1891,BC003003_1901,WITHIN,0.0749,1.0,0.0749,1891,1901,P134_continued
BC004001_1891,BC004004_1901,WITHIN,0.1507,1.0,0.1507,1891,1901,P134_continued
BC004003_1891,BC004004_1901,WITHIN,0.3013,1.0,0.3013,1891,1901,P134_continued
BC003001_1891,BC003001_1901,WITHIN,0.4859,0.9654,0.4945,1891,1901,P134_continued
BC003008_1891,BC003008_1901,WITHIN,0.4993,1.0,0.4993,1891,1901,P134_continued
BC001004_1891,BC005002_1901,WITHIN,0.3222,0.9999,0.3222,1891,1901,P134_continued
BC001002_1891,BC005002_1901,WITHIN,0.1364,1.0,0.1364,1891,1901,P134_continued
BC001001_1891,BC005001_1901,WITHIN,0.0304,1.0,0.0304,1891,1901,P134_continued
BC001007_1891,BC005001_1901,WITHIN,0.4049,0.9975,0.4053,1891,1901,P134_continued
BC001011_1891,BC005001_1901,WITHIN,0.0749,0.9948,0.075,1891,1901,P134_continued
BC001005_1891,BC005001_1901,WITHIN,0.0392,1.0,0.0392,1891,1901,P134_continued
BC001009_1891,BC005001_1901,WITHIN,0.0206,1.0,0.0206,1891,1901,P134_continued
BC003010_1891,BC003006_1901,WITHIN,0.6347,0.9859,0.6405,1891,1901,P134_continued
NT202999_1891,QC20N999_1901,CONTAINS,0.2391,0.2391,1.0,1891,1901,P134_continued
NT202999_1891,QC20N000_1901,CONTAINS,0.0031,0.0031,1.0,1891,1901,P134_continued
NT202999_1891,NT206999_1901,CONTAINS,0.7542,0.7544,0.9996,1891,1901,P134_continued
NT202999_1891,NT206005_1901,CONTAINS,0.003,0.003,1.0,1891,1901,P134_continued
NB012001_1891,NB014001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012002_1891,NB014002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012003_1891,NB014003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012004_1891,NB014004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012005_1891,NB014005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012006_1891,NB014006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012007_1891,NB014007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012008_1891,NB014008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012009_1891,NB014009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012010_1891,NB014010_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012011_1891,NB014011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB012012_1891,NB014012_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013001_1891,NB015001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013002_1891,NB015002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013003_1891,NB015003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013004_1891,NB015004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013005_1891,NB015005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013006_1891,NB015006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013008_1891,NB015008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013009_1891,NB015009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013010_1891,NB015010_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013011_1891,NB015011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013012_1891,NB015012_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013013_1891,NB015013_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013014_1891,NB015014_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013007_1891,NB015007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB013016_1891,NB015016_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB014001_1891,NB016001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB014002_1891,NB016002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB014003_1891,NB016003_1901,CONTAINS,0.8693,0.8693,1.0,1891,1901,P134_continued
NB014004_1891,NB016004_1901,CONTAINS,0.5009,0.5009,1.0,1891,1901,P134_continued
NB014005_1891,NB016005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB014006_1891,NB016007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB014007_1891,NB016008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB014008_1891,NB016009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015001_1891,NB017001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015002_1891,NB017002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015003_1891,NB017003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015004_1891,NB017004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015005_1891,NB017005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015006_1891,NB017006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015007_1891,NB017007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015008_1891,NB017008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015009_1891,NB017009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB015010_1891,NB017010_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016001_1891,NB018001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016002_1891,NB018002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016003_1891,NB018003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016004_1891,NB018004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016005_1891,NB018005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016006_1891,NB018006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016007_1891,NB018007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016008_1891,NB018008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016009_1891,NB018009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016010_1891,NB018010_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016011_1891,NB018011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016012_1891,NB018012_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016013_1891,NB018013_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016014_1891,NB018014_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB016015_1891,NB018015_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB011001_1891,NB013001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB011002_1891,NB013002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB011003_1891,NB013003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB011004_1891,NB013004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB011005_1891,NB013005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB011006_1891,NB013006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017001_1891,NB019001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017002_1891,NB019002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017003_1891,NB019003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017004_1891,NB019004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017005_1891,NB019005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017006_1891,NB019006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017007_1891,NB019007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017008_1891,NB019008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017009_1891,NB019009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017010_1891,NB019010_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017011_1891,NB019011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017012_1891,NB019012_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB017013_1891,NB019013_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB019001_1891,NB020001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB019002_1891,NB020003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB019003_1891,NB020002_1901,CONTAINS,0.8743,0.8743,1.0,1891,1901,P134_continued
NB019003_1891,NB020004_1901,CONTAINS,0.1257,0.1257,1.0,1891,1901,P134_continued
NB019004_1891,NB020005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB019005_1891,NB020006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB021006_1891,NB021014_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB021007_1891,NB021015_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB021008_1891,NB021016_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB021009_1891,NB021017_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB020002_1891,NB021001_1901,WITHIN,0.6169,1.0,0.6169,1891,1901,P134_continued
NB020003_1891,NB021002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB020004_1891,NB021003_1901,WITHIN,0.857,1.0,0.857,1891,1901,P134_continued
NB020005_1891,NB021004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB020006_1891,NB021005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB020007_1891,NB021006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB020008_1891,NB021007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB020009_1891,NB021008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB022001_1891,NB022001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB022002_1891,NB022002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB022003_1891,NB022003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB022004_1891,NB022004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB022005_1891,NB022005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB022006_1891,NB022006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB022007_1891,NB022007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018001_1891,NB022008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018002_1891,NB022009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018003_1891,NB022010_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018004_1891,NB022011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018005_1891,NB022012_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018006_1891,NB022013_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018007_1891,NB022014_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018008_1891,NB022015_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018009_1891,NB022016_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB018010_1891,NB022017_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023001_1891,NB023001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023002_1891,NB023002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023003_1891,NB023003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023004_1891,NB023004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023005_1891,NB023005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023006_1891,NB023006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023007_1891,NB023007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023009_1891,NB023009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023010_1891,NB023010_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023011_1891,NB023011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB023012_1891,NB023012_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB024001_1891,NB024001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB024002_1891,NB024002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB024004_1891,NB024004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB024005_1891,NB024005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB024006_1891,NB024006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB024007_1891,NB024007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB024008_1891,NB024008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025001_1891,NB025001_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025002_1891,NB025002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025003_1891,NB025003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025004_1891,NB025004_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025010_1891,NB025006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025011_1891,NB025008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025013_1891,NB025010_1901,CONTAINS,0.8956,0.8956,1.0,1891,1901,P134_continued
NB025014_1891,NB025011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025015_1891,NB025007_1901,CONTAINS,0.6425,0.6425,1.0,1891,1901,P134_continued
NB025015_1891,NB025012_1901,CONTAINS,0.3575,0.3575,1.0,1891,1901,P134_continued
NB025016_1891,NB025013_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025017_1891,NB025014_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025018_1891,NB025015_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025019_1891,NB025016_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025012_1891,NB025009_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB028999_1891,NB028999_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB024003_1891,NB024003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NB025006_1891,NB025005_1901,WITHIN,0.0129,1.0,0.0129,1891,1901,P134_continued
NB025007_1891,NB025005_1901,WITHIN,0.0093,1.0,0.0093,1891,1901,P134_continued
NB025005_1891,NB025005_1901,WITHIN,0.0103,1.0,0.0103,1891,1901,P134_continued
NB025008_1891,NB025005_1901,WITHIN,0.0107,1.0,0.0107,1891,1901,P134_continued
NB025009_1891,NB025005_1901,WITHIN,0.0119,1.0,0.0119,1891,1901,P134_continued
NB013015_1891,NB015015_1901,WITHIN,0.8749,1.0,0.8749,1891,1901,P134_continued
NB013017_1891,NB015015_1901,WITHIN,0.1251,1.0,0.1251,1891,1901,P134_continued
NS026002_1891,NS026002_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026003_1891,NS026003_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026005_1891,NS026005_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026006_1891,NS026006_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026007_1891,NS026007_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026008_1891,NS026008_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026010_1891,NS026010_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026011_1891,NS026011_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026012_1891,NS026012_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026013_1891,NS026013_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026014_1891,NS026014_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026015_1891,NS026015_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026016_1891,NS026016_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
NS026017_1891,NS026017_1901,SAME_AS,1.0,1.0,1.0,1891,1901,P134_continued
