chain_id,year,tcpuid,original_name,canonical_name,should_apply,cd_name,province
chain_00547,1851,ON022001,[Start of chain],[Start of chain],False,Lincoln,ON
chain_00547,1861,ON085001,Caistor,Caistor,False,Lincoln,ON
chain_00548,1851,QC067003,[Start of chain],[Start of chain],False,Pontiac,QC
chain_00548,1861,QC040004,Bristol,Bristol,False,Pontiac,QC
chain_00549,1851,QC064010,[Start of chain],[Start of chain],False,Montmorency,QC
chain_00549,1861,QC036010,St. Laurent,St. Laurent,False,Montmorency,QC
chain_00550,1851,QC051009,[Start of chain],[Start of chain],False,Bonaventure,QC
chain_00550,1861,QC009006,Mann,Mann,False,Bonaventure,QC
chain_00551,1851,QC054015,[Start of chain],[Start of chain],False,Beauce,QC
chain_00551,1861,QC005013,St. Frédéric,St. Frédéric,False,Beauce,QC
chain_00552,1851,QC054020,[Start of chain],[Start of chain],False,Beauce,QC
chain_00552,1861,QC005006,Jersey,Jersey,False,Beauce,QC
chain_00553,1851,QC051005,[Start of chain],[Start of chain],False,Bonaventure,QC
chain_00553,1861,QC009009,New Richmond,New Richmond,False,Bonaventure,QC
chain_00554,1851,QC081005,[Start of chain],[Start of chain],False,Vaudreuil,QC
chain_00554,1861,QC057003,Ste. Marthe,Ste. Marthe,False,Vaudreuil,QC
chain_00555,1851,ON030006,[Start of chain],[Start of chain],False,Peterborough,ON
chain_00555,1861,ON093002,Asphodel,Asphodel,False,Peterborough,ON
chain_00556,1851,ON013010,[Start of chain],[Start of chain],False,Haldimand,ON
chain_00556,1861,ON076009,Seneca,Seneca,False,Haldimand,ON
