year_from,year_to,tcpuid_from,tcpuid_to,name_from,name_to,iou,name_similarity,len_diff,cd_name_from,cd_name_to,pr_from
1881,1891,NS020002,NS039025,West Branch River John,"River John, West branche",1.0,66.52,2,Pictou,Pictou,NS
1881,1891,QC075007,QC195005,Isle Perrot,Ste. Jeanne de l’île Perrot,1.0,66.84,16,Vaudreuil,Vaudreuil,QC
1881,1891,QC042001,QC160005,Ste. Anne,Ste. Anne de la Pocatière,1.0,67.06,16,Kamouraska,Kamouraska,QC
1881,1891,QC044004,QC171007,St. François,St. François de la Rivière du Sud,1.0,67.33,21,Montmagny,Montmagny,QC
1881,1891,QC068004,QC186002,St. Jean,St. Jean l’Evangéliste,1.0,67.33,14,St. Jean,St. Jean,QC
1881,1891,QC091008,QC155017,"St. Gabriel, Village","Montréal, St. Gabriel, Ward—Quartier",1.0,67.5,16,Hochelaga,Hochelaga,QC
1881,1891,ON139009,ON117011,Penetanguishene,"Penetanguishene, Town—Ville",1.0,67.65,12,"Simcoe, North—Nord","Simcoe, East—Est",ON
1881,1891,ON181017,ON062007,Tilbury W-O,Tilbury,0.989,68.08,4,Essex,"Essex, North—Nord",ON
1881,1891,QC088002,QC162007,Mascouche,St. Henri de Mascouche,1.0,68.15,13,L'Assomption,L’Assomption,QC
1881,1891,ON177005,ON052002,Amabel,Amabel & Saugeen,0.9922,68.18,10,"Bruce, North—Nord","Bruce, North—Nord",ON
1881,1891,ON111007,ON085006,"Smith's Falls, Village","Smith’s Falls, Town—Ville",1.0,68.33,3,"Lanark, South—Sud","Leeds & Grenville, North—Nord",ON
1881,1891,QC076018,QC149006,Laterrière,Notre-Dame de Laterrière,1.0,68.45,14,Chicoutimi & Saguenay,Chicoutimi and Saguenay,QC
1881,1891,NS014007,NS044022,West Tusket River,Tusket Lakes,1.0,68.62,5,Yarmouth,Yarmouth,NS
1881,1891,ON108002,ON055005,Gower N,North Gower,1.0,68.89,4,Carleton,Carleton,ON
1881,1891,NS018004,NS035007,Windsor Forks,Forks,1.0,68.89,8,Hants,Hants,NS
1881,1891,QC039008,QC154003,"St. Alban, Cap des Rosiers",Cap Rosier,1.0,68.89,16,Gaspé,Gaspé,QC
1881,1891,QC062006,QC185010,St. Louis,St. Louis de Bonsecours,1.0,69.38,14,St. Hyacinthe,St. Hyacinthe,QC
1881,1891,QC061007,QC181005,St. Louis,St. Louis de Bonsecours,1.0,69.38,14,Richelieu,Richelieu,QC
1881,1891,ON131004,ON117004,"Medora, Wood",Medora & Wood,1.0,69.43,1,Muskoka,"Simcoe, East—Est",ON
1881,1891,ON178008,ON047001,Bothwell,"Bothwell, Town—Ville",1.0,70.0,12,Bothwell,Bothwell,ON
1881,1891,MB184001,MB008010,Morris W-O,"Morris, Town—Ville",1.0,70.0,8,Provencher,Provencher,MB
1881,1891,ON118006,ON045001,"Denbigh, Abinger, Ashby, Effingham","Abinger, Effingham, Ashby & Denbigh",1.0,70.58,1,Addington,Addington,ON
1881,1891,ON140001,ON107004,"Toronto, Township",Toronto,1.0,70.83,10,Peel,Peel,ON
1881,1891,NS004012,NS036009,Margaree Harbour,Margarie,1.0,70.83,8,Inverness,Inverness,NS
1881,1891,QC047005,QC152012,Cranbourne,St. Odilon de Cranbourne,1.0,71.18,14,Dorchester,Dorchester,QC
1881,1891,QC053017,QC182018,St. Julien de Wolfestown,St. Julien,1.0,71.18,14,Richmond & Wolfe,Richmond & Wolfe,QC
1881,1891,QC091001,QC155019,"St. Jean Baptiste, Village","Montréal, St. Jean-Baptiste, Ward—Quartier",1.0,71.18,16,Hochelaga,Hochelaga,QC
1881,1891,ON179017,ON082001,"Forest, Village","Forest, Town—Ville",1.0,71.31,3,Lambton,"Lambton, West—Ouest",ON
1881,1891,BC189003,BC001011,William's Lake and Canoe Creek,Williams’ Lake,1.0,71.36,16,Cariboo,Cariboo,BC
1881,1891,NS022007,NS030016,Victoria Cross Road,Victoria,1.0,71.48,11,Cumberland,Cumberland,NS
1881,1891,QC070005,QC174005,Sherrington,St. Patrice de Sherrington,1.0,71.62,15,Napierville,Napierville,QC
1881,1891,QC040013,QC183022,St. Gabriel,St. Gabriel & St. Marcelin,1.0,71.62,15,Rimouski,Rimouski,QC
1881,1891,NS017006,NS037006,Kentville,Kentville & Canaan,1.0,71.67,9,King's,King’s,NS
1881,1891,MB186001,MB007010,Gladstone,"Gladstone, Town—Ville",1.0,72.0,12,Marquette,Marquette,MB
1881,1891,QC089007,QC170002,St. Calixte de Beauport,"St. Calixte, Village",1.0,72.33,3,Montcalm,Montcalm,QC
1881,1891,QC044006,QC171006,Ile aux Grues,St. Antoine de l'Ile aux Grues,1.0,72.33,17,Montmagny,Montmagny,QC
1881,1891,ON144001,ON130003,Caistor,Caistor,1.0,72.4,0,Monck,"Wentworth, South—Sud",ON
1881,1891,NS020010,NS039011,West River & Green Hill,Green Hill,1.0,72.42,13,Pictou,Pictou,NS
1881,1891,NS013007,NS042009,"Sable River, Louis Head",Louis Head,1.0,72.42,13,Shelburne,Shelburne,NS
1881,1891,QC048008,QC139021,St. Pierre,St. Pierre de Broughton,0.9978,72.42,13,Beauce,Beauce,QC
1881,1891,QC046001,QC164003,"Lévis, Town—Ville","Lévis, City—Cité",1.0,72.42,1,Lévis,Lévis,QC
1881,1891,QC074007,QC190007,St. Joseph de Soulanges,St. Joseph,1.0,72.42,13,Soulanges,Soulanges,QC
1881,1891,QC061001,QC181001,"Sorel, Town—Ville","Sorel, City—Cité",1.0,72.42,1,Richelieu,Richelieu,QC
1881,1891,QC080003,QC180008,Lac Beauport,"St. Dunstan, Lac Beauport",1.0,72.55,13,"Quebec, (County-Comté)","Quebec, County—Comté",QC
1881,1891,NS007011,NS041015,Arichat W-O,West Arichat,1.0,72.61,1,Richmond,Richmond,NS
1881,1891,QC073003,QC140004,"Melocheville, St. Clément",St. Clément,1.0,72.78,14,Beauharnois,Beauharnois,QC
1881,1891,QC082009,QC146003,Mont Carmel,Notre-Dame du Mont Carmel,1.0,72.78,14,Champlain,Champlain ,QC
1881,1891,QC049012,QC166013,St. Patrice,St. Patrice de Beaurivage,1.0,72.78,14,Lotbinière,Lotbinière,QC
1881,1891,QC091011,QC155011,"N.-Dame de Grâce, W-O","Notre-Dame-de-Grâce, Village",1.0,72.86,7,Hochelaga,Hochelaga,QC
1881,1891,ON175008,ON076007,"Wingham, Village","Wingham, Town—Ville",1.0,72.88,3,"Huron, North—Nord","Huron, East—Est",ON
1881,1891,QC038009,QC143001,"Carleton, Township",Carleton,0.9845,73.08,10,Bonaventure,Bonaventure,QC
1881,1891,QC084005,QC187004,St. Elie,St. Elie de Caxton,1.0,73.08,10,St. Maurice,St. Maurice,QC
1881,1891,ON180008,ON047008,"Wallaceburgh, Village","Wallaceburg, Village",1.0,73.29,1,Kent,Bothwell,ON
1881,1891,QC052001,QC153019,St. Eugène,St. Eugène de Grantham,1.0,73.75,12,Drummond & Arthabaska,Drummond & Arthabaska ,QC
1881,1891,QC094002,QC193018,Terrebonne,"Terrebonne, Town—Ville",1.0,73.75,12,Terrebonne,Terrebonne,QC
1881,1891,NB026016,NB013018,Deer Island,West Isles (Deer Island),1.0,74.0,13,Charlotte,Charlotte,NB
1881,1891,ON178005,ON093003,Euphemia,Euphemia,1.0,74.14,0,Bothwell,"Middlesex, West—Ouest",ON
1881,1891,QC052031,QC175017,St. Samuel,St. Samuel,1.0,74.29,0,Drummond & Arthabaska,Nicolet,QC
1881,1891,ON137008,ON132005,Gwillimbury N,Gwillimbury N & Snake Island,0.9945,74.39,15,"York, North—Nord","York, North—Nord",ON
1881,1891,ON145009,ON130007,"Grimsby, Village","Grimsby, Village",1.0,74.44,0,Lincoln,"Wentworth, South—Sud",ON
1881,1891,NS020005,NS039005,Cariboo,Cariboo E & W-O,1.0,74.55,8,Pictou,Pictou,NS
1881,1891,QC077007,QC147005,St. F.-X. de la Petite Rivière,Petite Rivière ,1.0,74.55,15,Charlevoix,Charlevoix,QC
1881,1891,ON131001,ON101009,Morrison,Morrison,1.0,74.62,0,Muskoka,"Ontario, North—Nord",ON
1881,1891,ON102002,ON057002,Iroquois,"Iroquois, Village",1.0,74.8,9,Dundas,Dundas,ON
1881,1891,ON178001,ON061004,Howard,Howard,1.0,74.8,0,Bothwell,"Elgin, West—Ouest",ON
1881,1891,ON178002,ON061005,Orford,Orford,1.0,74.8,0,Bothwell,"Elgin, West—Ouest",ON
1881,1891,NS019012,NS029008,Kemptown,"Kempt, Town—Ville",1.0,74.8,9,Colchester,Colchester,NS
1881,1891,QC078011,QC172013,St. Tite,St. Tite des Caps,1.0,74.8,9,Montmorency,Montmorency,QC
1881,1891,QC053011,QC182008,"Melbourne, Brompton Gore","Melbourne, Brompton, Gore and New Rockland, Village",1.0,74.8,27,Richmond & Wolfe,Richmond & Wolfe,QC
1881,1891,QC053003,QC182010,"Richmond, Village",Richmond,1.0,74.8,9,Richmond & Wolfe,Richmond & Wolfe,QC
1881,1891,QC053007,QC182003,"Danville, Village",Danville,1.0,74.8,9,Richmond & Wolfe,Richmond & Wolfe,QC
1881,1891,ON180007,ON047003,Chatham,Chatham,1.0,75.0,0,Kent,Bothwell,ON
1881,1891,QC087006,QC159009,St. Félix,St. Félix de Valois,1.0,75.0,10,Joliette,Joliette,QC
1881,1891,QC046007,QC164007,St. Henri,St. Henri de Lauzon ,1.0,75.0,11,Lévis,Lévis,QC
1881,1891,QC047004,QC152004,St. Edouard,St. Edouard de Frampton,1.0,75.29,12,Dorchester,Dorchester,QC
1881,1891,QC052005,QC153020,St. Germain,St. Germain de Grantham,1.0,75.29,12,Drummond & Arthabaska,Drummond & Arthabaska ,QC
1881,1891,NB033006,NB024003,"Moncton, Town—Ville","Moncton, City—Cité",1.0,75.41,1,Westmoreland,Westmoreland,NB
1881,1891,QC087012,QC159002,St. Alphonse,St. Alphonse de Rodriguez,1.0,75.41,13,Joliette,Joliette,QC
1881,1891,QC079008,QC179005,"Québec, Montcalm Ward—Quartier (Centre)","Québec, Montcalm Centre, Ward—Quartier",1.0,75.63,1,"Quebec, (City-Ville)","Quebec, City—Cité",QC
1881,1891,QC039007,QC154015,"St. Joseph, Anse au Griffon",L’Anse aux Griffons,1.0,75.65,8,Gaspé,Gaspé,QC
1881,1891,ON133010,ON103005,"Uxbridge, Village","Uxbridge, Town—Ville",1.0,75.7,3,"Ontario, North—Nord","Ontario, West—Ouest",ON
1881,1891,QC091017,QC155020,Rivière des Prairies,"St. Joseph, Riv. des Prairies",1.0,75.71,9,Hochelaga,Hochelaga,QC
1881,1891,QC076012,QC149004,St. Jean,L’Anse St. Jean ,1.0,75.97,8,Chicoutimi & Saguenay,Chicoutimi and Saguenay,QC
1881,1891,NB025004,NB021002,"Portland, Ward—Quartier No. 2","Portland, Lansdowne, Ward—Quartier",1.0,76.44,5,"St. John, (County-Comté)","St-John, County—Comté",NB
1881,1891,ON114009,ON114004,"Rolph, Buchanan, Wylie","Buchanan, Wylie & Rolph",1.0,76.67,1,"Renfrew, North—Nord","Renfrew, North—Nord",ON
1881,1891,ON125010,ON121013,"Stanhope, Sherburne, McClintock","Stanhope, Sherburne & McClintock",1.0,76.67,1,"Peterborough, East—Est","Victoria, North—Nord",ON
1881,1891,NS008003,NS032002,Cape Canso,Canso,1.0,76.67,5,Guysborough,Guysborough,NS
1881,1891,NS018016,NS035014,Rawdon N,Rawdon Church,1.0,76.67,5,Hants,Hants,NS
1881,1891,NS014006,NS044012,Kempt,Kemptville,1.0,76.67,5,Yarmouth,Yarmouth,NS
1881,1891,QC046012,QC164012,St. Romuald,St. Romuald d’Etchemin,1.0,76.67,11,Lévis,Lévis,QC
1881,1891,QC040016,QC183013,Ste. Angèle,Ste. Angèle de Merrici,1.0,76.67,11,Rimouski,Rimouski,QC
1881,1891,QC040015,QC183024,St. Joseph,St. Joseph de Lepage,1.0,76.67,10,Rimouski,Rimouski,QC
1881,1891,QC039004,QC154010,La Grande Vallée,Grande Vallée des Monts,1.0,76.67,7,Gaspé,Gaspé,QC
1881,1891,QC061004,QC181003,Ste. Anne,Ste. Anne de Sorel,1.0,76.67,9,Richelieu,Richelieu,QC
1881,1891,QC097013,QC176030,"Mulgrave, Derry",Mulgrave & Derry,1.0,77.07,1,Ottawa,"Ottawa, County—Comté",QC
1881,1891,NB025005,NB021001,"Portland, Ward—Quartier No. 3","Portland, Dufferin, Ward—Quartier",1.0,77.27,4,"St. John, (County-Comté)","St-John, County—Comté",NB
1881,1891,NB025006,NB021005,"Portland, Ward—Quartier No. 4","Portland, Victoria, Ward—Quartier",1.0,77.27,4,"St. John, (County-Comté)","St-John, County—Comté",NB
1881,1891,NB026007,NB013009,"St. Andrew's, Town—Ville","St. Andrew’s, Town & Parish—Ville & Paroisse",1.0,77.35,20,Charlotte,Charlotte,NB
1881,1891,QC098010,QC177018,"Portage du Fort, Village",Portage du Fort (Village) & Lower Litchfield,1.0,77.35,20,Pontiac,Pontiac,QC
1881,1891,ON131005,ON117006,Monck,Monck,1.0,77.83,0,Muskoka,"Simcoe, East—Est",ON
1881,1891,ON131003,ON117007,Muskoka,Muskoka,1.0,77.83,0,Muskoka,"Simcoe, East—Est",ON
1881,1891,NT193017,NL001999,Labrador,Labrador,1.0,77.83,0,The Territories,Labrador,NT
1881,1891,QC040025,QC183020,Ste. Félicité,Ste. Félicité & Cherbourg ,1.0,77.89,13,Rimouski,Rimouski,QC
1881,1891,QC058012,QC138001,"Actonvale, Village","Acton, Town—Ville",1.0,78.0,1,Bagot,Bagot ,QC
1881,1891,QC087010,QC159003,St. Ambroise,St. Ambroise de Kildare,1.0,78.0,11,Joliette,Joliette,QC
1881,1891,NB026004,NB013012,"St. George, Town—Ville","St. George, Town & Parish—Ville & Paroisse",1.0,78.12,20,Charlotte,Charlotte,NB
1881,1891,NB025007,NB021004,"Portland, Ward—Quartier No. 5","Portland, Stanley, Ward—Quartier",1.0,78.12,3,"St. John, (County-Comté)","St-John, County—Comté",NB
1881,1891,QC038015,QC143019,"Restigouche, Township",Restigouche,1.0,78.12,10,Bonaventure,Bonaventure,QC
1881,1891,QC046008,QC164010,St. Lambert,St. Lambert de Lauzon,1.0,78.12,10,Lévis,Lévis,QC
1881,1891,QC097005,QC176008,"Bowman, Villeneuve",Bowman & Villeneuve,1.0,78.17,1,Ottawa,"Ottawa, County—Comté",QC
1881,1891,ON107006,ON085003,"Kemptville, Village",Kemptville,1.0,78.28,9,"Leeds & Grenville, North—Nord","Leeds & Grenville, North—Nord",ON
1881,1891,QC067010,QC145008,St. Bazile,St. Bazile le Grand,1.0,78.28,9,Chambly,Chambly,QC
1881,1891,QC070003,QC174004,St. Michel,St. Michel Archange,1.0,78.28,9,Napierville,Napierville,QC
1881,1891,NS019016,NS029003,Broofield Corner,Brookfield,1.0,78.46,6,Colchester,Colchester,NS
1881,1891,ON146003,ON094002,Cayuga S,Cayuga S,1.0,78.57,0,Haldimand,Monck,ON
1881,1891,ON163003,ON060005,"St. Thomas, Town—Ville","St. Thomas, City—Cité",1.0,78.84,1,"Elgin, East—Est","Elgin, East—Est",ON
1881,1891,QC040006,QC183007,Notre Dame du Sacré Cœur,N.-D. du Sacré-Cœur,1.0,78.84,5,Rimouski,Rimouski,QC
1881,1891,QC097014,QC176040,Ste. Angelique,Ste. Angélique,1.0,78.85,0,Ottawa,"Ottawa, County—Comté",QC
1881,1891,QC076022,QC149025,St. Joseph,St. Joseph d’Alma,1.0,79.12,7,Chicoutimi & Saguenay,Chicoutimi and Saguenay,QC
1881,1891,NB025009,NB021008,Saint Martin's,St. Martin’s,1.0,79.18,2,"St. John, (County-Comté)","St-John, County—Comté",NB
1881,1891,ON114004,ON114005,"Head, Clara, Maria","Head, Maria & Clara",1.0,79.19,1,"Renfrew, North—Nord","Renfrew, North—Nord",ON
1881,1891,QC051014,QC175007,Ste. Brigitte,Ste. Brigitte des Saults,1.0,79.19,11,Nicolet,Nicolet,QC
1881,1891,ON108009,ON083004,Fitzroy,Fitzroy,1.0,79.23,0,Carleton,"Lanark, North—Nord",ON
1881,1891,ON108007,ON083005,Huntley,Huntley,1.0,79.23,0,Carleton,"Lanark, North—Nord",ON
1881,1891,ON107001,ON050007,Kitley,Kitley,1.0,79.23,0,"Leeds & Grenville, North—Nord",Brockville,ON
1881,1891,ON131019,ON095018,"McKellar, Hagerman",McKellar & Hagerman,1.0,79.32,1,Muskoka,Muskoka & Parry Sound,ON
1881,1891,QC051004,QC175006,Ste. Angèle,Ste. Angèle de Laval,1.0,79.68,9,Nicolet,Nicolet,QC
1881,1891,QC084004,QC187005,St. Etienne,St. Etienne des Grès,1.0,79.68,9,St. Maurice,St. Maurice,QC
1881,1891,QC081004,QC178001,Bourg Louis,"Bourg Louis, Village",1.0,79.68,9,Portneuf,Portneuf,QC
1881,1891,NB025003,NB021003,"Portland, Ward—Quartier No. 1","Portland, Lorne, Ward—Quartier",1.0,79.91,1,"St. John, (County-Comté)","St-John, County—Comté",NB
1891,1901,NS036017,NS035019,River Dennis,Denys River,1.0,60.43,1,Inverness,Inverness,NS
1891,1901,QC149027,QC149032,St. Prime & Ashuapmouchouan S,St. Prime,1.0,60.43,20,Chicoutimi and Saguenay,Chicoutimi & Saguenay,QC
1891,1901,NS042008,NS040007,Jordan Falls,Jordan River,1.0,60.83,0,Shelburne,Shelburne & Queens,NS
1891,1901,NS041015,NS039002,West Arichat,"Arichat, West—Ouest",1.0,61.61,7,Richmond,Richmond,NS
1891,1901,NS042017,NS040017,Shelburne,"Shelburne, Town—Ville",1.0,62.0,12,Shelburne,Shelburne & Queens,NS
1891,1901,QC183012,QC188011,Ste. Anne de la Pointe au Père,Ste. Anne,1.0,62.31,21,Rimouski,Rimouski,QC
1891,1901,QC187003,QC198008,St. Boniface,St. Boniface (Shawinigan),1.0,62.33,13,St. Maurice,Trois-Rivières & St. Maurice,QC
1891,1901,QC149017,QC149004,St. Charles & St. Ambroise,Bourget & St. Charles,1.0,63.02,5,Chicoutimi and Saguenay,Chicoutimi & Saguenay,QC
1891,1901,NS043013,NS041013,New Haven,Neil Harbour,1.0,63.33,3,Victoria,Victoria,NS
1891,1901,NS032005,NS032005,Forks St. Mary’s,Forks,1.0,63.33,11,Guysborough,Guysborough,NS
1891,1901,QC166007,QC166009,"Ste. Emilie & Leclercville, Village",Ste. Emilie,0.9862,63.48,24,Lotbinière,Lotbinière,QC
1891,1901,ON070002,ON067003,Cayuga N,"Cayuga, North—Nord",1.0,63.85,10,Haldimand,Haldimand & Monok,ON
1891,1901,NS044022,NS042007,Tusket Lakes,Forest Lakes (Tusket),1.0,63.94,9,Yarmouth,Yarmouth,NS
1891,1901,QC146018,QC146022,Unorganized Territory,Unorg. ter—Ter. non-organisé,1.0,64.29,7,Champlain ,Champlain,QC
1891,1901,PE134019,PE135014,Township No. 61,Township 61,1.0,64.69,4,King’s,"Queens, East-Est",PE
1891,1901,PE134020,PE135015,Township No. 63,Township 63,1.0,64.69,4,King’s,"Queens, East-Est",PE
1891,1901,PE134021,PE135016,Township No. 64,Township 64,1.0,64.69,4,King’s,"Queens, East-Est",PE
1891,1901,QC155013,QC157008,"Outremont, Village","Outremont, Town—Ville",1.0,64.94,3,Hochelaga,Jacques-Cartier,QC
1891,1901,ON086003,ON083003,Crosby,"Crosby, North—Nord",1.0,65.0,12,"Leeds, South—Sud","Leeds, South—Sud",ON
1891,1901,NS036020,NS035024,Whycocomagh,"Whycocomagh, North side—Côté nord",1.0,65.0,22,Inverness,Inverness,NS
1891,1901,QC169009,QC191002,"N.-D. de Stanbridge, Village","Notre-Dame de Stanbridge, Village",1.0,65.67,5,Missisquoi,St. Jean & Iberville,QC
1891,1901,QC176039,QC160033,St. André Avelin,St. André-Avellin,1.0,65.86,1,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC168005,QC169006,Ireland S & Coleraine,"Ireland, South—Sud  ",0.9998,65.9,1,Mégantic,Mégantic,QC
1891,1901,ON078004,ON075006,East Wawanosh,"Wawanosh, East—Est",1.0,66.13,5,"Huron, West—Ouest","Huron, West—Ouest",ON
1891,1901,QC141002,QC141005,Beaumont,St. Etienne de Beaumont,1.0,66.13,15,Bellechasse,Bellechasse,QC
1891,1901,QC173005,QC176002,"Montréal, St. James', Ward—Quartier","Montreal, St. James Ward—Quartier St. Jacques",1.0,66.5,10,Montréal,"Montreal, St. Jacques, City—Cité",QC
1891,1901,QC153022,QC153019,Ste. Hélène,"Chester, East—Est (Ste. Hélène)",1.0,66.67,20,Drummond & Arthabaska ,Drummond & Arthabaska,QC
1891,1901,QC154018,QC154015,Mont Louis,Mont Louis & Riv. Magdeleine,1.0,66.84,18,Gaspé,Gaspé,QC
1891,1901,PE136007,PE133010,Township No. 29,Township 29,1.0,67.06,4,Queen’s,"Prince, East-Est",PE
1891,1901,PE136008,PE133011,Township No. 30,Township 30,1.0,67.06,4,Queen’s,"Prince, East-Est",PE
1891,1901,PE136024,PE133012,Township No. 67,Township 67,1.0,67.06,4,Queen’s,"Prince, East-Est",PE
1891,1901,ON048003,ON127004,Brantford,"Brantford, East—Est",1.0,67.17,10,"Brant, North—Nord","Wentworth & Brant, North—Nord",ON
1891,1901,QC176022,QC160012,L’Ange Gardien,L’Ange-Gardien,1.0,67.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC141003,QC141001,Buckland,Notre-Dame de Buckland,1.0,67.33,14,Bellechasse,Bellechasse,QC
1891,1901,QC171007,QC172007,St. François de la Rivière du Sud,St. François,1.0,67.33,21,Montmagny,Montmagny,QC
1891,1901,NS036011,NS035013,Margarie S-O,"Margaree, Southwest—Sud-ouest",1.0,67.56,17,Inverness,Inverness,NS
1891,1901,NS036018,NS035020,River Inhabitants,Inhabitants River (part),1.0,67.56,7,Inverness,Inverness,NS
1891,1901,QC149011,QC149012,Indian Reserve,Ind. Reserve Ouiatchouan,1.0,67.8,10,Chicoutimi and Saguenay,Chicoutimi & Saguenay,QC
1891,1901,NS036004,NS035017,"Hawkesbury, Town—Ville",Port Hawkesbury,1.0,67.84,7,Inverness,Inverness,NS
1891,1901,QC169013,QC170012,St. George de Clarenceville,St. George,1.0,67.84,17,Missisquoi,Missisquoi,QC
1891,1901,NS036010,NS035012,Margarie N-E,"Margaree, Northeast—Nord-est",1.0,68.5,16,Inverness,Inverness,NS
1891,1901,QC173008,QC178001,"Montréal, St. Mary’s, Ward—Quartier","Montreal, St. Mary’s Ward—Quartier Ste. Marie",1.0,68.52,10,Montréal,"Montreal, Ste. Marie, City—Cité",QC
1891,1901,MB009019,MB007013,"Morden, Town—Ville","Morden, Village",1.0,69.0,3,Selkirk,Lisgar,MB
1891,1901,QC193011,QC197012,St. Louis,St. Louis de Terrebonne,0.9908,69.38,14,Terrebonne,Terrebonne,QC
1891,1901,QC181006,QC138010,St. Marcel,St. Marcel,1.0,70.0,0,Richelieu,Bagot,QC
1891,1901,QC182010,QC187009,Richmond,"Richmond, Town—Ville",1.0,70.0,12,Richmond & Wolfe,Richmond & Wolfe,QC
1891,1901,NS036021,NS035025,Whycocomagh S,"Whycocomagh, South side—Côté sud",1.0,70.44,19,Inverness,Inverness,NS
1891,1901,ON048004,ON127005,Dumfries S,"Dumfries, South—Sud",1.0,70.45,9,"Brant, North—Nord","Wentworth & Brant, North—Nord",ON
1891,1901,QC176031,QC160026,Notre-Dame de Bon Secours,Notre-Dame de Bonsecours,0.9822,70.79,1,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC183033,QC188026,Tessier,St. Luc (Tessier),1.0,70.83,10,Rimouski,Rimouski,QC
1891,1901,QC180005,QC185004,St. Ambroise de la J. Lorette,St. Ambroise,1.0,70.98,17,"Quebec, County—Comté","Quebec, County—Comté",QC
1891,1901,QC173009,QC174003,"Montréal, West, Ward—Quartier","Montreal, West Ward—Quartier Ouest",0.9948,71.05,5,Montréal,"Montreal, Ste. Anne, City—Cité",QC
1891,1901,NB013018,NB015017,West Isles (Deer Island),West Isles,1.0,71.18,14,Charlotte,Charlotte,NB
1891,1901,QC169018,QC170013,St. Ignace,St. Ignace de Stanbridge,1.0,71.18,14,Missisquoi,Missisquoi,QC
1891,1901,QC149007,QC149010,Notre-Dame d’Hébertville,Hébertville,0.9999,71.27,13,Chicoutimi and Saguenay,Chicoutimi & Saguenay,QC
1891,1901,QC149006,QC149015,Notre-Dame de Laterrière,N.-D. de Laterrière & Township,1.0,71.35,6,Chicoutimi and Saguenay,Chicoutimi & Saguenay,QC
1891,1901,QC153003,QC153020,ChesterN,"Chester, North—Nord",1.0,71.48,11,Drummond & Arthabaska ,Drummond & Arthabaska,QC
1891,1901,NS027002,NS027003,"Antigonish, Village","Antigonish, South—Sud",1.0,72.0,2,Antigonish,Antigonish,NS
1891,1901,NS032007,NS032009,Guysborough Intervale,Intervale,1.0,72.0,12,Guysborough,Guysborough,NS
1891,1901,QC192009,QC196019,Raudot & St. Jean de Dieu ,St. Jean de Dieu & Raudot,1.0,72.07,1,Témiscouata,Temiscouata,QC
1891,1901,QC176001,QC160001,Amherst,Amherst,1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176016,QC160007,Hartwell,Hartwell,1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176021,QC160010,Labelle,Labelle,1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176027,QC160020,Marchand,Marchand,1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176030,QC160025,Mulgrave & Derry,Mulgrave & Derry,1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176034,QC160029,Ponsonby,Ponsonby,1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176038,QC160032,Ripon,Ripon,1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176041,QC160035,St. Malachie,St. Malachie,1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176009,QC160002,"Buckingham, Town—Ville","Buckingham, Town—Ville",0.9999,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176029,QC160022,"Montebello, Village","Montebello, Village",1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC176045,QC160037,"Thurso, Village","Thurso, Village",1.0,72.22,0,"Ottawa, County—Comté",Labelle,QC
1891,1901,QC184013,QC189013,St. Michel de Rougemont,St. Michel,1.0,72.42,13,Rouville,Rouville,QC
1891,1901,QC190007,QC194007,St. Joseph,St. Joseph de Soulanges,0.9996,72.42,13,Soulanges,Soulanges,QC
1891,1901,ON085002,ON082002,Gower S,"Gower, South—Sud",1.0,72.61,9,"Leeds & Grenville, North—Nord","Leeds & Grenville, North—Nord",ON
1891,1901,NS028022,NS028025,Sydney Forks,South Forks,1.0,72.61,1,Cape Breton,Cape Breton,NS
1891,1901,QC173006,QC177001,"Montréal, St. Lawrence, Ward—Quartier","Montreal, St. Laurent Ward—Quartier",1.0,72.72,2,Montréal,"Montreal, St. Laurent, City—Cité",QC
1891,1901,BC002003,BC001004,"Vancouver, City—Cité","Vancouver, City—Cité",1.0,72.73,0,New Westminster,Burrard,BC
1891,1901,QC180008,QC185007,"St. Dunstan, Lac Beauport",St. Dunstan,1.0,72.78,14,"Quebec, County—Comté","Quebec, County—Comté",QC
1891,1901,QC180004,QC185012,Stoneham and Tewkesbury,"Stoneham, Tewkesbury & Unorg. Territory",0.9956,72.9,16,"Quebec, County—Comté","Quebec, County—Comté",QC
1891,1901,ON105008,ON101008,Zorra W-O,"Zorra, West—Ouest",1.0,73.08,8,"Oxford, North—Nord","Oxford, North—Nord",ON
1891,1901,ON106008,ON102008,Oxford N,"Oxford, North—Nord",1.0,73.08,10,"Oxford, South—Sud","Oxford, South—Sud",ON
