observation_id:ID,:LABEL,variable_name,variable_category,value_numeric:float,value_string,unit,source_table,notes
ON001014_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,421.0,,unknown,V1T1,
ON001014_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,440.0,,persons,V1T1,
ON001014_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,2392.0,,persons,V1T1,
ON001014_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1211.0,,persons,V1T1,
ON001014_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1181.0,,persons,V1T1,
ON001014_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,389.0,,persons,V1T1,
ON001014_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,391.0,,persons,V1T1,
ON001014_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,780.0,,persons,V1T1,
ON001014_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,22.0,,persons,V1T1,
ON001014_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,34.0,,persons,V1T1,
ON001014_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,56.0,,persons,V1T1,
ON001014_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,800.0,,persons,V1T1,
ON001014_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,756.0,,persons,V1T1,
ON001014_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1556.0,,persons,V1T1,
ON002001_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,26406.0,,unknown,V1T1,
ON002001_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,3.0,,unknown,V1T1,
ON002001_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,129.0,,unknown,V1T1,
ON002001_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,4.0,,unknown,V1T1,
ON002001_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,9.0,,unknown,V1T1,
ON002001_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,132.0,,unknown,V1T1,
ON002001_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,139.0,,persons,V1T1,
ON002001_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,711.0,,persons,V1T1,
ON002001_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,387.0,,persons,V1T1,
ON002001_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,324.0,,persons,V1T1,
ON002001_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,115.0,,persons,V1T1,
ON002001_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,115.0,,persons,V1T1,
ON002001_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,230.0,,persons,V1T1,
ON002001_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,8.0,,persons,V1T1,
ON002001_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,11.0,,persons,V1T1,
ON002001_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,19.0,,persons,V1T1,
ON002001_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,264.0,,persons,V1T1,
ON002001_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,198.0,,persons,V1T1,
ON002001_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,462.0,,persons,V1T1,
ON002002_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,53650.0,,unknown,V1T1,
ON002002_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,303.0,,unknown,V1T1,
ON002002_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,24.0,,unknown,V1T1,
ON002002_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,5.0,,unknown,V1T1,
ON002002_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,303.0,,unknown,V1T1,
ON002002_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,315.0,,persons,V1T1,
ON002002_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1846.0,,persons,V1T1,
ON002002_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,964.0,,persons,V1T1,
ON002002_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,882.0,,persons,V1T1,
ON002002_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,277.0,,persons,V1T1,
ON002002_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,277.0,,persons,V1T1,
ON002002_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,554.0,,persons,V1T1,
ON002002_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,14.0,,persons,V1T1,
ON002002_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,26.0,,persons,V1T1,
ON002002_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,40.0,,persons,V1T1,
ON002002_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,673.0,,persons,V1T1,
ON002002_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,579.0,,persons,V1T1,
ON002002_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1252.0,,persons,V1T1,
ON002003_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,73240.0,,unknown,V1T1,
ON002003_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,743.0,,unknown,V1T1,
ON002003_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,13.0,,unknown,V1T1,
ON002003_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,3.0,,unknown,V1T1,
ON002003_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,743.0,,unknown,V1T1,
ON002003_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,746.0,,persons,V1T1,
ON002003_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,4081.0,,persons,V1T1,
ON002003_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2134.0,,persons,V1T1,
ON002003_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1947.0,,persons,V1T1,
ON002003_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,646.0,,persons,V1T1,
ON002003_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,635.0,,persons,V1T1,
ON002003_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1281.0,,persons,V1T1,
ON002003_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,60.0,,persons,V1T1,
ON002003_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,90.0,,persons,V1T1,
ON002003_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,150.0,,persons,V1T1,
ON002003_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1428.0,,persons,V1T1,
ON002003_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1222.0,,persons,V1T1,
ON002003_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,2650.0,,persons,V1T1,
ON002004_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,95880.0,,unknown,V1T1,
ON002004_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,3.0,,unknown,V1T1,
ON002004_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,1065.0,,unknown,V1T1,
ON002004_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,34.0,,unknown,V1T1,
ON002004_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,25.0,,unknown,V1T1,
ON002004_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,1068.0,,unknown,V1T1,
ON002004_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,1092.0,,persons,V1T1,
ON002004_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,5974.0,,persons,V1T1,
ON002004_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,3150.0,,persons,V1T1,
ON002004_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2824.0,,persons,V1T1,
ON002004_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,949.0,,persons,V1T1,
ON002004_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,955.0,,persons,V1T1,
ON002004_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1904.0,,persons,V1T1,
ON002004_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,47.0,,persons,V1T1,
ON002004_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,122.0,,persons,V1T1,
ON002004_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,169.0,,persons,V1T1,
ON002004_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,2154.0,,persons,V1T1,
ON002004_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1747.0,,persons,V1T1,
ON002004_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,3901.0,,persons,V1T1,
ON002005_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,68850.0,,unknown,V1T1,
ON002005_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,588.0,,unknown,V1T1,
ON002005_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,2.0,,unknown,V1T1,
ON002005_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,5.0,,unknown,V1T1,
ON002005_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,588.0,,unknown,V1T1,
ON002005_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,593.0,,persons,V1T1,
ON002005_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,3315.0,,persons,V1T1,
ON002005_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1687.0,,persons,V1T1,
ON002005_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1628.0,,persons,V1T1,
ON002005_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,498.0,,persons,V1T1,
ON002005_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,494.0,,persons,V1T1,
ON002005_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,992.0,,persons,V1T1,
ON002005_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,39.0,,persons,V1T1,
ON002005_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,35.0,,persons,V1T1,
ON002005_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,74.0,,persons,V1T1,
ON002005_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1150.0,,persons,V1T1,
ON002005_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1099.0,,persons,V1T1,
ON002005_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,2249.0,,persons,V1T1,
ON002006_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,92310.0,,unknown,V1T1,
ON002006_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,2.0,,unknown,V1T1,
ON002006_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,946.0,,unknown,V1T1,
ON002006_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,16.0,,unknown,V1T1,
ON002006_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,3.0,,unknown,V1T1,
ON002006_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,948.0,,unknown,V1T1,
ON002006_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,963.0,,persons,V1T1,
ON002006_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,5036.0,,persons,V1T1,
ON002006_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2681.0,,persons,V1T1,
ON002006_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2355.0,,persons,V1T1,
ON002006_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,853.0,,persons,V1T1,
ON002006_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,845.0,,persons,V1T1,
ON002006_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1698.0,,persons,V1T1,
ON002006_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,74.0,,persons,V1T1,
ON002006_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,80.0,,persons,V1T1,
ON002006_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,154.0,,persons,V1T1,
ON002006_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1754.0,,persons,V1T1,
ON002006_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1430.0,,persons,V1T1,
ON002006_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,3184.0,,persons,V1T1,
ON002007_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,1683.0,,unknown,V1T1,
ON002007_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,1137.0,,unknown,V1T1,
ON002007_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,3.0,,unknown,V1T1,
ON002007_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,74.0,,unknown,V1T1,
ON002007_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,1137.0,,unknown,V1T1,
ON002007_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,1176.0,,persons,V1T1,
ON002007_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,5873.0,,persons,V1T1,
ON002007_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2916.0,,persons,V1T1,
ON002007_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2957.0,,persons,V1T1,
ON002007_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,1004.0,,persons,V1T1,
ON002007_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,990.0,,persons,V1T1,
ON002007_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1994.0,,persons,V1T1,
ON002007_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,65.0,,persons,V1T1,
ON002007_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,177.0,,persons,V1T1,
ON002007_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,242.0,,persons,V1T1,
ON002007_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1847.0,,persons,V1T1,
ON002007_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1790.0,,persons,V1T1,
ON002007_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,3637.0,,persons,V1T1,
ON003001_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,59770.0,,unknown,V1T1,
ON003001_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,1.0,,unknown,V1T1,
ON003001_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,844.0,,unknown,V1T1,
ON003001_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,22.0,,unknown,V1T1,
ON003001_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,7.0,,unknown,V1T1,
ON003001_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,845.0,,unknown,V1T1,
ON003001_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,840.0,,persons,V1T1,
ON003001_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,4512.0,,persons,V1T1,
ON003001_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2379.0,,persons,V1T1,
ON003001_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2134.0,,persons,V1T1,
ON003001_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,743.0,,persons,V1T1,
ON003001_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,744.0,,persons,V1T1,
ON003001_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1487.0,,persons,V1T1,
ON003001_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,72.0,,persons,V1T1,
ON003001_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,97.0,,persons,V1T1,
ON003001_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,169.0,,persons,V1T1,
ON003001_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1564.0,,persons,V1T1,
ON003001_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1292.0,,persons,V1T1,
ON003001_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,2856.0,,persons,V1T1,
ON003002_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,54060.0,,unknown,V1T1,
ON003002_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,548.0,,unknown,V1T1,
ON003002_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,9.0,,unknown,V1T1,
ON003002_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,11.0,,unknown,V1T1,
ON003002_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,548.0,,unknown,V1T1,
ON003002_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,552.0,,persons,V1T1,
ON003002_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,3113.0,,persons,V1T1,
ON003002_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1646.0,,persons,V1T1,
ON003002_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1467.0,,persons,V1T1,
ON003002_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,504.0,,persons,V1T1,
ON003002_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,494.0,,persons,V1T1,
ON003002_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,998.0,,persons,V1T1,
ON003002_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,39.0,,persons,V1T1,
ON003002_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,58.0,,persons,V1T1,
ON003002_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,97.0,,persons,V1T1,
ON003002_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1103.0,,persons,V1T1,
ON003002_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,915.0,,persons,V1T1,
ON003002_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,2018.0,,persons,V1T1,
ON003003_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,55800.0,,unknown,V1T1,
ON003003_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,5.0,,unknown,V1T1,
ON003003_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,777.0,,unknown,V1T1,
ON003003_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,19.0,,unknown,V1T1,
ON003003_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,10.0,,unknown,V1T1,
ON003003_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,782.0,,unknown,V1T1,
ON003003_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,789.0,,persons,V1T1,
ON003003_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,4095.0,,persons,V1T1,
ON003003_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2139.0,,persons,V1T1,
ON003003_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1956.0,,persons,V1T1,
ON003003_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,701.0,,persons,V1T1,
ON003003_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,697.0,,persons,V1T1,
ON003003_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1398.0,,persons,V1T1,
ON003003_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,48.0,,persons,V1T1,
ON003003_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,68.0,,persons,V1T1,
ON003003_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,116.0,,persons,V1T1,
ON003003_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1390.0,,persons,V1T1,
ON003003_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1191.0,,persons,V1T1,
ON003003_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,2581.0,,persons,V1T1,
ON003004_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,24770.0,,unknown,V1T1,
ON003004_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,4.0,,unknown,V1T1,
ON003004_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,193.0,,unknown,V1T1,
ON003004_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,6.0,,unknown,V1T1,
ON003004_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,197.0,,unknown,V1T1,
ON003004_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,197.0,,persons,V1T1,
ON003004_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1083.0,,persons,V1T1,
ON003004_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,597.0,,persons,V1T1,
ON003004_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,486.0,,persons,V1T1,
ON003004_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,174.0,,persons,V1T1,
ON003004_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,176.0,,persons,V1T1,
ON003004_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,350.0,,persons,V1T1,
ON003004_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,8.0,,persons,V1T1,
ON003004_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,11.0,,persons,V1T1,
ON003004_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,19.0,,persons,V1T1,
ON003004_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,415.0,,persons,V1T1,
ON003004_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,299.0,,persons,V1T1,
ON003004_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,714.0,,persons,V1T1,
ON003005_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,2150.0,,unknown,V1T1,
ON003005_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,189.0,,unknown,V1T1,
ON003005_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,189.0,,unknown,V1T1,
ON003005_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,189.0,,persons,V1T1,
ON003005_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,995.0,,persons,V1T1,
ON003005_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,507.0,,persons,V1T1,
ON003005_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,488.0,,persons,V1T1,
ON003005_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,158.0,,persons,V1T1,
ON003005_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,158.0,,persons,V1T1,
ON003005_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,316.0,,persons,V1T1,
ON003005_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,7.0,,persons,V1T1,
ON003005_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,17.0,,persons,V1T1,
ON003005_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,24.0,,persons,V1T1,
ON003005_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,342.0,,persons,V1T1,
ON003005_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,313.0,,persons,V1T1,
ON003005_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,655.0,,persons,V1T1,
ON003006_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,75015.0,,unknown,V1T1,
ON003006_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,650.0,,unknown,V1T1,
ON003006_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,35.0,,unknown,V1T1,
ON003006_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,7.0,,unknown,V1T1,
ON003006_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,650.0,,unknown,V1T1,
ON003006_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,661.0,,persons,V1T1,
ON003006_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,3397.0,,persons,V1T1,
ON003006_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1804.0,,persons,V1T1,
