observation_id:ID,:LABEL,variable_name,variable_category,value_numeric:float,value_string,unit,source_table,notes
ON038001_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,799.0,,unknown,V1T1,
ON038001_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,824.0,,persons,V1T1,
ON038001_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,4619.0,,persons,V1T1,
ON038001_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2394.0,,persons,V1T1,
ON038001_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2225.0,,persons,V1T1,
ON038001_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,726.0,,persons,V1T1,
ON038001_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,716.0,,persons,V1T1,
ON038001_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1442.0,,persons,V1T1,
ON038001_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,60.0,,persons,V1T1,
ON038001_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,110.0,,persons,V1T1,
ON038001_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,170.0,,persons,V1T1,
ON038001_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1608.0,,persons,V1T1,
ON038001_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1399.0,,persons,V1T1,
ON038001_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,3007.0,,persons,V1T1,
ON038002_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,70380.0,,unknown,V1T1,
ON038002_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,5.0,,unknown,V1T1,
ON038002_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,871.0,,unknown,V1T1,
ON038002_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,74.0,,unknown,V1T1,
ON038002_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,8.0,,unknown,V1T1,
ON038002_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,876.0,,unknown,V1T1,
ON038002_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,890.0,,persons,V1T1,
ON038002_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,5027.0,,persons,V1T1,
ON038002_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2563.0,,persons,V1T1,
ON038002_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2464.0,,persons,V1T1,
ON038002_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,776.0,,persons,V1T1,
ON038002_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,772.0,,persons,V1T1,
ON038002_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1548.0,,persons,V1T1,
ON038002_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,61.0,,persons,V1T1,
ON038002_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,115.0,,persons,V1T1,
ON038002_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,176.0,,persons,V1T1,
ON038002_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1726.0,,persons,V1T1,
ON038002_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1577.0,,persons,V1T1,
ON038002_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,3303.0,,persons,V1T1,
ON038003_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,1356.0,,unknown,V1T1,
ON038003_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,319.0,,unknown,V1T1,
ON038003_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,3.0,,unknown,V1T1,
ON038003_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,319.0,,unknown,V1T1,
ON038003_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,326.0,,persons,V1T1,
ON038003_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1684.0,,persons,V1T1,
ON038003_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,817.0,,persons,V1T1,
ON038003_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,867.0,,persons,V1T1,
ON038003_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,261.0,,persons,V1T1,
ON038003_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,264.0,,persons,V1T1,
ON038003_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,525.0,,persons,V1T1,
ON038003_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,17.0,,persons,V1T1,
ON038003_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,56.0,,persons,V1T1,
ON038003_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,73.0,,persons,V1T1,
ON038003_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,539.0,,persons,V1T1,
ON038003_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,547.0,,persons,V1T1,
ON038003_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1086.0,,persons,V1T1,
ON038004_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,412.0,,unknown,V1T1,
ON038004_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,175.0,,unknown,V1T1,
ON038004_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,7.0,,unknown,V1T1,
ON038004_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,1.0,,unknown,V1T1,
ON038004_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,175.0,,unknown,V1T1,
ON038004_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,176.0,,persons,V1T1,
ON038004_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,891.0,,persons,V1T1,
ON038004_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,481.0,,persons,V1T1,
ON038004_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,410.0,,persons,V1T1,
ON038004_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,139.0,,persons,V1T1,
ON038004_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,143.0,,persons,V1T1,
ON038004_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,282.0,,persons,V1T1,
ON038004_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,11.0,,persons,V1T1,
ON038004_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,23.0,,persons,V1T1,
ON038004_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,34.0,,persons,V1T1,
ON038004_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,331.0,,persons,V1T1,
ON038004_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,244.0,,persons,V1T1,
ON038004_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,575.0,,persons,V1T1,
ON038005_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,43855.0,,unknown,V1T1,
ON038005_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,3.0,,unknown,V1T1,
ON038005_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,527.0,,unknown,V1T1,
ON038005_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,53.0,,unknown,V1T1,
ON038005_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,6.0,,unknown,V1T1,
ON038005_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,530.0,,unknown,V1T1,
ON038005_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,542.0,,persons,V1T1,
ON038005_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,2964.0,,persons,V1T1,
ON038005_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1549.0,,persons,V1T1,
ON038005_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1415.0,,persons,V1T1,
ON038005_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,479.0,,persons,V1T1,
ON038005_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,482.0,,persons,V1T1,
ON038005_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,961.0,,persons,V1T1,
ON038005_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,38.0,,persons,V1T1,
ON038005_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,61.0,,persons,V1T1,
ON038005_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,99.0,,persons,V1T1,
ON038005_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1032.0,,persons,V1T1,
ON038005_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,872.0,,persons,V1T1,
ON038005_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1904.0,,persons,V1T1,
ON038006_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,71800.0,,unknown,V1T1,
ON038006_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,18.0,,unknown,V1T1,
ON038006_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,1089.0,,unknown,V1T1,
ON038006_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,18.0,,unknown,V1T1,
ON038006_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,7.0,,unknown,V1T1,
ON038006_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,1107.0,,unknown,V1T1,
ON038006_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,1126.0,,persons,V1T1,
ON038006_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,6139.0,,persons,V1T1,
ON038006_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,3134.0,,persons,V1T1,
ON038006_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,3005.0,,persons,V1T1,
ON038006_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,926.0,,persons,V1T1,
ON038006_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,923.0,,persons,V1T1,
ON038006_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1849.0,,persons,V1T1,
ON038006_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,60.0,,persons,V1T1,
ON038006_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,145.0,,persons,V1T1,
ON038006_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,205.0,,persons,V1T1,
ON038006_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,2148.0,,persons,V1T1,
ON038006_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1937.0,,persons,V1T1,
ON038006_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,4085.0,,persons,V1T1,
ON038007_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,1190.0,,unknown,V1T1,
ON038007_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,227.0,,unknown,V1T1,
ON038007_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,5.0,,unknown,V1T1,
ON038007_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,1.0,,unknown,V1T1,
ON038007_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,227.0,,unknown,V1T1,
ON038007_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,246.0,,persons,V1T1,
ON038007_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1282.0,,persons,V1T1,
ON038007_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,647.0,,persons,V1T1,
ON038007_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,635.0,,persons,V1T1,
ON038007_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,213.0,,persons,V1T1,
ON038007_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,210.0,,persons,V1T1,
ON038007_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,423.0,,persons,V1T1,
ON038007_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,20.0,,persons,V1T1,
ON038007_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,29.0,,persons,V1T1,
ON038007_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,49.0,,persons,V1T1,
ON038007_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,414.0,,persons,V1T1,
ON038007_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,396.0,,persons,V1T1,
ON038007_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,810.0,,persons,V1T1,
ON039001_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,68540.0,,unknown,V1T1,
ON039001_1871_HOUSE_TS_N,E13_Attribute_Assignment,HOUSE_TS_N,BLD,2.0,,unknown,V1T1,
ON039001_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,1107.0,,unknown,V1T1,
ON039001_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,32.0,,unknown,V1T1,
ON039001_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,5.0,,unknown,V1T1,
ON039001_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,1109.0,,unknown,V1T1,
ON039001_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,1131.0,,persons,V1T1,
ON039001_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,5974.0,,persons,V1T1,
ON039001_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,3039.0,,persons,V1T1,
ON039001_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2935.0,,persons,V1T1,
ON039001_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,917.0,,persons,V1T1,
ON039001_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,912.0,,persons,V1T1,
ON039001_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1829.0,,persons,V1T1,
ON039001_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,57.0,,persons,V1T1,
ON039001_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,163.0,,persons,V1T1,
ON039001_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,220.0,,persons,V1T1,
ON039001_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,2065.0,,persons,V1T1,
ON039001_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1860.0,,persons,V1T1,
ON039001_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,3925.0,,persons,V1T1,
ON039002_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,609.0,,unknown,V1T1,
ON039002_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,121.0,,unknown,V1T1,
ON039002_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,17.0,,unknown,V1T1,
ON039002_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,121.0,,unknown,V1T1,
ON039002_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,123.0,,persons,V1T1,
ON039002_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,617.0,,persons,V1T1,
ON039002_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,297.0,,persons,V1T1,
ON039002_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,320.0,,persons,V1T1,
ON039002_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,91.0,,persons,V1T1,
ON039002_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,88.0,,persons,V1T1,
ON039002_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,179.0,,persons,V1T1,
ON039002_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,8.0,,persons,V1T1,
ON039002_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,21.0,,persons,V1T1,
ON039002_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,29.0,,persons,V1T1,
ON039002_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,198.0,,persons,V1T1,
ON039002_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,211.0,,persons,V1T1,
ON039002_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,409.0,,persons,V1T1,
ON039003_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,20000.0,,unknown,V1T1,
ON039003_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,266.0,,unknown,V1T1,
ON039003_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,17.0,,unknown,V1T1,
ON039003_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,1.0,,unknown,V1T1,
ON039003_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,266.0,,unknown,V1T1,
ON039003_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,268.0,,persons,V1T1,
ON039003_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,1559.0,,persons,V1T1,
ON039003_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,786.0,,persons,V1T1,
ON039003_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,773.0,,persons,V1T1,
ON039003_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,224.0,,persons,V1T1,
ON039003_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,218.0,,persons,V1T1,
ON039003_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,442.0,,persons,V1T1,
ON039003_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,16.0,,persons,V1T1,
ON039003_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,42.0,,persons,V1T1,
ON039003_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,58.0,,persons,V1T1,
ON039003_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,546.0,,persons,V1T1,
ON039003_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,513.0,,persons,V1T1,
ON039003_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1059.0,,persons,V1T1,
ON039004_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,81600.0,,unknown,V1T1,
ON039004_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,1085.0,,unknown,V1T1,
ON039004_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,19.0,,unknown,V1T1,
ON039004_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,8.0,,unknown,V1T1,
ON039004_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,1085.0,,unknown,V1T1,
ON039004_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,1086.0,,persons,V1T1,
ON039004_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,6129.0,,persons,V1T1,
ON039004_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,3171.0,,persons,V1T1,
ON039004_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2958.0,,persons,V1T1,
ON039004_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,948.0,,persons,V1T1,
ON039004_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,946.0,,persons,V1T1,
ON039004_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1894.0,,persons,V1T1,
ON039004_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,69.0,,persons,V1T1,
ON039004_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,144.0,,persons,V1T1,
ON039004_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,213.0,,persons,V1T1,
ON039004_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,2154.0,,persons,V1T1,
ON039004_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1868.0,,persons,V1T1,
ON039004_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,4022.0,,persons,V1T1,
ON039005_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,1428.0,,unknown,V1T1,
ON039005_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,397.0,,unknown,V1T1,
ON039005_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,5.0,,unknown,V1T1,
ON039005_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,2.0,,unknown,V1T1,
ON039005_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,397.0,,unknown,V1T1,
ON039005_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,397.0,,persons,V1T1,
ON039005_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,2090.0,,persons,V1T1,
ON039005_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,1007.0,,persons,V1T1,
ON039005_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,1083.0,,persons,V1T1,
ON039005_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,347.0,,persons,V1T1,
ON039005_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,353.0,,persons,V1T1,
ON039005_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,700.0,,persons,V1T1,
ON039005_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,22.0,,persons,V1T1,
ON039005_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,57.0,,persons,V1T1,
ON039005_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,79.0,,persons,V1T1,
ON039005_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,638.0,,persons,V1T1,
ON039005_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,673.0,,persons,V1T1,
ON039005_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,1311.0,,persons,V1T1,
ON040001_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,68563.0,,unknown,V1T1,
ON040001_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,813.0,,unknown,V1T1,
ON040001_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,36.0,,unknown,V1T1,
ON040001_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,4.0,,unknown,V1T1,
ON040001_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,813.0,,unknown,V1T1,
ON040001_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,828.0,,persons,V1T1,
ON040001_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,4785.0,,persons,V1T1,
ON040001_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2481.0,,persons,V1T1,
ON040001_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2304.0,,persons,V1T1,
ON040001_1871_POP_MM_N,E13_Attribute_Assignment,POP_MM_N,POP,702.0,,persons,V1T1,
ON040001_1871_POP_FM_N,E13_Attribute_Assignment,POP_FM_N,POP,701.0,,persons,V1T1,
ON040001_1871_POP_XM_N,E13_Attribute_Assignment,POP_XM_N,POP,1403.0,,persons,V1T1,
ON040001_1871_POP_MW_N,E13_Attribute_Assignment,POP_MW_N,POP,54.0,,persons,V1T1,
ON040001_1871_POP_FW_N,E13_Attribute_Assignment,POP_FW_N,POP,108.0,,persons,V1T1,
ON040001_1871_POP_XW_N,E13_Attribute_Assignment,POP_XW_N,POP,162.0,,persons,V1T1,
ON040001_1871_AGE_0to17MS_N,E13_Attribute_Assignment,AGE_0to17MS_N,AGE,1725.0,,persons,V1T1,
ON040001_1871_AGE_0to17FS_N,E13_Attribute_Assignment,AGE_0to17FS_N,AGE,1495.0,,persons,V1T1,
ON040001_1871_AGE_0to17XS_N,E13_Attribute_Assignment,AGE_0to17XS_N,AGE,3220.0,,persons,V1T1,
ON040002_1871_ARE_XX_A,E13_Attribute_Assignment,ARE_XX_A,AGR,58560.0,,unknown,V1T1,
ON040002_1871_HOUSE_XI_N,E13_Attribute_Assignment,HOUSE_XI_N,BLD,803.0,,unknown,V1T1,
ON040002_1871_HOUSE_XU_N,E13_Attribute_Assignment,HOUSE_XU_N,BLD,53.0,,unknown,V1T1,
ON040002_1871_HOUSE_XC_N,E13_Attribute_Assignment,HOUSE_XC_N,BLD,13.0,,unknown,V1T1,
ON040002_1871_HOUSE_XO_N,E13_Attribute_Assignment,HOUSE_XO_N,BLD,803.0,,unknown,V1T1,
ON040002_1871_POP_XF_N,E13_Attribute_Assignment,POP_XF_N,POP,818.0,,persons,V1T1,
ON040002_1871_POP_XX_N,E13_Attribute_Assignment,POP_XX_N,POP,4857.0,,persons,V1T1,
ON040002_1871_POP_MX_N,E13_Attribute_Assignment,POP_MX_N,POP,2494.0,,persons,V1T1,
ON040002_1871_POP_FX_N,E13_Attribute_Assignment,POP_FX_N,POP,2363.0,,persons,V1T1,
