wikidata_qid,wikidata_label,n_chains,place_ids,names,provinces,place_types,verdict
Q990470,Kamsack,2,PLACE_NT203057;PLACE_SK179019,"Kamsack;Kamsack, T-V",NT;SK,CSD,variants-match-wikidata
Q551124,Foam Lake,2,PLACE_NT203038;PLACE_SK180023,"Foam Lake;Foam Lake, VL",NT;SK,CSD,variants-match-wikidata
Q1363726,Okotoks,2,PLACE_NT202085;PLACE_AB192020,"Okotoks;Okotoks, T-V",AB;NT,CSD,variants-match-wikidata
Q1105163,Cochrane,2,PLACE_NT202028;PLACE_AB194036,"Cochrane;Cochrane, VL",AB;NT,CSD,variants-match-wikidata
Q408537,Airdrie,2,PLACE_NT202002;PLACE_AB194032,"Airdrie;Airdrie, VL",AB;NT,CSD,variants-match-wikidata
Q1886298,Carstairs,2,PLACE_NT202025;PLACE_AB194035,"Carstairs;Carstairs, VL",AB;NT,CSD,variants-match-wikidata
Q991515,Canmore,2,PLACE_NT202023;PLACE_AB001012,Canmore;Canmore vl (T24 R10 MW5),AB;NT,CSD,variants-match-wikidata
Q1743949,Didsbury,2,PLACE_NT202036;PLACE_AB194027,"Didsbury;Didsbury, T-V",AB;NT,CSD,variants-match-wikidata
Q991692,Olds,2,PLACE_NT202086;PLACE_AB194029,"Olds;Olds, T-V",AB;NT,CSD,variants-match-wikidata
Q3942882,Bowden,2,PLACE_NT202015;PLACE_AB197022,"Bowden;Bowden, VL",AB;NT,CSD,variants-match-wikidata
Q58337,Banff,2,PLACE_NT202006;PLACE_AB194025,Banff;Banff (not inc),AB;NT,CSD,variants-match-wikidata
Q1009832,Innisfail,2,PLACE_NT202051;PLACE_AB196027,"Innisfail;Innisfail, T-V",AB;NT,CSD,variants-match-wikidata
Q23025,Red Deer,2,PLACE_NT202103;PLACE_AB196022,"Red Deer;Red Deer, C",AB;NT,CSD,variants-match-wikidata
Q1743833,Lacombe,2,PLACE_NT202058;PLACE_AB196028,"Lacombe;Lacombe, T-V",AB;NT,CSD,variants-match-wikidata
Q1743545,Cardston,2,PLACE_NT202024;PLACE_AB190020,"Cardston;Cardston, T-V",AB;NT,CSD,variants-match-wikidata
Q1744046,Pincher Creek,2,PLACE_NT202091;PLACE_AB190027,"Pincher Creek;Pincher Creek, T-V",AB;NT,CSD,variants-match-wikidata
Q4924217,Blairmore,2,PLACE_NT202012;PLACE_AB190019,"Blairmore;Blairmore, T-V",AB;NT,CSD,variants-match-wikidata
Q1744143,Nanton,2,PLACE_NT202082;PLACE_AB192019,"Nanton;Nanton, T-V",AB;NT,CSD,variants-match-wikidata
Q1207513,Leduc,2,PLACE_NT202065;PLACE_AB199019,"Leduc;Leduc, T-V",AB;NT,CSD,variants-match-wikidata
Q1013456,Spruce Grove,2,PLACE_NT202114;PLACE_AB199008,Spruce Grove;519. Spruce Grove,AB;NT,CSD,variants-match-wikidata
Q1007407,Fort Saskatchewan,2,PLACE_NT202043;PLACE_AB199018,"Fort Saskatchewan;Fort Saskatchewan, T-V",AB;NT,CSD,variants-match-wikidata
Q939127,St. Albert,2,PLACE_NT202108;PLACE_AB199021,"St. Albert;St. Albert, T-V",AB;NT,CSD,variants-match-wikidata
Q2493627,Bruderheim,2,PLACE_NT202016;PLACE_AB198023,"Bruderheim;Bruderheim, VL",AB;NT,CSD,variants-match-wikidata
Q1746026,Morinville,2,PLACE_NT202079;PLACE_AB199020,"Morinville;Morinville, T-V",AB;NT,CSD,variants-match-wikidata
Q1661880,Westbourne,2,PLACE_MB008014;PLACE_MB164007_1921,Westbourne;Westbourne,MB,CSD,name-variants-same-place
Q1661149,Rosedale,2,PLACE_MB008013;PLACE_MB164006_1921,Rosedale;Rosedale,MB,CSD,name-variants-same-place
Q1660715,Minitonas,2,PLACE_MB009027;PLACE_MB169001_1921,Minitonas;Minitonas,MB,CSD,name-variants-same-place
Q1661391,Springfield,2,PLACE_MB011012;PLACE_MB159007_1921,Springfield;Springfield,MB,CSD,name-variants-same-place
Q16461,Nanaimo,2,PLACE_BC010006;PLACE_BC212009,"Nanaimo c;Nanaimo and suburbs, C",BC,CSD,variants-match-wikidata
Q3538507,Trenton,2,PLACE_NS050036;PLACE_NS016039,"Trenton t-v;Trenton, T-V",NS,CSD,name-variants-same-place
Q475953,Wolfville,2,PLACE_NS036027;PLACE_NS014017,"Wolfville, Town—Ville;Wolfville, T-V",NS,CSD,variants-match-wikidata
Q7492695,Sheffield Mills,2,PLACE_NS036023;PLACE_NS014013,Sheffield Mills;Sheffield Mills,NS,CSD,name-variants-same-place
Q63244703,Wentworth,2,PLACE_QC142012_1901;PLACE_QC037013_1921,Wentworth;Wentworth,QC,CSD,name-variants-same-place
Q28161378,Brome,2,PLACE_QC144004_1901;PLACE_QC045003_1921,"Brome, Village;Brome",QC,CSD,variants-match-wikidata
Q138228646,Compton,2,PLACE_QC051006;PLACE_QC051020,"Compton;Compton, VL",QC,CSD,variants-match-wikidata
Q141645,Ville-Marie,2,PLACE_QC185031;PLACE_QC094062,"Ville-Marie vl;Ville Marie, VL",QC,CSD,name-variants-same-place
Q138456226,Dudswell,2,PLACE_QC192005;PLACE_QC099002_1921,Dudswell;Dudswell,QC,CSD,name-variants-same-place
Q141658,Causapscal,2,PLACE_QC188022;PLACE_QC070001,St. Jacques le Majeur (Causapscal);Causapscal (St. Jacques le Majeur),QC,CSD,variants-match-wikidata
Q63244599,Shefford,2,PLACE_QC197010_1901;PLACE_QC087010_1921,Shefford;Shefford,QC,CSD,name-variants-same-place
Q63244626,Tadoussac,2,PLACE_QC086010;PLACE_QC086008,"Tadoussac, VL;Tadoussac, par.",QC,CSD,variants-match-wikidata
Q1661133,Roland,2,PLACE_MB018015;PLACE_MB156006,Roland vl (T4 R4 MW1);Roland,MB,CSD,variants-match-wikidata
Q25247456,Shoal Lake,2,PLACE_MB165020;PLACE_MB165012,"Shoal Lake, VL;Shoal Lake",MB,CSD,variants-match-wikidata
Q2450865,Morris,2,PLACE_MB021017;PLACE_MB156012,"Morris t-v;Morris, T-V",MB,CSD,name-variants-same-place
Q1661409,St. Andrews,2,PLACE_MB022003;PLACE_MB163005_1921,St. Andrews;St. Andrews,MB,CSD,name-variants-same-place
Q115263205,Billings,2,PLACE_ON054008;PLACE_ON127005_1921,Billings;Billings,ON,CSD,name-variants-same-place
Q115261796,Howland,2,PLACE_ON054047;PLACE_ON127014_1921,Howland;Howland,ON,CSD,name-variants-same-place
Q34047,Brockville,2,PLACE_ON124011;CD_ON_Brockville,"Brockville, T-V;Brockville",ON,CD;CSD,variants-match-wikidata
Q2862806,Armstrong,2,PLACE_ON099004;PLACE_ON148003_1921,Armstrong;Armstrong,ON,CSD,name-variants-same-place
Q115262006,Lebel,2,PLACE_ON099091;PLACE_ON148107_1921,Lebel;Lebel,ON,CSD,name-variants-same-place
Q1893229,Revelstoke,2,PLACE_BC211008;PLACE_BC211002,"Revelstoke, C;Revelstoke",BC,CSD,variants-match-wikidata
Q473209,Kamloops,2,PLACE_BC207007;PLACE_BC207003_1921,"Kamloops, C;Kamloops",BC,CSD,variants-match-wikidata
Q204442,Fernie,2,PLACE_BC210006;PLACE_BC210003,"Fernie, C;Fernie",BC,CSD,variants-match-wikidata
Q1138837,Cranbrook,2,PLACE_BC210005;PLACE_BC210002,"Cranbrook, C;Cranbrook",BC,CSD,variants-match-wikidata
Q984028,Grand Forks,2,PLACE_BC218008;PLACE_BC218001,"Grand Forks, C;Grand Forks",BC,CSD,variants-match-wikidata
Q767282,Greenwood,2,PLACE_BC218009;PLACE_BC218002,"Greenwood, C;Greenwood",BC,CSD,variants-match-wikidata
Q985674,Lloydminster,2,PLACE_SK187023;PLACE_AB198020,"Lloydminster (pt), T-V;Lloydminster (pt), T-V",AB;SK,CSD,name-variants-same-place
Q1999596,Chaplin,2,PLACE_NT204010;PLACE_SK177035,"Chaplin;Chaplin, VL",NT;SK,CSD,variants-match-wikidata
Q1915371,Maple Creek,2,PLACE_NT204038;PLACE_SK174026,"Maple Creek;Maple Creek, T-V",NT;SK,CSD,variants-match-wikidata
Q619937,Swift Current,2,PLACE_NT204071;PLACE_SK178025,"Swift Current;Swift Current, C",NT;SK,CSD,variants-match-wikidata
Q1911196,Gull Lake,2,PLACE_NT204030;PLACE_SK178027,"Gull Lake;Gull Lake, T-V",NT;SK,CSD,variants-match-wikidata
Q1917681,Wolseley,2,PLACE_NT203108;PLACE_SK175030,"Wolseley;Wolseley, T-V",NT;SK,CSD,variants-match-wikidata
Q1916992,Sintaluta,2,PLACE_NT203091;PLACE_SK176029,"Sintaluta;Sintaluta, T-V",NT;SK,CSD,variants-match-wikidata
Q1743705,High River,2,PLACE_NT202049;PLACE_AB192018,"High River;High River, T-V",AB;NT,CSD,variants-match-wikidata
Q1746515,Warner,2,PLACE_AB189031;PLACE_AB189012,"Warner, VL;36. Warner",AB,CSD,variants-match-wikidata
Q573968,Bow Island,2,PLACE_AB189024;PLACE_AB189022,"Bow Island, T-V;94. Bow Island",AB,CSD,variants-match-wikidata
Q7597413,Stamford,2,PLACE_ON151005;PLACE_ON123010_1901,Stamford;Stamford,ON,CSD,name-variants-same-place
Q3461039,Sacré-Cœur-de-Jésus,2,PLACE_QC040024_1911;PLACE_QC040003,"Sacré Cœur de Jésus, VL;Sacré Cœur de Jésus",QC,CSD,variants-match-wikidata
Q28535203,Whitton,2,PLACE_QC055017_1911;PLACE_QC055018,Whitton;Whitton (Ste. Cécile),QC,CSD,variants-match-wikidata
Q142397,Warwick,2,PLACE_QC038025;PLACE_QC038019,"Warwick, VL;Warwick",QC,CSD,variants-match-wikidata
Q139588,Côte Saint-Luc,2,PLACE_QC162025;PLACE_QC076036,"Côte St. Luc vl;Côte St. Luc, VL",QC,CSD,name-variants-same-place
Q142058,Mont-Laurier,2,PLACE_QC165055;PLACE_QC062065,"Mont Laurier vl;Mont Laurier, VL",QC,CSD,name-variants-same-place
Q3204356,L'Islet,2,PLACE_QC170001;PLACE_QC067003_1921,L'Islet;L'Islet,QC,CSD,name-variants-same-place
Q3344599,Notre-Dame-de-Lourdes,2,PLACE_QC071010;PLACE_QC169011_1901,Notre Dame de Lourdes;Notre-Dame de Lourdes,QC,CSD,name-variants-same-place
Q14875509,Bécancour,2,PLACE_QC078001;PLACE_QC078026,"Bécancour;Bécancour, VL",QC,CSD,variants-match-wikidata
Q112912981,Sainte-Eulalie,2,PLACE_QC184009;PLACE_QC078009_1921,Ste. Eulalie;Ste. Eulalie,QC,CSD,name-variants-same-place
Q112911857,Saint-Ambroise de la Jeune Lorette,2,PLACE_QC190005;PLACE_QC081004_1921,St. Ambroise;St. Ambroise,QC,CSD,name-variants-same-place
Q106815257,Saint-Moïse,2,PLACE_QC193029;PLACE_QC070016_1921,St. Moïse;St. Moïse,QC,CSD,name-variants-same-place
Q3114889,Grande-Vallée,2,PLACE_QC159010;PLACE_QC056013_1921,Grande Vallée des Monts;Grande Vallée des Monts,QC,CSD,name-variants-same-place
Q2866421,Ascot,2,PLACE_QC198005_1911;PLACE_QC088006,"Ascot t-v;Ascot, T-V",QC,CSD,name-variants-same-place
Q25395102,Montmorency,2,PLACE_QC190017;PLACE_QC081024,"Montmorency vl;Montmorency, VL",QC,CSD,name-variants-same-place
Q956690,Cornwall,2,PLACE_ON145005_1901;CD_ON_Cornwall,"Cornwall, T-V;Cornwall",ON,CD;CSD,variants-match-wikidata
Q642900,Grande Prairie,2,PLACE_AB204024;PLACE_AB204001,"Grande Prairie, T-V;739. Grande Prairie",AB,CSD,variants-match-wikidata
Q1744192,Spirit River,2,PLACE_AB204026;PLACE_AB204013_1921,"Spirit River, VL;829. Spirit River",AB,CSD,variants-match-wikidata
Q984206,Coronation,2,PLACE_AB195023;PLACE_AB195004,"Coronation, T-V;334. Coronation",AB,CSD,variants-match-wikidata
Q1001626,North Vancouver,2,PLACE_BC206004;PLACE_BC206001,"North Vancouver, C;North Vancouver",BC,CSD,variants-match-wikidata
Q7589242,St Joseph,2,PLACE_NS005014;PLACE_NS005013_1921,St. Joseph W.-O.;St. Joseph E.,NS,CSD,variants-match-wikidata
Q54585333,Gordon,2,PLACE_ON127013;PLACE_ON054038_1911,Gordon;Gordon,ON,CSD,name-variants-same-place
Q7859812,Tyendinaga,2,PLACE_ON118021;PLACE_ON070005_1901,Tyendinaga;Tyendinaga,ON,CSD,name-variants-same-place
Q115262118,Macpherson,2,PLACE_ON130054;PLACE_ON099100_1911,Macpherson;Macpherson,ON,CSD,name-variants-same-place
Q1020159,Etobicoke,2,PLACE_ON136001_1911;PLACE_ON154001_1921,Etobicoke;Etobicoke,ON,CSD,name-variants-same-place
Q112912189,Saint-Frédéric,2,PLACE_QC040011_1921;PLACE_QC139012_1901,St. Frédéric;St. Frédéric,QC,CSD,name-variants-same-place
Q2514459,Verchères,2,PLACE_QC098008;PLACE_QC098013,"Verchères;Verchères, VL",QC,CSD,variants-match-wikidata
Q3463031,Saint-Narcisse,2,PLACE_QC047016;PLACE_QC146015_1901,St. Narcisse;St. Narcisse,QC,CSD,name-variants-same-place
Q141699,Sept-Îles,2,PLACE_QC154066;PLACE_QC086084,Sept Iles vl;Sept Iles  (St. Joseph de),QC,CSD,variants-match-wikidata
Q3464213,Sainte-Claire,2,PLACE_QC053004_1921;PLACE_QC054009_1851,Ste. Claire;Ste. Claire,QC,CSD,name-variants-same-place
Q3462821,Saint-Léon-de-Standon,2,PLACE_QC157011;PLACE_QC053011_1921,St. Léon de Standon;St. Léon de Standon,QC,CSD,name-variants-same-place
Q30303820,Cap-des-Rosiers,2,PLACE_QC056004_1921;PLACE_QC056005,Cap des Rosiers (Grande Grève);Cap des Rosiers (St. Alban du),QC,CSD,variants-match-wikidata
Q112912472,Saint-Justin,2,PLACE_QC069010_1921;PLACE_QC085004_1881,St. Justin;St. Justin,QC,CSD,name-variants-same-place
Q112911732,Notre-Dame-des-Anges,2,PLACE_QC080007;PLACE_QC080027,"Notre Dame des Anges;Notre Dame des Anges, VL",QC,CSD,variants-match-wikidata
Q142430,Portneuf,2,PLACE_QC080029;PLACE_QC080008_1921,"Portneuf, VL;Portneuf (Notre Dame de)",QC,CSD,variants-match-wikidata
Q142151,Trois-Pistoles,2,PLACE_QC095027;PLACE_QC095030,"Trois Pistoles;Trois Pistoles, T-V",QC,CSD,variants-match-wikidata
Q63244699,Wakefield,2,PLACE_QC057025;PLACE_QC057036_1921,"Wakefield;Wakefield, VL",QC,CSD,variants-match-wikidata
Q3462051,Saint-David,2,PLACE_QC100005;PLACE_QC201005_1901,St. David;St. David,QC,CSD,name-variants-same-place
Q112912993,Sainte-Flore,2,PLACE_QC093008_1921;PLACE_QC146008_1901,Ste. Flore;Ste. Flore,QC,CSD,name-variants-same-place
Q106644325,Saint-Anaclet,2,PLACE_QC084002;PLACE_QC045007_1861,St. Anaclet;St. Anaclet,QC,CSD,name-variants-same-place
Q1661040,Ritchot,2,PLACE_MB010009_1901;PLACE_MB160008_1921,Ritchot;Ritchot,MB,CSD,name-variants-same-place
Q1661244,Rosser,2,PLACE_MB011010_1901;PLACE_MB163004_1921,Rosser;Rosser,MB,CSD,name-variants-same-place
Q142035,Beaconsfield,2,PLACE_QC162011_1911;PLACE_QC076018_1921,"Beaconsfield t-v;Beaconsfield, T-V",QC,CSD,name-variants-same-place
Q3393516,Pointe-aux-Trembles,2,PLACE_QC168016_1911;PLACE_QC076028_1921,"Pointe-aux-Trembles t-v;Pointe aux Trembles, T-V",QC,CSD,name-variants-same-place
Q112912675,Saint-Paulin,2,PLACE_QC173009_1911;PLACE_QC069012_1921,St. Paulin;St. Paulin,QC,CSD,name-variants-same-place
Q1293527,Albert County,2,CD_NB_Albert;CD_NB_Albert_1921,Albert;Albert,NB,CD,name-variants-same-place
Q1670967,Kings County,2,CD_NB_King's;CD_NB_Kings,King's;Kings,NB,CD,name-variants-same-place
Q2542396,Queens County,2,CD_NB_Queen's;CD_NB_Queens,Queen's;Queens,NB,CD,name-variants-same-place
Q543098,Sunbury County,2,CD_NB_Sunbury;CD_NB_Sunbury_1921,Sunbury;Sunbury,NB,CD,name-variants-same-place
Q1520380,Victoria County,2,CD_NB_Victoria;CD_NB_Victoria_1921,Victoria;Victoria,NB,CD,name-variants-same-place
Q2006307,Queens County,2,CD_NS_Queens;CD_NS_Queens_1921,Queens;Queens,NS,CD,name-variants-same-place
Q2096191,Shelburne County,2,CD_NS_Shelburne;CD_NS_Shelburne_1921,Shelburne;Shelburne,NS,CD,name-variants-same-place
Q1116334,Victoria County,2,CD_NS_Victoria;CD_NS_Victoria_1921,Victoria;Victoria,NS,CD,name-variants-same-place
Q384944,County of Brant,2,CD_ON_Brant;CD_ON_Brant_1911,Brant;Brant,ON,CD,name-variants-same-place
Q991601,Bruce County,2,CD_ON_Bruce;CD_ON_Bruce_1921,Bruce;Bruce,ON,CD,name-variants-same-place
Q385346,Haldimand County,2,CD_ON_Haldimand;CD_ON_Haldimand_1911,Haldimand;Haldimand,ON,CD,name-variants-same-place
Q1588807,Hastings County,2,CD_ON_Hastings;CD_ON_Hastings_1921,Hastings;Hastings,ON,CD,name-variants-same-place
Q1638493,Huron County,2,CD_ON_Huron;CD_ON_Huron_1921,Huron;Huron,ON,CD,name-variants-same-place
Q6391659,Kent County,2,CD_ON_Kent;CD_ON_Kent_1871,Kent;Kent,ON,CD,name-variants-same-place
Q14875251,Leeds County,2,CD_ON_Leeds;CD_ON_Leeds_1911,Leeds;Leeds,ON,CD,name-variants-same-place
Q1815566,Manitoulin District,2,CD_ON_Manitoulin;CD_ON_Manitoulin_1921,Manitoulin;Manitoulin,ON,CD,name-variants-same-place
Q1436530,Nipissing District,2,CD_ON_Nipissing;CD_ON_Nipissing_1891,Nipissing;Nipissing,ON,CD,name-variants-same-place
Q1798108,Parry Sound District,2,CD_ON_Parry_Sound;CD_ON_Parry_Sound_1911,Parry Sound;Parry Sound,ON,CD,name-variants-same-place
Q1617717,Stormont County,2,CD_ON_Stormont;CD_ON_Stormont_1891,Stormont;Stormont,ON,CD,name-variants-same-place
Q1525404,Wellington County,2,CD_ON_Wellington;CD_ON_Wellington_1921,Wellington;Wellington,ON,CD,name-variants-same-place
Q7983017,Wentworth County,2,CD_ON_Wentworth;CD_ON_Wentworth_1911,Wentworth;Wentworth,ON,CD,name-variants-same-place
Q70460110,County of York,2,CD_ON_York;CD_ON_York_1921,York;York,ON,CD,name-variants-same-place
Q1742133,Kings County,2,CD_PE_King's;CD_PE_Kings,King's;Kings,PE,CD,name-variants-same-place
Q2006290,Queens County,2,CD_PE_Queen's;CD_PE_Queens,Queen's;Queens,PE,CD,name-variants-same-place
Q2991091,Arthabaska County,2,CD_QC_Arthabaska;CD_QC_Arthabaska_1921,Arthabaska;Arthabaska,QC,CD,name-variants-same-place
Q2991170,"Chambly County, Quebec",2,CD_QC_Chambly;CD_QC_Chambly_1921,Chambly;Chambly,QC,CD,name-variants-same-place
Q2991181,Chicoutimi County,2,CD_QC_Chicoutimi;CD_QC_Chicoutimi_1921,Chicoutimi;Chicoutimi,QC,CD,name-variants-same-place
Q2991220,Drummond county,2,CD_QC_Drummond;CD_QC_Drummond_1921,Drummond;Drummond,QC,CD,name-variants-same-place
Q2991101,comté d'Iberville,2,CD_QC_Iberville;CD_QC_Iberville_1921,Iberville;Iberville,QC,CD,name-variants-same-place
Q2991296,comté de Laprairie,2,CD_QC_Laprairie;CD_QC_Laprairie_1921,Laprairie;Laprairie,QC,CD,name-variants-same-place
Q2991357,comté de Napierville,2,CD_QC_Napierville;CD_QC_Napierville_1921,Napierville;Napierville,QC,CD,name-variants-same-place
Q2991392,comté de Richmond,2,CD_QC_Richmond;CD_QC_Richmond_1921,Richmond;Richmond,QC,CD,name-variants-same-place
Q2991404,comté de Saguenay,2,CD_QC_Saguenay;CD_QC_Saguenay_1921,Saguenay;Saguenay,QC,CD,name-variants-same-place
Q2991427,comté de Sherbrooke,2,CD_QC_Sherbrooke;CD_QC_Sherbrooke_1861,Sherbrooke;Sherbrooke,QC,CD,name-variants-same-place
Q2991409,comté de Saint-Jean,2,CD_QC_St._Jean;CD_QC_St._Jean_1921,St. Jean;St. Jean,QC,CD,name-variants-same-place
Q2991456,comté de Verchères,2,CD_QC_Verchères;CD_QC_Verchères_1921,Verchères;Verchères,QC,CD,name-variants-same-place
Q2991471,comté de Wolfe,2,CD_QC_Wolfe;CD_QC_Wolfe_1921,Wolfe;Wolfe,QC,CD,name-variants-same-place
