chain_id,name,province,n_presences,decision,inherited_qid,inherited_label,inherited_mint_reason,target_chains,signals,confidence,evidence
PLACE_BC011003,Dewdney,BC,1,INHERIT_MINT,,,1921 BC unorganized CSD in Fraser Valley; no WD entity for the historical CSD,PLACE_BC209002_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (dewdney, BARE, BC) mint bucket -> PLACE_BC209002_1921"
PLACE_BC011005_1911,Yale pt,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC011006,Chilliwack c,BC,1,INHERIT_QID,Q983026,Chilliwack,,PLACE_BC209005_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (chilliwack, URBAN, BC) bucket -> PLACE_BC209005_1921"
PLACE_BC011008,"Lot 301, Vancouver c pt",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC011009,"Hastings townsite, Vancouver c pt",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC012001,Vancouver c pt,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC012002,Vancouver S,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC012003,Vancouver N,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC012004,Point Grey,BC,1,INHERIT_MINT,,,"1921 District of Point Grey municipality (annexed to Vancouver 1929); no WD entity for the former municipality, only for the peninsula/electoral district",PLACE_BC216001_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (point grey, BARE, BC) mint bucket -> PLACE_BC216001_1921"
PLACE_BC014008_1911,Yale pt,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC014009,Enderby c,BC,1,INHERIT_QID,Q112975,Enderby,,PLACE_BC218007_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (enderby, URBAN, BC) bucket -> PLACE_BC218007_1921"
PLACE_BC014013,Kelowna c,BC,1,INHERIT_QID,Q232226,Kelowna,,PLACE_BC218010_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (kelowna, URBAN, BC) bucket -> PLACE_BC218010_1921"
PLACE_BC014015,Phoenix c,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC014016,Vernon c,BC,1,INHERIT_QID,Q985671,Vernon,,PLACE_BC218011_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (vernon, URBAN, BC) bucket -> PLACE_BC218011_1921"
PLACE_BC188001,South,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC188002,North,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC188003,"Cassiar, Northern Interior",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC188004,Coast of main land,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC189001,"Richfield, Barkerville & Lightning Creek",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC189002,Quesnelmouth,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC189003,William's Lake and Canoe Creek,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC189005,"Clinton, Lillooet",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC189006,Omineca,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC190001,Yale and Hope,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC190002,Lytton and Cache Creek and Spence's Bridge and Kamloops,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC190003,"Nicola, O’Kanagan",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC190005,Kootenai,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC191005,"Esquimalt, Metchosin",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC192001,"Nanaïmo, Noonas Bay",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC192002,Comox & Alberni,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC192003,"Cowichin, Salt Spring Isl.",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC192005,"Sooke Lake, Highland, &c.",BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC192006,Western Coast,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC206003,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC207006_1921,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC208004_1921,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC209004_1921,Indian Reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC210004_1921,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC211005,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC212006_1921,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC213003,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC214003_1921,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC216003,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC218005_1921,Indian reserves,BC,1,NO_EVIDENCE,,,,,,,
PLACE_BC999999,NO DATA,BC,1,NO_EVIDENCE,,,,,,,
PLACE_MB006002_1891,Belcourt,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB006003,East Selkirk (Town—Ville) & Varennes,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB006004,Fairford & Posen,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB006008,Plessis (Fort Alexander),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007001,Archie & Ellice,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007005,Boulton & Shell River,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007009,Elm River,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007011,Glendale,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007013_1891,Landsdowne,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007019,Oak River,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007021,Osprey,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007022,Portage la Prairie,MB,1,INHERIT_QID,Q1661004,Portage la Prairie,,PLACE_MB160007,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (portage la prairie, BARE, MB) bucket -> PLACE_MB160007"
PLACE_MB007023,"Portage la Prairie, Town—Ville",MB,1,INHERIT_QID,Q1017624,Portage la Prairie,,PLACE_MB160011_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (portage la prairie, URBAN, MB) bucket -> PLACE_MB160011_1921"
PLACE_MB007025,Riding Mountain,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007027,Rossburn,MB,1,INHERIT_QID,Q1661166,Rossburn,,PLACE_MB168005,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (rossburn, BARE, MB) bucket -> PLACE_MB168005"
PLACE_MB007028,"Russell, Silver Creek",MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB007030,"Shoal Lake, Strathclair",MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008002,"Cypress, North—Nord",MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008003,"Cypress, South—Sud",MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008006,Hespeler,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008008_1901,Norfolk North—Nord,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008009,"Norfolk, South—Sud",MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008009_1891,Morris,MB,1,INHERIT_QID,Q1660794,Morris,,PLACE_MB156004,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (morris, BARE, MB) bucket -> PLACE_MB156004"
PLACE_MB008010,"Morris, Town—Ville",MB,1,INHERIT_QID,Q2450865,Morris,,PLACE_MB156012,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (morris, URBAN, MB) bucket -> PLACE_MB156012"
PLACE_MB008010_1901,Ochre River (part),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008011,Portage la Prairie,MB,1,INHERIT_QID,Q1661004,Portage la Prairie,,PLACE_MB160007,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (portage la prairie, BARE, MB) bucket -> PLACE_MB160007"
PLACE_MB008011_1891,Ste. Anne,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008012_1901,"Portage la Prairie, Town—Ville",MB,1,INHERIT_QID,Q1017624,Portage la Prairie,,PLACE_MB160011_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (portage la prairie, URBAN, MB) bucket -> PLACE_MB160011_1921"
PLACE_MB008014_1891,St. Norbert,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008015_1901,Unorganized Territory—Territoire non-organisé,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB008016,Youville,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB009003_1891,Birtle,MB,2,INHERIT_QID,Q1658106,Birtle,,PLACE_MB165002,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (birtle, BARE, MB) bucket -> PLACE_MB165002"
PLACE_MB009004_1891,"Birtle, Town—Ville",MB,2,INHERIT_QID,Q86586,Birtle,,PLACE_MB165015_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (birtle, URBAN, MB) bucket -> PLACE_MB165015_1921"
PLACE_MB009005,Carleton,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB009007_1901,Boulton,MB,1,INHERIT_MINT,,,1921 MB rural municipality; merged with Shellmouth RM in 1999 to form Shellmouth-Boulton (Q1661299); no separate WD entity for the historical Boulton RM,PLACE_MB168001_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (boulton, BARE, MB) mint bucket -> PLACE_MB168001_1921"
PLACE_MB009009,Derby,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB009009_1891,Clan William,MB,2,NO_EVIDENCE,,,,,,,
PLACE_MB009010,Douglas,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB009010_1901,Dauphin,MB,1,INHERIT_QID,Q1658912,Dauphin,,PLACE_MB167001,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (dauphin, BARE, MB) bucket -> PLACE_MB167001"
PLACE_MB009011,Dufferin N,MB,2,NO_EVIDENCE,,,,,,,
PLACE_MB009011_1901,"Dauphin, Town—Ville",MB,1,INHERIT_QID,Q1173008,Dauphin,,PLACE_MB167009_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (dauphin, URBAN, MB) bucket -> PLACE_MB167009_1921"
PLACE_MB009012,Dufferin S,MB,2,NO_EVIDENCE,,,,,,,
PLACE_MB009013_1901,Grandview,MB,1,INHERIT_QID,Q18345798,Grandview,,PLACE_MB168003_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (grandview, BARE, MB) bucket -> PLACE_MB168003_1921"
PLACE_MB009015,Inchiquin,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB009018,Medora,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB009018_1901,Ochre River (part),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB009021_1901,Rossburn,MB,1,INHERIT_QID,Q1661166,Rossburn,,PLACE_MB168005,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (rossburn, BARE, MB) bucket -> PLACE_MB168005"
PLACE_MB009028_1901,Unorganized Territory—Territoire non-organisé,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB010001,"Winnipeg, Ward—Quartier No. 1",MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB010007,Morris,MB,1,INHERIT_QID,Q1660794,Morris,,PLACE_MB156004,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (morris, BARE, MB) bucket -> PLACE_MB156004"
PLACE_MB010008,"Morris, Town—Ville",MB,1,INHERIT_QID,Q2450865,Morris,,PLACE_MB156012,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (morris, URBAN, MB) bucket -> PLACE_MB156012"
PLACE_MB010012,Kildonan (part),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB010014,Unorganized Territory—Territoire non-organisé,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB011001,Assiniboia,MB,3,INHERIT_MINT,,,"Historic RM of Assiniboia (1880-1972) merged into Winnipeg Unicity; no dedicated Wikidata entity. Existing match Q115782049 was a modern suburb, incorrect.",PLACE_MB163001_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (assiniboia, BARE, MB) mint bucket -> PLACE_MB163001_1921"
PLACE_MB011003,"East Selkirk, Town—Ville",MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB011005,Kildonan (part),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB011006,St. Paul,MB,3,NO_EVIDENCE,,,,,,,
PLACE_MB011008,Posen,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB011018,Unorganized Territory—Territoire non-organisé,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB012001_1901,"Winnipeg, Ward—Quartier No. 1",MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB012002,"Winnipeg, Ward—Quartier No. 2",MB,2,NO_EVIDENCE,,,,,,,
PLACE_MB012003,"Winnipeg, Ward—Quartier No. 3",MB,2,NO_EVIDENCE,,,,,,,
PLACE_MB012004,"Winnipeg, Ward—Quartier No. 4",MB,2,NO_EVIDENCE,,,,,,,
PLACE_MB012005,"Winnipeg, Ward—Quartier No. 5",MB,2,NO_EVIDENCE,,,,,,,
PLACE_MB012006,"Winnipeg, Ward—Quartier No. 6",MB,2,NO_EVIDENCE,,,,,,,
PLACE_MB015001,78 townships,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB015002,Oak Lake I R,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB015003,Oak River I R,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB015004,Brandon c,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB015005,Oak Lake t-v,MB,1,INHERIT_QID,Q75834,Oak Lake,,PLACE_MB162009_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (oak lake, URBAN, MB) bucket -> PLACE_MB162009_1921"
PLACE_MB015006,Rivers t-v,MB,1,INHERIT_QID,Q138967,Rivers,,PLACE_MB162010_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (rivers, URBAN, MB) bucket -> PLACE_MB162010_1921"
PLACE_MB015007,Souris t-v,MB,1,INHERIT_QID,Q487130,Souris,,PLACE_MB162011_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (souris, URBAN, MB) bucket -> PLACE_MB162011_1921"
PLACE_MB015008_1911,Virden t-v,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB015009,Elkhorn vl (T12 R28 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB015010,Reston vl (T7 R27 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB015011,Wawanesa vl (T7 R17 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB016001,282 townships,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB016002,Indian Reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB016003_1911,Dauphin t-v,MB,1,INHERIT_QID,Q1173008,Dauphin,,PLACE_MB167009_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (dauphin, URBAN, MB) bucket -> PLACE_MB167009_1921"
PLACE_MB016004,Grand View t-v,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB016005,Swan River t-v,MB,1,INHERIT_QID,Q487931,Swan River,,PLACE_MB169004,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (swan river, URBAN, MB) bucket -> PLACE_MB169004"
PLACE_MB016006,Gilbert Plains vl (T25 R22 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB016007,Winnipegosis vl (T31 R18 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB016999_1911,NO DATA,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB017001,47 townships,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB017002_1911,Morden t-v,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB017003_1911,Gretna vl (T1 R1 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB017004_1911,Manitou vl (T3 R8 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB017005,Pilot Mound vl (T3 R11 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB017006_1911,Plum Coulee vl (T3 R3 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB017007,Winkler vl (T2 R4 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018001,104 townships,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018002,Baie St. Paul pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018003,Poplar Point pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018004,Headingly pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018005,High Bluff pr pt,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018006,St. Boniface pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018007,St. Charles pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018008,St. Francois Xavier pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018009,St. James pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018010_1911,Notre Dame de Lourdes pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018011,Swan Lake I R,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018012_1911,Carman t-v,MB,1,INHERIT_QID,Q2450462,Carman,,PLACE_MB160014_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (carman, URBAN, MB) bucket -> PLACE_MB160014_1921"
PLACE_MB018013,Cypress River vl (T7 R12 MW3),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018014,Holland vl (T7 R11 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018015,Roland vl (T4 R4 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018016,St. Laurent vl (T17 R4 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB018999,NO DATA,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB019001,128 townships,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB019002,Indian Reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB019003_1911,Birtle t-v,MB,1,INHERIT_QID,Q86586,Birtle,,PLACE_MB165015_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (birtle, URBAN, MB) bucket -> PLACE_MB165015_1921"
PLACE_MB019004,Minnedosa t-v,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB019005,Rapid City vl,MB,3,NO_EVIDENCE,,,,,,,
PLACE_MB019006,Hamiota vl (T14 R23 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB019007,Russell vl (T21 R28 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB019008,Shoal Lake vl (T17 R23 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB019999_1911,NO DATA,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB020001,74 townships,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB020002,High Bluff pr pt,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB020003,Long Plain I R,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB020004_1911,Carberry t-v,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB020005,Gladstone t-v,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB020006_1911,Neepawa t-v,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB020007,Portage la Prairie t-v,MB,1,INHERIT_QID,Q1017624,Portage la Prairie,,PLACE_MB160011_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (portage la prairie, URBAN, MB) bucket -> PLACE_MB160011_1921"
PLACE_MB021001,104 townships,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021002,Roseau I R,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021003,Letellier pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021004,Lorette pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021005,St. Agathe pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021006,Ste. Anne pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021007,St. Boniface pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021008,St. Jean Baptiste pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021009,St. Malo pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021010_1911,St. Norbert pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021011,St. Pierre pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021012,St. Pie pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021013,St. Vital pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021014,Thibeauville pr,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021015,St. Boniface c,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021016,Emerson t-v,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB021017,Morris t-v,MB,1,INHERIT_QID,Q2450865,Morris,,PLACE_MB156012,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (morris, URBAN, MB) bucket -> PLACE_MB156012"
PLACE_MB021999,NO DATA,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022001,134 townships,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022002,Kildonan,MB,3,NO_EVIDENCE,,,,,,,
PLACE_MB022005,St. Pauls,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022006_1911,St. Peters,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022007,Clandeboye I R,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022008,Fisher River I R,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022009,Unorganized parts,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022010,Winnipeg c pt,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022011_1911,Selkirk t-v,MB,1,INHERIT_QID,Q1018239,Selkirk,,PLACE_MB011011,S3_AMBIGUOUS_NAMED,medium,S3_AMBIGUOUS_NAMED via MB022011_1911 -> MB011011_1901 -> PLACE_MB011011
PLACE_MB022012,Stonewall t-v,MB,1,INHERIT_QID,Q393324,Stonewall,,PLACE_MB163011_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (stonewall, URBAN, MB) bucket -> PLACE_MB163011_1921"
PLACE_MB022013,Beausejour vl (T12 R7 ME1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022014,Gimli vl (T27 R4 ME1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022015,Winnipeg Beach vl (T17 R4 ME1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB022999,NO DATA,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB023001,103 townships,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB023002_1911,Boissevain t-v,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB023003,Deloraine t-v,MB,1,INHERIT_QID,Q86580,Deloraine,,PLACE_MB158010_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (deloraine, URBAN, MB) bucket -> PLACE_MB158010_1921"
PLACE_MB023004,Hartney t-v,MB,1,INHERIT_QID,Q75838,Hartney,,PLACE_MB158011_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (hartney, URBAN, MB) bucket -> PLACE_MB158011_1921"
PLACE_MB023005,Killarney t-v,MB,1,INHERIT_QID,Q168855,Killarney,,PLACE_MB157010_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (killarney, URBAN, MB) bucket -> PLACE_MB157010_1921"
PLACE_MB023006,Melita t-v,MB,1,INHERIT_QID,Q312033,Melita,,PLACE_MB158012_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (melita, URBAN, MB) bucket -> PLACE_MB158012_1921"
PLACE_MB023007,Napinka vl (T4 R25 MW1),MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB023999,NO DATA,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB024001,Winnipeg c pt,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB156009,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB157009_1921,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB159011,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB160010,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB161009,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB162008,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB164008,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB165014,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB166012_1921,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB167008_1921,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB168011_1921,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB170002,Indian reserves,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB184001,Morris W-O,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB184004,Ste. Agathe,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB184005,Laveyrandrye,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB184999,NO DATA,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB185002,St. Clément,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB186003,Mountain,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB186004,Burnside,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB186005,Portage,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB186006,"High Bluff, Poplar Point",MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB186009,Morris W-O,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB186011,Baie St Paul,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB187001,Eastern,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB187002,North Eastern,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB187003,North Western,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB187004,Western,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB187005,South Western,MB,1,NO_EVIDENCE,,,,,,,
PLACE_MB999999,NO DATA,MB,1,NO_EVIDENCE,,,,,,,
PLACE_NB013015,St. Stephen's,NB,2,NO_EVIDENCE,,,,,,,
PLACE_NB013017,"Upper Mills, Town—Ville",NB,2,NO_EVIDENCE,,,,,,,
