chain_id,name,province,n_presences,decision,inherited_qid,inherited_label,inherited_mint_reason,target_chains,signals,confidence,evidence
PLACE_NS033002,"Halifax, Ward—Quartier No. 2",NS,4,NO_EVIDENCE,,,,,,,
PLACE_NS033003,"Halifax, Ward—Quartier No. 3",NS,4,NO_EVIDENCE,,,,,,,
PLACE_NS033004,"Halifax, Ward—Quartier No. 4",NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS033005,"Halifax, Ward—Quartier No. 5",NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS033006,"Halifax, Ward—Quartier No. 6",NS,4,NO_EVIDENCE,,,,,,,
PLACE_NS033007,Sable Island,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS033007_1901,Bedford,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS033009_1901,"Chezzetcook, East—Est",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS033010_1901,"Chezzetcook, West—Ouest",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS033036_1901,Prospect Road,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS033045_1901,Thirteen-mile House,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034001,Polling District No. 7,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034002_1891,Polling District No. 8,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034003_1891,Polling District No. 9,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034004_1891,Polling District No. 10,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034005,Polling District No. 11,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034006,Polling District No. 12,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034007_1891,Polling District No. 13,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034008_1891,Polling District No. 14,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034009,Polling District No. 15,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034010_1891,Polling District No. 16,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034011_1891,Polling District No. 17,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034012_1891,Polling District No. 18,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034013_1891,Polling District No. 19,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034014_1891,Polling District No. 20,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034015_1891,Polling District No. 21,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034016_1891,Polling District No. 22,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034017_1891,Polling District No. 23,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034018_1891,Polling District No. 24,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034019_1891,Polling District No. 25,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034020,Polling District No. 26a,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034021,Polling District No. 26b,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034022,Polling District No. 27a,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034023,Polling District No. 27b,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034024,Polling District No. 28a,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034025,Polling District No. 28b,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034026_1891,Polling District No. 29,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034027,Polling District No. 30,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034029,Polling District No. 32a,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034030,Polling District No.  32b,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034031_1891,Polling District No. 33,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034032_1891,Polling District No. 34,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034033_1891,Polling District No. 35,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034034,Polling District No. 36,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034035,Polling District No. 37,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034036_1891,Polling District No. 38,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034037_1891,Polling District No. 39,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS034999,NO DATA,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS035004,Curry's Corner,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035006,Five Mile River,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035007,Forks,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035009,Long Point,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035010,"Margaree Harbour, East side—Côté est",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035011_1901,"Margaree Harbour, West side—Côté ouest",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035012_1901,"Margaree, Northeast—Nord-est",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035013_1901,"Margaree, Southwest—Sud-ouest",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035014_1891,Rawdon Church,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035016,Selmah,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035018,Port Hood,NS,4,INHERIT_MINT,,,Historic NS 1921 CSD (district of Inverness County municipality); no district-level Wikidata entity,PLACE_NS013016,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (port hood, BARE, NS) mint bucket -> PLACE_NS013016"
PLACE_NS035018_1891,South Maitland,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035019_1901,Denys River,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035020_1901,Inhabitants River (part),NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035022,Windsor (Court House),NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035024_1901,"Whycocomagh, North side—Côté nord",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS035025,"Whycocomagh, South side—Côté sud",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036001,Avonport,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036002,Cheticamp,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036002_1901,Berwick,NS,4,NO_EVIDENCE,,,,,,,
PLACE_NS036003,Brooklyn Street,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036004,"Hawkesbury, Town—Ville",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036005,Canaan,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036006_1901,Canada Creek,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036009,Margarie,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036009_1901,Centreville,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036010_1891,Margarie N-E,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036011,Dempsey Corner,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036011_1891,Margarie S-O,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036012,North Mountain,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS036012_1901,Grand Pré,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036013,Greenwood,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036016,Kingsport,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036017_1891,River Dennis,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036018,River Inhabitants,NS,3,INHERIT_MINT,,,"Inverness County NS section along River Inhabitants, only Wikidata entity is the watercourse (Q22400051)",PLACE_NS013018,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (river inhabitants, BARE, NS) mint bucket -> PLACE_NS013018"
PLACE_NS036018_1901,Lockhartville,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036019,Millville,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036020,Whycocomagh,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS036021,Whycocomagh S,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036025,"Upper Dyke, Village",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036026,Ward—Quartier No. 7,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS036028,Woodville,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037003,Centreville,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS037004,Lakeville,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS037005,"Bridgewater, East—Est",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037006,Kentville & Canaan,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037006_1901,"Bridgewater, North—Nord",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037007,Gaspereau,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS037007_1901,"Bridgewater, South—Sud",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037008_1891,Dalhousie,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS037009,Lower Horton,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS037010,Aylesford S,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS037010_1891,"Granville, Lower",NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS037010_1901,"Chester, East—Est",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037011,"Chester, West—Ouest",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037012,Aylesford N,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS037013_1901,Cross Roads,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037016,Meadowvale,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS037024,Newcombville,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037031,Ritcey Cove,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS037032_1901,Sandy Beaches,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS038001,Baywater,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS038002_1901,"Albion Mines (Stellarton, part)",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS038002_1911,Antigonish S.,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS038004,Chester,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS038004_1911,Dunmore,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS038005,Conquerall,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS038006_1891,Heatherton,NS,4,INHERIT_MINT,,,Small NS rural community in Antigonish County; no Wikidata entity found via MCP search,PLACE_NS005005_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (heatherton, BARE, NS) mint bucket -> PLACE_NS005005_1921"
PLACE_NS038008,New Germany,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS038011,Ritcey's Cove,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS038011_1901,"Drummond Mines (Westville, part)",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS038012,Summerside,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS038014,St. Joseph,NS,4,INHERIT_MINT,,,Historic NS 1921 CSD (district of Inverness County municipality); no district-level Wikidata entity,PLACE_NS013019,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (st. joseph, BARE, NS) mint bucket -> PLACE_NS013019"
PLACE_NS038016,Upper South River,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS038030,"River John, West Branch—Branche Ouest",NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS038031,Stellarton (part),NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS038037,Westville (part),NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS039002_1901,"Arichat, West—Ouest",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS039005,Cariboo E & W-O,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS039007,East River,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS039007_1911,Boularderie,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS039008,Cape North,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS039008_1891,Fraser's Mountain & Churchville,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS039009,French River,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS039009_1901,Petite de Grat,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS039009_1911,East Bay North,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS039013_1891,Hopewell & Lorne,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS039022,Pictou Island & Fisher's Grant,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS040005,Doctor Cove,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS040006_1891,Hunt’s Point,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS040009,North Cape Island,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS040011,Lingan,NS,4,NO_EVIDENCE,,,,,,,
PLACE_NS040013_1901,Ragged Island,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS040018_1911,South Forks,NS,1,INHERIT_MINT,,,Small NS rural community in Cape Breton County; no Wikidata entity found via MCP search,PLACE_NS006026,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (south forks, BARE, NS) mint bucket -> PLACE_NS006026"
PLACE_NS040019_1901,Beach Meadows,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS040022_1911,Dominion t-v,NS,1,INHERIT_MINT,,,1921 NS coal mining town in Cape Breton (now part of Cape Breton Regional Municipality); no separate WD entity for the historical town,PLACE_NS006029,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (dominion, URBAN, NS) mint bucket -> PLACE_NS006029"
PLACE_NS040023_1911,Glace Bay t-v,NS,1,INHERIT_QID,Q3108251,Glace Bay,,PLACE_NS006030,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (glace bay, URBAN, NS) bucket -> PLACE_NS006030"
PLACE_NS040024_1911,Louisburg t-v,NS,1,INHERIT_QID,Q3263622,Louisbourg,,PLACE_NS006031,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (louisburg, URBAN, NS) bucket -> PLACE_NS006031"
PLACE_NS041002,Arichat E,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS041002_1891,Brookfield,NS,3,INHERIT_MINT,,,Historic NS 1921 CSD (district of Colchester County municipality); no district-level Wikidata entity,PLACE_NS007002_1921,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via NS041002_1911 -> NS007002_1921 -> PLACE_NS007002_1921
PLACE_NS041004,Descousse,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS041005,Boularderie,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS041010,Little Narrows N,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS041011,Little Narrows S,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS041012,River Inhabitants,NS,3,INHERIT_MINT,,,"Inverness County NS section along River Inhabitants, only Wikidata entity is the watercourse (Q22400051)",PLACE_NS013018,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (river inhabitants, BARE, NS) mint bucket -> PLACE_NS013018"
PLACE_NS041014,Upper l’Ardoise,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS041015_1891,West Arichat,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042001,Barrington,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS042002,Barrington Passage,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042002_1901,Argyle Head,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042003,Cape Sable Island,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS042004,Cape Sable Island Centre,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042007,Jordan Bay W-O,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042008,Jordan Falls,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042009_1891,Louis Head,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042011,Lower Argyle,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042013,Port Clyde,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042015_1901,"Pubnico, East—Est",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042017_1901,"Pubnico, West—Ouest",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS042020,Tusket Wedge,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS043004,Boularderie,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS043013,New Tusket,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS043013_1891,New Haven,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS043017,Sandy Cove,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS044002,Argyle,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS044005,"Centre, Town—Ville",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS044006_1901,Forks,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS044007,Court House,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS044009,Exchange Building,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS044016,Pubnico E,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS044017,Manchester,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS044018,Pubnico W-O,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS044020,South End,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS044022_1891,Tusket Lakes,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS045004,Cole Harbour,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS045007,Fall River,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS045011,Hackett Cove,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS045014,Hubbard Cove,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS045028_1911,Sackville,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS045036_1911,Spryfield,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS045038,Upper Musquodoboit,NS,4,NO_EVIDENCE,,,,,,,
PLACE_NS045040_1911,Canadian Navy,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS045043,"Halifax c., Ward No. 1",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS045044,"Halifax c., Ward No. 2",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS045045,"Halifax c., Ward No. 3",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS045046,"Halifax c., Ward No. 4",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS045047,"Halifax c., Ward No. 5",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS045048,"Halifax c., Ward No. 6",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS046001,Avondale,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS046004,Falmouth Forks,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS046015,South Newport,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS046999,NO DATA,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS047024,Orangedale,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS047028_1911,Port Hood t-v,NS,1,INHERIT_MINT,,,"Historic NS 1921 incorporated settlement Port Hood; Wikidata has only Q3398359 (harbor/community), no separate town entity",PLACE_NS013027,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (port hood, URBAN, NS) mint bucket -> PLACE_NS013027"
PLACE_NS048010,Medford,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS049006,Chesley Corner,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS049009,Chester W-O,NS,1,INHERIT_MINT,,,1921 NS census subdivision (western part of Chester area in Lunenburg County); no exact WD entity,PLACE_NS015008,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via NS049009_1911 -> NS015008_1921 -> PLACE_NS015008
PLACE_NS049011,Dublin Shore,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS049026,New Ross,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS049029,Petite Rivière,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS049033,Rose Bay,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS049039,Bridgewater t-v,NS,1,INHERIT_QID,Q474178,Bridgewater,,PLACE_NS015043,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (bridgewater, URBAN, NS) bucket -> PLACE_NS015043"
PLACE_NS049042_1911,Waterloo,NS,1,INHERIT_MINT,,,"Lunenburg County NS small community, no Wikidata entity",PLACE_NS015040,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (waterloo, BARE, NS) mint bucket -> PLACE_NS015040"
PLACE_NS049043_1911,Bridgewater t-v,NS,1,INHERIT_QID,Q474178,Bridgewater,,PLACE_NS015043,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (bridgewater, URBAN, NS) bucket -> PLACE_NS015043"
PLACE_NS049044_1911,Lunenburg t-v,NS,1,INHERIT_QID,Q105441,Lunenburg,,PLACE_NS015044,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (lunenburg, URBAN, NS) bucket -> PLACE_NS015044"
PLACE_NS050001,Abercrombie,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS050013,Fisher Grant,NS,2,INHERIT_MINT,,,1921 NS small rural CSD in Pictou County; no WD entity,PLACE_NS016013_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (fisher grant, BARE, NS) mint bucket -> PLACE_NS016013_1921"
PLACE_NS050021,Merigomish,NS,4,INHERIT_QID,Q14875716,Merigomish,,PLACE_NS016022,S1_STRICT_YEAR_LINK,high,S1_STRICT_YEAR_LINK via NS050021_1911 -> NS016022_1921 -> PLACE_NS016022
PLACE_NS050036,Trenton t-v,NS,2,INHERIT_QID,Q3538507,Trenton,,PLACE_NS016039,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (trenton, URBAN, NS) bucket -> PLACE_NS016039"
PLACE_NS051002,Arichat E.,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS051011,Petit de Grat,NS,4,NO_EVIDENCE,,,,,,,
PLACE_NS052001,Barrington Head,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS052002,Brookfield,NS,3,INHERIT_MINT,,,Historic NS 1921 CSD (district of Colchester County municipality); no district-level Wikidata entity,PLACE_NS007002_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (brookfield, BARE, NS) mint bucket -> PLACE_NS007002_1921"
PLACE_NS052004,Caledonia,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS052005,Cape Negro,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS052006,Centreville,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS052007,Church Over,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS052008,Clark Harbour,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS052009,Clyde River,NS,3,NO_EVIDENCE,,,,,,,
PLACE_NS052013,Hunt Point,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS052017,Lewis Head,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS052024,Roseway McNutts Island,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS052025,Sable River,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS052028,Western Head,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS052999,NO DATA,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS053002,Argyle Head,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS053007,Forest Lakes,NS,2,NO_EVIDENCE,,,,,,,
PLACE_NS053017,Rockville,NS,3,INHERIT_MINT,,,"Yarmouth County NS small community, no Wikidata entity",PLACE_NS021017_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (rockville, BARE, NS) mint bucket -> PLACE_NS021017_1921"
PLACE_NS053018,Tusket,NS,5,INHERIT_MINT,,,"Yarmouth County NS Tusket section, no direct Wikidata settlement entity (Tusket Islands Q7856802 is the islands only)",PLACE_NS021018_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (tusket, BARE, NS) mint bucket -> PLACE_NS021018_1921"
PLACE_NS053021_1911,Yarmouth t-v,NS,1,INHERIT_QID,Q864688,Yarmouth,,PLACE_NS021022,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (yarmouth, URBAN, NS) bucket -> PLACE_NS021022"
PLACE_NS053999,NO DATA,NS,5,NO_EVIDENCE,,,,,,,
PLACE_NS188014,Forks,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS191001,Brier Island,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS191002,Long Island,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS191003,Petit Passage,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS191007,Head of St. Mary’s,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS191008,St. Mary’s Bay,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS191010,Bellevaux,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS191011,Clare,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS193001,Shag Harbor,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS193005,"Carleton, Village",NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS193007,Ragged Island,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS193008,Louis Head,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS194003,Bristol,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS194006,Caledonia,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS194007,Brookfield,NS,1,INHERIT_MINT,,,Historic NS 1921 CSD (district of Colchester County municipality); no district-level Wikidata entity,PLACE_NS007002_1921,S4_TIER_ROOT_PROVINCE,low,"S4_TIER_ROOT_PROVINCE via (brookfield, BARE, NS) mint bucket -> PLACE_NS007002_1921"
PLACE_NS195007,La Have,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS195009,Tancook Island,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS195010,Sandy Beaches,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS196012,Terrence Bay,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS196013,Prospect,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS196014,Drysdale,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS196019,Pier’s Mills,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS196999,NO DATA,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS197013,Nicumteauch,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS197018,Gay’s River,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS197999,NO DATA,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS198002,Head of Amherst,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS199001,Economy & Five Islands,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS199009,Upper Onslow,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS199010,Onslow,NS,1,NO_EVIDENCE,,,,,,,
PLACE_NS199012,Old Burns,NS,1,NO_EVIDENCE,,,,,,,
