chain_id,name,province,inherited_qid,inherited_label,phase_a_signals,phase_a_confidence,decision,notes
PLACE_AB001006,Calgary c,AB,Q36312,Calgary,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB002006,Edmonton c,AB,Q2096,Edmonton,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB002007,St. Albert t-v,AB,Q939127,St. Albert,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB002008,Stony Plain t-v,AB,Q1744021,Stony Plain,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB003004,Claresholm t-v,AB,Q1746566,Claresholm,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB003005,High River t-v,AB,Q1743705,High River,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB003006,Macleod t-v,AB,Q2128700,Fort Macleod,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB003007,Nanton t-v,AB,Q1744143,Nanton,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB003008,Okotoks t-v,AB,Q1363726,Okotoks,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB003009,Pincher Creek t-v,AB,Q1744046,Pincher Creek,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB004003,Lethbridge c,AB,Q270887,Lethbridge,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB004004_1911,Medicine Hat c,AB,Q368241,Medicine Hat,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB004005,Cardston t-v,AB,Q1743545,Cardston,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB004006,Magrath t-v,AB,Q608478,Magrath,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB004007,Raymond t-v,AB,Q1001461,Raymond,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB004008,Taber t-v,AB,Q1746037,Taber,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB005004,Didsbury t-v,AB,Q1743949,Didsbury,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB005005,Innisfail t-v,AB,Q1009832,Innisfail,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB005006,Lacombe t-v,AB,Q1743833,Lacombe,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB005007,Olds t-v,AB,Q991692,Olds,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB005008,Ponoka t-v,AB,Q1744063,Ponoka,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB005009,Red Deer t-v,AB,Q23025,Red Deer,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB005010,Stettler t-v,AB,Q1746019,Stettler,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB006005,Wetaskiwin c,AB,Q950050,Wetaskiwin,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB006006,Camrose t-v,AB,Q775610,Camrose,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB006007,Daysland t-v,AB,Q1004125,Daysland,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB006008,Leduc t-v,AB,Q1207513,Leduc,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB006009,Tofield t-v,AB,Q2146186,Tofield,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB006010,Wainwright t-v,AB,Q835304,Wainwright,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB007004,Fort Saskatchewan t-v,AB,Q1007407,Fort Saskatchewan,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB007005,Vegreville t-v,AB,Q1276220,Vegreville,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_AB007006,Vermilion t-v,AB,Q3845986,Vermilion,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_BC002001_1901,Chilliwak,BC,Q983026,Chilliwack,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_BC004004,"Victoria, City—Cité",BC,Q2132,Victoria,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_BC008007_1911,Prince Rupert c,BC,Q1015639,Prince Rupert,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_BC011006,Chilliwack c,BC,Q983026,Chilliwack,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_BC014009,Enderby c,BC,Q112975,Enderby,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_BC014013,Kelowna c,BC,Q232226,Kelowna,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_BC014016,Vernon c,BC,Q985671,Vernon,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB007022,Portage la Prairie,MB,Q1661004,Portage la Prairie,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB007023,"Portage la Prairie, Town—Ville",MB,Q1017624,Portage la Prairie,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB007027,Rossburn,MB,Q1661166,Rossburn,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB008009_1891,Morris,MB,Q1660794,Morris,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB008010,"Morris, Town—Ville",MB,Q2450865,Morris,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB008011,Portage la Prairie,MB,Q1661004,Portage la Prairie,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB008012_1901,"Portage la Prairie, Town—Ville",MB,Q1017624,Portage la Prairie,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB009003_1891,Birtle,MB,Q1658106,Birtle,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB009004_1891,"Birtle, Town—Ville",MB,Q86586,Birtle,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB009010_1901,Dauphin,MB,Q1658912,Dauphin,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB009011_1901,"Dauphin, Town—Ville",MB,Q1173008,Dauphin,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB009013_1901,Grandview,MB,Q18345798,Grandview,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB009021_1901,Rossburn,MB,Q1661166,Rossburn,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB010007,Morris,MB,Q1660794,Morris,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB010008,"Morris, Town—Ville",MB,Q2450865,Morris,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB015005,Oak Lake t-v,MB,Q75834,Oak Lake,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB015006,Rivers t-v,MB,Q138967,Rivers,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB015007,Souris t-v,MB,Q487130,Souris,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB016003_1911,Dauphin t-v,MB,Q1173008,Dauphin,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB016005,Swan River t-v,MB,Q487931,Swan River,S4_TIER_ROOT_PROVINCE,low,DEMOTED,FAR: 210 km from chain centroid
PLACE_MB018012_1911,Carman t-v,MB,Q2450462,Carman,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB019003_1911,Birtle t-v,MB,Q86586,Birtle,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB020007,Portage la Prairie t-v,MB,Q1017624,Portage la Prairie,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB021017,Morris t-v,MB,Q2450865,Morris,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB022011_1911,Selkirk t-v,MB,Q1018239,Selkirk,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_MB022012,Stonewall t-v,MB,Q393324,Stonewall,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB023003,Deloraine t-v,MB,Q86580,Deloraine,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB023004,Hartney t-v,MB,Q75838,Hartney,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB023005,Killarney t-v,MB,Q168855,Killarney,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_MB023006,Melita t-v,MB,Q312033,Melita,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB014012,"Woodstock, Town—Ville",NB,Q2559651,Woodstock,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_NB015015,St. Stephen,NB,Q14875636,Saint Stephen Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB015016,"St. Stephen, Town—Ville",NB,Q2358467,St. Stephen,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB017005,Richibucto,NB,Q3365878,Richibucto Parish,S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB018004,Hampton,NB,Q3365759,Hampton Parish,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB018012,Sussex,NB,Q7649461,Sussex Parish,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB019003,Dalhousie,NB,Q3365804,Dalhousie Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB019004,Chatham,NB,Q3365797,Chatham Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB019010,Newcastle,NB,Q3365857,Newcastle Parish,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB020004_1901,Dalhousie,NB,Q3365804,Dalhousie Parish,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB023004_1881,Grand Falls,NB,Q5594542,Grand Falls Parish,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB023007_1881,Perth,NB,Q3365866,Perth Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB023013_1901,St. Léonard,NB,Q7400719,Saint-Léonard Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB024003_1891,"Moncton, City—Cité",NB,Q457334,Moncton,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB024004_1881,Moncton,NB,Q3365851,Moncton Parish,S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB024005_1871,Sackville,NB,Q3365883,Sackville Parish,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB025011,Woodstock,NB,Q3365949,Woodstock Parish,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_NB026004_1881,"St. George, Town—Ville",NB,Q3462230,St. George,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB028005,Richibucto,NB,Q3365878,Richibucto Parish,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_NB028009,Weldford,NB,Q3365943,Weldford Parish,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_NB029009,Rothesay,NB,Q3365880,Rothesay Parish,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_NB030018,St. Mary's,NB,Q3365737,Saint Marys Parish,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB033006_1881,"Moncton, Town—Ville",NB,Q457334,Moncton,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB034001,Andover,NB,Q3365754,Andover Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB034010,Perth,NB,Q3365866,Perth Parish,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_NB034013,St. Bazile,NB,Q3365891,Saint-Basile Parish,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_NB034017,St. Leonard,NB,Q7400719,Saint-Léonard Parish,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_NB035003,Moncton,NB,Q3365851,Moncton Parish,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_NB175004,St. George,NB,Q3365892,Saint George Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB176011,Sussex,NB,Q7649461,Sussex Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB180001,Woodstock,NB,Q3365949,Woodstock Parish,S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NB181002,Perth,NB,Q3365866,Perth Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB181004,Grand Falls,NB,Q5594542,Grand Falls Parish,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NB186006,Moncton,NB,Q3365851,Moncton Parish,S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_NS040023_1911,Glace Bay t-v,NS,Q3108251,Glace Bay,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NS040024_1911,Louisburg t-v,NS,Q3263622,Louisbourg,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NS049039,Bridgewater t-v,NS,Q474178,Bridgewater,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NS049043_1911,Bridgewater t-v,NS,Q474178,Bridgewater,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NS049044_1911,Lunenburg t-v,NS,Q105441,Lunenburg,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NS050021,Merigomish,NS,Q14875716,Merigomish,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_NS050036,Trenton t-v,NS,Q3538507,Trenton,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_NS053021_1911,Yarmouth t-v,NS,Q864688,Yarmouth,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON003009,Kincardine,ON,Q115261919,Kincardine,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON004006,Sarnia,ON,Q115262762,Sarnia,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON014001,Esquessing,ON,Q16891177,Esquesing,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON015004,"Brantford, Town—Ville",ON,Q34180,Brantford,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON016015,Goderich,ON,Q115261587,Goderich,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON018008,Sarnia,ON,Q115262762,Sarnia,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON023003,Carradoc,ON,Q115261024,Caradoc,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON023012,London,ON,Q115262072,London,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON026001,Whitby,ON,Q7994182,Whitby,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON027005,Kincardine,ON,Q115261919,Kincardine,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON028004_1851,Toronto,ON,Q7826543,Toronto,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON031003,"Dumfries, N",ON,Q252504,North Dumfries,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON033009,Pembroke,ON,Q115262569,Pembroke,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON035004,Arthur,ON,Q115260727,Arthur,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON042002,"Collingwood, Town—Ville",ON,Q3501912,Collingwood,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON043001,"Toronto, City",ON,Q172,Toronto,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON046001_1891,"Brantford, City—Cité",ON,Q34180,Brantford,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON048003,"Whitby, Town—Ville",ON,Q386338,Whitby,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON048003_1891,Brantford,ON,Q115260922,Brantford,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON049001,Uxbridge,ON,Q386959,Uxbridge,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON050004,"Kincardine, Town—Ville",ON,Q3492582,Kincardine,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON054001,Hamilton,ON,Q115261675,Hamilton,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON054062,Chelmsford t-v,ON,Q22486283,Chelmsford,S4_TIER_ROOT_PROVINCE,low,DEMOTED,FAR: 134 km from chain centroid
PLACE_ON054113_1911,Blind River t-v,ON,Q4859518,Blind River,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON054114_1911,Chelmsford t-v,ON,Q22486283,Chelmsford,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON057001_1881,"Aylmer, Town—Ville",ON,Q2874907,Aylmer,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON062005,Madoc,ON,Q11765886,Madoc,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON065001,"Brantford, Town of",ON,Q34180,Brantford,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON065002,Brantford,ON,Q115260922,Brantford,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON071009,"Madoc, Village",ON,Q6728328,Madoc,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON071015,"Stirling, Village",ON,Q113893935,Stirling,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON072010,Palmerston,ON,Q115262530,Palmerston,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON073001,"Blyth, Village",ON,Q4930846,Blyth,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON074010,"Marmora, Lake",ON,Q4864807,Marmora and Lake,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON075005,"Goderich, Town—Ville",ON,Q33974,Goderich,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON076001_1881,"Blenheim, Town—Ville",ON,Q2906399,Blenheim,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON079006,"Goderich, Town of",ON,Q33974,Goderich,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON079006_1891,"Sarnia, Town—Ville",ON,Q34106,Sarnia,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON080007_1871,"Lanark, Village",ON,Q6482895,Lanark,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON080007_1911,Sydney,ON,Q136480718,Sidney,S1_STRICT_YEAR_LINK,high,VERIFIED_WARN,FAR: 51 km from chain centroid (spatial link is proof)
PLACE_ON080014_1911,Bancroft vl,ON,Q1850051,Bancroft,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON080015_1911,Marmora vl,ON,Q6772165,Marmora,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON080016_1911,Stirling vl,ON,Q113893935,Stirling,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON082008,Lanark,ON,Q115261968,Lanark,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON082010_1911,Hensall vl,ON,Q5731326,Hensall,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON085008_1911,Blenheim t-v,ON,Q2906399,Blenheim,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON086001_1911,Kingston c,ON,Q202973,Kingston,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON086002_1911,Portsmouth vl,ON,Q7232416,Portsmouth,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON086007,London,ON,Q115262072,London,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON087003_1891,London,ON,Q115262072,London,S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON088004_1891,Sarnia,ON,Q115262762,Sarnia,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON088006_1911,Sarnia t-v,ON,Q34106,Sarnia,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON089013,"Whitby, Town of",ON,Q386338,Whitby,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON090009_1911,Smiths Falls t-v,ON,Q1938153,Smiths Falls,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON091006,Toronto,ON,Q7826543,Toronto,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON092007,Pullarton,ON,Q115261521,Fullarton,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_ON092008,Bonfield,ON,Q115260888,Bonfield,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON093009_1911,St. Catharines c,ON,Q126805,St. Catharines,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON094001_1911,London c,ON,Q92561,London,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON095002_1911,London,ON,Q115262072,London,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_ON098004,"Collingwood, Town of",ON,Q3501912,Collingwood,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON098006_1891,"Whitby, Town—Ville",ON,Q386338,Whitby,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON099005,"Uxbridge, Town—Ville",ON,Q22401644,Uxbridge,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON099094,Copper Cliff t-v,ON,Q115178132,Copper Cliff,S4_TIER_ROOT_PROVINCE,low,DEMOTED,FAR: 201 km from chain centroid
PLACE_ON099102,Sudbury t-v,ON,Q383434,Greater Sudbury,S3_AMBIGUOUS_NAMED,medium,DEMOTED,FAR: 230 km from chain centroid
PLACE_ON099159_1911,Bonfield t-v,ON,Q4941782,Bonfield,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099161_1911,Cobalt t-v,ON,Q2568572,Cobalt,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099162_1911,Cochrane t-v,ON,Q2273431,Cochrane,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099163_1911,Copper Cliff t-v,ON,Q115178132,Copper Cliff,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099164_1911,Englehart t-v,ON,Q3054292,Englehart,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099165_1911,Haileybury t-v,ON,Q9284985,Haileybury,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099166_1911,Latchford t-v,ON,Q4859952,Latchford,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099167_1911,Mattawa t-v,ON,Q1013150,Mattawa,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099168_1911,New Liskeard t-v,ON,Q28836907,New Liskeard,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099169_1911,North Bay t-v,ON,Q912253,North Bay,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON099171_1911,Sudbury t-v,ON,Q383434,Greater Sudbury,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON100011,"Lindsay, Town of",ON,Q3241437,Lindsay,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON103002,Arthur,ON,Q115260727,Arthur,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON104006_1911,Oshawa t-v,ON,Q211867,Oshawa,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON105003_1861,"Gwillimhury, East",ON,Q483424,East Gwillimbury,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_ON108045_1911,Kearney t-v,ON,Q4859889,Kearney,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON108046_1911,Parry Sound t-v,ON,Q2219667,Parry Sound,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON108047_1911,Powassan t-v,ON,Q280702,Powassan,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON108048_1911,Burks Falls vl,ON,Q4859909,Burk's Falls,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON108051_1911,South River vl,ON,Q3492521,South River,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON108052_1911,Sundridge vl,ON,Q3110020,Sundridge,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON109004_1891_1911,Toronto,ON,Q7826543,Toronto,S1_STRICT_YEAR_LINK,high,VERIFIED,
PLACE_ON110006_1911,Stratford c,ON,Q740756,Stratford,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON110007_1901,"Pembroke, Town—Ville",ON,Q1075086,Pembroke,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON110010_1901,"Cobden, Village",ON,Q5138844,Cobden,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON112011_1911,Lakefield vl,ON,Q114506323,Lakefield,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON112012_1911,Norwood vl,ON,Q18632575,Norwood,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON114002_1891,"Collingwood, Town—Ville",ON,Q3501912,Collingwood,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON114006_1861,Pembroke,ON,Q115262569,Pembroke,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON114007,"Pembroke, Town—Ville",ON,Q1075086,Pembroke,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON116016_1911,Pembroke t-v,ON,Q1075086,Pembroke,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON116017_1911,Cobden vl,ON,Q5138844,Cobden,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON117018_1911,Killaloe vl,ON,Q10983651,Killaloe,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON119009,Hallowel,ON,Q115261670,Hallowell,S1_STRICT_YEAR_LINK;S2_STRICT_MULTIHOP,high,VERIFIED,
PLACE_ON120003_1891,"Lindsay, Town—Ville",ON,Q3241437,Lindsay,S3_AMBIGUOUS_NAMED,medium,VERIFIED,
PLACE_ON123121_1911,Dryden t-v,ON,Q3040214,Dryden,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON123122_1911,Fort Frances t-v,ON,Q1438546,Fort Frances,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON123123_1911,Kenora t-v,ON,Q993714,Kenora,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
PLACE_ON123125_1911,Rainy River t-v,ON,Q3492477,Rainy River,S4_TIER_ROOT_PROVINCE,low,VERIFIED,
