chain_id,name,province,n_presences,reason
PLACE_NS037031,Ritcey Cove,NS,1,no_inheritance_signal
PLACE_NS037032_1901,Sandy Beaches,NS,1,no_inheritance_signal
PLACE_NS038001,Baywater,NS,2,no_inheritance_signal
PLACE_NS038002_1901,"Albion Mines (Stellarton, part)",NS,1,no_inheritance_signal
PLACE_NS038002_1911,Antigonish S.,NS,1,no_inheritance_signal
PLACE_NS038004,Chester,NS,3,no_inheritance_signal
PLACE_NS038004_1911,Dunmore,NS,1,no_inheritance_signal
PLACE_NS038005,Conquerall,NS,3,no_inheritance_signal
PLACE_NS038008,New Germany,NS,3,no_inheritance_signal
PLACE_NS038011,Ritcey's Cove,NS,3,no_inheritance_signal
PLACE_NS038011_1901,"Drummond Mines (Westville, part)",NS,1,no_inheritance_signal
PLACE_NS038012,Summerside,NS,2,no_inheritance_signal
PLACE_NS038016,Upper South River,NS,5,no_inheritance_signal
PLACE_NS038030,"River John, West Branch—Branche Ouest",NS,2,no_inheritance_signal
PLACE_NS038031,Stellarton (part),NS,1,no_inheritance_signal
PLACE_NS038037,Westville (part),NS,1,no_inheritance_signal
PLACE_NS039002_1901,"Arichat, West—Ouest",NS,1,no_inheritance_signal
PLACE_NS039005,Cariboo E & W-O,NS,1,no_inheritance_signal
PLACE_NS039007,East River,NS,2,no_inheritance_signal
PLACE_NS039007_1911,Boularderie,NS,1,no_inheritance_signal
PLACE_NS039008,Cape North,NS,5,no_inheritance_signal
PLACE_NS039008_1891,Fraser's Mountain & Churchville,NS,1,no_inheritance_signal
PLACE_NS039009,French River,NS,2,no_inheritance_signal
PLACE_NS039009_1901,Petite de Grat,NS,1,no_inheritance_signal
PLACE_NS039009_1911,East Bay North,NS,1,no_inheritance_signal
PLACE_NS039013_1891,Hopewell & Lorne,NS,1,no_inheritance_signal
PLACE_NS039022,Pictou Island & Fisher's Grant,NS,1,no_inheritance_signal
PLACE_NS040005,Doctor Cove,NS,1,no_inheritance_signal
PLACE_NS040006_1891,Hunt’s Point,NS,1,no_inheritance_signal
PLACE_NS040009,North Cape Island,NS,1,no_inheritance_signal
PLACE_NS040011,Lingan,NS,4,no_inheritance_signal
PLACE_NS040013_1901,Ragged Island,NS,1,no_inheritance_signal
PLACE_NS040019_1901,Beach Meadows,NS,1,no_inheritance_signal
PLACE_NS041002,Arichat E,NS,1,no_inheritance_signal
PLACE_NS041004,Descousse,NS,3,no_inheritance_signal
PLACE_NS041005,Boularderie,NS,1,no_inheritance_signal
PLACE_NS041010,Little Narrows N,NS,3,no_inheritance_signal
PLACE_NS041011,Little Narrows S,NS,3,no_inheritance_signal
PLACE_NS041014,Upper l’Ardoise,NS,1,no_inheritance_signal
PLACE_NS041015_1891,West Arichat,NS,1,no_inheritance_signal
PLACE_NS042001,Barrington,NS,3,no_inheritance_signal
PLACE_NS042002,Barrington Passage,NS,1,no_inheritance_signal
PLACE_NS042002_1901,Argyle Head,NS,1,no_inheritance_signal
PLACE_NS042003,Cape Sable Island,NS,3,no_inheritance_signal
PLACE_NS042004,Cape Sable Island Centre,NS,1,no_inheritance_signal
PLACE_NS042007,Jordan Bay W-O,NS,1,no_inheritance_signal
PLACE_NS042008,Jordan Falls,NS,1,no_inheritance_signal
PLACE_NS042009_1891,Louis Head,NS,1,no_inheritance_signal
PLACE_NS042011,Lower Argyle,NS,1,no_inheritance_signal
PLACE_NS042013,Port Clyde,NS,1,no_inheritance_signal
PLACE_NS042015_1901,"Pubnico, East—Est",NS,1,no_inheritance_signal
PLACE_NS042017_1901,"Pubnico, West—Ouest",NS,1,no_inheritance_signal
PLACE_NS042020,Tusket Wedge,NS,2,no_inheritance_signal
PLACE_NS043004,Boularderie,NS,3,no_inheritance_signal
PLACE_NS043013,New Tusket,NS,5,no_inheritance_signal
PLACE_NS043013_1891,New Haven,NS,1,no_inheritance_signal
PLACE_NS043017,Sandy Cove,NS,5,no_inheritance_signal
PLACE_NS044002,Argyle,NS,3,no_inheritance_signal
PLACE_NS044005,"Centre, Town—Ville",NS,1,no_inheritance_signal
PLACE_NS044006_1901,Forks,NS,2,no_inheritance_signal
PLACE_NS044007,Court House,NS,1,no_inheritance_signal
PLACE_NS044009,Exchange Building,NS,1,no_inheritance_signal
PLACE_NS044016,Pubnico E,NS,1,no_inheritance_signal
PLACE_NS044017,Manchester,NS,5,no_inheritance_signal
PLACE_NS044018,Pubnico W-O,NS,1,no_inheritance_signal
PLACE_NS044020,South End,NS,1,no_inheritance_signal
PLACE_NS044022_1891,Tusket Lakes,NS,1,no_inheritance_signal
PLACE_NS045004,Cole Harbour,NS,2,no_inheritance_signal
PLACE_NS045007,Fall River,NS,2,no_inheritance_signal
PLACE_NS045011,Hackett Cove,NS,2,no_inheritance_signal
PLACE_NS045014,Hubbard Cove,NS,2,no_inheritance_signal
PLACE_NS045028_1911,Sackville,NS,1,no_inheritance_signal
PLACE_NS045036_1911,Spryfield,NS,1,no_inheritance_signal
PLACE_NS045038,Upper Musquodoboit,NS,4,no_inheritance_signal
PLACE_NS045040_1911,Canadian Navy,NS,1,no_inheritance_signal
PLACE_NS045043,"Halifax c., Ward No. 1",NS,1,no_inheritance_signal
PLACE_NS045044,"Halifax c., Ward No. 2",NS,1,no_inheritance_signal
PLACE_NS045045,"Halifax c., Ward No. 3",NS,1,no_inheritance_signal
PLACE_NS045046,"Halifax c., Ward No. 4",NS,1,no_inheritance_signal
PLACE_NS045047,"Halifax c., Ward No. 5",NS,1,no_inheritance_signal
PLACE_NS045048,"Halifax c., Ward No. 6",NS,1,no_inheritance_signal
PLACE_NS046001,Avondale,NS,3,no_inheritance_signal
PLACE_NS046004,Falmouth Forks,NS,2,no_inheritance_signal
PLACE_NS046015,South Newport,NS,2,no_inheritance_signal
PLACE_NS046999,NO DATA,NS,5,no_inheritance_signal
PLACE_NS047024,Orangedale,NS,1,no_inheritance_signal
PLACE_NS048010,Medford,NS,1,no_inheritance_signal
PLACE_NS049006,Chesley Corner,NS,2,no_inheritance_signal
PLACE_NS049011,Dublin Shore,NS,2,no_inheritance_signal
PLACE_NS049026,New Ross,NS,5,no_inheritance_signal
PLACE_NS049029,Petite Rivière,NS,5,no_inheritance_signal
PLACE_NS049033,Rose Bay,NS,1,no_inheritance_signal
PLACE_NS050001,Abercrombie,NS,3,no_inheritance_signal
PLACE_NS051002,Arichat E.,NS,1,no_inheritance_signal
PLACE_NS051011,Petit de Grat,NS,4,no_inheritance_signal
PLACE_NS052001,Barrington Head,NS,2,no_inheritance_signal
PLACE_NS052004,Caledonia,NS,3,no_inheritance_signal
PLACE_NS052005,Cape Negro,NS,1,no_inheritance_signal
PLACE_NS052006,Centreville,NS,1,no_inheritance_signal
PLACE_NS052007,Church Over,NS,3,no_inheritance_signal
PLACE_NS052008,Clark Harbour,NS,2,no_inheritance_signal
PLACE_NS052009,Clyde River,NS,3,no_inheritance_signal
PLACE_NS052013,Hunt Point,NS,2,no_inheritance_signal
PLACE_NS052017,Lewis Head,NS,1,no_inheritance_signal
PLACE_NS052024,Roseway McNutts Island,NS,1,no_inheritance_signal
PLACE_NS052025,Sable River,NS,2,no_inheritance_signal
PLACE_NS052028,Western Head,NS,2,no_inheritance_signal
PLACE_NS052999,NO DATA,NS,5,no_inheritance_signal
PLACE_NS053002,Argyle Head,NS,1,no_inheritance_signal
PLACE_NS053007,Forest Lakes,NS,2,no_inheritance_signal
PLACE_NS053999,NO DATA,NS,5,no_inheritance_signal
PLACE_NS188014,Forks,NS,1,no_inheritance_signal
PLACE_NS191001,Brier Island,NS,1,no_inheritance_signal
PLACE_NS191002,Long Island,NS,1,no_inheritance_signal
PLACE_NS191003,Petit Passage,NS,1,no_inheritance_signal
PLACE_NS191007,Head of St. Mary’s,NS,1,no_inheritance_signal
PLACE_NS191008,St. Mary’s Bay,NS,1,no_inheritance_signal
PLACE_NS191010,Bellevaux,NS,1,no_inheritance_signal
PLACE_NS191011,Clare,NS,1,no_inheritance_signal
PLACE_NS193001,Shag Harbor,NS,1,no_inheritance_signal
PLACE_NS193005,"Carleton, Village",NS,1,no_inheritance_signal
PLACE_NS193007,Ragged Island,NS,1,no_inheritance_signal
PLACE_NS193008,Louis Head,NS,1,no_inheritance_signal
PLACE_NS194003,Bristol,NS,1,no_inheritance_signal
PLACE_NS194006,Caledonia,NS,1,no_inheritance_signal
PLACE_NS195007,La Have,NS,1,no_inheritance_signal
PLACE_NS195009,Tancook Island,NS,1,no_inheritance_signal
PLACE_NS195010,Sandy Beaches,NS,1,no_inheritance_signal
PLACE_NS196012,Terrence Bay,NS,1,no_inheritance_signal
PLACE_NS196013,Prospect,NS,1,no_inheritance_signal
PLACE_NS196014,Drysdale,NS,1,no_inheritance_signal
PLACE_NS196019,Pier’s Mills,NS,1,no_inheritance_signal
PLACE_NS196999,NO DATA,NS,1,no_inheritance_signal
PLACE_NS197013,Nicumteauch,NS,1,no_inheritance_signal
PLACE_NS197018,Gay’s River,NS,1,no_inheritance_signal
PLACE_NS197999,NO DATA,NS,1,no_inheritance_signal
PLACE_NS198002,Head of Amherst,NS,1,no_inheritance_signal
PLACE_NS199001,Economy & Five Islands,NS,1,no_inheritance_signal
PLACE_NS199009,Upper Onslow,NS,1,no_inheritance_signal
PLACE_NS199010,Onslow,NS,1,no_inheritance_signal
PLACE_NS199012,Old Burns,NS,1,no_inheritance_signal
PLACE_NS200018,East Branch of East River,NS,1,no_inheritance_signal
PLACE_NS200019,St. Mary’s,NS,1,no_inheritance_signal
PLACE_NS200020,Merrigomish,NS,1,no_inheritance_signal
PLACE_NS201009,Harbor Bouche,NS,1,no_inheritance_signal
PLACE_NS202001,Guysborough Polling District,NS,1,no_inheritance_signal
PLACE_NS202004,Molasses Harbor,NS,1,no_inheritance_signal
PLACE_NS202005,Isaac’s Harbor,NS,1,no_inheritance_signal
PLACE_NS202006,Wine Harbor,NS,1,no_inheritance_signal
PLACE_NS202010,Forks of St. Mary,NS,1,no_inheritance_signal
PLACE_NS202011,Stormont,NS,1,no_inheritance_signal
PLACE_NS203001,Plaster Cove,NS,1,no_inheritance_signal
PLACE_NS203004,River Dennis,NS,1,no_inheritance_signal
PLACE_NS203009,Broad Cove Intervale,NS,1,no_inheritance_signal
PLACE_NS203010,Broad Cove District,NS,1,no_inheritance_signal
PLACE_NS203011,Margaree,NS,1,no_inheritance_signal
PLACE_NS203014,Young Bridge or Forks,NS,1,no_inheritance_signal
PLACE_NS204001,Washabucht,NS,1,no_inheritance_signal
PLACE_NS204002,Little Narrows,NS,1,no_inheritance_signal
PLACE_NS204006,King’s Cove,NS,1,no_inheritance_signal
PLACE_NS204008,"Monro’s Point, St. Ann’s",NS,1,no_inheritance_signal
PLACE_NS204009,Plaster,NS,1,no_inheritance_signal
PLACE_NS205001,Howley’s Kerry,NS,1,no_inheritance_signal
PLACE_NS205003,Ball’s Bridge,NS,1,no_inheritance_signal
PLACE_NS205004,Beaver Cove,NS,1,no_inheritance_signal
PLACE_NS205005,Christmas Island,NS,1,no_inheritance_signal
PLACE_NS205006,East Bay,NS,1,no_inheritance_signal
PLACE_NS205008,Lingan Mines,NS,1,no_inheritance_signal
PLACE_NS205010,Mira Bay,NS,1,no_inheritance_signal
PLACE_NS205011,Mainadieu,NS,1,no_inheritance_signal
PLACE_NS206013,Little Arichat,NS,1,no_inheritance_signal
PLACE_NS996999,NO DATA,NS,2,no_inheritance_signal
PLACE_NT193001,Cumberland S,NT,1,no_inheritance_signal
PLACE_NT193007,Bow River,NT,1,no_inheritance_signal
PLACE_NT193008,York Factory,NT,1,no_inheritance_signal
PLACE_NT193009,Oxford House,NT,1,no_inheritance_signal
PLACE_NT193010,Norway House,NT,1,no_inheritance_signal
PLACE_NT193011,Cumberland N,NT,1,no_inheritance_signal
PLACE_NT193012,Edmonton N,NT,1,no_inheritance_signal
PLACE_NT193013,Peace River,NT,1,no_inheritance_signal
PLACE_NT193015,McKenzie,NT,1,no_inheritance_signal
PLACE_NT193016,Eastern Rupert's Land,NT,1,no_inheritance_signal
PLACE_NT193017,Labrador,NT,1,no_inheritance_signal
PLACE_NT193018,Arctic Coast,NT,1,no_inheritance_signal
PLACE_NT193999,NO DATA,NT,1,no_inheritance_signal
PLACE_NT198001,Calgary & Red Deer,NT,1,no_inheritance_signal
PLACE_NT198002,Edmonton,NT,2,no_inheritance_signal
PLACE_NT198003,McLeod,NT,1,no_inheritance_signal
PLACE_NT200002,Medicine Hat,NT,1,no_inheritance_signal
PLACE_NT200003,Moose Jaw & Regina,NT,1,no_inheritance_signal
PLACE_NT201001,Battleford,NT,2,no_inheritance_signal
PLACE_NT201002,Carrot River & Lake Winnipeg,NT,1,no_inheritance_signal
PLACE_NT201003,Prince Albert,NT,2,no_inheritance_signal
PLACE_NT202000,The Unorganized Territories,NT,1,no_inheritance_signal
PLACE_NT202001,Aetna,NT,1,no_inheritance_signal
PLACE_NT202002,Airdrie,NT,1,no_inheritance_signal
PLACE_NT202003,Alpaugh,NT,1,no_inheritance_signal
PLACE_NT202004,Anthracite,NT,1,no_inheritance_signal
PLACE_NT202005,Athabaska Landing,NT,1,no_inheritance_signal
PLACE_NT202006,Banff,NT,1,no_inheritance_signal
PLACE_NT202007,Beaumont,NT,1,no_inheritance_signal
PLACE_NT202008,Beaver Dam,NT,1,no_inheritance_signal
PLACE_NT202009,Beaver Lake,NT,1,no_inheritance_signal
PLACE_NT202010,"Beaver Lake, East— Est",NT,1,no_inheritance_signal
PLACE_NT202011,"Beaver Lake, West—Ouest",NT,1,no_inheritance_signal
PLACE_NT202012,Blairmore,NT,1,no_inheritance_signal
PLACE_NT202013_1901,Blindman,NT,1,no_inheritance_signal
PLACE_NT202014,Boundary Creek,NT,1,no_inheritance_signal
PLACE_NT202015,Bowden,NT,1,no_inheritance_signal
PLACE_NT202016,Bruderheim,NT,1,no_inheritance_signal
PLACE_NT202017,Burnt Lake,NT,1,no_inheritance_signal
PLACE_NT202018,"Calgary, Centre",NT,1,no_inheritance_signal
PLACE_NT202019,"Calgary, East—Est",NT,1,no_inheritance_signal
PLACE_NT202020,"Calgary, North—Nord",NT,1,no_inheritance_signal
PLACE_NT202021,"Calgary, South—Sud",NT,1,no_inheritance_signal
PLACE_NT202022,"Calgary, West—Ouest",NT,1,no_inheritance_signal
PLACE_NT202023,Canmore,NT,1,no_inheritance_signal
PLACE_NT202024,Cardston,NT,1,no_inheritance_signal
PLACE_NT202025,Carstairs,NT,1,no_inheritance_signal
PLACE_NT202026,Cassils,NT,1,no_inheritance_signal
PLACE_NT202027,Clover Bar,NT,1,no_inheritance_signal
PLACE_NT202028,Cochrane,NT,1,no_inheritance_signal
PLACE_NT202029,Colchester,NT,1,no_inheritance_signal
PLACE_NT202030,Conjuring Creek,NT,1,no_inheritance_signal
PLACE_NT202031,Coutts,NT,1,no_inheritance_signal
PLACE_NT202032,Cowley,NT,1,no_inheritance_signal
PLACE_NT202033,Creuzot,NT,1,no_inheritance_signal
PLACE_NT202034,Cut Bank,NT,1,no_inheritance_signal
PLACE_NT202035,Davisburg,NT,1,no_inheritance_signal
PLACE_NT202036,Didsbury,NT,1,no_inheritance_signal
PLACE_NT202037,Dogpound,NT,1,no_inheritance_signal
PLACE_NT202038,Duhamel,NT,1,no_inheritance_signal
PLACE_NT202039,"Edmonton, East—Est",NT,1,no_inheritance_signal
PLACE_NT202040,"Edmonton, West—Ouest",NT,1,no_inheritance_signal
PLACE_NT202041,Egg Lake,NT,1,no_inheritance_signal
PLACE_NT202042,Fishburn,NT,1,no_inheritance_signal
PLACE_NT202043,Fort Saskatchewan,NT,1,no_inheritance_signal
PLACE_NT202044,Frederickheim,NT,1,no_inheritance_signal
PLACE_NT202045,Gladys,NT,1,no_inheritance_signal
PLACE_NT202046,Gleichen,NT,1,no_inheritance_signal
PLACE_NT202047,Glengarry,NT,1,no_inheritance_signal
PLACE_NT202048,Grassy Lake,NT,1,no_inheritance_signal
PLACE_NT202049,High River,NT,1,no_inheritance_signal
PLACE_NT202050,Horse Hills,NT,1,no_inheritance_signal
PLACE_NT202051,Innisfail,NT,1,no_inheritance_signal
PLACE_NT202052,Josephburg,NT,1,no_inheritance_signal
PLACE_NT202053,Jumping Pound,NT,1,no_inheritance_signal
PLACE_NT202054,Kananaskis,NT,1,no_inheritance_signal
PLACE_NT202055,Kimball,NT,1,no_inheritance_signal
PLACE_NT202056,Kneehill,NT,1,no_inheritance_signal
PLACE_NT202057,Lac La Biche,NT,1,no_inheritance_signal
PLACE_NT202058,Lacombe,NT,1,no_inheritance_signal
PLACE_NT202059,Lac Ste. Anne,NT,1,no_inheritance_signal
PLACE_NT202060,Laggan,NT,1,no_inheritance_signal
PLACE_NT202061,Lamerton,NT,1,no_inheritance_signal
PLACE_NT202062,Lamoureux,NT,1,no_inheritance_signal
PLACE_NT202063,Langdon,NT,1,no_inheritance_signal
PLACE_NT202064,Leavitt,NT,1,no_inheritance_signal
PLACE_NT202065,Leduc,NT,1,no_inheritance_signal
PLACE_NT202066,Legal,NT,1,no_inheritance_signal
PLACE_NT202067,"Lethbridge, North—Nord",NT,1,no_inheritance_signal
PLACE_NT202068,"Lethbridge, South—Sud",NT,1,no_inheritance_signal
PLACE_NT202069,Lineham,NT,1,no_inheritance_signal
PLACE_NT202070,Little Bow,NT,1,no_inheritance_signal
PLACE_NT202071,Little Red Deer,NT,1,no_inheritance_signal
PLACE_NT202072,Livingston,NT,1,no_inheritance_signal
PLACE_NT202073,Logan,NT,1,no_inheritance_signal
PLACE_NT202074,Macleod,NT,1,no_inheritance_signal
PLACE_NT202075,Magrath,NT,1,no_inheritance_signal
PLACE_NT202076,Millarville,NT,1,no_inheritance_signal
PLACE_NT202077,Millet,NT,1,no_inheritance_signal
PLACE_NT202078,Morley,NT,1,no_inheritance_signal
PLACE_NT202079,Morinville,NT,1,no_inheritance_signal
PLACE_NT202080,Mountain Mill,NT,1,no_inheritance_signal
PLACE_NT202081,Mountain View,NT,1,no_inheritance_signal
PLACE_NT202082,Nanton,NT,1,no_inheritance_signal
PLACE_NT202083,New Norway,NT,1,no_inheritance_signal
PLACE_NT202084,Nose Creek,NT,1,no_inheritance_signal
PLACE_NT202085,Okotoks,NT,1,no_inheritance_signal
PLACE_NT202086,Olds,NT,1,no_inheritance_signal
PLACE_NT202087,Olsen,NT,1,no_inheritance_signal
PLACE_NT202088,Pakan,NT,1,no_inheritance_signal
PLACE_NT202089_1901,Pekisko,NT,1,no_inheritance_signal
PLACE_NT202090,Penhold,NT,1,no_inheritance_signal
PLACE_NT202091,Pincher Creek,NT,1,no_inheritance_signal
PLACE_NT202092,Pine Creek,NT,1,no_inheritance_signal
PLACE_NT202093,Pine Lake,NT,1,no_inheritance_signal
PLACE_NT202094,Plant,NT,1,no_inheritance_signal
PLACE_NT202095,Ponoka,NT,1,no_inheritance_signal
PLACE_NT202096,Poplar Lake,NT,1,no_inheritance_signal
PLACE_NT202097,Porcupine,NT,1,no_inheritance_signal
PLACE_NT202098,Pretty Hill,NT,1,no_inheritance_signal
PLACE_NT202099,Priddis,NT,1,no_inheritance_signal
PLACE_NT202100,Queenstown,NT,1,no_inheritance_signal
PLACE_NT202101,Quill Lake,NT,1,no_inheritance_signal
PLACE_NT202102,Rabbit Hills,NT,1,no_inheritance_signal
PLACE_NT202103,Red Deer,NT,1,no_inheritance_signal
PLACE_NT202104,Red Deer Lake,NT,1,no_inheritance_signal
PLACE_NT202105,Red Lodge,NT,1,no_inheritance_signal
PLACE_NT202106,Rosebud,NT,1,no_inheritance_signal
PLACE_NT202107,Rose Ridge,NT,1,no_inheritance_signal
PLACE_NT202108,St. Albert,NT,1,no_inheritance_signal
PLACE_NT202109,Ste. Emérence,NT,1,no_inheritance_signal
PLACE_NT202110,St. Pierre,NT,1,no_inheritance_signal
PLACE_NT202111,Saddle Lake,NT,1,no_inheritance_signal
PLACE_NT202112,Shepard,NT,1,no_inheritance_signal
PLACE_NT202113,Springbank,NT,1,no_inheritance_signal
PLACE_NT202114,Spruce Grove,NT,1,no_inheritance_signal
PLACE_NT202115,Stand Off,NT,1,no_inheritance_signal
PLACE_NT202116,Star,NT,1,no_inheritance_signal
PLACE_NT202117,Sterling,NT,1,no_inheritance_signal
PLACE_NT202118,Stonyplain Centre,NT,1,no_inheritance_signal
PLACE_NT202119,"Strathcona, East—Est",NT,1,no_inheritance_signal
PLACE_NT202120,"Strathcona, West—Ouest",NT,1,no_inheritance_signal
PLACE_NT202121,Sturgeon,NT,1,no_inheritance_signal
PLACE_NT202122,Tail Creek,NT,1,no_inheritance_signal
PLACE_NT202123,Tindastoll,NT,1,no_inheritance_signal
PLACE_NT202124,Two Lakes,NT,1,no_inheritance_signal
PLACE_NT202125,Urquhart,NT,1,no_inheritance_signal
PLACE_NT202126,Wetaskiwin,NT,1,no_inheritance_signal
PLACE_NT202127,Whitefish Lake,NT,1,no_inheritance_signal
PLACE_NT202128,White Whale Lake,NT,1,no_inheritance_signal
PLACE_NT202129,Whitford,NT,1,no_inheritance_signal
PLACE_NT202130,Willow Dale,NT,1,no_inheritance_signal
PLACE_NT202131,Wintering Hills,NT,1,no_inheritance_signal
PLACE_NT202132,Woodpecker,NT,1,no_inheritance_signal
PLACE_NT202133,Wostock,NT,1,no_inheritance_signal
PLACE_NT202134,Yarrow,NT,1,no_inheritance_signal
PLACE_NT202999,NO DATA,NT,1,no_inheritance_signal
PLACE_NT203001,Alameda,NT,1,no_inheritance_signal
PLACE_NT203002,Alma,NT,1,no_inheritance_signal
PLACE_NT203003,Balcarres,NT,1,no_inheritance_signal
PLACE_NT203004,Beaverdale,NT,1,no_inheritance_signal
PLACE_NT203005,Bellegarde,NT,1,no_inheritance_signal
PLACE_NT203006,Benbecula,NT,1,no_inheritance_signal
PLACE_NT203007,Beresina,NT,1,no_inheritance_signal
PLACE_NT203008,Broadview,NT,2,no_inheritance_signal
PLACE_NT203009,Brookside,NT,1,no_inheritance_signal
PLACE_NT203010,Carievale,NT,1,no_inheritance_signal
PLACE_NT203011,Carlsruhe,NT,1,no_inheritance_signal
PLACE_NT203012,Carlyle,NT,1,no_inheritance_signal
PLACE_NT203013,Cannington,NT,1,no_inheritance_signal
PLACE_NT203014,Carnduff,NT,1,no_inheritance_signal
PLACE_NT203015_1901,Carnoustie,NT,1,no_inheritance_signal
PLACE_NT203016,Chickney,NT,1,no_inheritance_signal
PLACE_NT203017,Churchbridge,NT,1,no_inheritance_signal
PLACE_NT203018,Clare,NT,1,no_inheritance_signal
PLACE_NT203019,Clumber,NT,1,no_inheritance_signal
PLACE_NT203020_1901,Cotham,NT,1,no_inheritance_signal
PLACE_NT203021,Crescent,NT,1,no_inheritance_signal
PLACE_NT203022,Crooked Lakes,NT,1,no_inheritance_signal
PLACE_NT203023,Dalesboro,NT,1,no_inheritance_signal
PLACE_NT203024,Dauphinais,NT,1,no_inheritance_signal
PLACE_NT203025,Devils Lake,NT,1,no_inheritance_signal
PLACE_NT203026,Dongola,NT,1,no_inheritance_signal
PLACE_NT203027,Dunleath,NT,1,no_inheritance_signal
PLACE_NT203028,Ebenezer,NT,1,no_inheritance_signal
PLACE_NT203029,Echo,NT,1,no_inheritance_signal
PLACE_NT203030,Ellisboro,NT,1,no_inheritance_signal
PLACE_NT203031,Estevan,NT,1,no_inheritance_signal
PLACE_NT203032,Fairmede,NT,1,no_inheritance_signal
PLACE_NT203033,Ferndale,NT,1,no_inheritance_signal
PLACE_NT203034,File Hills,NT,1,no_inheritance_signal
PLACE_NT203035,Fishing Lake,NT,1,no_inheritance_signal
PLACE_NT203036,Fleming,NT,1,no_inheritance_signal
PLACE_NT203037,Fletwode,NT,1,no_inheritance_signal
PLACE_NT203038,Foam Lake,NT,1,no_inheritance_signal
PLACE_NT203039_1901,Forest Farm,NT,1,no_inheritance_signal
PLACE_NT203040,Fort Qu’Appelle,NT,1,no_inheritance_signal
PLACE_NT203041,Gainsborough,NT,1,no_inheritance_signal
PLACE_NT203042,Glen Adelaide,NT,1,no_inheritance_signal
PLACE_NT203043,Glen Ewen,NT,1,no_inheritance_signal
PLACE_NT203044_1901,Glen Lynn,NT,1,no_inheritance_signal
PLACE_NT203045,"Grenfell, North—Nord",NT,1,no_inheritance_signal
PLACE_NT203046,"Grenfell, South—Sud",NT,1,no_inheritance_signal
PLACE_NT203047,Hayward,NT,1,no_inheritance_signal
PLACE_NT203048,Heron,NT,1,no_inheritance_signal
PLACE_NT203049,Highview,NT,1,no_inheritance_signal
PLACE_NT203050,Hillburn,NT,1,no_inheritance_signal
PLACE_NT203051,Hillfarm,NT,1,no_inheritance_signal
PLACE_NT203052,Horse Lake,NT,1,no_inheritance_signal
PLACE_NT203053,Hyde,NT,1,no_inheritance_signal
PLACE_NT203054,Indian Head,NT,1,no_inheritance_signal
PLACE_NT203055,Insinger,NT,1,no_inheritance_signal
PLACE_NT203056,Katepwa,NT,1,no_inheritance_signal
PLACE_NT203057,Kamsack,NT,1,no_inheritance_signal
PLACE_NT203058,Kaposvar,NT,1,no_inheritance_signal
PLACE_NT203059,Kenlis,NT,1,no_inheritance_signal
PLACE_NT203060,Kinbrae,NT,1,no_inheritance_signal
PLACE_NT203061,Kranzberg,NT,1,no_inheritance_signal
PLACE_NT203062,Langenburg,NT,1,no_inheritance_signal
PLACE_NT203063,MacNutt,NT,1,no_inheritance_signal
PLACE_NT203064,Maryfield,NT,1,no_inheritance_signal
PLACE_NT203065,Moffatt,NT,1,no_inheritance_signal
PLACE_NT203066,Montgomery,NT,1,no_inheritance_signal
PLACE_NT203067,Montmartre,NT,1,no_inheritance_signal
PLACE_NT203068,"Moosomin, North—Nord",NT,1,no_inheritance_signal
PLACE_NT203069,"Moosomin, South—Sud",NT,1,no_inheritance_signal
PLACE_NT203070,Newdorf,NT,1,no_inheritance_signal
PLACE_NT203071,New Hastings,NT,1,no_inheritance_signal
PLACE_NT203072,North Portal,NT,1,no_inheritance_signal
PLACE_NT203073,Ohlen,NT,1,no_inheritance_signal
PLACE_NT203074,Otthon,NT,1,no_inheritance_signal
PLACE_NT203075,Oxbow,NT,1,no_inheritance_signal
PLACE_NT203076,Pelly,NT,1,no_inheritance_signal
PLACE_NT203077,Perceval,NT,1,no_inheritance_signal
PLACE_NT203078,Percy,NT,1,no_inheritance_signal
PLACE_NT203079,Pheasant Forks,NT,1,no_inheritance_signal
PLACE_NT203080,Prosperity,NT,1,no_inheritance_signal
PLACE_NT203081,Qu’Appelle,NT,3,no_inheritance_signal
PLACE_NT203082,"Qu’Appelle, South—Sud",NT,1,no_inheritance_signal
PLACE_NT203083,Red Jacket,NT,1,no_inheritance_signal
PLACE_NT203084,Riga,NT,1,no_inheritance_signal
PLACE_NT203085,Riversdale,NT,1,no_inheritance_signal
PLACE_NT203086,Rocanville,NT,1,no_inheritance_signal
PLACE_NT203087,Roche Percée,NT,1,no_inheritance_signal
PLACE_NT203088,St. Raffael,NT,1,no_inheritance_signal
PLACE_NT203089,Saltcoats,NT,1,no_inheritance_signal
PLACE_NT203090,Sheho,NT,1,no_inheritance_signal
PLACE_NT203091,Sintaluta,NT,1,no_inheritance_signal
PLACE_NT203092,Spring Creek,NT,1,no_inheritance_signal
PLACE_NT203093,Spy Hill,NT,1,no_inheritance_signal
PLACE_NT203094,Summerberry,NT,1,no_inheritance_signal
PLACE_NT203095,Taché,NT,1,no_inheritance_signal
PLACE_NT203096,Tiree,NT,1,no_inheritance_signal
PLACE_NT203097,Touchwood,NT,1,no_inheritance_signal
PLACE_NT203098,Wapella,NT,1,no_inheritance_signal
PLACE_NT203099,Wawota,NT,1,no_inheritance_signal
PLACE_NT203100,Weyburn,NT,1,no_inheritance_signal
PLACE_NT203101,"Weyburn, North—Nord",NT,1,no_inheritance_signal
PLACE_NT203102,Whitesand,NT,1,no_inheritance_signal
