tcpuid,year,province,old_canonical_name,new_canonical_name,old_place_id,new_place_id
ON154012,1921,ON,"Aurora, T-V","Aurora, Town—Ville",PLACE_ON154012,PLACE_ON154012
ON154015,1921,ON,"Newmarket, T-V","Newmarket, Town—Ville",PLACE_ON154015,PLACE_ON154015
ON154017,1921,ON,"Weston, T-V","Weston, Village",PLACE_ON154017_1921,PLACE_ON154017
ON154018,1921,ON,"Holland Landing, VL","Holland Landing, Village",PLACE_ON154018,PLACE_ON154018
ON154019,1921,ON,"Markham, VL","Markham, Village",PLACE_ON154019,PLACE_ON154019
ON154020,1921,ON,"Richmond Hill, VL","Richmond Hill, Village",PLACE_ON154020,PLACE_ON154020
ON154021,1921,ON,"Stouffville, VL","Stouffville, Village",PLACE_ON154021,PLACE_ON154021
ON154022,1921,ON,"Sutton, VL","Sutton, Village",PLACE_ON154022,PLACE_ON154022
ON154023,1921,ON,"Woodbridge, VL","Woodbridge, Village",PLACE_ON154023,PLACE_ON154023
ON155008,1881,ON,"Meaford, T-V","Meaford, Town—Ville",PLACE_ON114020,PLACE_ON114020
ON156001,1881,ON,"Owen Sound, C","Owen Sound, Town—Ville",PLACE_ON114017,PLACE_ON114017
ON158001,1881,ON,"Waterford, VL","Waterford, Village",PLACE_ON131013_1911,PLACE_ON131013
ON158005,1881,ON,"Simcoe, T-V","Simcoe, Town—Ville",PLACE_ON131009_1911,PLACE_ON131009_1891
ON159001,1881,ON,"Brantford, Town—Ville","Brantford, City—Cité",PLACE_ON159001,PLACE_ON103007_1891
ON161006,1881,ON,"Hespeler, T-V","Hespeler, Village",PLACE_ON150008,PLACE_ON150008
ON161007,1881,ON,"New Hamburg, VL","New Hamburg, Village",PLACE_ON150013,PLACE_ON150013
ON162004,1881,ON,"Waterloo, Village",Waterloo,PLACE_ON162004,PLACE_ON123003_1891
ON163002,1881,ON,"Port Stanley, VL","Port Stanley, Village",PLACE_ON109011,PLACE_ON109011
ON163003,1881,ON,"St. Thomas, Town—Ville","St. Thomas, City—Cité",PLACE_ON163003_1881,PLACE_ON109008_1881
ON163009,1881,ON,"Vienna, VL","Vienna, Village",PLACE_ON109014,PLACE_ON109014
ON165005,1881,ON,"Norwich, VL","Norwich, Village",PLACE_ON134016,PLACE_ON134016
ON165008,1881,ON,"Ingersoll, T-V","Ingersoll, Town—Ville",PLACE_ON134013,PLACE_ON134013
ON166003,1881,ON,"Embro, VL","Embro, Village",PLACE_ON134015,PLACE_ON134015
ON168002,1881,ON,"Wardsville, VL","Wardsville, Village",PLACE_ON128023,PLACE_ON128023
ON168008,1881,ON,"Newbury, VL","Newbury, Village",PLACE_ON128022,PLACE_ON128022
ON168009,1881,ON,"Glencoe, VL","Glencoe, Village",PLACE_ON128020,PLACE_ON128020
ON169006,1881,ON,"Ailsa Craig, VL","Ailsa Craig, Village",PLACE_ON128019,PLACE_ON128019
ON169007,1881,ON,"Lucan, VL","Lucan, Village",PLACE_ON128021,PLACE_ON128021
ON169008,1881,ON,"Parkhill, T-V","Parkhill, Town—Ville",PLACE_ON128017,PLACE_ON128017
ON171007,1881,ON,"Mitchell, T-V","Mitchell, Town—Ville",PLACE_ON137014,PLACE_ON137014
ON172008,1881,ON,"Listowel, T-V","Listowel, Town—Ville",PLACE_ON137013,PLACE_ON137013
ON172010,1881,ON,"Milverton, VL","Milverton, Village",PLACE_ON137016,PLACE_ON137016
ON173006,1881,ON,"Bayfield, VL","Bayfield, Village",PLACE_ON119021,PLACE_ON119021
ON175008,1881,ON,"Wingham, T-V","Wingham, Town—Ville",PLACE_ON119020,PLACE_ON119020
ON175010,1881,ON,"Wroxeter, VL","Wroxeter, Village",PLACE_ON119026,PLACE_ON119026
ON176009,1881,ON,"Walkerton, T-V","Walkerton, Town—Ville",PLACE_ON104021,PLACE_ON104021
ON176010,1881,ON,"Teeswater, VL","Teeswater, Village",PLACE_ON104030,PLACE_ON104030
ON176011,1881,ON,"Tiverton, VL","Tiverton, Village",PLACE_ON104031,PLACE_ON104031
ON177004,1881,ON,"Southampton, T-V","Southampton, Village",PLACE_ON104020,PLACE_ON104020
ON177008,1881,ON,"Port Elgin, VL","Port Elgin, Village",PLACE_ON104028,PLACE_ON104028
ON177009,1881,ON,"Wiarton, T-V","Wiarton, Village",PLACE_ON104022,PLACE_ON104022
ON177010,1881,ON,"Chesley, T-V","Chesley, Village",PLACE_ON104018,PLACE_ON104018
ON177011,1881,ON,"Tara, VL","Tara, Village",PLACE_ON104029,PLACE_ON104029
ON177012,1881,ON,"Paisley, VL","Paisley, Village",PLACE_ON104027,PLACE_ON104027
ON178008,1881,ON,Bothwell,"Bothwell, Town—Ville",PLACE_ON178008_1881,PLACE_ON121014
ON178009,1881,ON,"Ridgetown, Village","Ridgetown, Town—Ville",PLACE_ON178009,PLACE_ON121016
ON178011,1881,ON,"Thamesville, VL","Thamesville, Village",PLACE_ON121022,PLACE_ON121022
ON179006,1881,ON,"Petrolia, T-V","Petrolia, Town—Ville",PLACE_ON122014,PLACE_ON122014
ON179008,1881,ON,"Alvinston, VL","Alvinston, Village",PLACE_ON122015_1911,PLACE_ON122015_1881
ON179010,1881,ON,"Watford, VL","Watford, Village",PLACE_ON122021,PLACE_ON122021
ON179012,1881,ON,"Wyoming, VL","Wyoming, Village",PLACE_ON122022,PLACE_ON122022
ON179014,1881,ON,"Thedford, VL","Thedford, Village",PLACE_ON122020,PLACE_ON122020
ON179015,1881,ON,"Arkona, VL","Arkona, Village",PLACE_ON122016_1911,PLACE_ON122016_1881
ON179016,1881,ON,"Point Edward, VL","Point Edward, Village",PLACE_ON122019,PLACE_ON122019
ON179017,1881,ON,"Forest, Village","Forest, Town—Ville",PLACE_ON179017_1881,PLACE_ON122013
ON180008,1881,ON,"Wallaceburgh, Village","Wallaceburg, T-V",PLACE_ON180008,PLACE_ON121018
ON181002,1881,ON,"Amherstburg, T-V","Amherstburg, Town—Ville",PLACE_ON110017,PLACE_ON110017
ON181007,1881,ON,"Kingsville, T-V","Kingsville, Village",PLACE_ON110020,PLACE_ON110020
ON181011,1881,ON,"Sandwich, T-V","Sandwich, Town—Ville",PLACE_ON110024,PLACE_ON110024
ON181013,1881,ON,"Windsor, C","Windsor, Town—Ville",PLACE_ON110016_1911,PLACE_ON181013
ON181016,1881,ON,"Belle River, VL","Belle River, Village",PLACE_ON110028,PLACE_ON110028
ON181018,1881,ON,"Leamington, T-V","Leamington, Village",PLACE_ON110021,PLACE_ON110021
ON182016,1881,ON,Thessalon,Thessalon (Western Division),PLACE_ON182016,PLACE_ON046024
ON182018,1881,ON,"Bruce Mines, T-V",Bruce Mines,PLACE_ON102110,PLACE_ON182018
ON182022,1881,ON,Sault Ste. Marie,"Sault Ste. Marie, C",PLACE_ON182022,PLACE_ON102108
PE001001,1871,PE,Township No. 1,Township 1,PLACE_PE135002,PLACE_PE002001
PE001001,1881,PE,Township No. 1,Township 1,PLACE_PE135002,PLACE_PE002001
PE001002,1871,PE,Township No. 2,Township 2,PLACE_PE135003,PLACE_PE002002
PE001002,1881,PE,Township No. 2,Township 2,PLACE_PE135003,PLACE_PE002002
PE001003,1871,PE,Township No. 3,Township 3,PLACE_PE135004,PLACE_PE002003
PE001003,1881,PE,Township No. 3,Township 3,PLACE_PE135004,PLACE_PE002003
PE001005,1871,PE,Township No. 5,Township 5,PLACE_PE135006,PLACE_PE002005
PE001005,1881,PE,Township No. 5,Township 5,PLACE_PE135006,PLACE_PE002005
PE001006,1871,PE,Township No. 6,Township 6,PLACE_PE135007,PLACE_PE002006
PE001006,1881,PE,Township No. 6,Township 6,PLACE_PE135007,PLACE_PE002006
PE001007,1871,PE,Township No. 7,Township 7,PLACE_PE135008,PLACE_PE002007
PE001007,1881,PE,Township No. 7,Township 7,PLACE_PE135008,PLACE_PE002007
PE001008,1871,PE,Township No. 8,Township 8,PLACE_PE135009,PLACE_PE002008
PE001008,1881,PE,Township No. 8,Township 8,PLACE_PE135009,PLACE_PE002008
PE001009,1871,PE,Township No. 9,Township 9,PLACE_PE135010,PLACE_PE002009
PE001009,1881,PE,Township No. 9,Township 9,PLACE_PE135010,PLACE_PE002009
PE001010,1871,PE,Township No. 10,Township 10,PLACE_PE135011,PLACE_PE002010
PE001010,1881,PE,Township No. 10,Township 10,PLACE_PE135011,PLACE_PE002010
PE001011,1871,PE,Township No. 11,Township 11,PLACE_PE135012,PLACE_PE002011
PE001011,1881,PE,Township No. 11,Township 11,PLACE_PE135012,PLACE_PE002011
PE001013,1871,PE,Township No. 13,Township 13,PLACE_PE135014,PLACE_PE002013
PE001013,1881,PE,Township No. 13,Township 13,PLACE_PE135014,PLACE_PE002013
PE001014,1871,PE,Township No. 14,Township 14,PLACE_PE135015,PLACE_PE002014
PE001014,1881,PE,Township No. 14,Township 14,PLACE_PE135015,PLACE_PE002014
PE001015,1871,PE,Township No. 15,Township 15,PLACE_PE135016,PLACE_PE002015
PE001015,1881,PE,Township No. 15,Township 15,PLACE_PE135016,PLACE_PE002015
PE001016,1871,PE,Township No. 16,Township 16,PLACE_PE135017,PLACE_PE002016
PE001016,1881,PE,Township No. 16,Township 16,PLACE_PE135017,PLACE_PE002016
PE001019,1881,PE,Township No. 18,Township 18,PLACE_PE135019,PLACE_PE002018
PE001020,1871,PE,Township No. 25,Township 25,PLACE_PE135021,PLACE_PE002020
PE001021,1871,PE,Township No. 26,Township 26,PLACE_PE135022,PLACE_PE002021
PE001021,1881,PE,Township No. 25,Township 25,PLACE_PE135021,PLACE_PE002020
PE001022,1871,PE,Township No. 27,Township 27,PLACE_PE135023,PLACE_PE002022
PE001022,1881,PE,Township No. 26,Township 26,PLACE_PE135022,PLACE_PE002021
PE001023,1871,PE,Township No. 28,Township 28,PLACE_PE135024,PLACE_PE002023
PE001023,1881,PE,Township No. 27,Township 27,PLACE_PE135023,PLACE_PE002022
PE001024,1881,PE,Township No. 28,Township 28,PLACE_PE135024,PLACE_PE002023
PE002001,1871,PE,Township No. 20,Township 20,PLACE_PE136002,PLACE_PE003001
PE002002,1871,PE,Township No. 21,Township 21,PLACE_PE136003,PLACE_PE003002
PE002002,1881,PE,Township No. 20,Township 20,PLACE_PE136002,PLACE_PE003001
PE002003,1871,PE,Township No. 22,Township 22,PLACE_PE136004,PLACE_PE003003
PE002003,1881,PE,Township No. 21,Township 21,PLACE_PE136003,PLACE_PE003002
PE002004,1871,PE,Township No. 29,Township 29,PLACE_PE136007,PLACE_PE003006
PE002004,1881,PE,Township No. 22,Township 22,PLACE_PE136004,PLACE_PE003003
PE002005,1871,PE,Township No. 30,Township 30,PLACE_PE136008,PLACE_PE003007
PE002005,1881,PE,Township No. 23,Township 23,PLACE_PE136005,PLACE_PE003004
PE002006,1871,PE,Township No. 67,Township 67,PLACE_PE136024,PLACE_PE003023
PE002006,1881,PE,Township No. 24,Township 24,PLACE_PE136006,PLACE_PE003005
PE002007,1871,PE,Township No. 23,Township 23,PLACE_PE136005,PLACE_PE003004
PE002007,1881,PE,Township No. 29,Township 29,PLACE_PE136007,PLACE_PE003006
PE002008,1871,PE,Township No. 24,Township 24,PLACE_PE136006,PLACE_PE003005
PE002008,1881,PE,Township No. 30,Township 30,PLACE_PE136008,PLACE_PE003007
PE002009,1871,PE,Township No. 31,Township 31,PLACE_PE136009,PLACE_PE003008
PE002009,1881,PE,Township No. 31,Township 31,PLACE_PE136009,PLACE_PE003008
PE002011,1871,PE,Township No. 65,Township 65,PLACE_PE136023,PLACE_PE003022
PE002012,1881,PE,Township No. 34,Township 34,PLACE_PE136012,PLACE_PE003011
PE002013,1871,PE,Township No. 34,Township 34,PLACE_PE136012,PLACE_PE003011
PE002013,1881,PE,Township No. 35,Township 35,PLACE_PE136013,PLACE_PE003012
PE002014,1871,PE,Township No. 35,Township 35,PLACE_PE136013,PLACE_PE003012
PE002014,1881,PE,Township No. 36,Township 36,PLACE_PE136014,PLACE_PE003013
PE002015,1871,PE,Township No. 36,Township 36,PLACE_PE136014,PLACE_PE003013
PE002015,1881,PE,Township No. 37,Township 37,PLACE_PE136015,PLACE_PE003014
PE002016,1871,PE,Township No. 37,Township 37,PLACE_PE136015,PLACE_PE003014
PE002016,1881,PE,Township No. 48,Township 48,PLACE_PE136016,PLACE_PE003015
PE002017,1871,PE,Township No. 48,Township 48,PLACE_PE136016,PLACE_PE003015
PE002017,1881,PE,Township No. 49,Township 49,PLACE_PE136017,PLACE_PE003016
PE002018,1871,PE,Township No. 49,Township 49,PLACE_PE136017,PLACE_PE003016
PE002018,1881,PE,Township No. 50,Township 50,PLACE_PE136018,PLACE_PE003017
PE002019,1871,PE,Township No. 50,Township 50,PLACE_PE136018,PLACE_PE003017
PE002019,1881,PE,Township No. 57,Township 57,PLACE_PE136019,PLACE_PE003018
PE002020,1871,PE,Township No. 57,Township 57,PLACE_PE136019,PLACE_PE003018
PE002020,1881,PE,Township No. 58,Township 58,PLACE_PE136020,PLACE_PE003019
PE002021,1871,PE,Township No. 58,Township 58,PLACE_PE136020,PLACE_PE003019
PE002021,1881,PE,Township No. 60,Township 60,PLACE_PE136021,PLACE_PE003020
PE002022,1871,PE,Township No. 60,Township 60,PLACE_PE136021,PLACE_PE003020
PE002022,1881,PE,Township No. 62,Township 62,PLACE_PE136022,PLACE_PE003021
PE002023,1871,PE,Township No. 62,Township 62,PLACE_PE136022,PLACE_PE003021
PE002023,1881,PE,Township No. 65,Township 65,PLACE_PE136023,PLACE_PE003022
PE002024,1881,PE,Township No. 67,Township 67,PLACE_PE136024,PLACE_PE003023
PE003007,1871,PE,Township No. 39,Township 39,PLACE_PE139002,PLACE_PE001002
PE003009,1881,PE,Township No. 39,Township 39,PLACE_PE139002,PLACE_PE001002
PE003018,1871,PE,Township No. 61,Township 61,PLACE_PE134019,PLACE_PE001018
PE003019,1871,PE,Township No. 63,Township 63,PLACE_PE134020,PLACE_PE001019
PE003019,1881,PE,Township No. 61,Township 61,PLACE_PE134019,PLACE_PE001018
PE003020,1871,PE,Township No. 64,Township 64,PLACE_PE134021,PLACE_PE001020
PE003020,1881,PE,Township No. 63,Township 63,PLACE_PE134020,PLACE_PE001019
PE003021,1881,PE,Township No. 64,Township 64,PLACE_PE134021,PLACE_PE001020
PE132003,1901,PE,Township No. 39,Township 39,PLACE_PE139002,PLACE_PE001002
PE133003,1901,PE,Township 17,Township No. 17,PLACE_PE133003_1901,PLACE_PE133003
PE133005,1901,PE,Township 19,Township No. 19,PLACE_PE140019,PLACE_PE140019
PE134003,1891,PE,Township No. 39,Township 39,PLACE_PE139002,PLACE_PE001002
PE134004,1901,PE,Township 4,Township No. 4,PLACE_PE140004,PLACE_PE140004
PE134012,1901,PE,Township 12,Township No. 12,PLACE_PE002012,PLACE_PE140012
PE134019,1891,PE,Township No. 61,Township 61,PLACE_PE134019,PLACE_PE001018
PE134020,1891,PE,Township No. 63,Township 63,PLACE_PE134020,PLACE_PE001019
PE134021,1891,PE,Township No. 64,Township 64,PLACE_PE134021,PLACE_PE001020
PE135002,1891,PE,Township No. 1,Township 1,PLACE_PE135002,PLACE_PE002001
PE135002,1901,PE,Township 33,Township No. 33,PLACE_PE003010,PLACE_PE135002
PE135003,1891,PE,Township No. 2,Township 2,PLACE_PE135003,PLACE_PE002002
PE135004,1891,PE,Township No. 3,Township 3,PLACE_PE135004,PLACE_PE002003
PE135006,1891,PE,Township No. 5,Township 5,PLACE_PE135006,PLACE_PE002005
PE135007,1891,PE,Township No. 6,Township 6,PLACE_PE135007,PLACE_PE002006
PE135008,1891,PE,Township No. 7,Township 7,PLACE_PE135008,PLACE_PE002007
PE135009,1891,PE,Township No. 8,Township 8,PLACE_PE135009,PLACE_PE002008
PE135010,1891,PE,Township No. 9,Township 9,PLACE_PE135010,PLACE_PE002009
PE135011,1891,PE,Township No. 10,Township 10,PLACE_PE135011,PLACE_PE002010
PE135012,1891,PE,Township No. 11,Township 11,PLACE_PE135012,PLACE_PE002011
PE135014,1891,PE,Township No. 13,Township 13,PLACE_PE135014,PLACE_PE002013
PE135015,1891,PE,Township No. 14,Township 14,PLACE_PE135015,PLACE_PE002014
PE135016,1891,PE,Township No. 15,Township 15,PLACE_PE135016,PLACE_PE002015
PE135017,1891,PE,Township No. 16,Township 16,PLACE_PE135017,PLACE_PE002016
PE135019,1891,PE,Township No. 18,Township 18,PLACE_PE135019,PLACE_PE002018
PE135021,1891,PE,Township No. 25,Township 25,PLACE_PE135021,PLACE_PE002020
PE135022,1891,PE,Township No. 26,Township 26,PLACE_PE135022,PLACE_PE002021
PE135023,1891,PE,Township No. 27,Township 27,PLACE_PE135023,PLACE_PE002022
PE135024,1891,PE,Township No. 28,Township 28,PLACE_PE135024,PLACE_PE002023
PE136001,1901,PE,"Charlottetown, City & Royalty",Charlottetown Royalty,PLACE_PE136001_1901,PLACE_PE136001
PE136002,1891,PE,Township No. 20,Township 20,PLACE_PE136002,PLACE_PE003001
PE136003,1891,PE,Township No. 21,Township 21,PLACE_PE136003,PLACE_PE003002
PE136004,1891,PE,Township No. 22,Township 22,PLACE_PE136004,PLACE_PE003003
PE136005,1891,PE,Township No. 23,Township 23,PLACE_PE136005,PLACE_PE003004
PE136006,1891,PE,Township No. 24,Township 24,PLACE_PE136006,PLACE_PE003005
PE136007,1891,PE,Township No. 29,Township 29,PLACE_PE136007,PLACE_PE003006
PE136007,1901,PE,Township 32,Township No. 32,PLACE_PE003009,PLACE_PE136007
PE136008,1891,PE,Township No. 30,Township 30,PLACE_PE136008,PLACE_PE003007
PE136009,1891,PE,Township No. 31,Township 31,PLACE_PE136009,PLACE_PE003008
PE136012,1891,PE,Township No. 34,Township 34,PLACE_PE136012,PLACE_PE003011
PE136013,1891,PE,Township No. 35,Township 35,PLACE_PE136013,PLACE_PE003012
PE136014,1891,PE,Township No. 36,Township 36,PLACE_PE136014,PLACE_PE003013
PE136015,1891,PE,Township No. 37,Township 37,PLACE_PE136015,PLACE_PE003014
PE136016,1891,PE,Township No. 48,Township 48,PLACE_PE136016,PLACE_PE003015
PE136017,1891,PE,Township No. 49,Township 49,PLACE_PE136017,PLACE_PE003016
PE136018,1891,PE,Township No. 50,Township 50,PLACE_PE136018,PLACE_PE003017
PE136019,1891,PE,Township No. 57,Township 57,PLACE_PE136019,PLACE_PE003018
PE136020,1891,PE,Township No. 58,Township 58,PLACE_PE136020,PLACE_PE003019
PE136021,1891,PE,Township No. 60,Township 60,PLACE_PE136021,PLACE_PE003020
PE136022,1891,PE,Township No. 62,Township 62,PLACE_PE136022,PLACE_PE003021
PE136023,1891,PE,Township No. 65,Township 65,PLACE_PE136023,PLACE_PE003022
PE136024,1891,PE,Township No. 67,Township 67,PLACE_PE136024,PLACE_PE003023
PE139002,1911,PE,Township No. 39,Township 39,PLACE_PE139002,PLACE_PE001002
PE140004,1911,PE,Township 4,Township No. 4,PLACE_PE140004,PLACE_PE140004
PE140012,1911,PE,Township 12,Township No. 12,PLACE_PE002012,PLACE_PE140012
PE140019,1911,PE,Township 19,Township No. 19,PLACE_PE140019,PLACE_PE140019
QC001001,1861,QC,"L’Assomption, Village","L'Assomption, T-V",PLACE_QC001001,PLACE_QC065011
QC002011,1861,QC,St. Jérôme,Mille Isles,PLACE_QC002011,PLACE_QC037008
QC003012,1861,QC,Warwick,"Warwick, VL",PLACE_QC003012,PLACE_QC038025
QC004002,1861,QC,St. Dominique,"St. Dominique, VL",PLACE_QC143003,PLACE_QC039014_1921
QC004004,1861,QC,"St. Hugues, VL",St. Hugues,PLACE_QC039015_1911,PLACE_QC122005
QC004006,1861,QC,St. Pie,"St. Pie, VL",PLACE_QC004006,PLACE_QC039017
QC004009,1861,QC,Upton,St. Ephrem,PLACE_QC004009,PLACE_QC122008
QC005007,1861,QC,"Lambton, VL",Lambton,PLACE_QC055023,PLACE_QC005007
QC005008,1861,QC,"Linière, VL",Linière,PLACE_QC040023_1921,PLACE_QC158007
QC005017,1861,QC,Ste. Marie de la Beauce,Ste. Marie,PLACE_QC005017_1861,PLACE_QC040015
QC006001,1861,QC,Beauharnois,"Beauharnois, Town—Ville",PLACE_QC006001_1861,PLACE_QC041008_1851
QC006006,1861,QC,St. Timothée,"St. Timothée, VL",PLACE_QC145006,PLACE_QC041013_1921
QC007999,1861,QC,NO DATA,"Mailloux, Roux, Bellechasse, Daaquam",PLACE_QC007999,PLACE_QC162004
QC008001,1861,QC,"Berthier, Parish",Berthier,PLACE_QC008001_1861,PLACE_QC043001_1881
QC008002,1861,QC,"Berthier, Village and Convent","Berthier, Town—Ville",PLACE_QC008002,PLACE_QC043015
QC008007,1861,QC,St. Barthélémy,St. Barthélemy,PLACE_QC043005_1921,PLACE_QC043005
QC009003,1861,QC,Daniel (Port),Port Daniel,PLACE_QC009003_1861,PLACE_QC143011_1901
QC010002,1861,QC,Brome,"Brome, Village",PLACE_QC144003,PLACE_QC144004_1901
QC011003,1861,QC,"Chambly, Parish",Chambly,PLACE_QC011003,PLACE_QC046002
QC011009,1861,QC,St. Lambert,"St. Lambert, T-V",PLACE_QC011009,PLACE_QC046010
QC012001,1861,QC,Batiscan,St. François-Xavier de Batiscan,PLACE_QC012001_1861,PLACE_QC047007_1851
QC012003,1861,QC,"Champlain, VL",Champlain,PLACE_QC047034,PLACE_QC012003
QC012005,1861,QC,Ste. Anne,Ste. Anne de la Pérade,PLACE_QC012005_1861,PLACE_QC047006_1921
QC013006,1861,QC,Petite Rivière St. François-Xavier,Petite Rivière,PLACE_QC013006_1861,PLACE_QC048005_1851
QC013008,1861,QC,Settrington,St. Hilarion,PLACE_QC149006,PLACE_QC048008
QC013009,1861,QC,St. Etienne (Murray Bay),Malbaie,PLACE_QC013009_1861,PLACE_QC152004
QC014003,1861,QC,St. Joachim de Chateauguay,St. Joachim,PLACE_QC014003_1861,PLACE_QC153004
QC015005,1861,QC,Chicoutimi,"Chicoutimi, Town—Ville",PLACE_QC015005,PLACE_QC050018
QC015015,1861,QC,"Roberval, Village",Roberval,PLACE_QC149017,PLACE_QC150009
QC019006,1861,QC,"Gaspé Bay, South","Gaspé, S",PLACE_QC019006,PLACE_QC171006
QC019007,1861,QC,Grand River,Grande Rivière,PLACE_QC019007,PLACE_QC056012
QC019014,1861,QC,Ste. Anne,Ste. Anne des Monts,PLACE_QC019014_1861,PLACE_QC056026
QC020004,1861,QC,"St. Jean Baptiste, Village","Montreal, St. Jean-Baptiste, Ward—Quartier",PLACE_QC091001,PLACE_QC167006
QC020005,1861,QC,Pointe aux Trembles,"Pointe aux Trembles, par.",PLACE_QC163004,PLACE_QC076005
QC021005,1861,QC,"Huntingdon, Village, and Godmanchester",Godmanchester,PLACE_QC021005,PLACE_QC058004
QC021007,1861,QC,St. Régis and Dundee,Dundee,PLACE_QC021007,PLACE_QC058001
QC022001,1861,QC,Iberville,"Iberville, Town—Ville",PLACE_QC124003,PLACE_QC059008
QC023001,1861,QC,Ashford,"Ste. Louise, Ashford",PLACE_QC023001,PLACE_QC043007_1881
QC023003,1861,QC,"St. Aubert, Fournier","Fournier, St. Aubert",PLACE_QC164003,PLACE_QC043004_1861
QC023005,1861,QC,St. Jean,St. Jean Port Joli,PLACE_QC023005,PLACE_QC067008
QC024001,1861,QC,"Lachine, Parish",Lachine,PLACE_QC024001_1861,PLACE_QC158001_1881
QC024002,1861,QC,"Lachine, Village","Lachine, C",PLACE_QC108002,PLACE_QC076012
QC024006,1861,QC,"Ste. Geneviève, Village","Ste. Geneviève, VL",PLACE_QC162026,PLACE_QC076037
QC024008,1861,QC,St. Raphaël and Isle Bizard,Isle Bizard,PLACE_QC024008_1861,PLACE_QC108009
QC026007,1861,QC,Ste. Anne,Ste. Anne de la Pocatière,PLACE_QC042001,PLACE_QC061005
QC027002,1861,QC,"Laprairie, Parish",Laprairie,PLACE_QC027002,PLACE_QC064001
QC028001,1861,QC,St. François,St. François de Sales,PLACE_QC098006,PLACE_QC076043
QC028002,1861,QC,St. Martin,"St. Martin, par.",PLACE_QC028002,PLACE_QC076044
QC029008,1861,QC,St. Romuald d’Etchemin,St. Romuald,PLACE_QC029008,PLACE_QC066012
QC030001,1861,QC,"Lotbinière, VL",Lotbinière,PLACE_QC068023,PLACE_QC049003_1871
QC030005,1861,QC,Ste. Croix and Convent,Ste. Croix,PLACE_QC030005_1861,PLACE_QC068007
QC032005,1861,QC,Ireland,"Ireland, Coleraine",PLACE_QC032005,PLACE_QC050009
QC033002,1861,QC,Farnham,"Farnham, Town—Ville",PLACE_QC033002,PLACE_QC072014
QC033004,1861,QC,"Philipsburgh, Village","Philipsburg, Village",PLACE_QC033004,PLACE_QC072019
QC033006,1861,QC,"St. Armand, East",St. Armand E,PLACE_QC033006,PLACE_QC072005
QC034001,1861,QC,Chertsey,St. Théodore de Chertsey,PLACE_QC034001_1861,PLACE_QC073011
QC034004,1861,QC,"Rawdon, VL",St. Patrick,PLACE_QC073013_1921,PLACE_QC101006
QC034005,1861,QC,St. Alexis,"St. Alexis, VL",PLACE_QC176002,PLACE_QC073014_1921
QC034007,1861,QC,St. Jacques,"St. Jacques, VL",PLACE_QC034007,PLACE_QC073015_1921
QC036003,1861,QC,"Laval, VL",Laval,PLACE_QC078029,PLACE_QC178004
QC037001,1861,QC,St. Cyprien and Convent,St. Cyprien,PLACE_QC037001_1861,PLACE_QC161008
QC037014,1921,QC,"Lachute, T-V","Lachute, Town—Ville",PLACE_QC037014,PLACE_QC037014
QC038004,1861,QC,Nicolet and Seminary,"Nicolet, T-V",PLACE_QC038004_1861,PLACE_QC078024
QC038009,1881,QC,"Carleton, Township",Carleton,PLACE_QC038009_1881,PLACE_QC044001_1911
