tcpuid,year,persistent_place_id
ON080010,1911,PLACE_ON118022
ON118022,1921,PLACE_ON118022
ON080001,1911,PLACE_ON118001
ON118001,1921,PLACE_ON118001
ON080014,1911,PLACE_ON118028
ON118028,1921,PLACE_ON118028
ON080012,1911,PLACE_ON080012
ON086001,1911,PLACE_ON111017
ON111017,1921,PLACE_ON111017
ON088007,1911,PLACE_ON122017
ON122017,1921,PLACE_ON122017
ON089007,1911,PLACE_ON123013
ON123013,1921,PLACE_ON123013
ON089001,1911,PLACE_ON123004_1911
ON123004,1921,PLACE_ON123004_1911
ON081010,1901,PLACE_ON081010_1901
ON090009,1911,PLACE_ON090009
ON091010,1911,PLACE_ON124015
ON124015,1921,PLACE_ON124015
ON092004,1911,PLACE_ON125001_1921
ON092011,1911,PLACE_ON125004
ON092012,1911,PLACE_ON125005_1921
ON093004,1911,PLACE_ON126004
ON093009,1911,PLACE_ON093009_1911
ON098008,1911,PLACE_ON129008_1921
ON098007,1911,PLACE_ON129007_1911
ON129007,1921,PLACE_ON129007_1911
ON098022,1911,PLACE_ON129024
ON129024,1921,PLACE_ON129024
ON099006,1911,PLACE_ON130004
ON130004,1921,PLACE_ON130004
ON099058,1911,PLACE_ON130036
ON130036,1921,PLACE_ON130036
ON099062,1911,PLACE_ON130039
ON130039,1921,PLACE_ON130039
ON099008,1911,PLACE_ON130007
ON130007,1921,PLACE_ON130007
ON099011,1911,PLACE_ON146013
ON146013,1921,PLACE_ON146013
ON099068,1911,PLACE_ON146054
ON146054,1921,PLACE_ON146054
ON099159,1911,PLACE_ON130088
ON130088,1921,PLACE_ON130088
ON099165,1911,PLACE_ON148196
ON148196,1921,PLACE_ON148196
ON099070,1911,PLACE_ON148082
ON099030,1911,PLACE_ON148040
ON148040,1921,PLACE_ON148040
ON099076,1911,PLACE_ON148086
ON148086,1921,PLACE_ON148086
ON099017,1911,PLACE_ON148027
ON148027,1921,PLACE_ON148027
ON099082,1911,PLACE_ON148092
ON148092,1921,PLACE_ON148092
ON099120,1911,PLACE_ON148146
ON148146,1921,PLACE_ON148146
ON099035,1911,PLACE_ON130023
ON130023,1921,PLACE_ON130023
ON099014,1911,PLACE_ON099014
ON099036,1911,PLACE_ON142012_1911
ON142012,1921,PLACE_ON142012_1911
ON099102,1911,PLACE_ON142020
ON142020,1921,PLACE_ON142020
ON099073,1911,PLACE_ON142016
ON142016,1921,PLACE_ON142016
ON099112,1911,PLACE_ON146094
ON146094,1921,PLACE_ON146094
ON099050,1911,PLACE_ON146035
ON146035,1921,PLACE_ON146035
ON099060,1911,PLACE_ON146045
ON146045,1921,PLACE_ON146045
ON099052,1911,PLACE_ON146036
ON146036,1921,PLACE_ON146036
ON099126,1911,PLACE_ON146102
ON146102,1921,PLACE_ON146102
ON099168,1911,PLACE_ON148200
ON148200,1921,PLACE_ON148200
ON099078,1911,PLACE_ON148091
ON148091,1921,PLACE_ON148091
ON099053,1911,PLACE_ON148059
ON148059,1921,PLACE_ON148059
ON099085,1911,PLACE_ON148098
ON148098,1921,PLACE_ON148098
ON099069,1911,PLACE_ON148081
ON148081,1921,PLACE_ON148081
ON099072,1911,PLACE_ON146057
ON146057,1921,PLACE_ON146057
ON099005,1911,PLACE_ON146004
ON146004,1921,PLACE_ON146004
ON099067,1911,PLACE_ON146052
ON146052,1921,PLACE_ON146052
ON092032,1901,PLACE_ON092032
ON099084,1911,PLACE_ON146066
ON146066,1921,PLACE_ON146066
ON099003,1911,PLACE_ON146002
ON146002,1921,PLACE_ON146002
ON099031,1911,PLACE_ON146020
ON146020,1921,PLACE_ON146020
ON099089,1911,PLACE_ON099089
ON099163,1911,PLACE_ON146132
ON146132,1921,PLACE_ON146132
ON092038,1901,PLACE_ON092038
ON099146,1911,PLACE_ON099146
ON092048,1901,PLACE_ON092048
ON099119,1911,PLACE_ON130066
ON130066,1921,PLACE_ON130066
ON099026,1911,PLACE_ON130021
ON130021,1921,PLACE_ON130021
ON099080,1911,PLACE_ON130043
ON130043,1921,PLACE_ON130043
ON099125,1911,PLACE_ON146101
ON146101,1921,PLACE_ON146101
ON099148,1911,PLACE_ON099148
ON099160,1911,PLACE_ON130089
ON130089,1921,PLACE_ON130089
ON099098,1911,PLACE_ON099098
ON099040,1911,PLACE_ON148049
ON148049,1921,PLACE_ON148049
ON099127,1911,PLACE_ON148154
ON148154,1921,PLACE_ON148154
ON099049,1911,PLACE_ON148055
ON148055,1921,PLACE_ON148055
ON099093,1911,PLACE_ON148112
ON148112,1921,PLACE_ON148112
ON099092,1911,PLACE_ON148110
ON148110,1921,PLACE_ON148110
ON099034,1911,PLACE_ON148043
ON148043,1921,PLACE_ON148043
ON099139,1911,PLACE_ON099139
ON099107,1911,PLACE_ON148130
ON148130,1921,PLACE_ON148130
ON099113,1911,PLACE_ON148137
ON148137,1921,PLACE_ON148137
ON099999,1911,PLACE_ON099999
ON099090,1911,PLACE_ON148106
ON148106,1921,PLACE_ON148106
ON099140,1911,PLACE_ON148182
ON148182,1921,PLACE_ON148182
ON099071,1911,PLACE_ON148083
ON148083,1921,PLACE_ON148083
ON099150,1911,PLACE_ON099150
ON099083,1911,PLACE_ON148093
ON148093,1921,PLACE_ON148093
ON099149,1911,PLACE_ON099149
ON099124,1911,PLACE_ON099124
ON099108,1911,PLACE_ON099108
ON099147,1911,PLACE_ON130086
ON099157,1911,PLACE_ON099157
ON099095,1911,PLACE_ON099095
ON099166,1911,PLACE_ON148198
ON148198,1921,PLACE_ON148198
ON099087,1911,PLACE_ON099087
ON099039,1911,PLACE_ON148047
ON148047,1921,PLACE_ON148047
ON099161,1911,PLACE_ON148193
ON148193,1921,PLACE_ON148193
ON099007,1911,PLACE_ON148010
ON148010,1921,PLACE_ON148010
ON099059,1911,PLACE_ON148068
ON148068,1921,PLACE_ON148068
ON105003,1911,PLACE_ON105003_1911
ON105004,1911,PLACE_ON105004_1911
ON105008,1911,PLACE_ON105008_1911
ON106008,1911,PLACE_ON134017
ON134017,1921,PLACE_ON134017
ON108010,1911,PLACE_ON135012
ON135012,1921,PLACE_ON135012
ON108003,1911,PLACE_ON135004_1911
ON135004,1921,PLACE_ON135004_1911
ON108047,1911,PLACE_ON135050
ON135050,1921,PLACE_ON135050
ON108051,1911,PLACE_ON135054
ON135054,1921,PLACE_ON135054
ON108041,1911,PLACE_ON135046
ON135046,1921,PLACE_ON135046
ON108023,1911,PLACE_ON135032
ON135032,1921,PLACE_ON135032
ON108024,1911,PLACE_ON135027
ON135027,1921,PLACE_ON135027
ON108015,1911,PLACE_ON135017
ON135017,1921,PLACE_ON135017
ON091030,1901,PLACE_ON091030
ON108004,1911,PLACE_ON135005
ON135005,1921,PLACE_ON135005
ON108027,1911,PLACE_ON135030
ON135030,1921,PLACE_ON135030
ON108050,1911,PLACE_ON135019
ON135019,1921,PLACE_ON135019
ON108043,1911,PLACE_ON108043
ON108030,1911,PLACE_ON135034
ON135034,1921,PLACE_ON135034
ON108045,1911,PLACE_ON135048
ON135048,1921,PLACE_ON135048
ON108037,1911,PLACE_ON135041
ON108016,1911,PLACE_ON135018
ON135018,1921,PLACE_ON135018
ON108040,1911,PLACE_ON108040
ON108044,1911,PLACE_ON108044
ON111009,1911,PLACE_ON137017
ON137017,1921,PLACE_ON137017
ON112004,1911,PLACE_ON138004
ON138004,1921,PLACE_ON138004
ON112001,1911,PLACE_ON138001
ON138001,1921,PLACE_ON138001
ON115001,1911,PLACE_ON140001
ON115009,1911,PLACE_ON140009
ON140009,1921,PLACE_ON140009
ON115007,1911,PLACE_ON140007
ON116003,1911,PLACE_ON116003_1911
ON116006,1911,PLACE_ON116006_1911
ON116015,1911,PLACE_ON142034
ON142034,1921,PLACE_ON142034
ON116005,1911,PLACE_ON142010
ON142010,1921,PLACE_ON142010
ON116010,1911,PLACE_ON142027
ON142027,1921,PLACE_ON142027
ON116007,1911,PLACE_ON116007
ON116009,1911,PLACE_ON116009
ON110011,1901,PLACE_ON142031
ON116012,1911,PLACE_ON142031
ON142031,1921,PLACE_ON142031
ON116001,1911,PLACE_ON142002_1911
ON142002,1921,PLACE_ON142002_1911
ON116014,1911,PLACE_ON142033
ON142033,1921,PLACE_ON142033
ON117010,1911,PLACE_ON142019
ON142019,1921,PLACE_ON142019
ON117004,1911,PLACE_ON142009_1911
ON142009,1921,PLACE_ON142009_1911
ON117008,1911,PLACE_ON142015
ON142015,1921,PLACE_ON142015
ON117018,1911,PLACE_ON142041
ON142041,1921,PLACE_ON142041
ON117013,1911,PLACE_ON142026
ON142026,1921,PLACE_ON142026
ON118010,1911,PLACE_ON105012
ON105012,1921,PLACE_ON105012
ON119009,1911,PLACE_ON144027
ON144027,1921,PLACE_ON144027
ON119010,1911,PLACE_ON144031
ON144031,1921,PLACE_ON144031
ON119005,1911,PLACE_ON144014
ON144014,1921,PLACE_ON144014
ON119011,1911,PLACE_ON144017
ON144017,1921,PLACE_ON144017
ON122006,1911,PLACE_ON145006
ON145006,1921,PLACE_ON145006
ON123114,1911,PLACE_ON123114
ON123129,1911,PLACE_ON123129
ON123071,1911,PLACE_ON123071
ON116001,1901,PLACE_ON124002_1901
ON124002,1911,PLACE_ON124002_1901
ON117002,1901,PLACE_ON117002_1901
ON127002,1911,PLACE_ON127002_1911
ON124001,1911,PLACE_ON124001_1911
ON125002,1911,PLACE_ON125002_1911
ON117003,1901,PLACE_ON117003_1901
ON126002,1911,PLACE_ON126002_1911
ON118002,1901,PLACE_ON118002_1901
ON124003,1911,PLACE_ON124003_1911
ON127004,1911,PLACE_ON127004
ON118003,1901,PLACE_ON118003_1901
ON124004,1911,PLACE_ON124004_1911
ON127005,1911,PLACE_ON127005
ON129001,1911,PLACE_ON116001
ON116001,1921,PLACE_ON116001
ON129017,1911,PLACE_ON116011
ON116011,1921,PLACE_ON116011
ON129007,1911,PLACE_ON149004
ON149004,1921,PLACE_ON149004
ON129999,1911,PLACE_ON129999
ON129014,1911,PLACE_ON116007_1911
ON116007,1921,PLACE_ON116007_1911
ON129015,1911,PLACE_ON116008
ON116008,1921,PLACE_ON116008
ON129009,1911,PLACE_ON116005_1911
ON116005,1921,PLACE_ON116005_1911
ON129036,1911,PLACE_ON129036
ON129008,1911,PLACE_ON116004
ON116004,1921,PLACE_ON116004
ON129016,1911,PLACE_ON116009_1911
ON116009,1921,PLACE_ON116009_1911
ON129020,1911,PLACE_ON129020_1911
ON129018,1911,PLACE_ON129018_1911
ON129026,1911,PLACE_ON116016
ON116016,1921,PLACE_ON116016
ON129028,1911,PLACE_ON116017
ON116017,1921,PLACE_ON116017
ON129023,1911,PLACE_ON116013
ON116013,1921,PLACE_ON116013
ON135002,1911,PLACE_ON153002
ON135009,1911,PLACE_ON135009
ON136006,1911,PLACE_ON154014
ON154014,1921,PLACE_ON154014
ON138002,1911,PLACE_ON138002_1911
ON054082,1911,PLACE_ON127017
ON127017,1921,PLACE_ON127017
ON055025,1911,PLACE_ON055025
ON044064,1901,PLACE_ON044064
ON123029,1911,PLACE_ON123029
ON123036,1911,PLACE_ON147008
ON147008,1921,PLACE_ON147008
ON123079,1911,PLACE_ON147024
ON147024,1921,PLACE_ON147024
ON123001,1911,PLACE_ON141001
ON141001,1921,PLACE_ON141001
ON123125,1911,PLACE_ON141048
ON141048,1921,PLACE_ON141048
ON126001,1911,PLACE_ON126001_1911
ON129009,1901,PLACE_ON129009_1901
ON126003,1911,PLACE_ON126003_1911
ON129003,1911,PLACE_ON129003_1911
ON054087,1911,PLACE_ON102079
ON102079,1921,PLACE_ON102079
ON054111,1911,PLACE_ON054111
ON054100,1911,PLACE_ON102096
ON102096,1921,PLACE_ON102096
ON054072,1911,PLACE_ON054072
ON099002,1911,PLACE_ON099002
ON099094,1911,PLACE_ON130046
ON130046,1921,PLACE_ON130046
ON099142,1911,PLACE_ON130082
ON130082,1921,PLACE_ON130082
ON099046,1911,PLACE_ON130028
ON130028,1921,PLACE_ON130028
ON099155,1911,PLACE_ON146011
ON146011,1921,PLACE_ON146011
ON099132,1911,PLACE_ON146109
ON146109,1921,PLACE_ON146109
ON099074,1911,PLACE_ON146058
ON146058,1921,PLACE_ON146058
ON054044,1911,PLACE_ON146055
ON146055,1921,PLACE_ON146055
ON054058,1911,PLACE_ON146081
ON146081,1921,PLACE_ON146081
ON054052,1911,PLACE_ON102051
ON102051,1921,PLACE_ON102051
ON054033,1911,PLACE_ON102017
ON102017,1921,PLACE_ON102017
ON054060,1911,PLACE_ON054060
ON054035,1911,PLACE_ON146042
ON146042,1921,PLACE_ON146042
ON054039,1911,PLACE_ON146047
ON146047,1921,PLACE_ON146047
ON054085,1911,PLACE_ON146110
ON146110,1921,PLACE_ON146110
ON054004,1911,PLACE_ON146006
ON146006,1921,PLACE_ON146006
ON054031,1911,PLACE_ON054031
ON099018,1911,PLACE_ON146014
ON146014,1921,PLACE_ON146014
ON099048,1911,PLACE_ON146032
ON146032,1921,PLACE_ON146032
ON099037,1911,PLACE_ON146025
ON146025,1921,PLACE_ON146025
ON054098,1911,PLACE_ON146120
ON146120,1921,PLACE_ON146120
ON054074,1911,PLACE_ON054074
ON054032,1911,PLACE_ON054032
ON054028,1911,PLACE_ON146033
ON146033,1921,PLACE_ON146033
ON099056,1911,PLACE_ON146040
ON146040,1921,PLACE_ON146040
ON099027,1911,PLACE_ON146130
ON099045,1911,PLACE_ON146029
ON146029,1921,PLACE_ON146029
ON099114,1911,PLACE_ON146096
ON099081,1911,PLACE_ON146062
ON146062,1921,PLACE_ON146062
ON099042,1911,PLACE_ON146027
ON146027,1921,PLACE_ON146027
ON054021,1911,PLACE_ON054021
ON054073,1911,PLACE_ON054073
ON054064,1911,PLACE_ON054064
ON054061,1911,PLACE_ON054061
ON054077,1911,PLACE_ON054077
ON054091,1911,PLACE_ON054091
ON054106,1911,PLACE_ON054106
ON099020,1911,PLACE_ON148031
ON148031,1921,PLACE_ON148031
ON099128,1911,PLACE_ON148156
ON148156,1921,PLACE_ON148156
ON099041,1911,PLACE_ON099041
ON099096,1911,PLACE_ON130047
ON130047,1921,PLACE_ON130047
ON099156,1911,PLACE_ON099156
ON099033,1911,PLACE_ON099033
ON099158,1911,PLACE_ON099158
ON099121,1911,PLACE_ON099121
ON099110,1911,PLACE_ON130058
ON130058,1921,PLACE_ON130058
ON099136,1911,PLACE_ON130076
ON130076,1921,PLACE_ON130076
ON099115,1911,PLACE_ON130062
ON130062,1921,PLACE_ON130062
ON099123,1911,PLACE_ON130069
ON130069,1921,PLACE_ON130069
ON099064,1911,PLACE_ON099064
ON099144,1911,PLACE_ON099144
ON054079,1911,PLACE_ON054079
ON054075,1911,PLACE_ON054075
ON054049,1911,PLACE_ON054049
ON054026,1911,PLACE_ON148054
ON148054,1921,PLACE_ON148054
ON054095,1911,PLACE_ON148176
ON148176,1921,PLACE_ON148176
ON099088,1911,PLACE_ON148105
ON148105,1921,PLACE_ON148105
ON054103,1911,PLACE_ON148184
ON148184,1921,PLACE_ON148184
ON054015,1911,PLACE_ON054015
ON054011,1911,PLACE_ON054011
ON054068,1911,PLACE_ON148142
ON148142,1921,PLACE_ON148142
ON054027,1911,PLACE_ON148053
ON148053,1921,PLACE_ON148053
ON054086,1911,PLACE_ON148161
ON148161,1921,PLACE_ON148161
ON099028,1911,PLACE_ON148038
ON148038,1921,PLACE_ON148038
ON054099,1911,PLACE_ON148181
ON148181,1921,PLACE_ON148181
ON099138,1911,PLACE_ON148175
ON148175,1921,PLACE_ON148175
ON054063,1911,PLACE_ON054063
ON054104,1911,PLACE_ON148185
ON148185,1921,PLACE_ON148185
ON054076,1911,PLACE_ON148090
ON148090,1921,PLACE_ON148090
ON099105,1911,PLACE_ON148128
ON148128,1921,PLACE_ON148128
ON099061,1911,PLACE_ON148074
ON148074,1921,PLACE_ON148074
ON099055,1911,PLACE_ON148063
ON148063,1921,PLACE_ON148063
ON099051,1911,PLACE_ON148058
ON148058,1921,PLACE_ON148058
ON099077,1911,PLACE_ON148087
ON148087,1921,PLACE_ON148087
ON099066,1911,PLACE_ON148078
ON148078,1921,PLACE_ON148078
ON099137,1911,PLACE_ON148172
ON148172,1921,PLACE_ON148172
ON099029,1911,PLACE_ON148039
ON148039,1921,PLACE_ON148039
ON099111,1911,PLACE_ON148134
ON148134,1921,PLACE_ON148134
ON099141,1911,PLACE_ON148183
ON148183,1921,PLACE_ON148183
ON099109,1911,PLACE_ON099109
ON099134,1911,PLACE_ON148162
ON148162,1921,PLACE_ON148162
ON099016,1911,PLACE_ON148026
ON148026,1921,PLACE_ON148026
ON099013,1911,PLACE_ON099013
ON099038,1911,PLACE_ON148044
ON148044,1921,PLACE_ON148044
ON099023,1911,PLACE_ON099023
ON099019,1911,PLACE_ON148030
ON148030,1921,PLACE_ON148030
ON099162,1911,PLACE_ON148194
ON148194,1921,PLACE_ON148194
ON099063,1911,PLACE_ON148075
ON148075,1921,PLACE_ON148075
ON054097,1911,PLACE_ON054097
ON054034,1911,PLACE_ON054034
ON099075,1911,PLACE_ON148085
ON148085,1921,PLACE_ON148085
ON099009,1911,PLACE_ON148013
ON148013,1921,PLACE_ON148013
ON099004,1911,PLACE_ON099004
ON099044,1911,PLACE_ON099044
ON099054,1911,PLACE_ON148062
ON148062,1921,PLACE_ON148062
ON099164,1911,PLACE_ON148195
ON148195,1921,PLACE_ON148195
ON099032,1911,PLACE_ON148042
ON148042,1921,PLACE_ON148042
ON099103,1911,PLACE_ON148127
ON148127,1921,PLACE_ON148127
ON099117,1911,PLACE_ON148145
ON148145,1921,PLACE_ON148145
ON099133,1911,PLACE_ON148160
ON148160,1921,PLACE_ON148160
ON099130,1911,PLACE_ON148158
ON148158,1921,PLACE_ON148158
ON099151,1911,PLACE_ON099151
ON099116,1911,PLACE_ON148144
ON148144,1921,PLACE_ON148144
ON099091,1911,PLACE_ON099091
ON099101,1911,PLACE_ON148124
ON148124,1921,PLACE_ON148124
ON099010,1911,PLACE_ON148015
ON148015,1921,PLACE_ON148015
ON099152,1911,PLACE_ON099152
ON099122,1911,PLACE_ON148147
ON148147,1921,PLACE_ON148147
ON099015,1911,PLACE_ON099015
ON054067,1911,PLACE_ON054067
ON099153,1911,PLACE_ON099153
ON099145,1911,PLACE_ON099145
ON138003,1911,PLACE_ON138003_1911
ON094001,1911,PLACE_ON094001
ON123039,1911,PLACE_ON123039
ON044049,1901,PLACE_ON044049
ON123100,1911,PLACE_ON123100
ON055034,1911,PLACE_ON102110
ON102110,1921,PLACE_ON102110
ON123014,1911,PLACE_ON141008
ON141008,1921,PLACE_ON141008
ON123053,1911,PLACE_ON147016
ON147016,1921,PLACE_ON147016
ON054107,1911,PLACE_ON054107
ON055028,1911,PLACE_ON055028
ON123077,1911,PLACE_ON141036
ON141036,1921,PLACE_ON141036
ON054030,1911,PLACE_ON127012
ON127012,1921,PLACE_ON127012
ON054110,1911,PLACE_ON054110
ON054007,1911,PLACE_ON127004_1911
ON127004,1921,PLACE_ON127004_1911
ON054088,1911,PLACE_ON054088
ON054002,1911,PLACE_ON127001_1911
ON127001,1921,PLACE_ON127001_1911
ON054081,1911,PLACE_ON102076
ON102076,1921,PLACE_ON102076
ON055017,1911,PLACE_ON102061
ON055013,1911,PLACE_ON102046
ON054045,1911,PLACE_ON054045
ON054040,1911,PLACE_ON102027
ON102027,1921,PLACE_ON102027
ON054042,1911,PLACE_ON102028
ON102028,1921,PLACE_ON102028
ON055019,1911,PLACE_ON102070
ON102070,1921,PLACE_ON102070
ON055001,1911,PLACE_ON102004
ON102004,1921,PLACE_ON102004
ON055027,1911,PLACE_ON102095
ON102095,1921,PLACE_ON102095
ON055003,1911,PLACE_ON102013
ON102013,1921,PLACE_ON102013
ON055008,1911,PLACE_ON102031
ON102031,1921,PLACE_ON102031
ON055026,1911,PLACE_ON055026
ON055031,1911,PLACE_ON055031
ON055012,1911,PLACE_ON055012
ON055015,1911,PLACE_ON055015
ON055022,1911,PLACE_ON102077
ON102077,1921,PLACE_ON102077
ON055007,1911,PLACE_ON055007
ON123056,1911,PLACE_ON147019
ON147019,1921,PLACE_ON147019
ON123013,1911,PLACE_ON147003
ON147003,1921,PLACE_ON147003
ON123059,1911,PLACE_ON147020
ON147020,1921,PLACE_ON147020
ON123006,1911,PLACE_ON147001
ON147001,1921,PLACE_ON147001
ON123117,1911,PLACE_ON123117
ON123024,1911,PLACE_ON147006
ON147006,1921,PLACE_ON147006
ON123072,1911,PLACE_ON147022
ON147022,1921,PLACE_ON147022
ON123102,1911,PLACE_ON123102
ON123027,1911,PLACE_ON123027
ON123055,1911,PLACE_ON147018
ON147018,1921,PLACE_ON147018
ON123105,1911,PLACE_ON123105
ON123042,1911,PLACE_ON147010
ON147010,1921,PLACE_ON147010
ON123078,1911,PLACE_ON123078
ON123012,1911,PLACE_ON147002
ON147002,1921,PLACE_ON147002
ON123093,1911,PLACE_ON123093
ON123106,1911,PLACE_ON123106
ON123065,1911,PLACE_ON141032
ON141032,1921,PLACE_ON141032
ON123038,1911,PLACE_ON147011
ON147011,1921,PLACE_ON147011
ON123017,1911,PLACE_ON123017_1911
ON123034,1911,PLACE_ON141019
ON054066,1911,PLACE_ON054066
ON054069,1911,PLACE_ON146114
ON146114,1921,PLACE_ON146114
ON054105,1911,PLACE_ON054105
ON123126,1911,PLACE_ON123126
ON123004,1911,PLACE_ON141003
ON141003,1921,PLACE_ON141003
ON123101,1911,PLACE_ON123101
ON123066,1911,PLACE_ON141033
ON141033,1921,PLACE_ON141033
ON123109,1911,PLACE_ON123109
ON123108,1911,PLACE_ON123108
ON123041,1911,PLACE_ON147013
ON147013,1921,PLACE_ON147013
ON123046,1911,PLACE_ON141024
ON141024,1921,PLACE_ON141024
ON123009,1911,PLACE_ON141006
ON141006,1921,PLACE_ON141006
ON123011,1911,PLACE_ON141007
ON141007,1921,PLACE_ON141007
ON123115,1911,PLACE_ON123115
ON123020,1911,PLACE_ON141014
ON141014,1921,PLACE_ON141014
ON123091,1911,PLACE_ON141040
ON141040,1921,PLACE_ON141040
ON123073,1911,PLACE_ON141034
ON141034,1921,PLACE_ON141034
ON123058,1911,PLACE_ON123058
ON123110,1911,PLACE_ON123110
ON123094,1911,PLACE_ON141042
ON141042,1921,PLACE_ON141042
ON123015,1911,PLACE_ON141009
ON141009,1921,PLACE_ON141009
ON123113,1911,PLACE_ON123113
ON123016,1911,PLACE_ON141010
ON141010,1921,PLACE_ON141010
ON123030,1911,PLACE_ON141018
ON141018,1921,PLACE_ON141018
ON123043,1911,PLACE_ON141022
ON141022,1921,PLACE_ON141022
ON123083,1911,PLACE_ON141038
ON141038,1921,PLACE_ON141038
ON123057,1911,PLACE_ON141028
ON141028,1921,PLACE_ON141028
ON123051,1911,PLACE_ON141027
ON141027,1921,PLACE_ON141027
ON123007,1911,PLACE_ON141005
ON141005,1921,PLACE_ON141005
ON123104,1911,PLACE_ON123104
ON123021,1911,PLACE_ON147004
ON147004,1921,PLACE_ON147004
ON123116,1911,PLACE_ON123116
ON123111,1911,PLACE_ON123111
ON123061,1911,PLACE_ON123061
ON123023,1911,PLACE_ON141016
ON123062,1911,PLACE_ON141029
ON141029,1921,PLACE_ON141029
ON123064,1911,PLACE_ON141031
ON141031,1921,PLACE_ON141031
ON123074,1911,PLACE_ON141035
ON141035,1921,PLACE_ON141035
ON123081,1911,PLACE_ON141037
ON141037,1921,PLACE_ON141037
ON123063,1911,PLACE_ON141030
ON141030,1921,PLACE_ON141030
ON123112,1911,PLACE_ON123112
ON123018,1911,PLACE_ON141012
ON141012,1921,PLACE_ON141012
ON123086,1911,PLACE_ON141039
ON141039,1921,PLACE_ON141039
ON123037,1911,PLACE_ON141020
ON141020,1921,PLACE_ON141020
ON123096,1911,PLACE_ON147027
ON147027,1921,PLACE_ON147027
ON123048,1911,PLACE_ON141026
ON123005,1911,PLACE_ON141004
ON141004,1921,PLACE_ON141004
ON123099,1911,PLACE_ON123099
ON123128,1911,PLACE_ON123128
ON123098,1911,PLACE_ON123098
ON123031,1911,PLACE_ON120009_1911
ON120009,1921,PLACE_ON120009_1911
ON123118,1911,PLACE_ON123118
ON055029,1911,PLACE_ON055029
ON123045,1911,PLACE_ON120011
ON120011,1921,PLACE_ON120011
ON123087,1911,PLACE_ON120025
ON120025,1921,PLACE_ON120025
ON123002,1911,PLACE_ON120001_1911
ON120001,1921,PLACE_ON120001_1911
ON123085,1911,PLACE_ON120023
ON120023,1921,PLACE_ON120023
ON123095,1911,PLACE_ON120029
ON123026,1911,PLACE_ON123026
ON123103,1911,PLACE_ON123103
ON123090,1911,PLACE_ON120027
ON120027,1921,PLACE_ON120027
ON123022,1911,PLACE_ON120005_1911
ON120005,1921,PLACE_ON120005_1911
ON123070,1911,PLACE_ON120021
ON120021,1921,PLACE_ON120021
ON123049,1911,PLACE_ON120013
ON120013,1921,PLACE_ON120013
ON123107,1911,PLACE_ON123107
ON123035,1911,PLACE_ON123035
ON123008,1911,PLACE_ON120002_1911
ON120002,1921,PLACE_ON120002_1911
ON123069,1911,PLACE_ON120020
ON120020,1921,PLACE_ON120020
ON123075,1911,PLACE_ON123075
ON123028,1911,PLACE_ON123028
ON123068,1911,PLACE_ON120019
ON120019,1921,PLACE_ON120019
ON123080,1911,PLACE_ON123080
ON123082,1911,PLACE_ON123082
ON123089,1911,PLACE_ON123089
ON123092,1911,PLACE_ON120028
ON120028,1921,PLACE_ON120028
ON123025,1911,PLACE_ON123025
ON123032,1911,PLACE_ON123032
ON055004,1911,PLACE_ON055004
ON123084,1911,PLACE_ON123084
ON123076,1911,PLACE_ON123076
SK212014,1911,PLACE_SK212014
SK212017,1911,PLACE_SK212017
SK212005,1911,PLACE_SK212005
SK212016,1911,PLACE_SK212016
SK208006,1911,PLACE_SK208006
SK212003,1911,PLACE_SK212003
SK208004,1911,PLACE_SK208004
SK208005,1911,PLACE_SK208005
SK212008,1911,PLACE_SK212008
SK208011,1911,PLACE_SK208011
SK208003,1911,PLACE_SK208003
SK208007,1911,PLACE_SK208007
SK212009,1911,PLACE_SK212009
SK208020,1911,PLACE_SK208020
SK208008,1911,PLACE_SK208008
AB002003,1911,PLACE_AB002003
NT218001,1911,PLACE_NT218001
NT218999,1911,PLACE_NT218999
BC008002,1911,PLACE_BC214001
BC009010,1911,PLACE_BC211006
BC211006,1921,PLACE_BC211006
BC009014,1911,PLACE_BC009014
BC005007,1901,PLACE_BC005007_1901
BC009012,1911,PLACE_BC211008
BC211008,1921,PLACE_BC211008
BC009015,1911,PLACE_BC211010
BC211010,1921,PLACE_BC211010
BC009013,1911,PLACE_BC211009
BC211009,1921,PLACE_BC211009
BC010008,1911,PLACE_BC212008
BC212008,1921,PLACE_BC212008
BC010003,1911,PLACE_BC212003
BC212003,1921,PLACE_BC212003
BC010007,1911,PLACE_BC010007
BC011006,1911,PLACE_BC209005
BC209005,1921,PLACE_BC209005
BC011004,1911,PLACE_BC213002
BC213002,1921,PLACE_BC213002
BC012002,1911,PLACE_BC216002
BC216002,1921,PLACE_BC216002
BC011009,1911,PLACE_BC011009
BC011008,1911,PLACE_BC011008
BC012004,1911,PLACE_BC012004
BC014014,1911,PLACE_BC207008
BC207008,1921,PLACE_BC207008
BC014001,1911,PLACE_BC207001
BC014009,1911,PLACE_BC218007
BC218007,1921,PLACE_BC218007
BC014012,1911,PLACE_BC207007
BC207007,1921,PLACE_BC207007
BC009009,1911,PLACE_BC210006
BC210006,1921,PLACE_BC210006
BC009008,1911,PLACE_BC210005
BC210005,1921,PLACE_BC210005
BC009003,1911,PLACE_BC210003
BC009002,1911,PLACE_BC210002
BC012003,1911,PLACE_BC012003
BC008005,1911,PLACE_BC214002
BC003002,1901,PLACE_BC208002
BC008006,1911,PLACE_BC208006
BC208006,1921,PLACE_BC208006
BC008003,1911,PLACE_BC208002
