tcpuid_from,year_from,name_from,tcpuid_to,year_to,name_to,province,iou,name_similarity
ON112001,1861,St. Andrews’ Ward,ON046002,1871,"Toronto, St. Andrew’s Ward—Quartier",ON,1.0,59.23
ON112004,1861,St. James’ Ward,ON047002,1871,"Toronto, St. James' Ward—Quartier",ON,1.0,58.33
ON112002,1861,St. Davids’ Ward,ON047003,1871,"Toronto, St. David’s Ward—Quartier",ON,1.0,59.5
ON112007,1861,St. Patricks’ Ward,ON046003,1871,"Toronto, St. Patrick’s Ward—Quartier",ON,1.0,60.23
ON098001,1861,Adjala,ON040004,1871,Adjala,ON,1.0,78.57
ON093012,1861,"Peterborough, Town of",ON056003,1871,"Peterborough, Town—Ville",ON,1.0,76.0
ON101004,1861,"Hamburg, Village",ON031002,1871,"New Hamburg, Village",ON,1.0,80.0
ON104005,1861,"Dundas, Town of",ON023003,1871,"Dundas, Town—Ville",ON,1.0,68.91
ON108001,1861,St. Andrews’ Ward,ON024003,1871,"Hamilton, St. Andrew’s Ward—Quartier",ON,1.0,72.26
ON066999,1861,NO DATA,ON028008,1871,Lindsay and Bury,ON,1.0,37.98
ON089013,1861,"Whitby, Town of",ON048003,1871,"Whitby, Town—Ville",ON,1.0,67.71
ON088004,1861,"Cobourg, Town of",ON054002,1871,"Cobourg, Town—Ville",ON,1.0,73.0
ON109007,1861,Victoria Ward,ON066001,1871,"Kingston, Victoria Ward—Quartier",ON,1.0,70.44
ON109006,1861,Sydenham Ward,ON066006,1871,"Kingston, Sydenham Ward—Quartier",ON,1.0,70.44
ON109004,1861,Rideau Ward,ON066002,1871,"Kingston, Rideau Ward—Quartier",ON,1.0,67.56
ON109001,1861,Cataraqui Ward,ON066007,1871,"Kingston, Cataraqui Ward—Quartier",ON,1.0,71.7
ON109003,1861,Ontario Ward,ON066005,1871,"Kingston, Ontario Ward—Quartier",ON,1.0,69.07
ON109005,1861,St. Lawrence Ward,ON066004,1871,"Kingston, St. Lawrence Ward—Quartier",ON,1.0,74.91
ON111002,1861,Ottawa Ward,ON077005,1871,"Ottawa, Ottawa Ward—Quartier",ON,1.0,55.14
ON111005,1861,Wellington Ward,ON077001,1871,"Ottawa, Wellington Ward—Quartier",ON,1.0,60.33
ON082003,1861,Burgess,ON079004,1871,"Burgess, N",ON,1.0,60.37
ON084005,1861,Denbigh and Abinger,ON064005,1871,"Denbigh, Abinger, Ashby, Effingham",ON,1.0,60.88
ON093014,1861,Snowden,ON058004,1871,"Snowden, Glamorgan",ON,1.0,45.41
ON093001,1861,Ashburton,ON057002,1871,"Ashburnham, Village",ON,0.9984,56.18
ON098999,1861,NO DATA,ON085999,1871,NO DATA,ON,0.9822,79.23
QC002011,1861,St. Jérôme,QC096008,1871,Mille Isles,QC,1.0,43.33
QC004009,1861,Upton,QC122008,1871,St. Ephrem,QC,1.0,39.33
QC005017,1861,Ste. Marie de la Beauce,QC158002,1871,Ste. Marie,QC,1.0,64.92
QC006004,1861,St. Louis de Gonzague,QC111005,1871,St. Louis,QC,1.0,72.0
QC006001,1861,Beauharnois,QC111002,1871,"Beauharnois, Town—Ville",QC,1.0,75.29
QC007999,1861,NO DATA,QC162004,1871,"Mailloux, Roux, Bellechasse, Daaquam",QC,1.0,41.66
QC008002,1861,"Berthier, Village and Convent",QC103004,1871,"Berthier, Town—Ville",QC,1.0,72.86
QC009003,1861,Daniel (Port),QC169001,1871,Port Daniel,QC,1.0,65.0
QC012005,1861,Ste. Anne,QC132007,1871,Ste. Anne de la Pérade,QC,1.0,65.19
QC012001,1861,Batiscan,QC132005,1871,St. François Xavier,QC,1.0,45.29
QC013009,1861,St. Etienne (Murray Bay),QC149009,1871,Malbaie,QC,1.0,48.06
QC013006,1861,Petite Rivière St. François-Xavier,QC149001,1871,Petite Rivière,QC,1.0,70.83
QC014003,1861,St. Joachim de Chateauguay,QC112001,1871,St. Joachim,QC,1.0,71.62
QC056001,1861,Lake of Two Mountains,QC097002,1871,Lac des Deux Montagnes,QC,1.0,54.63
QC056007,1861,"St. Eustache, Parish",QC097004,1871,St. Eustache,QC,1.0,68.06
QC056013,1861,"Ste. Scholastique, Parish",QC097009,1871,Ste. Scholastique,QC,1.0,72.22
QC056012,1861,"Ste. Scholastique, Village and Convent",QC097010,1871,"Ste. Scholastique, Village",QC,1.0,72.43
QC019007,1861,Grand River,QC172004,1871,Grande-Rivière,QC,1.0,71.83
QC019014,1861,Ste. Anne,QC170002,1871,Ste. Anne des Monts,QC,1.0,63.75
QC021007,1861,St. Régis and Dundee,QC114004,1871,Dundee,QC,1.0,55.38
QC021005,1861,"Huntingdon, Village, and Godmanchester",QC114001,1871,Godmanchester,QC,0.9819,58.76
QC024001,1861,"Lachine, Parish",QC108001,1871,Lachine,QC,1.0,74.55
QC024008,1861,St. Raphaël and Isle Bizard,QC108009,1871,Isle Bizard,QC,1.0,70.53
QC027002,1861,"Laprairie, Parish",QC115001,1871,Laprairie,QC,1.0,78.46
QC027005,1861,St. Jacques le Mineur,QC115004,1871,St. Jacques,QC,1.0,78.12
QC037001,1861,St. Cyprien and Convent,QC116006,1871,St. Cyprien,QC,1.0,75.29
QC001007,1861,St. Henri de Mascouche,QC100002,1871,St. Henri,QC,1.0,70.65
QC029003,1861,St. Etienne de Lauzon,QC154005,1871,St. Etienne,QC,1.0,64.79
QC029008,1861,St. Romuald d’Etchemin,QC154003,1871,Etchemin,QC,1.0,54.0
QC023002,1861,L’Islet,QC164001,1871,"L’lslet, St. Eugène",QC,1.0,62.31
QC023005,1861,St. Jean,QC164002,1871,St. Jean Port-Joli,QC,1.0,73.08
QC023001,1861,Ashford,QC164006,1871,"Ste. Louise, Ashford",QC,1.0,66.3
QC030005,1861,Ste. Croix and Convent,QC155005,1871,Ste. Croix,QC,1.0,73.75
QC030008,1861,St. Jean Deschaillons,QC155001,1871,St. Jean,QC,0.9985,68.62
QC032005,1861,Ireland,QC156007,1871,"Ireland, Coleraine",QC,1.0,69.2
QC033007,1861,St. George de Clarenceville,QC125002,1871,St. George,QC,1.0,67.84
QC033004,1861,"Philipsburgh, Village",QC125004,1871,Philipsburg,QC,1.0,78.12
QC034004,1861,Rawdon,QC101006,1871,St. Patrick,QC,1.0,38.24
QC034001,1861,Chertsey,QC101008,1871,St. Thédodore,QC,1.0,50.0
QC061003,1861,St. Ann’s Ward,QC106001,1871,"Montréal, Ste. Anne Ward—Quartier",QC,1.0,51.74
QC061009,1861,West Ward,QC104001,1871,"Montréal, Ouest Ward—Quartier",QC,1.0,44.96
QC061002,1861,East Ward,QC104003,1871,"Montréal, Est Ward—Quartier",QC,1.0,46.59
QC061005,1861,St. James’ Ward,QC105002,1871,"Montréal, St. Jacques Ward—Quartier",QC,0.9806,53.54
QC061008,1861,St. Mary’s Ward,QC105003,1871,"Montréal, Ste. Marie Ward—Quartier",QC,0.9923,51.43
QC038004,1861,Nicolet and Seminary,QC135001,1871,Nicolet,QC,1.0,66.3
QC038009,1861,St. Pierre,QC135008,1871,St. Pierre les Becquets,QC,1.0,72.42
QC040007,1861,Isle du Calumet,QC091008,1871,Calumet,QC,1.0,67.88
QC062004,1861,Palace Ward,QC146001,1871,"Québec, du Palais Ward—Quartier",QC,1.0,43.33
QC062005,1861,St. Johns’ Ward,QC146002,1871,"Québec, St. Jean Ward—Quartier",QC,1.0,47.56
QC062006,1861,St. Lewis’ Ward,QC146003,1871,"Québec, St. Louis Ward—Quartier",QC,1.0,49.86
QC062002,1861,Jacques Cartier Ward,QC147002,1871,"Québec, Jacques Cartier Ward—Quartier",QC,1.0,64.12
QC062008,1861,St. Rochs’ Ward,QC147001,1871,"Québec, St. Roch Ward—Quartier",QC,1.0,55.44
QC062001,1861,Champlain Ward,QC145002,1871,"Québec, Champlain Ward—Quartier",QC,1.0,57.4
QC062007,1861,St. Peters’ Ward,QC145001,1871,"Québec, St. Pierre Ward—Quartier",QC,1.0,48.85
QC042007,1861,St. Ambroise,QC144004,1871,La Jeune Lorette,QC,1.0,45.0
QC043004,1861,"St. Ours, Parish",QC120002,1871,St. Ours,QC,1.0,76.67
QC044003,1861,"Danville, Village, Academy and College of St. Francis",QC138007,1871,"Danville, Village",QC,1.0,64.0
QC045001,1861,Bic,QC167004,1871,Ste. Cécile du Bic,QC,1.0,41.82
QC045004,1861,"Matane, Township",QC168006,1871,Matane,QC,1.0,62.18
QC046008,1861,St. Paul d’Abbotsford,QC123010,1871,Abbotsford,QC,1.0,75.16
QC046002,1861,"Marieville, College and Convent",QC123006,1871,Marieville,QC,1.0,64.15
QC050005,1861,St. Denis and Convent,QC121004,1871,St. Denis,QC,1.0,72.0
QC050006,1861,"St. Hyacinthe, Seminary and Convent",QC121008,1871,"St. Hyacinthe, Town—Ville",QC,1.0,74.33
QC051003,1861,"St. Jean, Parish",QC117004,1871,St. Jean,QC,1.0,67.84
QC051006,1861,Ste. Marguerite (L’Acadie),QC117003,1871,L’Acadie,QC,1.0,54.12
QC051004,1861,"St. Johns, Town of",QC117005,1871,"St. Jean, Town—Ville",QC,1.0,65.39
QC049005,1861,St. Joseph and Convent,QC110007,1871,Soulanges,QC,1.0,52.58
QC054011,1861,St. Patrice de la Rivière du Loup,QC166002,1871,Rivière du Loup,QC,1.0,73.75
QC055012,1861,"Terrebonne, Village, and College Masson",QC099001,1871,"Terrebonne, Town—Ville",QC,1.0,69.02
QC063005,1861,St. Phillips’ Ward,QC131001,1871,"Trois-Rivières, St. Philippe Ward—Quartier",QC,1.0,50.88
QC057006,1861,"Vaudreuil, Parish",QC109002,1871,Vaudreuil,QC,1.0,78.46
QC047010,1861,Island of Anticosti,QC152005,1871,Anticosti,QC,1.0,52.5
QC001005,1861,Lachenaie,QC100001,1871,St. Charles,QC,1.0,58.0
QC043008,1861,"Sorel, Town, College and Convent",QC120006,1871,"Sorel, Town—Ville",QC,1.0,70.0
QC049002,1861,Cedars,QC110006,1871,Les Cèdres,QC,1.0,65.0
QC055010,1861,"Ste. Thérèse de Blainville, Village and College",QC099004,1871,"Ste. Thérèse, Village",QC,1.0,73.24
QC063003,1861,Notre Dame Ward,QC131004,1871,"Trois-Rivières, Notre Dame Ward—Quartier",QC,1.0,54.06
QC063004,1861,St. Lewis’ Ward,QC131002,1871,"Trois-Rivières, St. Louis Ward—Quartier",QC,0.989,46.99
QC049001,1861,Coteau Landing,QC110005,1871,"Côteau Landing, Village",QC,1.0,79.19
QC019006,1861,"Gaspé Bay, South",QC171006,1871,"Gaspé, S",QC,1.0,64.31
QC054003,1861,Fraserville,QC166003,1871,"Fraserville, Village",QC,1.0,79.68
QC008001,1861,"Berthier, Parish",QC103003,1871,Berthier,QC,1.0,76.67
QC056009,1861,St. Joseph du Lac,QC097003,1871,St. Joseph,QC,1.0,67.41
QC001010,1861,St. Paul l’Ermite,QC100005,1871,St. Paul,QC,1.0,74.8
QC011003,1861,"Chambly, Parish",QC118005,1871,Chambly,QC,1.0,74.55
QC026006,1861,St. André,QC165012,1871,"St. André, Notre Dame du Portage",QC,1.0,60.73
ON035006,1871,Luther,ON153008,1881,Luther E & W-O,ON,1.0,72.0
ON071002,1871,"Iroquois, Village",ON102002,1881,Iroquois,ON,1.0,74.8
ON001007,1871,Pelée,ON181009,1881,Pelee Island,ON,1.0,62.94
ON065001,1871,"Kingston, Township",ON115001,1881,Kingston,ON,1.0,73.08
ON017009,1871,Dunn,ON144008,1881,Dunn,ON,1.0,78.57
ON060003,1871,"Belleville, Town—Ville",ON121003,1881,"Belleville, City—Cité",ON,1.0,78.84
ON002006,1871,Chatham,ON180007,1881,Chatham,ON,0.9904,76.67
ON003005,1871,"Bothwell, Town—Ville",ON178008,1881,Bothwell,ON,1.0,70.0
ON002005,1871,Dover,ON180006,1881,Dover,ON,0.9941,76.67
ON002004,1871,Harwich,ON180004,1881,Harwich,ON,0.9894,76.67
ON002003,1871,Raleigh,ON180003,1881,Raleigh,ON,0.9942,76.67
ON002001,1871,Romney,ON180001,1881,Romney,ON,1.0,76.67
ON002002,1871,"Tilbury, E",ON180002,1881,Tilbury E,ON,1.0,72.98
ON009003,1871,"London, Township",ON167003,1881,London,ON,0.9897,68.18
ON085009,1871,Macaulay,ON131009,1881,"Macauly, Bracebridge, Village",ON,1.0,56.49
ON055003,1871,"Brighton, Township",ON123003,1881,Brighton,ON,0.9992,73.08
ON059008,1871,"Marysburg, S",ON119007,1881,Marysborough N,ON,1.0,78.46
ON059009,1871,"Marysburg, N",ON119006,1881,Marysborough S,ON,1.0,78.46
ON081005,1871,"Matawatchan, Griffith",ON113010,1881,"Griffith, Matawatchan",ON,1.0,66.67
ON002999,1871,NO DATA,ON180999,1881,NO DATA,ON,1.0,76.67
ON073004,1871,"Cornwall, Township",ON100004,1881,Cornwall,ON,0.9912,73.08
ON072002,1871,Finch,ON101003,1881,Roxborough,ON,1.0,39.33
ON072003,1871,Roxborough,ON101002,1881,Finch,ON,1.0,39.33
ON058007,1871,"Dysart, Dudley, Harcourt, Guilford, Harbum, Bruton",ON125011,1881,"Dysart, Dudley, Harcourt & C.",ON,1.0,76.08
ON087001,1871,"Manitoulin, E",ON182012,1881,Wookwamakang,ON,1.0,24.3
NB175004,1871,St. George,NB026004,1881,"St. George, Town—Ville",NB,1.0,73.75
NB175011,1871,West Isles,NB026016,1881,Deer Island,NB,1.0,63.33
NS201008,1871,Tracadie,NS021008,1881,Heatherton,NS,1.0,45.56
NS205004,1871,Beaver Cove,NS006002,1881,Boisdale,NS,1.0,52.11
NS205001,1871,Howley’s Kerry,NS006003,1881,Boularderie,NS,1.0,52.4
NS205005,1871,Christmas Island,NS006001,1881,Grand Narrows,NS,1.0,49.31
NS204001,1871,Washabucht,NS005003,1881,Grand Narrows,NS,1.0,42.17
NS204006,1871,King’s Cove,NS005007,1881,New Campbellton,NS,1.0,51.54
NS204009,1871,Plaster,NS005011,1881,North Shore,NS,1.0,45.56
NS204008,1871,"Monro’s Point, St. Ann’s",NS005009,1881,North Gut,NS,1.0,51.21
NS205003,1871,Ball’s Bridge,NS006005,1881,Ball's Creek,NS,1.0,74.8
NS205010,1871,Mira Bay,NS006018,1881,North Mira,NS,1.0,61.11
NS205008,1871,Lingan Mines,NS006009,1881,Lingan,NS,1.0,76.67
NS199012,1871,Old Burns,NS019015,1881,Clifton,NS,1.0,47.5
NS199010,1871,Onslow,NS019006,1881,Lower Onslow,NS,1.0,76.67
NS199009,1871,Upper Onslow,NS019007,1881,North River,NS,1.0,42.17
NS198002,1871,Head of Amherst,NS022002,1881,Amherst Shore,NS,1.0,65.0
NS191010,1871,Bellevaux,NS015010,1881,Church Point,NS,1.0,36.67
NS191002,1871,Long Island,NS015005,1881,Freeport,NS,1.0,37.37
NS191007,1871,Head of St. Mary’s,NS015002,1881,"Marshall, Town—Ville",NS,1.0,44.74
NS191008,1871,St. Mary’s Bay,NS015007,1881,Plympton,NS,1.0,36.36
NS191011,1871,Clare,NS015009,1881,St. Bernards,NS,1.0,46.47
NS191003,1871,Petit Passage,NS015013,1881,Tiverton,NS,1.0,50.0
NS191001,1871,Brier Island,NS015006,1881,Westport,NS,1.0,44.0
NS202011,1871,Stormont,NS008005,1881,Country Harbour,NS,1.0,48.26
NS196019,1871,Pier’s Mills,NS010012,1881,Pier's Mills,NS,1.0,79.6
NS197018,1871,Gay’s River,NS010031,1881,Gay's River,NS,1.0,79.06
NS197013,1871,Nicumteauch,NS010026,1881,Nicumteouch,NS,1.0,79.06
NS196014,1871,Drysdale,NS010007,1881,Drysdale's Cove,NS,1.0,64.12
NS196012,1871,Terrence Bay,NS010005,1881,Lower Prospect,NS,1.0,42.35
NS196013,1871,Prospect,NS010006,1881,Upper Prospect,NS,1.0,66.34
NS188014,1871,Forks,NS018004,1881,Windsor Forks,NS,1.0,68.89
NS188012,1871,Windsor,NS018003,1881,"Windsor, Town—Ville",NS,1.0,67.69
NS203010,1871,Broad Cove District,NS004010,1881,Broad Cove Marsh,NS,1.0,78.0
NS203011,1871,Margaree,NS004012,1881,Margaree Harbour,NS,1.0,76.67
NS203001,1871,Plaster Cove,NS004001,1881,Hastings,NS,1.0,51.0
NS203004,1871,River Dennis,NS004004,1881,Dennis River,NS,1.0,65.0
NS203009,1871,Broad Cove Intervale,NS004011,1881,Strathlorne,NS,1.0,52.58
NS195008,1871,Mahone Bay,NS011003,1881,Block House,NS,1.0,50.0
NS195007,1871,La Have,NS011004,1881,Summerside,NS,1.0,38.24
NS195010,1871,Sandy Beaches,NS011011,1881,Bayswater,NS,1.0,55.45
NS195009,1871,Tancook Island,NS011010,1881,Tancook,NS,1.0,76.67
NS206013,1871,Little Arichat,NS007011,1881,Arichat W-O,NS,1.0,69.2
NS206001,1871,Framboise,NS007013,1881,Forchu,NS,1.0,48.67
NS194007,1871,Brookfield,NS012011,1881,Local District No. 11,NS,1.0,43.55
NS194001,1871,Port Mouton,NS012004,1881,Local District No. 4,NS,1.0,52.58
NS193008,1871,Louis Head,NS013007,1881,"Sable River, Louis Head",NS,1.0,72.42
NS193001,1871,Shag Harbor,NS013008,1881,Shag & Wood's Harbour,NS,1.0,78.12
NS193006,1871,Shelburne,NS013003,1881,"Shelburn, Town—Ville",NS,1.0,73.45
NS203014,1871,Young Bridge or Forks,NS004015,1881,Young's Bridge,NS,1.0,78.0
QC122011,1871,Actonvale,QC058012,1881,"Actonvale, Village",QC,1.0,76.67
QC111001,1871,St. Clément,QC073003,1881,"Melocheville, St. Clément",QC,1.0,72.78
QC111005,1871,St. Louis,QC073005,1881,St. Louis de Gonzague,QC,1.0,72.0
QC169007,1871,Carleton,QC038009,1881,"Carleton, Township",QC,1.0,73.08
QC169002,1871,Hope,QC038002,1881,"Hope, Township",QC,1.0,61.11
QC169006,1871,Maria,QC038008,1881,"Maria, Township",QC,1.0,65.0
QC169010,1871,Restigouche,QC038015,1881,"Restigouche, Township",QC,1.0,78.12
QC149001,1871,Petite Rivière,QC077007,1881,St. F.-X. de la Petite Rivière,QC,1.0,74.55
QC149006,1871,Settrington,QC077004,1881,St. Hilarion,QC,1.0,66.52
QC152007,1871,Mécatina,QC076010,1881,Mécatina,QC,1.0,74.14
QC152006,1871,Natasquan,QC076009,1881,Natashquan,QC,0.9985,70.45
QC152008,1871,Bonne Espérance,QC076011,1881,Bonne Espérance,QC,1.0,74.14
QC152004,1871,Pointe aux Esquimaux,QC076007,1881,Pointe aux Esquimaux,QC,1.0,74.14
QC152002,1871,Pointe des Monts,QC076005,1881,Pointe des Monts,QC,1.0,74.14
QC152003,1871,Moisie,QC076006,1881,Moisie,QC,1.0,74.14
QC142003,1871,Clifton,QC054017,1881,Clifton W-O & E,QC,1.0,74.55
QC160006,1871,Ste. Germaine,QC047012,1881,"Ste. Germaine, lac Etchemin",QC,1.0,70.5
QC160007,1871,Ste. Justine,QC047013,1881,Ste. Justine de Langevin,QC,1.0,71.67
QC136009,1871,Durham,QC052010,1881,Ulverton,QC,1.0,36.55
QC136010,1871,L’Avenir,QC052011,1881,L'Avenir,QC,1.0,77.8
QC137003,1871,St. Louis,QC052032,1881,St. Louis de Blandford,QC,0.9829,60.0
QC136007,1871,Wickham,QC052008,1881,Wickham E,QC,1.0,77.8
QC137005,1871,Victoriaville,QC052016,1881,"Victoriaville, Village",QC,1.0,71.35
QC137006,1871,Arthabaskaville,QC052026,1881,"Arthabaskaville, Village",QC,1.0,73.2
QC137009,1871,Princeville,QC052015,1881,"Princeville, Village",QC,1.0,69.03
QC171004,1871,Cap des Rosiers,QC039008,1881,"St. Alban, Cap des Rosiers",QC,1.0,68.87
QC173002,1871,Grindstone Island,QC039021,1881,Etang du Nord,QC,1.0,25.56
QC171002,1871,Sydenham (N.) Fox,QC039006,1881,Rivière au Renard,QC,1.0,34.12
QC171005,1871,"Gaspé, N, Sydenham, S",QC039009,1881,"Gaspé Bay N, Sydenham S",QC,1.0,78.1
QC171001,1871,Chloridormes,QC039005,1881,Les Chlorydormes,QC,1.0,72.65
QC173004,1871,Groupe Nord,QC039023,1881,Grosse Ile,QC,1.0,35.56
QC171003,1871,L’Anse au Griffon,QC039007,1881,"St. Joseph, Anse au Griffon",QC,1.0,65.37
QC172001,1871,Malbaie,QC039014,1881,St. Pierre de la Malbaie,QC,1.0,53.04
QC102009,1871,St. Félix de Valois,QC087006,1881,St. Félix,QC,1.0,75.0
QC102011,1871,St. Jean,QC087007,1881,St. Jean de Matha,QC,1.0,74.8
QC094003,1871,L'Ange Gardien,QC097003,1881,"L'Ange Gardien, Village",QC,1.0,67.97
QC095006,1871,"St. André Avelin, Petite Nation",QC097017,1881,St. André Avelin,QC,1.0,65.31
QC115004,1871,St. Jacques,QC069006,1881,St. Jacques le Mineur,QC,1.0,78.12
QC100002,1871,St. Henri,QC088002,1881,Mascouche,QC,1.0,53.33
QC098006,1871,St. François,QC093006,1881,St. Francois de Sales,QC,1.0,76.67
QC154005,1871,St. Etienne,QC046010,1881,St. Etienne de Lauzon,QC,1.0,64.79
QC153007,1871,St. Joseph,QC046004,1881,St. Joseph de Lévis,QC,0.985,64.94
QC154003,1871,Etchemin,QC046012,1881,St. Romuald,QC,1.0,31.4
QC164003,1871,"St. Aubert, Fournier",QC043004,1881,"Fournier, St. Aubert",QC,1.0,65.0
QC164007,1871,"Casgrain, Dionne, Lafontaine, Garneau",QC043008,1881,"Ste. Perpétue, St. Pamphile, Casgrain, Dionne & c",QC,1.0,59.3
QC155001,1871,St. Jean,QC049001,1881,St. Jean Deschaillons,QC,1.0,65.62
QC155002,1871,Ste. Emélie,QC049002,1881,"Ste. Emélie, Leclercville, Village",QC,1.0,61.22
QC107005,1871,Hochelaga,QC091005,1881,"Hochelaga, Village",QC,0.9979,76.67
QC125002,1871,St. George,QC065002,1881,St. George de Clarenceville,QC,1.0,67.84
QC125004,1871,Philipsburg,QC065004,1881,"Philipsburg, Village",QC,1.0,79.68
QC101007,1871,St. Calixte,QC089007,1881,St. Calixte de Beauport,QC,1.0,75.29
QC101008,1871,St. Thédodore,QC089008,1881,St. Theodore de Chertsey,QC,1.0,71.62
QC163004,1871,"Cap St. Ignace, Bourdages, Patton & Talon",QC044007,1881,Cap St Ignace,QC,1.0,63.7
QC105003,1871,"Montréal, Ste. Marie Ward—Quartier",QC090007,1881,"Montréal, St. Mary's Ward—Quartier",QC,0.9954,79.71
QC135001,1871,Nicolet,QC051007,1881,"Nicolet, Town—Ville",QC,1.0,67.69
QC091011,1871,Allumettes,QC098015,1881,"Chapeau (Village), Allumette Island",QC,1.0,54.44
QC091008,1871,Calumet,QC098012,1881,Calumet Island,QC,1.0,70.0
QC091006,1871,Litchfield,QC098011,1881,"Bryson (Village), Litchfield Upper",QC,1.0,55.15
QC091007,1871,Portage du Fort,QC098010,1881,"Portage du Fort, Village",QC,1.0,77.18
QC143011,1871,Neuville,QC081014,1881,Ste. Jeanne de Neuville,QC,1.0,66.13
QC146005,1871,"Québec, Banlieue Centre Ward—Quartier",QC079009,1881,"Québec, Banlieue Centre",QC,1.0,71.85
QC146004,1871,"Québec, Montcalm (Centre) Ward—Quartier",QC079008,1881,"Québec, Montcalm Ward—Quartier (Centre)",QC,1.0,72.03
QC145004,1871,"Québec, Banlieue Sud Ward—Quartier",QC079013,1881,"Québec, Banlieue S",QC,1.0,63.46
QC145003,1871,"Québec, Montcalm (W-O) Ward—Quartier",QC079012,1881,"Québec, Montcalm Ward—Quartier (W-O)",QC,1.0,73.33
QC144004,1871,La Jeune Lorette,QC080006,1881,St. Ambroise,QC,1.0,38.33
QC144001,1871,St. Colomban,QC080009,1881,St. Colomb de Sillery,QC,1.0,65.76
QC144007,1871,St. Dunstan,QC080003,1881,Lac Beauport,QC,1.0,41.59
QC144010,1871,Valcartier,QC080005,1881,St. Gabriel de Valcartier E,QC,1.0,61.17
QC138002,1871,Melbourne,QC053011,1881,"Melbourne, Brompton Gore",QC,1.0,58.18
QC168002,1871,Ste. Angèle de Mérici,QC040016,1881,Ste. Angèle,QC,1.0,72.12
QC168006,1871,Matane,QC040023,1881,St. Ulric,QC,1.0,33.33
QC123010,1871,Abbotsford,QC063009,1881,St. Paul d'Abbotsford,QC,1.0,75.16
QC123006,1871,Marieville,QC063005,1881,"Marieville, Village",QC,1.0,78.28
QC123012,1871,Canrobert,QC063011,1881,"Canrobert, Village",QC,1.0,76.67
QC124001,1871,Henriville,QC064007,1881,St. George,QC,1.0,51.0
QC124003,1871,Iberville,QC064002,1881,"Iberville, Town—Ville",QC,1.0,72.0
QC127006,1871,Waterloo,QC059006,1881,"Waterloo, Village",QC,1.0,74.8
QC110007,1871,Soulanges,QC074007,1881,St. Joseph de Soulanges,QC,1.0,69.38
QC099014,1871,Ste. Agathe des Monts,QC094015,1881,Ste. Agathe,QC,1.0,78.12
QC099008,1871,New Glasgow,QC094008,1881,"New Glasgow, Village",QC,1.0,79.68
QC109006,1871,Newton,QC075004,1881,Ste. Justine de Newton,QC,1.0,60.0
QC134005,1871,La Baie,QC057005,1881,La Baie du Febvre,QC,1.0,70.83
QC134007,1871,St. Pie,QC057006,1881,St. Pie de Guire,QC,1.0,72.61
QC134004,1871,Pierreville,QC057004,1881,St. Thomas de Pierreville,QC,1.0,72.78
QC134002,1871,St. Michel,QC057001,1881,"Yamaska, Village",QC,1.0,51.54
QC169009,1871,Mann,QC038013,1881,"Mann, Township",QC,1.0,61.11
QC152001,1871,Manicouagan,QC076004,1881,Manicouagan,QC,1.0,74.14
QC152005,1871,Anticosti,QC076008,1881,Isle of Anticosti,QC,1.0,52.6
QC173001,1871,Groupe Sud,QC039020,1881,Hâvre Amherst,QC,1.0,26.57
QC170004,1871,Vallée des Monts,QC039004,1881,La Grande Vallée,QC,1.0,45.0
QC100001,1871,St. Charles,QC088001,1881,Lachenaie,QC,0.9838,58.0
QC167002,1871,St. Mathieu de Rioux,QC040001,1881,St. Mathieu,QC,1.0,71.5
QC168007,1871,St. Jérôme,QC040024,1881,Matane,QC,1.0,41.5
QC110006,1871,Les Cèdres,QC074008,1881,"Les Cèdres, Village",QC,1.0,78.28
QC134001,1871,Yamaska,QC057002,1881,St. Michel,QC,1.0,38.24
QC173003,1871,Allright Island,QC039022,1881,Hâvre aux Maisons,QC,1.0,24.1
QC091003,1871,Clarendon,QC098006,1881,Clarendon N & S,QC,0.9842,75.83
QC147003,1871,"St. Roch, S",QC079003,1881,"Québec, St. Roch S",QC,1.0,64.28
QC150002,1871,Grande Baie,QC076013,1881,St. Alexis,QC,1.0,39.35
QC095009,1871,"Nation, N",QC097021,1881,Petite Nation N,QC,1.0,64.31
QC147004,1871,"St. Roch, N",QC079004,1881,"Québec, St. Roch N",QC,1.0,64.28
QC100005,1871,St. Paul,QC088005,1881,St. Paul l'Ermite,QC,0.9807,74.8
QC165012,1871,"St. André, Notre Dame du Portage",QC042011,1881,St. André,QC,1.0,60.73
ON182016,1881,Thessalon,ON046024,1891,Thessalon (Western Division),ON,1.0,64.05
ON177005,1881,Amabel,ON052002,1891,Amabel & Saugeen,ON,0.9922,68.18
ON108009,1881,Fitzroy,ON083004,1891,Fitzroy,ON,1.0,79.23
ON108002,1881,Gower N,ON055005,1891,North Gower,ON,1.0,68.89
ON108007,1881,Huntley,ON083005,1891,Huntley,ON,1.0,79.23
