old_place_id,new_place_id,province,old_canonical_name,new_canonical_name,old_years_active,new_years_active,confidence,reason
PLACE_QC152015,PLACE_QC053020,QC,Ste. Rose de Watford,Ste. Rose de Watford,1901,1911;1921,high,bridge_name_match
PLACE_QC153024,PLACE_QC038007_1911,QC,St. Albert de Warwick,St. Albert de Warwick,1891;1901,1911;1921,high,bridge_name_match
PLACE_QC153016,PLACE_QC158016,QC,Ste. Clothilde d’Horton,Ste. Clothilde d'Horton,1891,1911,high,bridge_name_match
PLACE_QC153027_1901,PLACE_QC158016,QC,Ste. Clothilde d’Horton,Ste. Clothilde d'Horton,1901,1911,high,bridge_name_match
PLACE_QC153033,PLACE_QC054013_1911,QC,Wendover & Simpson,Wendover & Simpson,1891,1911;1921,high,bridge_name_match
PLACE_QC153014,PLACE_QC054013_1911,QC,Wendover & Simpson,Wendover & Simpson,1901,1911;1921,high,bridge_name_match
PLACE_QC157015,PLACE_QC076009_1921,QC,St. Joachim de la Pointe Claire,St. Joachim de la Pointe Claire,1891;1901,1921,high,bridge_name_match
PLACE_QC162007_1911,PLACE_QC076009_1921,QC,St. Joachim de la Pointe Claire,St. Joachim de la Pointe Claire,1911,1921,high,bridge_name_match
PLACE_QC160001_1891,PLACE_QC062002,QC,Amherst,Amherst,1891;1901,1911;1921,high,bridge_name_match
PLACE_QC165004,PLACE_QC067005_1901,QC,St. Aubert,St. Aubert,1891,1901;1911;1921,high,bridge_name_match
PLACE_QC165009,PLACE_QC067010,QC,St. Pamphile,St. Pamphile,1891,1921,high,bridge_name_match
PLACE_QC170009,PLACE_QC067010,QC,St. Pamphile,St. Pamphile,1901;1911,1921,high,bridge_name_match
PLACE_QC165010_1891,PLACE_QC067012_1901,QC,St. Roch des Aulnaies,St. Roch des Aulnaies,1891,1901;1911;1921,high,bridge_name_match
PLACE_QC166003_1891,PLACE_QC068005,QC,St. Antoine de Tilly,St. Antoine de Tilly,1891,1911;1921,high,bridge_name_match
PLACE_QC166005_1901,PLACE_QC068005,QC,St. Antoine de Tilly,St. Antoine de Tilly,1901,1911;1921,high,bridge_name_match
PLACE_QC085009,PLACE_QC069004,QC,St. Alexis des Monts,St. Alexis des Monts,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC175003,PLACE_QC072003,QC,Notre-Dame de Stanbridge,Notre Dame de Stanbridge,1891;1901;1911,1921,high,bridge_name_match
PLACE_QC171001,PLACE_QC074001_1911,QC,Cap St. Ignace,Cap St. Ignace,1891,1911;1921,high,bridge_name_match
PLACE_QC172001_1901,PLACE_QC074001_1911,QC,Cap St. Ignace,Cap St. Ignace,1901,1911;1921,high,bridge_name_match
PLACE_QC184013,PLACE_QC078014,QC,Ste. Marie de Blandford,Ste. Marie de Blandford,1891;1901;1911,1921,high,bridge_name_match
PLACE_QC178017,PLACE_QC080035,QC,St. Ubalde,"St. Ubalde, VL",1881;1891,1921,high,bridge_name_match
PLACE_QC181021,PLACE_QC080035,QC,St. Ubalde,"St. Ubalde, VL",1901,1921,high,bridge_name_match
PLACE_QC186022,PLACE_QC080035,QC,St. Ubalde,"St. Ubalde, VL",1911,1921,high,bridge_name_match
PLACE_QC186003,PLACE_QC082003,QC,St. Joseph de Sorel,St. Joseph de Sorel,1891;1901,1911;1921,high,bridge_name_match
PLACE_QC188002_1891,PLACE_QC084022,QC,"Mont Joli, Village","Mont Joli, VL",1891;1901,1911;1921,high,bridge_name_match
PLACE_QC185011,PLACE_QC091010_1921,QC,Ste. Marie Madeleine,Ste. Marie Madeleine,1881;1891,1921,medium,bridge_name_match
PLACE_QC059013,PLACE_QC087008,QC,Ste. Prudentienne,Ste. Prudentienne,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC201014,PLACE_QC095015,QC,Ste. Françoise,Ste. Françoise,1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC195001_1891,PLACE_QC097011_1921,QC,"Como, Village","Como, VL",1891,1921,medium,bridge_name_match
PLACE_QC197001,PLACE_QC100003,QC,La Baie du Febvre,La Baie du Febvre,1891,1901;1911;1921,high,bridge_name_match
PLACE_QC197008,PLACE_QC100013,QC,St. Thomas de Pierreville,St. Thomas de Pierreville,1891,1921,medium,bridge_name_match
PLACE_QC188023,PLACE_QC070011,QC,St. Jérôme de Matane,St. Jérôme de Matane,1891;1901,1921,high,bridge_name_match
PLACE_QC193022,PLACE_QC070011,QC,St. Jérôme de Matane,St. Jérôme de Matane,1911,1921,high,bridge_name_match
PLACE_QC071008,PLACE_QC049012_1921,QC,"Howick, Village","Howick, VL",1881,1921,medium,bridge_name_match
PLACE_QC139008_1891,PLACE_QC040019_1921,QC,St. Théophile,St. Théophile,1891,1921,high,bridge_name_match
PLACE_QC144028,PLACE_QC040019_1921,QC,St. Théophile,St. Théophile,1901;1911,1921,high,bridge_name_match
PLACE_QC151020,PLACE_QC047022,QC,St. Théophile,St. Théophile,1901;1911,1921,high,bridge_name_match
PLACE_QC176024,PLACE_QC062027,QC,Lochaber & Gore,Lochaber & Gore,1891,1921,high,bridge_name_match
PLACE_QC160017,PLACE_QC062027,QC,Lochaber & Gore,Lochaber & Gore,1901,1921,high,bridge_name_match
PLACE_QC165022,PLACE_QC062027,QC,Lochaber & Gore,Lochaber & Gore,1911,1921,high,bridge_name_match
PLACE_QC154031,PLACE_QC063035,QC,St. Joseph d’Alma,"St. Joseph d'Alma, VL",1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC153010,PLACE_QC054009_1911,QC,St. Eugène de Grantham,St. Eugène de Grantham,1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC166013_1881,PLACE_QC068016,QC,St. Patrice de Beaurivage,St. Patrice de Beaurivage,1881;1891,1911;1921,medium,bridge_name_match
PLACE_QC193020,PLACE_QC084011,QC,St. Gabriel & St. Marcellin,St. Gabriel & St. Marcellin,1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_ON092037,PLACE_ON146079,ON,McKim,McKim,1901,1921,high,bridge_name_match
PLACE_ON099099,PLACE_ON146079,ON,McKim,McKim,1911,1921,high,bridge_name_match
PLACE_ON044038,PLACE_ON146022,ON,Chapleau,Chapleau,1901,1911;1921,high,bridge_name_match
PLACE_ON044070,PLACE_ON147021,ON,Schreiber,Schreiber,1901,1921,medium,bridge_name_match
PLACE_ON044093,PLACE_ON054072,ON,Picnic Island,Picnic Island,1901,1911,high,bridge_name_match
PLACE_ON072002,PLACE_ON080009,ON,Sydney,Sydney,1901,1911,high,bridge_name_match
PLACE_ON091011,PLACE_ON108008_1911,ON,Conger & Cowper,Conger & Cowper,1901,1911,high,bridge_name_match
PLACE_ON044027,PLACE_ON102085,ON,Striker,Striker,1901,1911;1921,high,bridge_name_match
PLACE_ON055002,PLACE_ON102001_1921,ON,Aberdeen,Aberdeen,1901;1911,1921,high,bridge_name_match
PLACE_ON123040,PLACE_ON141021,ON,McIrvine,McIrvine,1901;1911,1921,high,bridge_name_match
PLACE_MB007026,PLACE_MB008013,MB,Rosedale,Rosedale,1891,1901,high,bridge_name_match
PLACE_MB009025_1901,PLACE_MB165013,MB,Strathclair,Strathclair,1901,1921,medium,bridge_name_match
PLACE_MB009024,PLACE_MB165020,MB,Shoal Lake,"Shoal Lake, VL",1901,1911;1921,high,bridge_name_match
PLACE_MB009013,PLACE_MB168012,MB,Grandview,"Grandview, T-V",1901,1911;1921,high,bridge_name_match
PLACE_MB009008_1901,PLACE_MB168008,MB,Shell River,Shell River,1901,1921,medium,bridge_name_match
PLACE_MB009001_1901,PLACE_MB165001,MB,Archie,Archie,1901,1921,medium,bridge_name_match
PLACE_MB009002_1901,PLACE_MB165005,MB,Ellice,Ellice,1901,1921,medium,bridge_name_match
PLACE_MB009023_1901,PLACE_MB168009,MB,Silver Creek,Silver Creek,1901,1921,medium,bridge_name_match
PLACE_MB009022_1901,PLACE_MB168013,MB,Russell,"Russell, T-V",1901,1911;1921,high,bridge_name_match
PLACE_MB008005_1901,PLACE_MB164003,MB,Langford,Langford,1901,1921,medium,bridge_name_match
PLACE_MB006013_1891,PLACE_MB022004,MB,St. Clements,St. Clements,1891,1911,high,bridge_name_match
PLACE_MB011014,PLACE_MB022004,MB,St. Clements,St. Clements,1901,1911,high,bridge_name_match
PLACE_MB009010_1901,PLACE_MB167001,MB,Dauphin,Dauphin,1901,1921,medium,bridge_name_match
PLACE_BC005001_1901,PLACE_BC207001,BC,Cariboo,Cariboo,1901,1921,high,bridge_name_match
PLACE_BC014001,PLACE_BC207001,BC,Cariboo,Cariboo,1911,1921,high,bridge_name_match
PLACE_BC003003,PLACE_BC212001,BC,Cowichan,Cowichan,1901,1911;1921,high,bridge_name_match
PLACE_BC003001,PLACE_BC208001,BC,Alberni,Alberni,1891,1911;1921,high,bridge_name_match
PLACE_BC003001_1901,PLACE_BC208001,BC,Alberni,Alberni,1901,1911;1921,high,bridge_name_match
PLACE_NS029023,PLACE_NS007023,NS,Waughs River,Waughs River,1901,1911;1921,high,bridge_name_match
PLACE_NS035004_1901,PLACE_NS013003_1911,NS,Craignish,Craignish,1901,1911;1921,high,bridge_name_match
PLACE_NS036020,PLACE_NS014010_1911,NS,North Kingston,North Kingston,1901,1911;1921,high,bridge_name_match
PLACE_NS037028,PLACE_NS015031,NS,Oakland,Oakland,1901,1911;1921,high,bridge_name_match
PLACE_NS037008_1901,PLACE_NS049007,NS,Chesley Corner,Chesley Corner,1901,1911,high,bridge_name_match
PLACE_NS037004_1901,PLACE_NS015005,NS,Blue Rocks,Blue Rocks,1901,1911;1921,high,bridge_name_match
PLACE_NS038009,PLACE_NS016009_1911,NS,Churchville,Churchville,1901,1911;1921,high,bridge_name_match
PLACE_NS044019,PLACE_NS053018,NS,Rockville,Rockville,1891,1901;1911,high,bridge_name_match
PLACE_NS036004,PLACE_NS014002_1911,NS,Cambridge,Cambridge,1901,1911;1921,high,bridge_name_match
PLACE_NS036017,PLACE_NS014009_1911,NS,Kingston,Kingston,1901,1911;1921,high,bridge_name_match
PLACE_QC139029,PLACE_QC144031,QC,Sacré-Coeur de Jésus,Sacré-Coeur de Jésus,1891;1901,1911,high,bridge_name_match
PLACE_QC141002,PLACE_QC042006_1911,QC,St. Cajetan d’Armagh,St. Cajetan d'Armagh,1901,1911;1921,high,bridge_name_match
PLACE_QC143009_1901,PLACE_QC148011_1911,QC,Nouvelle & Shoolbred,Nouvelle & Shoolbred,1901,1911,high,bridge_name_match
PLACE_QC146002,PLACE_QC047036,QC,"Fermont, Village","Fermont, VL",1901,1921,medium,bridge_name_match
PLACE_QC149033_1901,PLACE_QC063026,QC,St. Thomas d’Aquin,"St. Thomas d'Aquin, par.",1901,1911;1921,high,bridge_name_match
PLACE_QC152006,PLACE_QC053007_1911,QC,Ste. Germaine d’Etchemin,Ste. Germaine d'Etchemin,1891;1901,1911;1921,high,bridge_name_match
PLACE_QC158006,PLACE_QC054017,QC,Durham S.,"Durham S., VL",1901;1911,1921,high,bridge_name_match
PLACE_QC153028,PLACE_QC038011,QC,Ste. Elizabeth de Warwick,Ste. Elizabeth de Warwick,1891;1901,1921,high,bridge_name_match
PLACE_QC158018,PLACE_QC038011,QC,Ste. Élizabeth de Warwick,Ste. Elizabeth de Warwick,1911,1921,high,bridge_name_match
PLACE_QC153027,PLACE_QC153035_1901,QC,St. Valère de Bulstrode,St. Valère de Bulstrode,1891,1901,high,bridge_name_match
PLACE_QC162005,PLACE_QC076007_1921,QC,Ste. Anne du Bout de l'Ile,"Ste. Anne du Bout de l'Ile, par.",1901;1911,1921,high,bridge_name_match
PLACE_QC160021,PLACE_QC062063,QC,"Masson, Village","Masson, VL",1901,1911;1921,high,bridge_name_match
PLACE_QC160009,PLACE_QC062019,QC,Joly,Joly,1901,1921,high,bridge_name_match
PLACE_QC165015_1911,PLACE_QC062019,QC,Joly,Joly,1911,1921,high,bridge_name_match
PLACE_QC163017,PLACE_QC168022,QC,"Villeray, Village",Villeray,1901,1911,high,bridge_name_match
PLACE_QC174002,PLACE_QC071002_1921,QC,Halifax S.,Halifax S.,1891;1901;1911,1921,high,bridge_name_match
PLACE_QC180021,PLACE_QC079020,QC,Sheen & Esher,Sheen & Esher,1901,1921,medium,bridge_name_match
PLACE_QC180001_1901,PLACE_QC079001,QC,Aberdeen & Malakoff,Aberdeen & Malakoff,1901,1921,medium,bridge_name_match
PLACE_QC177012_1891,PLACE_QC180011,QC,Duhamel & Guigues,Duhamel & Guigues,1891,1901,high,bridge_name_match
PLACE_QC181020,PLACE_QC080020,QC,St. Thuribe,St. Thuribe,1901,1911;1921,high,bridge_name_match
PLACE_QC187017,PLACE_QC099018,QC,D’Israéli,"D'Israeli, VL",1901,1911;1921,high,bridge_name_match
PLACE_QC188028,PLACE_QC070015,QC,Ste. Marie de Sayabec,Ste. Marie de Sayabec,1901,1921,high,bridge_name_match
PLACE_QC193027,PLACE_QC070015,QC,Ste. Marie de Sayabec,Ste. Marie de Sayabec,1911,1921,high,bridge_name_match
PLACE_QC192007,PLACE_QC087005,QC,St. Alphonse de Granby,St. Alphonse de Granby,1901,1911;1921,high,bridge_name_match
PLACE_QC185010_1911,PLACE_QC079012,QC,Dorion,Dorion,1911,1921,high,bridge_name_match
PLACE_QC201006,PLACE_QC100006,QC,St. Elphège,St. Elphège,1891;1901,1911;1921,high,bridge_name_match
PLACE_QC197009_1891,PLACE_QC100014,QC,St. Zéphirin de Courval,St. Zéphirin de Courval,1891,1911;1921,medium,bridge_name_match
PLACE_QC171003,PLACE_QC176004,QC,St. Donat & Chilton,St. Donat & Chilton,1901,1911,high,bridge_name_match
PLACE_QC146009,PLACE_QC047009_1911,QC,St. Jacques des Piles,St. Jacques des Piles,1891,1911;1921,high,bridge_name_match
PLACE_QC146011_1901,PLACE_QC047009_1911,QC,St. Jacques des Piles,St. Jacques des Piles,1901,1911;1921,high,bridge_name_match
PLACE_QC151009,PLACE_QC047010_1921,QC,St. Jean des Piles,St. Jean des Piles,1901;1911,1921,high,bridge_name_match
PLACE_QC168007,PLACE_QC076033,QC,St. Léonard de Port Maurice,"St. Léonard de Port Maurice, T-V",1891;1901;1911,1921,high,bridge_name_match
PLACE_QC190014,PLACE_QC081015,QC,Stoneham & Tewkesbury,Stoneham & Tewkesbury,1891;1901;1911,1921,high,bridge_name_match
PLACE_MB009012_1901,PLACE_MB168015,MB,Gilbert Plains,"Gilbert Plains, VL",1901,1911;1921,high,bridge_name_match
PLACE_MB007012,PLACE_MB156007,MB,Stanley,Stanley,1901,1921,medium,bridge_name_match
PLACE_MB007006,PLACE_MB157004,MB,Pembina,Pembina,1901,1921,medium,bridge_name_match
PLACE_MB007002,PLACE_MB160003,MB,Dufferin,Dufferin,1901,1921,medium,bridge_name_match
PLACE_MB016002,PLACE_MB164008,MB,Indian Reserves,Indian reserves,1911,1921,high,bridge_name_match
PLACE_MB019002,PLACE_MB165014,MB,Indian Reserves,Indian reserves,1911,1921,high,bridge_name_match
PLACE_MB006009,PLACE_MB158006,MB,Morton,Morton,1901,1921,medium,bridge_name_match
PLACE_MB006018,PLACE_MB158008,MB,Winchester,Winchester,1901,1921,medium,bridge_name_match
PLACE_MB006004_1901,PLACE_MB158004,MB,Cameron,Cameron,1901,1921,medium,bridge_name_match
PLACE_MB011002,PLACE_MB159001,MB,Brokenhead,Brokenhead,1901,1921,medium,bridge_name_match
PLACE_ON098008,PLACE_ON129008_1921,ON,Gibson,Gibson,1911,1921,high,bridge_name_match
PLACE_ON099070,PLACE_ON148082,ON,Harris,Harris,1911,1921,high,bridge_name_match
PLACE_ON099147,PLACE_ON130086,ON,Bear Island,Bear Island,1911,1921,high,bridge_name_match
PLACE_ON108037,PLACE_ON135041,ON,Shawanaga,Shawanaga,1911,1921,high,bridge_name_match
PLACE_ON099027,PLACE_ON146130,ON,Capreol,"Capreol, T-V",1911,1921,high,bridge_name_match
PLACE_ON055017,PLACE_ON102061,ON,Meredith,Meredith,1911,1921,high,bridge_name_match
PLACE_ON123034,PLACE_ON141019,ON,Lash,Lash,1911,1921,high,bridge_name_match
PLACE_ON123023,PLACE_ON141016,ON,Fleming,Fleming,1911,1921,high,bridge_name_match
PLACE_ON123048,PLACE_ON141026,ON,Morson,Morson,1911,1921,high,bridge_name_match
PLACE_ON123095,PLACE_ON120029,ON,Zealand,Zealand,1911,1921,high,bridge_name_match
PLACE_BC008002,PLACE_BC214001,BC,Atlin,Atlin,1911,1921,high,bridge_name_match
PLACE_BC009004,PLACE_BC211001,BC,Kaslo,Kaslo,1911,1921,high,bridge_name_match
PLACE_BC009003,PLACE_BC210003,BC,Fernie,Fernie,1911,1921,high,bridge_name_match
PLACE_BC009002,PLACE_BC210002,BC,Cranbrook,Cranbrook,1911,1921,high,bridge_name_match
PLACE_BC008005,PLACE_BC214002,BC,Skeena,Skeena,1911,1921,high,bridge_name_match
PLACE_BC003002,PLACE_BC208002,BC,Comox,Comox,1901,1911;1921,high,bridge_name_match
PLACE_BC014003,PLACE_BC218002,BC,Greenwood,Greenwood,1911,1921,high,bridge_name_match
PLACE_BC010004,PLACE_BC212004,BC,Saanich,Saanich,1911,1921,high,bridge_name_match
PLACE_BC009007,PLACE_BC211004,BC,Ymir,Ymir,1911,1921,high,bridge_name_match
PLACE_NS044008,PLACE_NS010008,NS,Goldborough,Goldborough,1911,1921,high,bridge_name_match
PLACE_NS047024,PLACE_NS013023,NS,Whycocomagh S.,Whycocomagh S.,1911,1921,high,bridge_name_match
PLACE_QC138003,PLACE_QC039002_1911,QC,Ste. Christine,Ste. Christine,1901,1911;1921,high,bridge_name_match
PLACE_QC144015,PLACE_QC055012_1921,QC,St. Hubert de Spalding,St. Hubert de Spalding,1911,1921,high,bridge_name_match
PLACE_QC149040,PLACE_QC154052,QC,Bersimis,Bersimis,1901,1911,high,bridge_name_match
PLACE_QC153025,PLACE_QC158014_1911,QC,Ste. Anne du Sault,Ste. Anne du Sault,1901,1911,high,bridge_name_match
PLACE_QC165034,PLACE_QC062041,QC,Pope,Pope,1911,1921,high,bridge_name_match
PLACE_QC153022,PLACE_QC071010,QC,Notre-Dame de Lourdes,Notre Dame de Lourdes,1901,1911;1921,high,bridge_name_match
PLACE_QC174017,PLACE_QC071017_1921,QC,Thetford S.,Thetford S.,1911,1921,high,bridge_name_match
PLACE_QC172005_1901,PLACE_QC074005,QC,Notre-Dame du Rosaire,Notre Dame du Rosaire,1901,1911;1921,high,bridge_name_match
PLACE_QC184020,PLACE_QC078022,QC,St. Wenceslas,St. Wenceslas,1901;1911,1921,high,bridge_name_match
PLACE_QC185011_1911,PLACE_QC094012,QC,Fabre,Fabre,1911,1921,high,bridge_name_match
PLACE_QC193009,PLACE_QC084003,QC,Ste. Angèle de Mérici,Ste. Angèle de Mérici,1911,1921,high,bridge_name_match
PLACE_QC191003,PLACE_QC092003_1911,QC,St. Blaise,St. Blaise,1901,1911;1921,high,bridge_name_match
PLACE_QC153012_1901,PLACE_QC100009,QC,St. Guillaume d’Upton,St. Guillaume d'Upton,1901,1921,high,bridge_name_match
PLACE_QC206009,PLACE_QC100009,QC,St. Guillaume d'Upton,St. Guillaume d'Upton,1911,1921,high,bridge_name_match
PLACE_AB002004,PLACE_AB199015,AB,Indian Reserves,Indian reserves,1911,1921,high,bridge_name_match
PLACE_AB007003,PLACE_AB201024,AB,Indian Reserves,Indian reserves,1911,1921,high,bridge_name_match
PLACE_BC010005,PLACE_BC212005,BC,The Islands,The Islands,1911,1921,high,bridge_name_match
PLACE_BC014006,PLACE_BC218003,BC,Okanagan,Okanagan,1911,1921,high,bridge_name_match
PLACE_BC014007,PLACE_BC218004,BC,Similkameen,Similkameen,1911,1921,high,bridge_name_match
PLACE_NT218004,PLACE_NT220001,NT,Northwest Territories,NORTHWEST  TERRITORIES,1911,1921,high,bridge_name_match
PLACE_ON123060,PLACE_ON120014,ON,Pellatt,Pellatt,1911,1921,high,bridge_name_match
PLACE_QC165031,PLACE_QC062038,QC,Notre-Dame de la Paix,Notre Dame de la Paix,1911,1921,high,bridge_name_match
PLACE_QC174015,PLACE_QC071015_1921,QC,Somerset N.,Somerset N.,1911,1921,high,bridge_name_match
PLACE_QC185018,PLACE_QC094032,QC,Nédélec,Nédelec,1911,1921,high,bridge_name_match
PLACE_QC193024,PLACE_QC070012,QC,St. Léandre,St. Léandre,1911,1921,high,bridge_name_match
PLACE_QC200007,PLACE_QC090007,QC,St. Herménégilde,St. Herménégilde,1911,1921,high,bridge_name_match
