old_place_id,new_place_id,province,old_canonical_name,new_canonical_name,old_years_active,new_years_active,confidence,reason
PLACE_QC158005,PLACE_QC139011,QC,St. François,St. François,1851;1861;1871,1901,medium,bridge_name_match
PLACE_QC139015,PLACE_QC139011,QC,St. François,St. François,1891,1901,medium,bridge_name_match
PLACE_QC015018,PLACE_QC149025,QC,St. Jean,St. Jean,1851;1861,1871;1881;1891;1901,high,bridge_name_match
PLACE_QC036009,PLACE_QC075009,QC,St. Joachim,St. Joachim,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC092011,PLACE_QC162008_1911,QC,St. Laurent,St. Laurent,1851;1861;1871;1881,1911,high,bridge_name_match
PLACE_QC158009,PLACE_QC162008_1911,QC,St. Laurent,St. Laurent,1891,1911,high,bridge_name_match
PLACE_QC157017,PLACE_QC162008_1911,QC,St. Laurent,St. Laurent,1901,1911,high,bridge_name_match
PLACE_QC162019,PLACE_QC076032,QC,"St. Laurent, Village","St. Laurent, T-V",1891;1901;1911,1921,high,bridge_name_match
PLACE_QC085000,PLACE_QC076013_1921,QC,"Montréal, cité","Montréal, C",1851,1921,medium,bridge_name_match
PLACE_QC038001,PLACE_QC078001,QC,Bécancour,Bécancour,1851;1861,1911;1921,high,bridge_name_match
PLACE_QC179002,PLACE_QC078001,QC,Bécancour,Bécancour,1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC066006,PLACE_QC078002_1921,QC,Gentilly,Gentilly,1851,1921,medium,bridge_name_match
PLACE_QC038003,PLACE_QC078002_1921,QC,Gentilly,Gentilly,1861,1921,medium,bridge_name_match
PLACE_QC184002,PLACE_QC078002_1921,QC,Gentilly,Gentilly,1891;1901;1911,1921,medium,bridge_name_match
PLACE_QC038005,PLACE_QC078008_1911,QC,St. Célestin,St. Célestin,1851;1861,1911;1921,high,bridge_name_match
PLACE_QC179009,PLACE_QC078008_1911,QC,St. Célestin,St. Célestin,1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC072007,PLACE_QC157007,QC,St. Grégoire,St. Grégoire,1851,1861;1871;1881;1891,high,bridge_name_match
PLACE_QC135002,PLACE_QC179012_1881,QC,St. Grégoire,St. Grégoire,1851;1861;1871,1881;1891;1901,high,bridge_name_match
PLACE_QC038008_1851,PLACE_QC078015,QC,Ste. Monique,Ste. Monique,1851;1861,1911;1921,high,bridge_name_match
PLACE_QC135011,PLACE_QC078015,QC,Ste. Monique,Ste. Monique,1871,1911;1921,high,bridge_name_match
PLACE_QC175014,PLACE_QC078015,QC,Ste. Monique,Ste. Monique,1881;1891,1911;1921,high,bridge_name_match
PLACE_QC179015,PLACE_QC078015,QC,Ste. Monique,Ste. Monique,1901,1911;1921,high,bridge_name_match
PLACE_QC095003_1881,PLACE_QC052009_1891,QC,Ste. Monique,Ste. Monique,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC098004,PLACE_QC079005_1901,QC,Bristol,Bristol,1851;1861;1871;1881,1901;1911;1921,medium,bridge_name_match
PLACE_QC067011,PLACE_QC079015,QC,Litchfield,Litchfield,1851,1901;1911;1921,high,bridge_name_match
PLACE_QC177006,PLACE_QC079015,QC,Litchfield,Litchfield,1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC177018,PLACE_QC079027,QC,Portage du Fort,"Portage du Fort, VL",1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC041001,PLACE_QC080002_1911,QC,Cap Santé,Cap Santé,1851;1861,1911;1921,high,bridge_name_match
PLACE_QC181002,PLACE_QC080002_1911,QC,Cap Santé,Cap Santé,1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC068003,PLACE_QC181003,QC,Deschambault,Deschambault,1851,1901,high,bridge_name_match
PLACE_QC041002,PLACE_QC181003,QC,Deschambault,Deschambault,1861,1901,high,bridge_name_match
PLACE_QC178003_1871,PLACE_QC181003,QC,Deschambault,Deschambault,1871;1881;1891,1901,high,bridge_name_match
PLACE_QC186005,PLACE_QC080024,QC,Grondines,"Grondines, VL",1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC041005,PLACE_QC186007,QC,Pointe-aux-Trembles,Pointe aux Trembles,1851;1861,1871;1881;1891;1901;1911,high,bridge_name_match
PLACE_QC163004,PLACE_QC076005,QC,Pointe aux Trembles,"Pointe aux Trembles, par.",1851;1861;1871;1881;1891;1901,1921,high,bridge_name_match
PLACE_QC168001_1911,PLACE_QC076005,QC,Pointe-aux-Trembles,"Pointe aux Trembles, par.",1911,1921,high,bridge_name_match
PLACE_QC143002,PLACE_QC080031,QC,St. Casimir,"St. Casimir, VL",1851;1861;1871,1921,high,bridge_name_match
PLACE_QC178013,PLACE_QC080031,QC,St. Casimir,"St. Casimir, VL",1881;1891,1921,high,bridge_name_match
PLACE_QC186013,PLACE_QC080031,QC,St. Casimir,"St. Casimir, VL",1901;1911,1921,high,bridge_name_match
PLACE_QC041010,PLACE_QC080013,QC,Ste. Catherine,Ste. Catherine,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC041011,PLACE_QC143009,QC,St. Raymond,St. Raymond,1851;1861,1871,high,bridge_name_match
PLACE_QC084000,PLACE_QC081017,QC,"Québec, cité","Québec, C",1851,1921,medium,bridge_name_match
PLACE_QC080002,PLACE_QC081021,QC,Charlesbourg,"Charlesbourg, VL",1851;1861;1871;1881,1921,high,bridge_name_match
PLACE_QC185003,PLACE_QC081021,QC,Charlesbourg,"Charlesbourg, VL",1891;1901,1921,high,bridge_name_match
PLACE_QC190003,PLACE_QC081021,QC,Charlesbourg,"Charlesbourg, VL",1911,1921,high,bridge_name_match
PLACE_QC050012,PLACE_QC008009,QC,St. Gabriel,St. Gabriel,1851,1861,high,bridge_name_match
PLACE_QC070010,PLACE_QC082001,QC,St. Aimé,St. Aimé,1851,1921,high,bridge_name_match
PLACE_QC043001,PLACE_QC082001,QC,St. Aimé,St. Aimé,1861,1921,high,bridge_name_match
PLACE_QC120008,PLACE_QC082001,QC,St. Aimé,St. Aimé,1871,1921,high,bridge_name_match
PLACE_QC186001,PLACE_QC082001,QC,St. Aimé,St. Aimé,1881;1891;1901,1921,high,bridge_name_match
PLACE_QC191001,PLACE_QC082001,QC,St. Aimé,St. Aimé,1911,1921,high,bridge_name_match
PLACE_QC186005_1861,PLACE_QC082006,QC,St. Ours,St. Ours,1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC070005,PLACE_QC082010,QC,Ste. Victoire,Ste. Victoire,1851,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC043009,PLACE_QC082010,QC,Ste. Victoire,Ste. Victoire,1861,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC120004,PLACE_QC082010,QC,Ste. Victoire,Ste. Victoire,1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC153036,PLACE_QC158027,QC,Ste. Victoire,Ste. Victoire,1901,1911,high,bridge_name_match
PLACE_QC076015,PLACE_QC192017,QC,Shipton,Shipton,1851,1861;1871;1881;1891;1901;1911,high,bridge_name_match
PLACE_QC044002,PLACE_QC083002,QC,Cleveland,Cleveland,1861,1921,high,bridge_name_match
PLACE_QC192003,PLACE_QC083002,QC,Cleveland,Cleveland,1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC055016,PLACE_QC099015_1921,QC,"Wotton, Township",Wotton,1851,1921,high,bridge_name_match
PLACE_QC192023,PLACE_QC099015_1921,QC,Wotton,Wotton,1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC167004,PLACE_QC193012,QC,Ste. Cécile du Bic,Ste. Cécile du Bic,1861;1871,1881;1891;1901;1911,high,bridge_name_match
PLACE_QC045010,PLACE_QC084009_1911,QC,Ste. Flavie,Ste. Flavie,1861,1911;1921,high,bridge_name_match
PLACE_QC168001,PLACE_QC084009_1911,QC,Ste. Flavie,Ste. Flavie,1871,1911;1921,high,bridge_name_match
PLACE_QC188020,PLACE_QC084009_1911,QC,Ste. Flavie,Ste. Flavie,1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC071017,PLACE_QC040019_1881,QC,Métis,Métis,1851,1881,high,bridge_name_match
PLACE_QC045006,PLACE_QC040019_1881,QC,Métis,Métis,1861,1881,high,bridge_name_match
PLACE_QC168003,PLACE_QC040019_1881,QC,Métis,Métis,1871,1881,high,bridge_name_match
PLACE_QC063012,PLACE_QC085016,QC,St. Hilaire,"St. Hilaire, VL",1851;1861;1871;1881,1921,high,bridge_name_match
PLACE_QC194005,PLACE_QC085016,QC,St. Hilaire,"St. Hilaire, VL",1891;1901;1911,1921,high,bridge_name_match
PLACE_QC072011,PLACE_QC194006,QC,St. Jean Baptiste,St. Jean-Baptiste,1851,1891;1901;1911,medium,bridge_name_match
PLACE_QC123004,PLACE_QC194006,QC,St. Jean Baptiste,St. Jean-Baptiste,1861;1871,1891;1901;1911,medium,bridge_name_match
PLACE_QC046006,PLACE_QC123005,QC,Ste. Marie,Ste. Marie,1851;1861,1871,high,bridge_name_match
PLACE_QC158002,PLACE_QC040015,QC,Ste. Marie,Ste. Marie,1851;1861;1871,1921,high,bridge_name_match
PLACE_QC139020,PLACE_QC040015,QC,Ste. Marie,Ste. Marie,1881;1891,1921,high,bridge_name_match
PLACE_QC139019,PLACE_QC040015,QC,Ste. Marie,Ste. Marie,1901,1921,high,bridge_name_match
PLACE_QC144018,PLACE_QC040015,QC,Ste. Marie,Ste. Marie,1911,1921,high,bridge_name_match
PLACE_QC189003,PLACE_QC085011,QC,"Marieville, Village","Marieville, T-V",1861;1871;1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC046007_1851,PLACE_QC085008_1881,QC,St. Mathias,St. Mathias,1851;1861,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC123002,PLACE_QC085008_1881,QC,St. Mathias,St. Mathias,1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC121002,PLACE_QC091001_1881,QC,La Présentation,La Présentation,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC078002,PLACE_QC091012,QC,"St. Hyacinthe, Town","St. Hyacinthe, City—Cité",1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC062011,PLACE_QC091005_1901,QC,St. Damase,St. Damase,1851;1861;1871;1881,1901;1911;1921,high,bridge_name_match
PLACE_QC185005_1891,PLACE_QC091005_1901,QC,St. Damase,St. Damase,1891,1901;1911;1921,high,bridge_name_match
PLACE_QC183017,PLACE_QC070007,QC,St. Damase,St. Damase,1881;1891,1911;1921,high,bridge_name_match
PLACE_QC188015,PLACE_QC070007,QC,St. Damase,St. Damase,1901,1911;1921,high,bridge_name_match
PLACE_QC072006_1851,PLACE_QC059001_1861,QC,St. Alexandre,St. Alexandre,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC058011,PLACE_QC061003_1891,QC,St. Alexandre,St. Alexandre,1851,1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC026005,PLACE_QC061003_1891,QC,St. Alexandre,St. Alexandre,1861,1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC186008,PLACE_QC080007,QC,Notre-Dame des Anges,Notre Dame des Anges,1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC064001_1851,PLACE_QC059003,QC,St. Athanase,St. Athanase,1851;1861;1871;1881,1901;1911;1921,high,bridge_name_match
PLACE_QC157004_1891,PLACE_QC059003,QC,St. Athanase,St. Athanase,1891,1901;1911;1921,high,bridge_name_match
PLACE_QC072009,PLACE_QC191014,QC,Ste. Brigitte,Ste. Brigitte,1851,1861;1871;1881;1891;1901,high,bridge_name_match
PLACE_QC186005_1861_1891,PLACE_QC092006_1901,QC,Ste. Marguerite de Blairfindie,Ste. Marguerite de Blairfindie,1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC048001,PLACE_QC087002,QC,Ely,Ely,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC048002,PLACE_QC087003,QC,Granby,Granby,1851;1861,1901;1911;1921,high,bridge_name_match
PLACE_QC188003,PLACE_QC087003,QC,Granby,Granby,1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC048006,PLACE_QC197010_1901,QC,Shefford,Shefford,1851;1861,1901;1911,high,bridge_name_match
PLACE_QC127005,PLACE_QC197010_1901,QC,Shefford,Shefford,1871,1901;1911,high,bridge_name_match
PLACE_QC059005,PLACE_QC197010_1901,QC,Shefford,Shefford,1881,1901;1911,high,bridge_name_match
PLACE_QC188007_1891,PLACE_QC197010_1901,QC,Shefford,Shefford,1891,1901;1911,high,bridge_name_match
PLACE_QC189007,PLACE_QC088002,QC,Orford,Orford,1851;1861;1871;1881;1891,1921,high,bridge_name_match
PLACE_QC198002_1901,PLACE_QC088002,QC,Orford,Orford,1901;1911,1921,high,bridge_name_match
PLACE_QC081006,PLACE_QC089012,QC,St. Polycarpe,"St. Polycarpe, Village",1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC049006,PLACE_QC089012,QC,St. Polycarpe,"St. Polycarpe, Village",1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC110002,PLACE_QC089012,QC,St. Polycarpe,"St. Polycarpe, Village",1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC074001,PLACE_QC089012,QC,St. Polycarpe,"St. Polycarpe, Village",1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC049007_1861,PLACE_QC089005_1881,QC,St. Télesphore,St. Télesphore,1861,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC190002,PLACE_QC089008,QC,"Côteau Landing, Village","Côteau Landing, VL",1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC141007,PLACE_QC195001,QC,Barford,Barford,1851;1861;1871,1881;1891;1901,high,bridge_name_match
PLACE_QC053003_1851,PLACE_QC090002,QC,Barnston,Barnston,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC191006,PLACE_QC090014,QC,Hatley,"Hatley, VL",1851;1861;1871;1881;1891,1921,high,bridge_name_match
PLACE_QC195006,PLACE_QC090014,QC,Hatley,"Hatley, VL",1901,1921,high,bridge_name_match
PLACE_QC200003,PLACE_QC090014,QC,Hatley,"Hatley, VL",1911,1921,high,bridge_name_match
PLACE_QC056004,PLACE_QC090010,QC,Magog,"Magog, T-V",1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC071001_1851,PLACE_QC095024,QC,Rivière du Loup,Rivière du Loup,1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC041002_1861,PLACE_QC095024,QC,Rivière du Loup,Rivière du Loup,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC085001_1861,PLACE_QC069003_1891,QC,Rivière du Loup,Rivière du Loup,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC071005,PLACE_QC095008,QC,St. Arsène,St. Arsène,1851,1861;1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC071007,PLACE_QC095027,QC,Trois Pistoles,Trois Pistoles,1851,1921,high,bridge_name_match
PLACE_QC166008,PLACE_QC095027,QC,Trois Pistoles,Trois Pistoles,1861;1871,1921,high,bridge_name_match
PLACE_QC201022,PLACE_QC095027,QC,Trois-Pistoles,Trois Pistoles,1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC148009,PLACE_QC178002,QC,Ste. Anne,Ste. Anne,1851;1861;1871,1881;1891;1901;1911,high,bridge_name_match
PLACE_QC149015_1881,PLACE_QC050025,QC,Ste. Anne,"Ste. Anne, VL",1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC099005,PLACE_QC096009_1881,QC,St. Janvier,St. Janvier,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC079004,PLACE_QC096010,QC,St. Jérôme,St. Jérôme,1851,1911;1921,high,bridge_name_match
PLACE_QC056010_1861,PLACE_QC096010,QC,St. Jérôme,St. Jérôme,1861,1911;1921,high,bridge_name_match
PLACE_QC099009,PLACE_QC096010,QC,St. Jérôme,St. Jérôme,1871,1911;1921,high,bridge_name_match
PLACE_QC197009,PLACE_QC096010,QC,St. Jérôme,St. Jérôme,1881;1891;1901,1911;1921,high,bridge_name_match
PLACE_QC099010,PLACE_QC096019,QC,"St. Jérôme, Village","St. Jérôme, Town—Ville",1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC076024,PLACE_QC149026,QC,St. Jérôme,St. Jérôme,1881,1891;1901,high,bridge_name_match
PLACE_QC149027,PLACE_QC063034,QC,"St. Jérôme, Village","St. Jérôme, VL",1901,1911;1921,high,bridge_name_match
PLACE_QC079009,PLACE_QC099001,QC,Terrebonne,"Terrebonne, Town—Ville",1851,1861;1871,high,bridge_name_match
PLACE_QC099004,PLACE_QC096020,QC,"Ste. Thérèse, Village","Ste. Thérèse, T-V",1851;1861;1871,1921,high,bridge_name_match
PLACE_QC202021,PLACE_QC096020,QC,"Ste. Thérèse, Village","Ste. Thérèse, T-V",1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC203002,PLACE_QC093003,QC,Pointe du Lac,Pointe du Lac,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC052002_1851,PLACE_QC093004,QC,St. Barnabé,St. Barnabé,1851;1861,1921,medium,bridge_name_match
PLACE_QC084008_1871,PLACE_QC093004,QC,St. Barnabé,St. Barnabé,1871;1881,1921,medium,bridge_name_match
PLACE_QC203003,PLACE_QC093004,QC,St. Barnabé,St. Barnabé,1911,1921,medium,bridge_name_match
PLACE_QC050002_1851,PLACE_QC091002,QC,St. Barnabé,St. Barnabé,1851;1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC052004,PLACE_QC129005,QC,St. Etienne,St. Etienne,1851;1861,1871,high,bridge_name_match
PLACE_QC073005,PLACE_QC093018_1891,QC,Yamachiche,"Yamachiche, Village",1851,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC084001,PLACE_QC093018_1891,QC,Yamachiche,"Yamachiche, Village",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC203010,PLACE_QC093011,QC,Yamachiche,Yamachiche,1911,1921,high,bridge_name_match
PLACE_QC187007,PLACE_QC093010,QC,St. Sévère,St. Sévère,1861;1871;1881;1891,1921,high,bridge_name_match
PLACE_QC198012,PLACE_QC093010,QC,St. Sévère,St. Sévère,1901,1921,high,bridge_name_match
PLACE_QC203009,PLACE_QC093010,QC,St. Sévère,St. Sévère,1911,1921,high,bridge_name_match
PLACE_QC109004,PLACE_QC097001,QC,Rigaud,Rigaud,1851;1861;1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC075002,PLACE_QC097001,QC,Rigaud,Rigaud,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC109002,PLACE_QC097006_1901,QC,Vaudreuil,Vaudreuil,1851;1861;1871,1901;1911;1921,high,bridge_name_match
PLACE_QC075006,PLACE_QC097006_1901,QC,Vaudreuil,Vaudreuil,1881,1901;1911;1921,high,bridge_name_match
PLACE_QC195010,PLACE_QC097006_1901,QC,Vaudreuil,Vaudreuil,1891,1901;1911;1921,high,bridge_name_match
PLACE_QC039038,PLACE_QC057025,QC,Wakefield,Wakefield,1851;1861,1921,medium,bridge_name_match
PLACE_QC093006,PLACE_QC057025,QC,Wakefield,Wakefield,1871,1921,medium,bridge_name_match
PLACE_QC176048,PLACE_QC057025,QC,Wakefield,Wakefield,1881;1891,1921,medium,bridge_name_match
PLACE_QC205019,PLACE_QC057025,QC,Wakefield,Wakefield,1911,1921,medium,bridge_name_match
PLACE_QC060003_1851_1861,PLACE_QC100005,QC,St. David,St. David,1851;1861,1911;1921,medium,bridge_name_match
PLACE_QC197003,PLACE_QC100005,QC,St. David,St. David,1871;1881;1891,1911;1921,medium,bridge_name_match
PLACE_QC057004_1861,PLACE_QC100017,QC,Pierreville,"Pierreville, VL",1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC060006,PLACE_QC201011,QC,St. Zéphirin,St. Zéphirin,1851;1861,1901,medium,bridge_name_match
PLACE_QC057007_1871,PLACE_QC201011,QC,St. Zéphirin,St. Zéphirin,1871;1881,1901,medium,bridge_name_match
PLACE_QC148006,PLACE_QC044007_1921,QC,Mann,Mann,1851;1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC185002,PLACE_QC081020,QC,Beauport,"Beauport, VL",1851;1861;1871;1881;1891;1901,1921,high,bridge_name_match
PLACE_QC190002_1911,PLACE_QC081020,QC,Beauport,"Beauport, VL",1911,1921,high,bridge_name_match
PLACE_QC098006,PLACE_QC079011,QC,Clarendon,Clarendon,1851;1861;1871;1881,1901;1911;1921,medium,bridge_name_match
PLACE_QC076014,PLACE_QC083001,QC,Brompton,Brompton,1851,1911;1921,medium,bridge_name_match
PLACE_QC182001_1871,PLACE_QC083001,QC,Brompton,Brompton,1871;1881;1891,1911;1921,medium,bridge_name_match
PLACE_QC187002_1901,PLACE_QC083001,QC,Brompton,Brompton,1901,1911;1921,medium,bridge_name_match
PLACE_QC182012,PLACE_QC083007,QC,Stoke,Stoke,1861;1871;1881;1891,1911;1921,high,bridge_name_match
PLACE_QC187013,PLACE_QC083007,QC,Stoke,Stoke,1901,1911;1921,high,bridge_name_match
PLACE_QC016005,PLACE_QC051009,QC,Hampden,Hampden,1861,1901;1911;1921,medium,bridge_name_match
PLACE_QC016008,PLACE_QC055007,QC,Marston,Marston,1861,1921,medium,bridge_name_match
PLACE_QC016012,PLACE_QC055017_1911,QC,Whitton,Whitton,1861,1911;1921,medium,bridge_name_match
PLACE_QC054011,PLACE_QC055017_1911,QC,Whitton,Whitton,1881,1911;1921,medium,bridge_name_match
PLACE_QC048005,PLACE_QC087004,QC,Roxton,Roxton,1851;1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC127007,PLACE_QC087004,QC,Roxton,Roxton,1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC059007_1881,PLACE_QC087004,QC,Roxton,Roxton,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC015015,PLACE_QC150009,QC,Roberval,Roberval,1861,1871,high,bridge_name_match
PLACE_QC054022,PLACE_QC005009,QC,Marlow,Marlow,1851,1861,high,bridge_name_match
PLACE_QC093001,PLACE_QC057035,QC,Templeton,"Templeton, VL",1851;1861;1871,1921,medium,bridge_name_match
PLACE_QC205018,PLACE_QC057035,QC,Templeton,"Templeton, VL",1891;1901;1911,1921,medium,bridge_name_match
PLACE_QC067012,PLACE_QC095001,QC,Lochaber,Lochaber,1851,1871,high,bridge_name_match
PLACE_QC039025,PLACE_QC095001,QC,Lochaber,Lochaber,1861,1871,high,bridge_name_match
PLACE_QC103003,PLACE_QC043001_1881,QC,Berthier,Berthier,1851;1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC011004,PLACE_QC067005,QC,"Chambly, Village","Chambly, Village",1851;1861,1881,high,bridge_name_match
PLACE_QC118006,PLACE_QC067005,QC,"Chambly, Village","Chambly, Village",1871,1881,high,bridge_name_match
PLACE_QC118005,PLACE_QC046002,QC,Chambly,Chambly,1861;1871,1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC012009,PLACE_QC047016,QC,St. Narcisse,St. Narcisse,1861,1911;1921,medium,bridge_name_match
PLACE_QC146012,PLACE_QC047016,QC,St. Narcisse,St. Narcisse,1871;1881;1891,1911;1921,medium,bridge_name_match
PLACE_QC012011,PLACE_QC047020,QC,St. Stanislas,St. Stanislas,1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC133003,PLACE_QC047020,QC,St. Stanislas,St. Stanislas,1871,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC082013,PLACE_QC047020,QC,St. Stanislas,St. Stanislas,1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC026012,PLACE_QC165010,QC,St. Paschal,St. Paschal,1851;1861,1871,high,bridge_name_match
PLACE_QC073015,PLACE_QC052006,QC,"Three Rivers, Parish","Three Rivers, Parish",1851,1861,high,bridge_name_match
PLACE_QC079005,PLACE_QC037010,QC,"Morin, Township",Morin,1851,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC002007,PLACE_QC037010,QC,Morin,Morin,1861,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC055012,PLACE_QC003001,QC,"Arthabaska, Township",Arthabaska,1851,1861,high,bridge_name_match
PLACE_QC003002,PLACE_QC038020,QC,Arthabaskaville,"Arthabaskaville, Village",1861,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC052026,PLACE_QC038020,QC,"Arthabaskaville, Village","Arthabaskaville, Village",1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC097026,PLACE_QC057030,QC,"Aylmer, Village","Aylmer, Town—Ville",1851;1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC074008,PLACE_QC048006_1871,QC,Ste. Agnès,Ste. Agnès,1851,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC013007,PLACE_QC048006_1871,QC,Ste. Agnes,Ste. Agnès,1861,1871;1881;1891;1901;1911;1921,high,bridge_name_match
PLACE_QC076009,PLACE_QC051013,QC,Newport,Newport,1851,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC019011,PLACE_QC056023,QC,Newport,Newport,1861,1881;1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC019012,PLACE_QC159021,QC,Pabos,Pabos,1861,1881;1891;1901;1911,high,bridge_name_match
PLACE_QC172005,PLACE_QC159021,QC,Pabos,Pabos,1871,1881;1891;1901;1911,high,bridge_name_match
PLACE_QC023004,PLACE_QC067006,QC,St. Cyrille,St. Cyrille,1851;1861,1911;1921,medium,bridge_name_match
PLACE_QC165005,PLACE_QC067006,QC,St. Cyrille,St. Cyrille,1891,1911;1921,medium,bridge_name_match
PLACE_QC165005_1901,PLACE_QC067006,QC,St. Cyrille,St. Cyrille,1901,1911;1921,medium,bridge_name_match
PLACE_QC026009,PLACE_QC061010_1891,QC,Ste. Hélène,Ste. Hélène,1851;1861,1891;1901;1911;1921,medium,bridge_name_match
PLACE_QC058006,PLACE_QC039005_1891,QC,Ste. Hélène,Ste. Hélène,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC066002,PLACE_QC038002_1861,QC,Blandford,Blandford,1851,1861,high,bridge_name_match
PLACE_QC003009,PLACE_QC038005_1911,QC,Maddington,Maddington,1861,1911;1921,medium,bridge_name_match
PLACE_QC040010,PLACE_QC079016,QC,Mansfield,Mansfield,1851;1861,1921,medium,bridge_name_match
PLACE_QC045005,PLACE_QC040024,QC,"Matane, Parish",Matane,1851;1861,1871;1881,high,bridge_name_match
PLACE_QC057012,PLACE_QC092008_1901,QC,St. Valentin,St. Valentin,1851,1901;1911;1921,high,bridge_name_match
PLACE_QC186006,PLACE_QC092008_1901,QC,St. Valentin,St. Valentin,1861;1871;1881;1891,1901;1911;1921,high,bridge_name_match
PLACE_QC096001,PLACE_QC037012,QC,St. Jérusalem,St. Jerusalem,1861;1871;1881,1891;1901;1911;1921,high,bridge_name_match
PLACE_QC048004_1851,PLACE_QC058001,QC,"Dundee, Township",Dundee,1851,1921,high,bridge_name_match
PLACE_QC161001,PLACE_QC058001,QC,Dundee,Dundee,1861;1871;1881;1891;1901;1911,1921,high,bridge_name_match
PLACE_QC048006_1851,PLACE_QC058012,QC,"Huntingdon, Village","Huntingdon, Village",1851,1871;1881;1891;1901;1911;1921,medium,bridge_name_match
