old_place_id,new_place_id,province,old_canonical_name,new_canonical_name,old_years_active,new_years_active,confidence,reason
PLACE_QC163003,PLACE_QC076044,QC,St. Martin,"St. Martin, par.",1871;1881;1891,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC163003_1901,PLACE_QC168011_1911,QC,Longue Pointe,Longue Pointe,1901,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC163004,PLACE_QC076005,QC,Pointe aux Trembles,"Pointe aux Trembles, par.",1861;1871;1881;1891;1901,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC163004_1871,PLACE_QC044007,QC,"Cap St. Ignace, Bourdages, Patton & Talon",Cap St Ignace,1871,1871;1881,registry_diff,registry_diff
PLACE_QC163005,PLACE_QC060006_1911,QC,St. Cléophas,St. Cléophas de Brandon,1901;1911,1911;1921,registry_diff,registry_diff
PLACE_QC163008,PLACE_QC168014,QC,St. Joseph de Bordeaux,Bordeaux t-v,1901,1901;1911,registry_diff,registry_diff
PLACE_QC163008_1901,PLACE_QC060009_1881,QC,Ste. Émilie,Ste. Emélie de l'Energie,1901;1911,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC163010,PLACE_QC076044,QC,St. Martin,"St. Martin, par.",1901,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC163012,PLACE_QC168009_1911,QC,Ste. Rose,Ste. Rose,1881;1891;1901,1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC163012_1911,PLACE_QC060013_1911,QC,St. Paul,St. Paul,1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC163014_1911,PLACE_QC163014,QC,Joliette t-v,"Joliette, Town—Ville",1911,1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC164001,PLACE_QC170001,QC,"L’lslet, St. Eugène",L'Islet,1871,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC164001_1911,PLACE_QC061001_1911,QC,Mont Carmel,Mont Carmel (Notre Dame du),1911,1911;1921,registry_diff,registry_diff
PLACE_QC164003,PLACE_QC043004_1861,QC,"St. Aubert, Fournier","Fournier, St. Aubert",1861;1871,1861;1871;1881,registry_diff,registry_diff
PLACE_QC164004,PLACE_QC043005_1881,QC,St. Roch,St. Roch,1861;1871,1851;1861;1871;1881,registry_diff,registry_diff
PLACE_QC164006_1871,PLACE_QC043007_1881,QC,"Ste. Louise, Ashford","Ste. Louise, Ashford",1871,1861;1871;1881,registry_diff,registry_diff
PLACE_QC164007_1871,PLACE_QC061007_1871,QC,St. Denis,St. Denis,1871;1881;1891;1901;1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC164008,PLACE_QC066006_1911,QC,St. Jean Chrysostôme,St. Jean Chrysostôme,1861;1871;1881;1891;1901,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC164008_1911,PLACE_QC061008,QC,St. Éleuthère & UNO,St. Eleuthère (Pohénégamook),1911,1901;1911;1921,registry_diff,registry_diff
PLACE_QC164009,PLACE_QC066007,QC,St. Joseph,St. Joseph de Lévis,1891,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC164009_1901,PLACE_QC066007,QC,St. Joseph de Lévis,St. Joseph de Lévis,1901,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC164012_1891,PLACE_QC066012,QC,St. Romuald d’Etchemin,St. Romuald,1891,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC164017,PLACE_QC061017,QC,"Kamouraska, Village","Kamouraska, Village",1861;1871;1881;1891;1901;1911,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC165002,PLACE_QC067011_1891,QC,Elgin & Taché,Ste. Perpétue,1891,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC165002_1901,PLACE_QC170004,QC,St. Damase,St. Damase (Ashford),1901,1901;1911,registry_diff,registry_diff
PLACE_QC165005,PLACE_QC067006,QC,St. Cyrille,St. Cyrille,1891,1851;1861;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC165005_1901,PLACE_QC067006,QC,St. Cyrille,St. Cyrille,1901,1851;1861;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC165008_1911,PLACE_QC062008,QC,Buckingham,Buckingham,1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC165009_1911,PLACE_QC165009_1901,QC,Campbell,Campbell,1901;1911,1901;1911,registry_diff,registry_diff
PLACE_QC165012_1871,PLACE_QC042011,QC,"St. André, Notre Dame du Portage",St. André,1871,1851;1861;1871;1881,registry_diff,registry_diff
PLACE_QC165018,PLACE_QC062024,QC,L'Ange-Gardien,L'Ange Gardien,1911,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC165030,PLACE_QC062037,QC,Notre-Dame de Bonsecours,Notre Dame de Bonsecours,1911,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC165032,PLACE_QC062039,QC,Plaisance,Plaisance,1901;1911,1901;1911;1921,registry_diff,registry_diff
PLACE_QC166002_1911,PLACE_QC064007,QC,Sault St. Louis,Sault St. Louis,1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC166007_1881,PLACE_QC068009,QC,"Ste. Emilie & Leclercville, Village",Ste. Emélie,1881;1891,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC166008,PLACE_QC095027,QC,Trois Pistoles,Trois Pistoles,1861;1871,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC166008_1911,PLACE_QC077001,QC,St. Cyprien,St. Cyprien de Léry,1911,1911;1921,registry_diff,registry_diff
PLACE_QC166009_1911,PLACE_QC166009,QC,St. Édouard,St. Edouard,1911,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC166012_1871,PLACE_QC166012,QC,"Viger, Demers","Viger, Demers",1871,1871,registry_diff,registry_diff
PLACE_QC166013_1891,PLACE_QC068016,QC,St. Patrice de Beaurivage,St. Patrice de Beaurivage,1891,1881;1891;1911;1921,registry_diff,registry_diff
PLACE_QC166014_1891,PLACE_QC166016,QC,Ste. Philomène,Ste. Philomène,1891,1891;1901,registry_diff,registry_diff
PLACE_QC167001,PLACE_QC172001,QC,"De Lorimier, Village","Montréal, DeLormier ward-quartier",1901,1901;1911,registry_diff,registry_diff
PLACE_QC167002,PLACE_QC084015,QC,St. Mathieu de Rioux,St. Mathieu,1871,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC167002_1901,PLACE_QC172003,QC,"Montreal, Hochelaga, Ward—Quartier","Montréal, Hochelaga ward-quartier",1901,1891;1901;1911,registry_diff,registry_diff
PLACE_QC167005_1901,PLACE_QC167005_1881,QC,"Montreal, St. Denis, Ward—Quartier","Montreal, St. Denis, Ward—Quartier",1901,1881;1891;1901,registry_diff,registry_diff
PLACE_QC167007_1901,PLACE_QC172004,QC,"St. Louis, Town—Ville","Montréal, Laurier ward-quartier",1901,1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC167012,PLACE_QC173011,QC,Unorganized Territory,Other parts - Autres parties,1891,1891;1901;1911,registry_diff,registry_diff
PLACE_QC168001_1891,PLACE_QC071001_1891,QC,Halifax N,Halifax N.,1861;1871;1881;1891,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168001_1911,PLACE_QC076005,QC,Pointe-aux-Trembles,"Pointe aux Trembles, par.",1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168002,PLACE_QC071002_1921,QC,Halifax S,Halifax S.,1861;1871;1881;1891,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168002_1871,PLACE_QC188010,QC,Ste. Angèle de Mérici,Ste. Angèle de Merrici,1871,1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC168002_1911,PLACE_QC076006_1851,QC,Rivière des Prairies,Rivière des Prairies,1861;1871;1881;1901;1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168003_1911,PLACE_QC076025_1911,QC,Sault au Récollet (partie),"Montréal N., T-V",1911,1911;1921,registry_diff,registry_diff
PLACE_QC168004_1891,PLACE_QC069003_1891,QC,Rivière du Loup,Rivière du Loup,1891;1901,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168004_1891_1891,PLACE_QC071005_1891,QC,Ireland N,Ireland N.,1891,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168005_1891,PLACE_QC071006_1891,QC,Ireland S & Coleraine,Ireland S.,1891,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168005_1911,PLACE_QC076042,QC,St. Elzéar de Laval,"St. Elzéar, par.",1911,1911;1921,registry_diff,registry_diff
PLACE_QC168006,PLACE_QC076043,QC,St. François de Sales,St. François de Sales,1881;1891;1901;1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168006_1871,PLACE_QC188035,QC,Matane,St. Ulric,1871,1851;1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC168006_1891,PLACE_QC169009,QC,Leeds E,"Leeds, East—Est",1891,1891;1901,registry_diff,registry_diff
PLACE_QC168007,PLACE_QC069009_1891,QC,St. Joseph,St. Joseph de Maskinongé,1891;1901,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168007_1871,PLACE_QC040024,QC,St. Jérôme,Matane,1871,1851;1861;1871;1881,registry_diff,registry_diff
PLACE_QC168008_1911,PLACE_QC076044,QC,St. Martin,"St. Martin, par.",1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC168010_1901,PLACE_QC168010,QC,St. Paulin,St. Paulin,1851;1861;1871;1881;1891;1901,1851;1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC168012_1901,PLACE_QC173011,QC,Unorganized territory—Territoire non-organisé,Other parts - Autres parties,1901,1891;1901;1911,registry_diff,registry_diff
PLACE_QC168014_1891,PLACE_QC169018,QC,Thetford N,"Thetford, North—Nord",1891,1891;1901,registry_diff,registry_diff
PLACE_QC168015_1891,PLACE_QC169019,QC,Thetford S,"Thetford, South—Sud",1891,1891;1901,registry_diff,registry_diff
PLACE_QC168019,PLACE_QC076049,QC,"Ste. Rose, Village","Ste. Rose, Village",1881;1891;1901;1911,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169001_1911,PLACE_QC169001,QC,Notre-Dame de la Victoire,Notre-Dame de la Victoire,1861;1871;1881;1891;1901;1911,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC169002_1901,PLACE_QC071001_1891,QC,"Halifax, North—Nord",Halifax N.,1901,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169002_1911,PLACE_QC066001,QC,Notre-Dame du Perpétuel Secours,Notre Dame de Charny,1911,1911;1921,registry_diff,registry_diff
PLACE_QC169003_1901,PLACE_QC071002_1921,QC,"Halifax, South—Sud",Halifax S.,1901,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169004_1881,PLACE_QC169004_1861,QC,St. Etienne de Lauzon,St. Etienne de Lauzon,1881;1891;1901;1911,1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC169004_1891,PLACE_QC071004_1891,QC,Inverness,Inverness,1891;1901,1851;1861;1871;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169005_1901,PLACE_QC071005_1891,QC,"Ireland, North—Nord",Ireland N.,1901,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169006_1871,PLACE_QC072002,QC,Farnham W-O,Farnham W-O,1871;1881;1891,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169006_1901,PLACE_QC071006_1891,QC,"Ireland, South—Sud  ",Ireland S.,1901,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169007_1901,PLACE_QC169007,QC,"Kingsville (Thetford Mines), Village","Kingsville (Thetford Mines), Village",1901,1901,registry_diff,registry_diff
PLACE_QC169008_1861,PLACE_QC169008,QC,"Nouvelle, Shoolbred","Nouvelle, Shoolbred",1861;1871,1851;1861;1871,registry_diff,registry_diff
PLACE_QC169009_1891,PLACE_QC072003,QC,"N.-D. de Stanbridge, Village",Notre Dame de Stanbridge,1891,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169009_1901,PLACE_QC169009,QC,"Leeds, East—Est","Leeds, East—Est",1901,1891;1901,registry_diff,registry_diff
PLACE_QC169012_1901,PLACE_QC066012,QC,St. Romuald,St. Romuald,1901;1911,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169013,PLACE_QC175007,QC,St. George de Clarenceville,St. George de Clarenceville,1881;1891,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC169015,PLACE_QC066014,QC,Lévis t-v,"Lévis, C",1911,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC169017_1901,PLACE_QC071016_1901,QC,"Somerset, South—Sud",Somerset S.,1901,1901;1911;1921,registry_diff,registry_diff
PLACE_QC169018_1901,PLACE_QC169018,QC,"Thetford, North—Nord","Thetford, North—Nord",1901,1891;1901,registry_diff,registry_diff
PLACE_QC170001_1901,PLACE_QC170001,QC,L'Islet,L'Islet,1851;1861;1881;1891;1901;1911,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC170002_1891,PLACE_QC073003,QC,"St. Calixte, Village",St. Calixte,1891,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC170004_1911,PLACE_QC170004,QC,St. Damase (Ashford),St. Damase (Ashford),1911,1901;1911,registry_diff,registry_diff
PLACE_QC170005,PLACE_QC072014,QC,"Farnham, Town—Ville","Farnham, Town—Ville",1871;1881;1891;1901,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC170006_1901,PLACE_QC072002,QC,"Farnham, West—Ouest",Farnham W-O,1901,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC170007_1911,PLACE_QC067009,QC,Ste. Louise,Ste. Louise des Aulnaies,1911,1911;1921,registry_diff,registry_diff
PLACE_QC170008,PLACE_QC067001,QC,St. Marcel,Arago (St. Marcel),1911,1911;1921,registry_diff,registry_diff
PLACE_QC170010,PLACE_QC067011_1891,QC,Ste. Perpétue,Ste. Perpétue,1901;1911,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC170011_1901,PLACE_QC092002_1921,QC,St. Bernard de Lacolle,St. Bernard de Lacolle,1901,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC171001,PLACE_QC159012,QC,Chloridormes,Chlorydormes,1871,1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC171002,PLACE_QC068004_1921,QC,Ste. Agathe,Ste. Agathe,1851;1861;1871;1881;1891;1901;1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC171002_1871,PLACE_QC154006,QC,Sydenham (N.) Fox,Fox & Sydenham North—Nord,1871,1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC171004,PLACE_QC159002_1911,QC,Cap des Rosiers,Cap Rosier,1871,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC171005,PLACE_QC039009,QC,"Gaspé, N, Sydenham, S","Gaspé Bay N, Sydenham S",1871,1871;1881,registry_diff,registry_diff
PLACE_QC171007_1891,PLACE_QC074009,QC,St. François de la Rivière du Sud,St. François,1891,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC171009,PLACE_QC073009,QC,Ste. Marie-Salomé,Ste. Marie Salomée,1891;1901,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC171011,PLACE_QC068001,QC,St. Jean Deschaillons,Deschaillons (St. Jean),1851;1861;1881;1891;1901;1911,1911;1921,registry_diff,registry_diff
PLACE_QC171013,PLACE_QC068014,QC,St. Narcisse,St. Narcisse,1881;1891;1901;1911,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC171014,PLACE_QC068016,QC,St. Patrice,St. Patrice de Beaurivage,1901;1911,1881;1891;1911;1921,registry_diff,registry_diff
PLACE_QC171015,PLACE_QC068017,QC,Ste. Philomène,Ste. Philomène de Fortierville,1911,1911;1921,registry_diff,registry_diff
PLACE_QC171017_1911,PLACE_QC068002,QC,Sacré-Coeur,Issoudun (N. D. du Sacré Cœur),1911,1911;1921,registry_diff,registry_diff
PLACE_QC171999_1901,PLACE_QC176999_1901,QC,NO DATA,NO DATA,1901,1901;1911,registry_diff,registry_diff
PLACE_QC172001_1911,PLACE_QC172001,QC,"Montréal, ward-quartier DeLormier","Montréal, DeLormier ward-quartier",1911,1901;1911,registry_diff,registry_diff
PLACE_QC172003_1911,PLACE_QC172003,QC,"Montréal, ward-quartier Hochelaga","Montréal, Hochelaga ward-quartier",1911,1891;1901;1911,registry_diff,registry_diff
PLACE_QC172004_1911,PLACE_QC172004,QC,"Montréal, ward-quartier Laurier","Montréal, Laurier ward-quartier",1911,1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC172005_1901,PLACE_QC172005_1891,QC,Maisonneuve t-v,"Maisonneuve, Town—Ville",1901;1911,1891;1901;1911,registry_diff,registry_diff
PLACE_QC172999_1911,PLACE_QC172999,QC,NO DATA,NO DATA,1911,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC173001_1871,PLACE_QC173001,QC,"Montréal, Centre Ward—Quartier","Montréal, Centre Ward—Quartier",1871;1881;1891,1871;1881;1891,registry_diff,registry_diff
PLACE_QC173002_1871,PLACE_QC173002,QC,"Montréal, East, Ward—Quartier","Montréal, East, Ward—Quartier",1871;1881;1891,1861;1871;1881;1891,registry_diff,registry_diff
PLACE_QC173002_1911,PLACE_QC069003_1891,QC,Louiseville,Rivière du Loup,1911,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC173003_1871,PLACE_QC173003,QC,"Montréal, Ste. Anne’s, Ward—Quartier","Montréal, Ste. Anne’s, Ward—Quartier",1871;1881;1891,1861;1871;1881;1891,registry_diff,registry_diff
PLACE_QC173003_1881,PLACE_QC178002,QC,Ste. Anne,Ste. Anne,1881;1891;1901,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC173004,PLACE_QC154011,QC,Groupe Nord,"Grosse Ile, Isle Bryon & Bird Rocks",1871,1871;1881;1891,registry_diff,registry_diff
PLACE_QC173004_1881,PLACE_QC180001,QC,"Montréal, St. Antoine, Ward—Quartier","Montréal, St. Antoine ward-quartier",1881;1891,1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC173004_1911,PLACE_QC043006_1911,QC,St. Charles de Mandeville,St. Charles de Mandeville,1911,1911;1921,registry_diff,registry_diff
PLACE_QC173005,PLACE_QC176002,QC,"Montréal, St. James', Ward—Quartier","Montreal, St. James Ward—Quartier St. Jacques",1871;1881;1891,1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC173006,PLACE_QC182001,QC,"Montréal, St. Lawrence, Ward—Quartier","Montréal, St. Laurent ward-quartier",1871;1881;1891,1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC173007,PLACE_QC182002,QC,"Montréal, St. Louis Ward—Quartier","Montréal, St. Louis Ward—Quartier",1871;1881;1891,1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC173008_1881,PLACE_QC178001,QC,"Montréal, St. Mary’s, Ward—Quartier","Montreal, St. Mary’s Ward—Quartier Ste. Marie",1881;1891,1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC173009,PLACE_QC179003,QC,"Montréal, West, Ward—Quartier","Montréal, West ward-quartier",1871;1881;1891,1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC173999,PLACE_QC069999,QC,NO DATA,NO DATA,1911,1911;1921,registry_diff,registry_diff
PLACE_QC174001,PLACE_QC179002_1901,QC,"Montreal, St. Ann’s Ward—Quartier Ste. Anne","Montréal, Ste. Anne ward-quartier",1901,1901;1911,registry_diff,registry_diff
PLACE_QC174003_1901,PLACE_QC179003,QC,"Montreal, West Ward—Quartier Ouest","Montréal, West ward-quartier",1901,1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC174010_1911,PLACE_QC071018,QC,Sacré-Coeur de Marie,Très Saint Cœur de Marie,1911,1911;1921,registry_diff,registry_diff
PLACE_QC174019,PLACE_QC071019,QC,Thetford Mines t-v,"Thetford Mines, C",1911,1911;1921,registry_diff,registry_diff
PLACE_QC175001,PLACE_QC180001,QC,"Montreal, St. Antoine Ward—Quartier","Montréal, St. Antoine ward-quartier",1871;1901,1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC175007_1891,PLACE_QC175007_1871,QC,Ste. Brigitte des Saults,Ste. Brigitte,1891,1871;1881;1891,registry_diff,registry_diff
PLACE_QC175009,PLACE_QC072010,QC,St. Thomas,St. Thomas,1861;1871;1881;1891;1901;1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC175012,PLACE_QC078030,QC,St. Léonard,"St. Léonard, VL",1881;1891,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC175014,PLACE_QC078015,QC,Ste. Monique,Ste. Monique,1881;1891,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176001_1911,PLACE_QC062025,QC,Ascension,L'Ascension (Mousseau et Lynch),1911,1911;1921,registry_diff,registry_diff
PLACE_QC176002_1901,PLACE_QC176002,QC,"Montreal, St. James Ward—Quartier St. Jacques","Montreal, St. James Ward—Quartier St. Jacques",1901,1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC176003_1901,PLACE_QC073003,QC,St. Calixte,St. Calixte,1871;1901;1911,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176004_1911,PLACE_QC176004,QC,St. Donat & Chilton,St. Donat & Chilton,1901;1911,1901;1911,registry_diff,registry_diff
PLACE_QC176007,PLACE_QC073015_1921,QC,St. Jacques,"St. Jacques, VL",1891;1901;1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176009,PLACE_QC062057,QC,"Buckingham, Town—Ville","Buckingham, T-V",1891,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176010,PLACE_QC062008,QC,Buckingham,Buckingham,1891,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176011_1881,PLACE_QC176011,QC,St. Patrice de Rawdon,St. Patrice de Rawdon,1881;1891;1901;1911,1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC176018,PLACE_QC057029,QC,"Hull, City—Cité","Hull, City—Cité",1881;1891,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176019,PLACE_QC205010,QC,Hull,Hull,1891,1851;1861;1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC176021,PLACE_QC062021,QC,Labelle,Labelle,1891,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176022_1891,PLACE_QC062024,QC,L’Ange Gardien,L'Ange Gardien,1891,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176030_1891,PLACE_QC160025,QC,Mulgrave & Derry,Mulgrave & Derry,1891,1881;1891;1901,registry_diff,registry_diff
PLACE_QC176031,PLACE_QC062037,QC,Notre-Dame de Bon Secours,Notre Dame de Bonsecours,1881;1891,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176033_1891,PLACE_QC057034,QC,Pointe Gatineau,"Pointe Gatineau, VL",1891,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176034_1891,PLACE_QC062040,QC,Ponsonby,Ponsonby,1891,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176035,PLACE_QC160030,QC,Portland E,Portland E,1881;1891,1881;1891;1901,registry_diff,registry_diff
PLACE_QC176036,PLACE_QC160031,QC,Portland W-O,Portland W-O,1881;1891,1881;1891;1901,registry_diff,registry_diff
PLACE_QC176041,PLACE_QC062050,QC,St. Malachie,St. Malachie,1871;1881;1891,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC176042_1891,PLACE_QC200020,QC,"Sicotte, Lytton & Baskatong","Sicotte, Lytton & Baskatong",1891,1881;1891;1901,registry_diff,registry_diff
PLACE_QC176999_1911,PLACE_QC176999_1901,QC,NO DATA,NO DATA,1911,1901;1911,registry_diff,registry_diff
PLACE_QC177001_1901,PLACE_QC182001,QC,"Montreal, St. Laurent Ward—Quartier","Montréal, St. Laurent ward-quartier",1901,1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC177002_1901,PLACE_QC182002,QC,"Montreal, St. Louis Ward—Quartier","Montréal, St. Louis Ward—Quartier",1901,1871;1881;1891;1901;1911,registry_diff,registry_diff
PLACE_QC177005_1891,PLACE_QC074002,QC,"St. Antoine, Ile aux Grues","St. Antoine, Ile aux Grues",1891;1901;1911,1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC177006,PLACE_QC079015,QC,Bryson (Village) & Upper Litchfield,Litchfield,1881;1891,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC177008,PLACE_QC074009,QC,St. François,St. François,1901;1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC177009,PLACE_QC074004,QC,St. Paul de Montminy,Montminy (St. Paul),1911,1911;1921,registry_diff,registry_diff
PLACE_QC177010_1891,PLACE_QC177010,QC,Clarendon N,Clarendon N,1891,1891,registry_diff,registry_diff
PLACE_QC177011_1891,PLACE_QC177011,QC,Clarendon S,Clarendon S,1891,1891,registry_diff,registry_diff
PLACE_QC177012_1911,PLACE_QC074014_1921,QC,Montmagny t-v,"Montmagny, T-V",1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC177016,PLACE_QC079017,QC,Onslow N,Onslow N.,1881;1891,1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC177017,PLACE_QC079018,QC,Onslow S,Onslow S.,1891,1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC177018,PLACE_QC079027,QC,Portage du Fort (Village) & Lower Litchfield,"Portage du Fort, VL",1891,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC177999,PLACE_QC180999,QC,NO DATA,NO DATA,1891,1881;1891;1901,registry_diff,registry_diff
PLACE_QC178001_1901,PLACE_QC178001,QC,"Montreal, St. Mary’s Ward—Quartier Ste. Marie","Montreal, St. Mary’s Ward—Quartier Ste. Marie",1901,1861;1871;1881;1891;1901,registry_diff,registry_diff
PLACE_QC178003,PLACE_QC075002_1921,QC,L’Ange Gardien,L'Ange Gardien,1851;1861;1871;1881;1891;1901;1911,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC178010,PLACE_QC080009,QC,St. Alban,St. Alban,1881;1891,1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC178013,PLACE_QC080031,QC,St. Casimir,"St. Casimir, VL",1881;1891,1851;1861;1871;1881;1891;1901;1911;1921,registry_diff,registry_diff
PLACE_QC178999_1891,PLACE_QC178999,QC,NO DATA,NO DATA,1891,1891,registry_diff,registry_diff
