cd_from,cd_to,relationship,iou,from_fraction,to_fraction,overlap_sqm
CD_NL_Labrador,CD_NL_Labrador,SAME_AS,1.0,1.0,1.0,55329492464.41
CD_NL_Newfoundland,CD_NL_Newfoundland,SAME_AS,1.0,1.0,1.0,111661003634.19
CD_NS_Annapolis,CD_NS_Annapolis,SAME_AS,1.0,1.0,1.0,3516171715.48
CD_NS_Antigonish,CD_NS_Antigonish,SAME_AS,1.0,1.0,1.0,1561893985.43
CD_NS_Cape_Breton,CD_NS_Cape_Breton_S.,CONTAINS,0.7407,0.7407,1.0,2027216849.73
CD_NS_Colchester,CD_NS_Colchester,SAME_AS,1.0,1.0,1.0,3786859159.53
CD_NS_Cumberland,CD_NS_Cumberland,SAME_AS,1.0,1.0,1.0,4521900396.34
CD_NS_Digby,CD_NS_Digby,SAME_AS,1.0,1.0,1.0,2801570102.03
CD_NS_Guysborough,CD_NS_Guysborough,SAME_AS,1.0,1.0,1.0,4385253546.36
"CD_NS_Halifax,_City_&_Co—Cité_et_comté",CD_NS_Halifax_City_&_County,SAME_AS,0.9996,1.0,0.9996,6215485248.22
CD_NS_Hants,CD_NS_Hants,SAME_AS,1.0,1.0,1.0,3253315267.58
CD_NS_Inverness,CD_NS_Inverness,SAME_AS,1.0,1.0,1.0,4241431951.47
CD_NS_Kings,CD_NS_Kings,SAME_AS,1.0,1.0,1.0,2295122635.79
CD_NS_Lunenburg,CD_NS_Lunenburg,SAME_AS,1.0,1.0,1.0,3269059773.23
CD_NS_Pictou,CD_NS_Pictou,SAME_AS,1.0,1.0,1.0,2975327404.44
CD_NS_Richmond,CD_NS_Richmond,SAME_AS,1.0,1.0,1.0,1407741344.23
CD_NS_Shelburne_&_Queens,CD_NS_Shelburne_&_Queens,SAME_AS,1.0,1.0,1.0,5672723797.89
CD_NS_Victoria,CD_NS_Cape_Breton_N._&_Victoria,WITHIN,0.8094,1.0,0.8094,3014254565.49
CD_NS_Yarmouth,CD_NS_Yarmouth,SAME_AS,1.0,1.0,1.0,2473884067.74
CD_NT_Alberta,CD_AB_Macleod,CONTAINS,0.0905,0.0907,0.9668,23654943701.57
CD_NT_Alberta,CD_AB_Calgary,CONTAINS,0.0544,0.0545,0.9756,14199880761.58
"CD_NT_Assiniboia,_East—Est",CD_SK_Assiniboia,CONTAINS,0.3202,0.3202,1.0,19283679394.95
"CD_NT_Assiniboia,_East—Est",CD_SK_Saltcoats,CONTAINS,0.1726,0.1735,0.9693,10448118336.48
"CD_NT_Assiniboia,_West—Ouest",CD_SK_Moosejaw,CONTAINS,0.5182,0.5182,1.0,87755386531.22
CD_NT_Unorganized_Territories,CD_YT_Yukon,CONTAINS,0.091,0.091,1.0,455668722605.32
CD_NT_Unorganized_Territories—Territoires_non-organisés,CD_NT_Northwest_Territories,WITHIN,0.1707,0.9991,0.1708,833357508001.94
CD_ON_Algoma,CD_ON_Thunder_Bay_&_Rainy_River,CONTAINS,0.6393,0.64,0.9983,179682164499.45
"CD_ON_Bruce,_East—Est",CD_ON_Bruce_S,WITHIN,0.6111,1.0,0.6111,1107404709.75
CD_ON_Carleton,CD_ON_Carleton,WITHIN,0.6971,1.0,0.6971,1241223562.17
CD_ON_Cornwall_&_Stormont,CD_ON_Stormont,SAME_AS,1.0,1.0,1.0,1073175825.06
CD_ON_Dundas,CD_ON_Dundas,SAME_AS,1.0,1.0,1.0,1062423674.93
"CD_ON_Durham,_East—Est",CD_ON_Durham,WITHIN,0.5182,1.0,0.5182,885913439.17
"CD_ON_Durham,_West—Ouest",CD_ON_Durham,WITHIN,0.4818,1.0,0.4818,823788574.62
"CD_ON_Elgin,_East—Est",CD_ON_Elgin_E,WITHIN,0.8541,0.997,0.8563,860486708.42
"CD_ON_Elgin,_West—Ouest",CD_ON_Elgin_W-O,CONTAINS,0.6592,0.6603,0.9974,986138864.27
"CD_ON_Essex,_North—Nord",CD_ON_Essex_N,CONTAINS,0.7515,0.7515,1.0,674007064.3
"CD_ON_Essex,_South—Sud",CD_ON_Essex_S,WITHIN,0.8312,1.0,0.8312,1097290789.4
CD_ON_Frontenac,CD_ON_Frontenac,WITHIN,0.22,0.998,0.2201,963505847.94
CD_ON_Glengarry,CD_ON_Glengarry,SAME_AS,1.0,1.0,1.0,1300967145.23
"CD_ON_Grenville,_South—Sud",CD_ON_Grenville,WITHIN,0.5192,1.0,0.5192,657967737.48
CD_ON_Halton,CD_ON_Halton,SAME_AS,1.0,1.0,1.0,1022520345.49
"CD_ON_Hamilton,_City—Cité",CD_ON_Hamilton_W-O,CONTAINS,0.5446,0.5446,1.0,9513343.52
"CD_ON_Hastings,_East—Est",CD_ON_Hastings_E,WITHIN,0.301,1.0,0.301,1068763690.34
"CD_ON_Hastings,_West—Ouest",CD_ON_Hastings_W-O,WITHIN,0.1138,1.0,0.1138,322873390.06
"CD_ON_Huron,_East—Est",CD_ON_Huron_E,WITHIN,0.8431,1.0,0.8431,990574107.02
CD_ON_Kent,CD_ON_Kent_W-O,SAME_AS,1.0,1.0,1.0,1413220261.67
"CD_ON_Kingston,_City—Cite",CD_ON_Kingston,WITHIN,0.185,1.0,0.185,1800678.08
"CD_ON_Kingston,_City—Cité",CD_ON_Kingston,WITHIN,0.6207,1.0,0.6207,6040472.51
"CD_ON_Lambton,_East—Est",CD_ON_Lambton_East,WITHIN,0.8854,1.0,0.8854,1372461362.48
"CD_ON_Lambton,_West—Ouest",CD_ON_Lambton_W-O,WITHIN,0.5237,0.997,0.5245,871980054.94
"CD_ON_Lanark,_North—Nord",CD_ON_Lanark_N,CONTAINS,0.7551,0.7574,0.9961,1684088099.1
"CD_ON_Lanark,_South—Sud",CD_ON_Lanark_S,SAME_AS,0.9954,0.9959,0.9995,1608092881.87
CD_ON_Lennox,CD_ON_Lennox_&_Addington,WITHIN,0.27,1.0,0.27,848955827.57
"CD_ON_London,_City—Cité",CD_ON_London,WITHIN,0.3071,1.0,0.3071,9251581.9
CD_ON_Muskoka_&_Parry_Sound,CD_ON_Parry_Sound,CONTAINS,0.8217,0.8245,0.9959,10695041445.32
CD_ON_Nipissing,CD_ON_Nipissing,CONTAINS,0.2784,0.2784,0.999,50698304172.69
"CD_ON_Northumberland,_East—Est",CD_ON_Northumber_Land_E,SAME_AS,0.9955,1.0,0.9955,1253796524.47
"CD_ON_Northumberland,_West—Ouest",CD_ON_Northumber_Land_W-O,SAME_AS,1.0,1.0,1.0,778812143.16
"CD_ON_Ontario,_South—Sud",CD_ON_Ontario_S,WITHIN,0.6763,1.0,0.6763,665772807.91
"CD_ON_Ottawa,_City—Cité",CD_ON_Ottawa_City-Cité_Pt,SAME_AS,1.0,1.0,1.0,14110020.37
CD_ON_Peel,CD_ON_Peel,WITHIN,0.5724,1.0,0.5724,738313529.88
"CD_ON_Peterborough,_East—Est",CD_ON_Peterborough_E,CONTAINS,0.3961,0.3961,1.0,2525232042.69
"CD_ON_Peterborough,_West—Ouest",CD_ON_Peterborough_W-O,WITHIN,0.3591,1.0,0.3591,572192130.76
CD_ON_Prescott,CD_ON_Prescott,SAME_AS,1.0,1.0,1.0,1289524726.68
CD_ON_Prince_Edward,CD_ON_Prince_Edward,WITHIN,0.9206,1.0,0.9206,1177762849.19
"CD_ON_Renfrew,_North—Nord",CD_ON_Renfrew_N,SAME_AS,1.0,1.0,1.0,2891637007.84
"CD_ON_Renfrew,_South—Sud",CD_ON_Renfrew_S,SAME_AS,1.0,1.0,1.0,4437279323.96
CD_ON_Russell,CD_ON_Russell,SAME_AS,1.0,1.0,1.0,1900776580.94
"CD_ON_Simcoe,_East—Est",CD_ON_Simcoe_E,CONTAINS,0.5444,0.5444,1.0,1670599569.29
"CD_ON_Simcoe,_North—Nord",CD_ON_Simcoe_N,WITHIN,0.7418,0.9885,0.7483,1252417712.4
"CD_ON_Toronto,_Centre,_City—Cité",CD_ON_Toronto_Centre,WITHIN,0.3653,1.0,0.3653,1243541.33
"CD_ON_Victoria,_South—Sud",CD_ON_Victoria,WITHIN,0.1512,1.0,0.1512,1186745619.99
"CD_ON_Waterloo,_North—Nord",CD_ON_Waterloo_N,SAME_AS,1.0,1.0,1.0,553887367.24
"CD_ON_Waterloo,_South—Sud",CD_ON_Waterloo_S,SAME_AS,1.0,1.0,1.0,868405076.49
CD_ON_Welland,CD_ON_Welland,WITHIN,0.6656,1.0,0.6656,720281591.91
"CD_ON_Wellington,_South—Sud",CD_ON_Wellington_S,WITHIN,0.788,1.0,0.788,956660356.97
CD_PE_Kings,CD_PE_Kings,WITHIN,0.8341,1.0,0.8341,1469232341.23
"CD_PE_Prince,_West-Ouest",CD_PE_Prince,WITHIN,0.6444,1.0,0.6444,1368440049.59
"CD_PE_Queens,_West—Ouest",CD_PE_Queens,WITHIN,0.3193,1.0,0.3193,683189588.73
CD_QC_Argenteuil,CD_QC_Argenteuil,SAME_AS,1.0,1.0,1.0,2041411445.33
CD_QC_Beauce,CD_QC_Beauce,SAME_AS,1.0,1.0,1.0,5158329988.7
CD_QC_Beauharnois,CD_QC_Beauharnois,SAME_AS,1.0,1.0,1.0,393990589.62
CD_QC_Bellechasse,CD_QC_Bellechasse,WITHIN,0.9415,0.9911,0.9495,1678951500.08
CD_QC_Berthier,CD_QC_Berthier,SAME_AS,0.9851,0.9974,0.9876,5566551921.89
CD_QC_Bonaventure,CD_QC_Bonaventure,SAME_AS,1.0,1.0,1.0,9013421896.56
CD_QC_Brome,CD_QC_Brome,SAME_AS,0.9918,0.9918,1.0,1312195374.4
CD_QC_Chambly_&_Verchères,CD_QC_Chambly_&_Verchères,SAME_AS,0.9992,1.0,0.9992,922806322.33
CD_QC_Charlevoix,CD_QC_Charlevoix,SAME_AS,1.0,1.0,1.0,5878218941.21
CD_QC_Chateauguay,CD_QC_Châteauguay,CONTAINS,0.9296,0.9296,1.0,693171095.86
CD_QC_Chicoutimi_&_Saguenay,CD_QC_Chicoutimi_&_Saguenay,WITHIN,0.8342,1.0,0.8342,356285916810.9
CD_QC_Compton,CD_QC_Compton,WITHIN,0.9561,0.9561,1.0,3648297084.8
CD_QC_Deux-Montagnes,CD_QC_Deux-Montagnes,SAME_AS,0.9916,1.0,0.9916,731412758.62
CD_QC_Dorchester,CD_QC_Dorchester,SAME_AS,0.9808,0.9824,0.9983,2460158593.81
CD_QC_Drummond_&_Arthabaska,CD_QC_Drummond_&_Arthabaska,CONTAINS,0.8907,0.8907,1.0,3217220442.22
CD_QC_Gaspé,CD_QC_Gaspé,SAME_AS,1.0,1.0,1.0,12137509880.04
CD_QC_Hochelaga,CD_QC_Hochelaga,SAME_AS,1.0,1.0,1.0,8813880.58
CD_QC_Huntingdon,CD_QC_Huntingdon,SAME_AS,1.0,1.0,1.0,987466909.22
CD_QC_Jacques-Cartier,CD_QC_Jacques-Cartier,SAME_AS,1.0,1.0,1.0,314095105.63
CD_QC_Joliette,CD_QC_Joliette,SAME_AS,0.9995,1.0,0.9995,7863375764.57
CD_QC_Kamouraska,CD_QC_Kamouraska,SAME_AS,1.0,1.0,1.0,2842419863.54
CD_QC_Labelle,CD_QC_Labelle,WITHIN,0.77,0.9977,0.7714,8007858360.72
CD_QC_Laprairie_&_Napierville,CD_QC_Laprairie_&_Napierville,WITHIN,0.9263,0.9859,0.9388,804916143.21
CD_QC_Laval,CD_QC_Laval,WITHIN,0.9728,0.9728,1.0,384486975.1
CD_QC_Lotbinière,CD_QC_Lotbinière,SAME_AS,1.0,1.0,1.0,1934833038.86
CD_QC_Lévis,CD_QC_Lévis,SAME_AS,1.0,1.0,1.0,694603546.53
CD_QC_L’Assomption,CD_QC_L'Assomption,CONTAINS,0.9057,0.9057,1.0,672121343.25
CD_QC_L’Islet,CD_QC_L'Islet,SAME_AS,1.0,1.0,1.0,2134179752.42
CD_QC_Maisonneuve,CD_QC_Maisonneuve,WITHIN,0.8254,1.0,0.8254,27263496.75
CD_QC_Maskinongé,CD_QC_Maskinongé,CONTAINS,0.5149,0.5156,0.9972,4015478353.57
CD_QC_Montcalm,CD_QC_Montcalm,SAME_AS,1.0,1.0,1.0,11011998279.89
CD_QC_Montmagny,CD_QC_Montmagny,WITHIN,0.9684,0.9744,0.9937,1724262749.3
CD_QC_Montmorency,CD_QC_Montmorency,SAME_AS,1.0,1.0,1.0,5776774664.71
"CD_QC_Montreal,_St._Antoine,_City—Cité","CD_QC_Montréal,_St._Antoine",SAME_AS,1.0,1.0,1.0,4471403.02
"CD_QC_Montreal,_St._Jacques,_City—Cité","CD_QC_Montréal,_St._Jacques",SAME_AS,1.0,1.0,1.0,2072522.87
"CD_QC_Montreal,_St._Laurent,_City—Cité","CD_QC_Montréal,_St._Laurent",SAME_AS,1.0,1.0,1.0,2333570.68
"CD_QC_Montreal,_Ste._Anne,_City—Cité","CD_QC_Montréal,_Ste._Anne",SAME_AS,1.0,1.0,1.0,4298611.42
"CD_QC_Montreal,_Ste._Marie,_City—Cité","CD_QC_Montréal,_Ste._Marie",SAME_AS,1.0,1.0,1.0,2998620.22
CD_QC_Montréal,CD_QC_Maisonneuve,WITHIN,0.0361,1.0,0.0361,1193661.68
CD_QC_Mégantic,CD_QC_Mégantic,WITHIN,0.9772,1.0,0.9772,2041079325.31
CD_QC_Nicolet,CD_QC_Nicolet,WITHIN,0.9218,0.9972,0.9242,1556720288.99
CD_QC_Pontiac,CD_QC_Pontiac,SAME_AS,1.0,1.0,1.0,53721197180.37
CD_QC_Portneuf,CD_QC_Portneuf,SAME_AS,1.0,1.0,1.0,3918669542.38
"CD_QC_Quebec,_Centre,_City—Cité",CD_QC_Québec_Centre,SAME_AS,1.0,1.0,1.0,3756457.42
"CD_QC_Quebec,_County—Comté",CD_QC_Québec_County,SAME_AS,1.0,1.0,1.0,7099584713.84
"CD_QC_Quebec,_East-Est,_City—Cité",CD_QC_Québec_Est,SAME_AS,1.0,1.0,1.0,27103753.62
"CD_QC_Quebec,_West-Ouest,_City—Cité",CD_QC_Québec_W-O,SAME_AS,1.0,1.0,1.0,3173774.57
CD_QC_Richelieu,CD_QC_Richelieu,WITHIN,0.876,0.9751,0.896,451002548.41
CD_QC_Richmond_&_Wolfe,CD_QC_Richmond_&_Wolfe,SAME_AS,0.9908,1.0,0.9908,3314122897.89
CD_QC_Rimouski,CD_QC_Rimouski,SAME_AS,1.0,1.0,1.0,14585881134.66
CD_QC_Rouville,CD_QC_Rouville,CONTAINS,0.8403,0.8445,0.9942,621212073.69
CD_QC_Shefford,CD_QC_Shefford,WITHIN,0.979,1.0,0.979,1485997821.92
CD_QC_Sherbrooke,CD_QC_Sherbrooke,SAME_AS,1.0,1.0,1.0,621025093.82
CD_QC_Soulanges,CD_QC_Soulanges,SAME_AS,1.0,1.0,1.0,364501017.32
CD_QC_St._Hyacinthe,CD_QC_St._Hyacinthe,SAME_AS,0.9843,1.0,0.9843,721878354.96
CD_QC_Stanstead,CD_QC_Stanstead,WITHIN,0.8952,1.0,0.8952,1167999389.22
CD_QC_Temiscouata,CD_QC_Témiscouata,SAME_AS,1.0,1.0,1.0,4958852681.38
CD_QC_Terrebonne,CD_QC_Terrebonne,SAME_AS,0.9911,1.0,0.9911,2095863038.31
"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini",CD_QC_Unorganized_parts_-_Parties_non_organisées,CONTAINS,0.7343,0.7343,1.0,195740827880.61
CD_QC_Vaudreuil,CD_QC_Vaudreuil,SAME_AS,1.0,1.0,1.0,518975336.08
CD_QC_Wright,CD_QC_Wright,CONTAINS,0.7312,0.7312,1.0,6453702851.89
CD_QC_Yamaska,CD_QC_Yamaska,WITHIN,0.7762,1.0,0.7762,715882650.02
