cd_from,cd_to,relationship,iou,from_fraction,to_fraction,overlap_sqm
CD_PE_Prince,"CD_PE_Prince,_East-Est",OVERLAPS,0.3178,0.3556,0.7493,755232367.25
CD_PE_Queen’s,"CD_PE_Prince,_East-Est",OVERLAPS,0.0873,0.1181,0.2507,252645344.36
CD_PE_Queen’s,"CD_PE_Queens,_East-Est",OVERLAPS,0.495,0.5627,0.8047,1203959878.14
CD_QC_Bagot_,CD_QC_Rouville,OVERLAPS,0.0762,0.1308,0.1545,113620340.36
CD_QC_Bagot_,CD_QC_Bagot,OVERLAPS,0.7794,0.8692,0.883,754846354.33
CD_QC_Beauce,CD_QC_Dorchester,OVERLAPS,0.0038,0.0056,0.0116,29027853.99
CD_QC_Bellechasse,CD_QC_Montmagny,OVERLAPS,0.0143,0.0283,0.0279,49352447.77
CD_QC_Berthier,CD_QC_L’Assomption,OVERLAPS,0.0111,0.0124,0.0943,69940961.49
CD_QC_Dorchester,CD_QC_Beauce,OVERLAPS,0.0021,0.0063,0.0031,15786732.02
CD_QC_Dorchester,CD_QC_Bellechasse,OVERLAPS,0.0002,0.0004,0.0006,1026931.48
CD_QC_Drummond_&_Arthabaska_,CD_QC_Bagot,OVERLAPS,0.006,0.0074,0.031,26470002.87
CD_QC_Drummond_&_Arthabaska_,CD_QC_Nicolet,OVERLAPS,0.005,0.0071,0.0164,25656431.53
CD_QC_Drummond_&_Arthabaska_,CD_QC_Mégantic,OVERLAPS,0.004,0.0063,0.011,22488462.07
CD_QC_Hochelaga,CD_QC_Jacques-Cartier,OVERLAPS,0.1158,0.2439,0.1807,56762100.5
CD_QC_Hochelaga,CD_QC_Maisonneuve,OVERLAPS,0.1,0.1016,0.8672,23642947.19
CD_QC_Hochelaga,CD_QC_Laval,OVERLAPS,0.2963,0.6167,0.3631,143526786.35
CD_QC_Laprairie,CD_QC_Chateauguay,OVERLAPS,0.0457,0.1153,0.0704,52502588.28
CD_QC_Laprairie,CD_QC_Laprairie_&_Napierville,OVERLAPS,0.4636,0.8847,0.4934,402866605.99
CD_QC_Lotbinière,CD_QC_Mégantic,OVERLAPS,0.0073,0.0148,0.0142,29042724.57
CD_QC_Missisquoi,CD_QC_Missisquoi,OVERLAPS,0.8014,0.941,0.8438,910973926.27
CD_QC_Missisquoi,CD_QC_St._Jean_&_Iberville,OVERLAPS,0.0318,0.059,0.0644,57165373.54
CD_QC_Montréal,"CD_QC_Montreal,_Ste._Anne,_City—Cité",OVERLAPS,0.2057,0.2149,0.8263,3551913.3
CD_QC_Montréal,"CD_QC_Montreal,_St._Jacques,_City—Cité",OVERLAPS,0.1176,0.1185,0.9445,1957424.37
CD_QC_Mégantic,CD_QC_Drummond_&_Arthabaska,OVERLAPS,0.0018,0.0051,0.0028,10202881.33
CD_QC_Nicolet,CD_QC_Yamaska,OVERLAPS,0.0028,0.004,0.0091,6527773.6
CD_QC_Nicolet,CD_QC_Drummond_&_Arthabaska,OVERLAPS,0.0149,0.0474,0.0212,76705850.56
"CD_QC_Quebec,_City—Cité","CD_QC_Quebec,_West-Ouest,_City—Cité",OVERLAPS,0.0845,0.0853,0.9064,2876779.09
"CD_QC_Quebec,_County—Comté","CD_QC_Quebec,_West-Ouest,_City—Cité",OVERLAPS,0.0,0.0,0.0936,296996.53
CD_QC_Richelieu,CD_QC_Bagot,OVERLAPS,0.04,0.1034,0.0612,52336588.17
CD_QC_Shefford,CD_QC_Bagot,OVERLAPS,0.0091,0.0141,0.0248,21189481.63
CD_QC_St._Hyacinthe,CD_QC_Richelieu,OVERLAPS,0.0073,0.0119,0.0188,8703908.18
CD_QC_St._Jean,CD_QC_Missisquoi,OVERLAPS,0.1217,0.355,0.1562,168597568.82
CD_QC_St._Jean,CD_QC_St._Jean_&_Iberville,OVERLAPS,0.2902,0.645,0.3453,306338073.44
CD_QC_St._Maurice,CD_QC_Maskinongé,OVERLAPS,0.0003,0.0006,0.0005,3703950.67
CD_QC_Yamaska_,CD_QC_Drummond_&_Arthabaska,OVERLAPS,0.001,0.0058,0.0011,4139270.58
