cd_from,cd_to,relationship,iou,from_fraction,to_fraction,overlap_sqm
"CD_ON_Nipissing,_North—Nord",CD_NT_The_Territories,OVERLAPS,0.0,0.0,0.0,288874.96
"CD_ON_Nipissing,_South—Sud","CD_ON_Peterborough,_East—Est",OVERLAPS,0.0117,0.019,0.0297,190043075.27
"CD_ON_Nipissing,_South—Sud","CD_ON_Hastings,_North—Nord",OVERLAPS,0.0678,0.1014,0.1696,1012439031.07
"CD_ON_Nipissing,_South—Sud","CD_ON_Renfrew,_South—Sud",OVERLAPS,0.1333,0.18,0.3394,1796969173.98
"CD_ON_Nipissing,_South—Sud","CD_ON_Renfrew,_North—Nord",OVERLAPS,0.0413,0.0564,0.1333,562882884.09
"CD_ON_Nipissing,_South—Sud",CD_ON_Muskoka,OVERLAPS,0.0,0.0,0.0,80283.46
"CD_ON_Nipissing,_South—Sud",CD_ON_Algoma,OVERLAPS,0.0179,0.6431,0.0181,6418897903.34
CD_ON_Parry_Sound,CD_ON_Muskoka,OVERLAPS,0.4168,0.7067,0.5039,7812742175.19
CD_ON_Parry_Sound,CD_ON_Algoma,OVERLAPS,0.0089,0.2933,0.0091,3241796681.74
"CD_ON_Perth,_North—Nord","CD_ON_Perth,_South—Sud",OVERLAPS,0.0004,0.0007,0.0011,975135.25
"CD_ON_Peterborough,_East—Est","CD_ON_Peterborough,_West—Ouest",OVERLAPS,0.0057,0.0062,0.0635,38784629.94
"CD_ON_Wellington,_Centre","CD_ON_Wellington,_Centre",OVERLAPS,0.437,0.5602,0.6651,650788712.06
"CD_ON_Wellington,_Centre","CD_ON_Wellington,_South—Sud",OVERLAPS,0.3178,0.4398,0.5341,510918622.42
"CD_ON_Wellington,_North—Nord","CD_ON_Wellington,_Centre",OVERLAPS,0.1312,0.1774,0.3349,327650423.86
"CD_ON_Wentworth,_North—Nord","CD_ON_Hamilton,_City—Cité",OVERLAPS,0.0009,0.0009,0.032,558970.22
"CD_ON_Wentworth,_South—Sud","CD_ON_Hamilton,_City—Cité",OVERLAPS,0.0064,0.0065,0.233,4070090.22
"CD_ON_York,_East—Est","CD_ON_Toronto,_City—Cité",OVERLAPS,0.0015,0.0016,0.0458,984562.67
"CD_ON_York,_North—Nord","CD_ON_Simcoe,_South—Sud",OVERLAPS,0.0149,0.0307,0.028,48541192.47
"CD_ON_York,_West—Ouest","CD_ON_York,_East—Est",OVERLAPS,0.0004,0.0008,0.0008,498268.41
CD_QC_Bagot,CD_QC_Drummond_&_Arthabaska,OVERLAPS,0.0045,0.0228,0.0056,20287815.5
CD_QC_Bellechasse_Sud,CD_QC_Bellechasse,OVERLAPS,0.6679,0.9447,0.6951,1177517423.59
CD_QC_Bellechasse_Sud,CD_QC_Montmagny,OVERLAPS,0.0235,0.0553,0.0394,68990070.17
CD_QC_Berthier,CD_QC_Maskinongé,OVERLAPS,0.006,0.0392,0.007,54400638.6
CD_QC_Chambly,CD_QC_St._Jean,OVERLAPS,0.002,0.0045,0.0035,1659896.85
CD_QC_Dorchester_Est,CD_QC_Bellechasse,OVERLAPS,0.0025,0.0062,0.0043,7224801.15
CD_QC_Dorchester_Ouest,CD_QC_Lotbinière,OVERLAPS,0.004,0.0098,0.0068,13295021.9
CD_QC_Hochelaga,"CD_QC_Montréal,_(City-Ville)",OVERLAPS,0.0001,0.0001,0.0008,13676.12
CD_QC_Iberville,CD_QC_Rouville,OVERLAPS,0.0009,0.002,0.0017,1054592.36
CD_QC_Lotbiniere,CD_QC_Beauce,OVERLAPS,0.0034,0.0122,0.0046,24039266.16
CD_QC_Lévis_(Comté),CD_QC_Lotbinière,OVERLAPS,0.0019,0.0083,0.0024,4734005.85
CD_QC_Montreal_Ouest,CD_QC_Hochelaga,OVERLAPS,0.0018,0.0484,0.0019,451513.0
CD_QC_Nicolet,CD_QC_Drummond_&_Arthabaska,OVERLAPS,0.0036,0.0116,0.0051,18658336.98
CD_QC_Ottaoua_Centre,CD_QC_Ottawa,OVERLAPS,0.166,0.2783,0.2914,4911714851.44
CD_QC_Ottaoua_Centre,CD_QC_Montcalm,OVERLAPS,0.1139,0.1656,0.2676,2922487727.18
CD_QC_Ottaoua_Centre,CD_QC_Joliette,OVERLAPS,0.1171,0.1515,0.34,2673499754.16
CD_QC_Ottaoua_Centre,CD_QC_Berthier,OVERLAPS,0.104,0.1244,0.3884,2194855786.38
CD_QC_Ottaoua_Centre,CD_QC_Maskinongé,OVERLAPS,0.129,0.1647,0.3734,2906283185.54
CD_QC_Ottaoua_Centre,CD_QC_Champlain,OVERLAPS,0.0219,0.0552,0.035,974921451.08
CD_QC_Ottaoua_Centre,CD_QC_St._Maurice,OVERLAPS,0.0457,0.0604,0.1585,1066081863.55
CD_QC_Ottaoua_Est,CD_QC_Ottawa,OVERLAPS,0.2901,0.727,0.3256,5487476288.58
CD_QC_Ottaoua_Est,CD_QC_Montcalm,OVERLAPS,0.0846,0.1908,0.1319,1439950416.71
CD_QC_Ottaoua_Est,CD_QC_Joliette,OVERLAPS,0.0329,0.065,0.0624,490936515.63
CD_QC_Ottaoua_Est,CD_QC_Berthier,OVERLAPS,0.0099,0.0171,0.0229,129361655.66
CD_QC_Ottawa_Ouest,CD_QC_Pontiac,OVERLAPS,0.099,0.3499,0.1212,6513460270.92
CD_QC_Ottawa_Ouest,CD_QC_Ottawa,OVERLAPS,0.2224,0.3467,0.3829,6453702712.95
CD_QC_Ottawa_Ouest,CD_QC_Montcalm,OVERLAPS,0.119,0.1687,0.2877,3141536672.45
CD_QC_Ottawa_Ouest,CD_QC_Joliette,OVERLAPS,0.0716,0.095,0.2249,1768242984.89
CD_QC_Ottawa_Ouest,CD_QC_Berthier,OVERLAPS,0.0315,0.0397,0.1309,739967404.84
CD_QC_Pontiac_Nord,CD_QC_Montcalm,OVERLAPS,0.0165,0.0202,0.0837,913685242.2
CD_QC_Pontiac_Nord,CD_QC_Joliette,OVERLAPS,0.0001,0.0001,0.0004,2779241.03
CD_QC_Portneuf,"CD_QC_Quebec,_(County-Comté)",OVERLAPS,0.0002,0.0007,0.0004,2715957.11
CD_QC_Richelieu,CD_QC_Berthier,OVERLAPS,0.0024,0.0285,0.0026,14852713.78
CD_QC_Rouville,CD_QC_St._Hyacinthe,OVERLAPS,0.0063,0.0137,0.0115,8501810.85
CD_QC_Saint_Maurice_Nord,CD_QC_Chicoutimi_&_Saguenay,OVERLAPS,0.0083,0.095,0.009,3217173575.92
CD_QC_Saint_Maurice_Nord,CD_QC_Joliette,OVERLAPS,0.0264,0.0317,0.1367,1074784011.63
CD_QC_Saint_Maurice_Nord,CD_QC_Berthier,OVERLAPS,0.0324,0.0366,0.2192,1238726346.7
CD_QC_Saint_Maurice_Nord,CD_QC_Maskinongé,OVERLAPS,0.0736,0.0843,0.3667,2854621715.94
CD_QC_Saint_Maurice_Nord,CD_QC_Champlain,OVERLAPS,0.5222,0.6249,0.7605,21164779472.72
CD_QC_Saint_Maurice_Nord,CD_QC_St._Maurice,OVERLAPS,0.119,0.1275,0.642,4317702334.31
CD_QC_Saint_Maurice_Sud,CD_QC_Trois-Rivières,OVERLAPS,0.0401,0.0425,0.4226,36807657.93
CD_QC_Saint_Maurice_Sud,CD_QC_Champlain,OVERLAPS,0.0007,0.0248,0.0008,21495769.15
CD_QC_Saint_Maurice_Sud,CD_QC_St._Maurice,OVERLAPS,0.1192,0.9327,0.1202,808343652.87
CD_QC_Terrebonne,CD_QC_Deux-Montagnes,OVERLAPS,0.004,0.0057,0.0135,9791010.78
