cd_id,year,province,cd_name
CD_QC_Jacques-Cartier,1901,QC,Jacques-Cartier
CD_QC_Joliette,1901,QC,Joliette
CD_QC_Kamouraska,1901,QC,Kamouraska
CD_QC_Labelle,1901,QC,Labelle
CD_QC_Wright,1901,QC,Wright
CD_QC_Laprairie_&_Napierville,1901,QC,Laprairie & Napierville
CD_QC_Laval,1901,QC,Laval
CD_QC_Lévis,1901,QC,Lévis
CD_QC_L’Islet,1901,QC,L’Islet
CD_QC_Lotbinière,1901,QC,Lotbinière
CD_QC_Maisonneuve,1901,QC,Maisonneuve
CD_QC_Maskinongé,1901,QC,Maskinongé
CD_QC_Mégantic,1901,QC,Mégantic
CD_QC_Missisquoi,1901,QC,Missisquoi
CD_QC_St._Jean_&_Iberville,1901,QC,St. Jean & Iberville
CD_QC_Montcalm,1901,QC,Montcalm
CD_QC_Montmagny,1901,QC,Montmagny
CD_QC_Montmorency,1901,QC,Montmorency
"CD_QC_Montreal,_Ste._Anne,_City—Cité",1901,QC,"Montreal, Ste. Anne, City—Cité"
"CD_QC_Montreal,_St._Antoine,_City—Cité",1901,QC,"Montreal, St. Antoine, City—Cité"
"CD_QC_Montreal,_St._Jacques,_City—Cité",1901,QC,"Montreal, St. Jacques, City—Cité"
"CD_QC_Montreal,_St._Laurent,_City—Cité",1901,QC,"Montreal, St. Laurent, City—Cité"
"CD_QC_Montreal,_Ste._Marie,_City—Cité",1901,QC,"Montreal, Ste. Marie, City—Cité"
CD_QC_Nicolet,1901,QC,Nicolet
CD_QC_Pontiac,1901,QC,Pontiac
CD_QC_Portneuf,1901,QC,Portneuf
"CD_QC_Quebec,_Centre,_City—Cité",1901,QC,"Quebec, Centre, City—Cité"
"CD_QC_Quebec,_East-Est,_City—Cité",1901,QC,"Quebec, East-Est, City—Cité"
"CD_QC_Quebec,_West-Ouest,_City—Cité",1901,QC,"Quebec, West-Ouest, City—Cité"
"CD_QC_Quebec,_County—Comté",1901,QC,"Quebec, County—Comté"
CD_QC_Richelieu,1901,QC,Richelieu
CD_QC_Richmond_&_Wolfe,1901,QC,Richmond & Wolfe
CD_QC_Rimouski,1901,QC,Rimouski
CD_QC_St._Hyacinthe,1901,QC,St. Hyacinthe
CD_QC_Shefford,1901,QC,Shefford
CD_QC_Sherbrooke,1901,QC,Sherbrooke
CD_QC_Soulanges,1901,QC,Soulanges
CD_QC_Stanstead,1901,QC,Stanstead
CD_QC_Temiscouata,1901,QC,Temiscouata
CD_QC_Terrebonne,1901,QC,Terrebonne
CD_QC_Trois-Rivières_&_St._Maurice,1901,QC,Trois-Rivières & St. Maurice
CD_QC_Vaudreuil,1901,QC,Vaudreuil
CD_QC_Yamaska,1901,QC,Yamaska
CD_QC_Montréal,1901,QC,Montréal
"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini",1901,QC,"Unorganized Districts - Abitibi, Ashuanipi, Mistassini"
CD_AB_Calgary,1911,AB,Calgary
CD_AB_Edmonton,1911,AB,Edmonton
CD_AB_Macleod,1911,AB,Macleod
CD_AB_Medicine_Hat,1911,AB,Medicine Hat
CD_AB_Red_Deer,1911,AB,Red Deer
CD_AB_Strathcona,1911,AB,Strathcona
CD_AB_Victoria,1911,AB,Victoria
CD_BC_Comox-Atlin,1911,BC,Comox-Atlin
CD_BC_Kootenay,1911,BC,Kootenay
CD_BC_Nanaimo,1911,BC,Nanaimo
CD_BC_New_Westminster,1911,BC,New Westminster
CD_BC_Vancouver_City,1911,BC,Vancouver City
CD_BC_Victoria_City,1911,BC,Victoria City
CD_BC_Yale_&_Cariboo,1911,BC,Yale & Cariboo
CD_MB_Brandon,1911,MB,Brandon
CD_MB_Dauphin,1911,MB,Dauphin
CD_MB_Lisgar,1911,MB,Lisgar
CD_MB_Macdonald,1911,MB,Macdonald
CD_MB_Marquette,1911,MB,Marquette
CD_MB_Portage_La_Prairie,1911,MB,Portage La Prairie
CD_MB_Provencher,1911,MB,Provencher
CD_MB_Selkirk,1911,MB,Selkirk
CD_MB_Souris,1911,MB,Souris
CD_MB_Winnipeg_City,1911,MB,Winnipeg City
CD_NB_Carleton,1911,NB,Carleton
CD_NB_Charlotte,1911,NB,Charlotte
CD_NB_Gloucester,1911,NB,Gloucester
CD_NB_Kent,1911,NB,Kent
CD_NB_Kings_&_Albert,1911,NB,Kings & Albert
CD_NB_Northumberland,1911,NB,Northumberland
CD_NB_Restigouche,1911,NB,Restigouche
CD_NB_St._John_City_&_County,1911,NB,St. John City & County
CD_NB_Sunbury_&_Queens,1911,NB,Sunbury & Queens
CD_NB_Victoria_&_Madawaska,1911,NB,Victoria & Madawaska
CD_NB_Westmorland,1911,NB,Westmorland
CD_NB_York,1911,NB,York
CD_NS_Annapolis,1911,NS,Annapolis
CD_NS_Antigonish,1911,NS,Antigonish
CD_NS_Cape_Breton_N._&_Victoria,1911,NS,Cape Breton N. & Victoria
CD_NS_Cape_Breton_S.,1911,NS,Cape Breton S.
CD_NS_Colchester,1911,NS,Colchester
CD_NS_Cumberland,1911,NS,Cumberland
CD_NS_Digby,1911,NS,Digby
CD_NS_Guysborough,1911,NS,Guysborough
CD_NS_Halifax_City_&_County,1911,NS,Halifax City & County
CD_NS_Hants,1911,NS,Hants
CD_NS_Inverness,1911,NS,Inverness
CD_NS_Kings,1911,NS,Kings
CD_NS_Lunenburg,1911,NS,Lunenburg
CD_NS_Pictou,1911,NS,Pictou
CD_NS_Richmond,1911,NS,Richmond
CD_NS_Shelburne_&_Queens,1911,NS,Shelburne & Queens
CD_NS_Yarmouth,1911,NS,Yarmouth
CD_NT_Northwest_Territories,1911,NT,Northwest Territories
CD_ON_Algoma_E,1911,ON,Algoma E
CD_ON_Algoma_W-O,1911,ON,Algoma W-O
CD_ON_Brant,1911,ON,Brant
CD_ON_Brantford,1911,ON,Brantford
CD_ON_Brockville,1911,ON,Brockville
CD_ON_Bruce_N,1911,ON,Bruce N
CD_ON_Bruce_S,1911,ON,Bruce S
CD_ON_Carleton,1911,ON,Carleton
CD_ON_Dufferin,1911,ON,Dufferin
CD_ON_Dundas,1911,ON,Dundas
CD_ON_Durham,1911,ON,Durham
CD_ON_Elgin_E,1911,ON,Elgin E
CD_ON_Elgin_W-O,1911,ON,Elgin W-O
CD_ON_Essex_N,1911,ON,Essex N
CD_ON_Essex_S,1911,ON,Essex S
CD_ON_Frontenac,1911,ON,Frontenac
CD_ON_Glengarry,1911,ON,Glengarry
CD_ON_Grenville,1911,ON,Grenville
CD_ON_Grey_E,1911,ON,Grey E
CD_ON_Grey_N,1911,ON,Grey N
CD_ON_Grey_S,1911,ON,Grey S
CD_ON_Haldimand,1911,ON,Haldimand
CD_ON_Halton,1911,ON,Halton
CD_ON_Hamilton_E,1911,ON,Hamilton E
CD_ON_Hamilton_W-O,1911,ON,Hamilton W-O
CD_ON_Hastings_E,1911,ON,Hastings E
CD_ON_Hastings_W-O,1911,ON,Hastings W-O
CD_ON_Huron_E,1911,ON,Huron E
CD_ON_Huron_S,1911,ON,Huron S
CD_ON_Huron_W-O,1911,ON,Huron W-O
CD_ON_Kent_E,1911,ON,Kent E
CD_ON_Kent_W-O,1911,ON,Kent W-O
CD_ON_Kingston,1911,ON,Kingston
CD_ON_Lambton_East,1911,ON,Lambton East
CD_ON_Lambton_W-O,1911,ON,Lambton W-O
CD_ON_Lanark_N,1911,ON,Lanark N
CD_ON_Lanark_S,1911,ON,Lanark S
CD_ON_Leeds,1911,ON,Leeds
CD_ON_Lennox_&_Addington,1911,ON,Lennox & Addington
CD_ON_Lincoln,1911,ON,Lincoln
CD_ON_London,1911,ON,London
CD_ON_Middlesex_E,1911,ON,Middlesex E
CD_ON_Middlesex_N,1911,ON,Middlesex N
CD_ON_Middlesex_W-O,1911,ON,Middlesex W-O
CD_ON_Muskoka,1911,ON,Muskoka
CD_ON_Nipissing,1911,ON,Nipissing
CD_ON_Norfolk,1911,ON,Norfolk
CD_ON_Northumber_Land_E,1911,ON,Northumber Land E
CD_ON_Northumber_Land_W-O,1911,ON,Northumber Land W-O
CD_ON_Ontario_N,1911,ON,Ontario N
CD_ON_Ontario_S,1911,ON,Ontario S
CD_ON_Ottawa_City-Cité_Pt,1911,ON,Ottawa City-Cité Pt
CD_ON_Oxford_N,1911,ON,Oxford N
CD_ON_Oxford_S,1911,ON,Oxford S
CD_ON_Parry_Sound,1911,ON,Parry Sound
CD_ON_Peel,1911,ON,Peel
CD_ON_Perth_N,1911,ON,Perth N
CD_ON_Perth_S,1911,ON,Perth S
CD_ON_Peterborough_E,1911,ON,Peterborough E
CD_ON_Peterborough_W-O,1911,ON,Peterborough W-O
CD_ON_Prescott,1911,ON,Prescott
CD_ON_Prince_Edward,1911,ON,Prince Edward
CD_ON_Renfrew_N,1911,ON,Renfrew N
CD_ON_Renfrew_S,1911,ON,Renfrew S
CD_ON_Russell,1911,ON,Russell
CD_ON_Simcoe_E,1911,ON,Simcoe E
CD_ON_Simcoe_N,1911,ON,Simcoe N
CD_ON_Simcoe_S,1911,ON,Simcoe S
CD_ON_Stormont,1911,ON,Stormont
CD_ON_Thunder_Bay_&_Rainy_River,1911,ON,Thunder Bay & Rainy River
CD_ON_Toronto_Centre,1911,ON,Toronto Centre
CD_ON_Toronto_E,1911,ON,Toronto E
CD_ON_Toronto_N,1911,ON,Toronto N
CD_ON_Toronto_S,1911,ON,Toronto S
CD_ON_Toronto_W-O,1911,ON,Toronto W-O
CD_ON_Victoria,1911,ON,Victoria
CD_ON_Waterloo_N,1911,ON,Waterloo N
CD_ON_Waterloo_S,1911,ON,Waterloo S
CD_ON_Welland,1911,ON,Welland
CD_ON_Wellington_N,1911,ON,Wellington N
CD_ON_Wellington_S,1911,ON,Wellington S
CD_ON_Wentworth,1911,ON,Wentworth
CD_ON_York_Centre,1911,ON,York Centre
CD_ON_York_N,1911,ON,York N
CD_ON_York_S,1911,ON,York S
CD_PE_Kings,1911,PE,Kings
CD_PE_Prince,1911,PE,Prince
CD_PE_Queens,1911,PE,Queens
CD_NL_Labrador,1911,NL,Labrador
CD_SK_Assiniboia,1911,SK,Assiniboia
CD_SK_Battleford,1911,SK,Battleford
CD_SK_Humboldt,1911,SK,Humboldt
CD_SK_Mackenzie,1911,SK,Mackenzie
CD_SK_Moosejaw,1911,SK,Moosejaw
CD_SK_Prince_Albert,1911,SK,Prince Albert
CD_SK_Qu'Appelle,1911,SK,Qu'Appelle
CD_SK_Regina,1911,SK,Regina
CD_SK_Saltcoats,1911,SK,Saltcoats
CD_SK_Saskatoon,1911,SK,Saskatoon
CD_YT_Yukon,1911,YT,Yukon
CD_NL_Newfoundland,1911,NL,Newfoundland
CD_QC_Argenteuil,1911,QC,Argenteuil
CD_QC_Bagot,1911,QC,Bagot
CD_QC_Beauce,1911,QC,Beauce
CD_QC_Beauharnois,1911,QC,Beauharnois
CD_QC_Bellechasse,1911,QC,Bellechasse
CD_QC_Berthier,1911,QC,Berthier
CD_QC_Bonaventure,1911,QC,Bonaventure
CD_QC_Brome,1911,QC,Brome
CD_QC_Chambly_&_Verchères,1911,QC,Chambly & Verchères
CD_QC_Champlain,1911,QC,Champlain
CD_QC_Charlevoix,1911,QC,Charlevoix
CD_QC_Châteauguay,1911,QC,Châteauguay
CD_QC_Chicoutimi_&_Saguenay,1911,QC,Chicoutimi & Saguenay
CD_QC_Compton,1911,QC,Compton
CD_QC_Deux-Montagnes,1911,QC,Deux-Montagnes
CD_QC_Dorchester,1911,QC,Dorchester
CD_QC_Drummond_&_Arthabaska,1911,QC,Drummond & Arthabaska
CD_QC_Gaspé,1911,QC,Gaspé
CD_QC_Hochelaga,1911,QC,Hochelaga
CD_QC_Huntingdon,1911,QC,Huntingdon
CD_QC_Jacques-Cartier,1911,QC,Jacques-Cartier
CD_QC_Joliette,1911,QC,Joliette
CD_QC_Kamouraska,1911,QC,Kamouraska
CD_QC_Labelle,1911,QC,Labelle
CD_QC_Laprairie_&_Napierville,1911,QC,Laprairie & Napierville
CD_QC_L'Assomption,1911,QC,L'Assomption
CD_QC_Laval,1911,QC,Laval
CD_QC_Lévis,1911,QC,Lévis
CD_QC_L'Islet,1911,QC,L'Islet
CD_QC_Lotbinière,1911,QC,Lotbinière
CD_QC_Maisonneuve,1911,QC,Maisonneuve
CD_QC_Maskinongé,1911,QC,Maskinongé
CD_QC_Mégantic,1911,QC,Mégantic
CD_QC_Missisquoi,1911,QC,Missisquoi
CD_QC_Montcalm,1911,QC,Montcalm
CD_QC_Montmagny,1911,QC,Montmagny
CD_QC_Montmorency,1911,QC,Montmorency
"CD_QC_Montréal,_Ste._Anne",1911,QC,"Montréal, Ste. Anne"
"CD_QC_Montréal,_St._Antoine",1911,QC,"Montréal, St. Antoine"
"CD_QC_Montréal,_St._Jacques",1911,QC,"Montréal, St. Jacques"
"CD_QC_Montréal,_St._Laurent",1911,QC,"Montréal, St. Laurent"
"CD_QC_Montréal,_Ste._Marie",1911,QC,"Montréal, Ste. Marie"
CD_QC_Nicolet,1911,QC,Nicolet
CD_QC_Pontiac,1911,QC,Pontiac
CD_QC_Portneuf,1911,QC,Portneuf
CD_QC_Québec_Centre,1911,QC,Québec Centre
CD_QC_Québec_Est,1911,QC,Québec Est
CD_QC_Québec_W-O,1911,QC,Québec W-O
CD_QC_Québec_County,1911,QC,Québec County
CD_QC_Richelieu,1911,QC,Richelieu
CD_QC_Richmond_&_Wolfe,1911,QC,Richmond & Wolfe
CD_QC_Rimouski,1911,QC,Rimouski
CD_QC_Rouville,1911,QC,Rouville
CD_QC_St._Hyacinthe,1911,QC,St. Hyacinthe
CD_QC_St._Jean_&_Iberville,1911,QC,St. Jean & Iberville
CD_QC_Shefford,1911,QC,Shefford
CD_QC_Sherbrooke,1911,QC,Sherbrooke
CD_QC_Soulanges,1911,QC,Soulanges
CD_QC_Stanstead,1911,QC,Stanstead
CD_QC_Témiscouata,1911,QC,Témiscouata
CD_QC_Terrebonne,1911,QC,Terrebonne
CD_QC_Trois-Rivières_&_St._Maurice,1911,QC,Trois-Rivières & St. Maurice
CD_QC_Vaudreuil,1911,QC,Vaudreuil
CD_QC_Wright,1911,QC,Wright
CD_QC_Yamaska,1911,QC,Yamaska
CD_QC_Unorganized_parts_-_Parties_non_organisées,1911,QC,Unorganized parts - Parties non organisées
CD_NL_Labrador,1921,NL,Labrador
CD_NB_Albert,1921,NB,Albert
CD_NB_Carleton,1921,NB,Carleton
CD_NB_Charlotte,1921,NB,Charlotte
CD_NB_Gloucester,1921,NB,Gloucester
CD_NB_Kent,1921,NB,Kent
CD_NB_Kings,1921,NB,Kings
CD_NB_Madawaska,1921,NB,Madawaska
CD_NB_Northumberland,1921,NB,Northumberland
CD_NB_Queens,1921,NB,Queens
CD_NB_Restigouche,1921,NB,Restigouche
CD_NB_St._John,1921,NB,St. John
CD_NB_Sunbury,1921,NB,Sunbury
CD_NB_Victoria,1921,NB,Victoria
CD_NB_Westmorland,1921,NB,Westmorland
CD_NB_York,1921,NB,York
CD_NS_Annapolis,1921,NS,Annapolis
CD_NS_Antigonish,1921,NS,Antigonish
CD_NS_Cape_Breton,1921,NS,Cape Breton
CD_NS_Colchester,1921,NS,Colchester
CD_NS_Cumberland,1921,NS,Cumberland
CD_NS_Digby,1921,NS,Digby
CD_NS_Guysborough,1921,NS,Guysborough
CD_NS_Halifax,1921,NS,Halifax
CD_NS_Hants,1921,NS,Hants
CD_NS_Inverness,1921,NS,Inverness
CD_NS_Kings,1921,NS,Kings
CD_NS_Lunenburg,1921,NS,Lunenburg
CD_NS_Pictou,1921,NS,Pictou
CD_NS_Queens,1921,NS,Queens
CD_NS_Richmond,1921,NS,Richmond
CD_NS_Shelburne,1921,NS,Shelburne
CD_NS_Victoria,1921,NS,Victoria
CD_NS_Yarmouth,1921,NS,Yarmouth
CD_PE_Kings,1921,PE,Kings
CD_PE_Prince,1921,PE,Prince
CD_PE_Queens,1921,PE,Queens
CD_BC_Burrard,1921,BC,Burrard
CD_BC_Cariboo,1921,BC,Cariboo
CD_BC_Comox-Alberni,1921,BC,Comox-Alberni
CD_BC_Fraser_Valley,1921,BC,Fraser Valley
CD_BC_Kootenay_East,1921,BC,Kootenay East
CD_BC_Kootenay_West,1921,BC,Kootenay West
CD_BC_Nanaimo,1921,BC,Nanaimo
CD_BC_New_Westminster,1921,BC,New Westminster
CD_BC_Skeena,1921,BC,Skeena
CD_BC_Vancouver_Centre,1921,BC,Vancouver Centre
CD_BC_Vancouver_South,1921,BC,Vancouver South
CD_BC_Victoria_City,1921,BC,Victoria City
CD_BC_Yale,1921,BC,Yale
CD_AB_Division_No._1,1921,AB,Division No. 1
CD_AB_Division_No._2,1921,AB,Division No. 2
CD_AB_Division_No._3,1921,AB,Division No. 3
CD_AB_Division_No._4,1921,AB,Division No. 4
CD_AB_Division_No._5,1921,AB,Division No. 5
CD_AB_Division_No._6,1921,AB,Division No. 6
CD_AB_Division_No._7,1921,AB,Division No. 7
CD_AB_Division_No._8,1921,AB,Division No. 8
CD_AB_Division_No._9,1921,AB,Division No. 9
CD_AB_Division_No._10,1921,AB,Division No. 10
CD_AB_Division_No._11,1921,AB,Division No. 11
CD_AB_Division_No._12,1921,AB,Division No. 12
CD_AB_Division_No._13,1921,AB,Division No. 13
CD_AB_Division_No._14,1921,AB,Division No. 14
CD_AB_Division_No._15,1921,AB,Division No. 15
CD_AB_Division_No._16,1921,AB,Division No. 16
CD_AB_Division_No._17,1921,AB,Division No. 17
CD_MB_Division_No._1,1921,MB,Division No. 1
CD_MB_Division_No._2,1921,MB,Division No. 2
CD_MB_Division_No._3,1921,MB,Division No. 3
CD_MB_Division_No._4,1921,MB,Division No. 4
CD_MB_Division_No._5,1921,MB,Division No. 5
CD_MB_Division_No._6,1921,MB,Division No. 6
CD_MB_Division_No._7,1921,MB,Division No. 7
CD_MB_Division_No._8,1921,MB,Division No. 8
CD_MB_Division_No._9,1921,MB,Division No. 9
CD_MB_Division_No._10,1921,MB,Division No. 10
CD_MB_Division_No._11,1921,MB,Division No. 11
CD_MB_Division_No._12,1921,MB,Division No. 12
CD_MB_Division_No._13,1921,MB,Division No. 13
CD_MB_Division_No._14,1921,MB,Division No. 14
CD_MB_Division_No._15,1921,MB,Division No. 15
CD_MB_Division_No._16,1921,MB,Division No. 16
CD_SK_Division_No._1,1921,SK,Division No. 1
CD_SK_Division_No._2,1921,SK,Division No. 2
CD_SK_Division_No._3,1921,SK,Division No. 3
CD_SK_Division_No._4,1921,SK,Division No. 4
CD_SK_Division_No._5,1921,SK,Division No. 5
CD_SK_Division_No._6,1921,SK,Division No. 6
CD_SK_Division_No._7,1921,SK,Division No. 7
CD_SK_Division_No._8,1921,SK,Division No. 8
CD_SK_Division_No._9,1921,SK,Division No. 9
CD_SK_Division_No._10,1921,SK,Division No. 10
CD_SK_Division_No._11,1921,SK,Division No. 11
CD_SK_Division_No._12,1921,SK,Division No. 12
CD_SK_Division_No._13,1921,SK,Division No. 13
CD_SK_Division_No._14,1921,SK,Division No. 14
CD_SK_Division_No._15,1921,SK,Division No. 15
CD_SK_Division_No._16,1921,SK,Division No. 16
CD_SK_Division_No._17,1921,SK,Division No. 17
CD_SK_Division_No._18,1921,SK,Division No. 18
CD_NT_Northwest_Territories,1921,NT,Northwest Territories
CD_ON_Addington,1921,ON,Addington
CD_ON_Algoma,1921,ON,Algoma
CD_ON_Brant,1921,ON,Brant
CD_ON_Bruce,1921,ON,Bruce
CD_ON_Carleton,1921,ON,Carleton
CD_ON_Dufferin,1921,ON,Dufferin
CD_ON_Dundas,1921,ON,Dundas
CD_ON_Durham,1921,ON,Durham
CD_ON_Elgin,1921,ON,Elgin
CD_ON_Essex,1921,ON,Essex
CD_ON_Frontenac,1921,ON,Frontenac
CD_ON_Glengarry,1921,ON,Glengarry
CD_ON_Grenville,1921,ON,Grenville
CD_ON_Grey,1921,ON,Grey
CD_ON_Haldimand,1921,ON,Haldimand
CD_ON_Haliburton,1921,ON,Haliburton
CD_ON_Halton,1921,ON,Halton
CD_ON_Hastings,1921,ON,Hastings
CD_ON_Huron,1921,ON,Huron
CD_ON_Kenora,1921,ON,Kenora
CD_ON_Kent,1921,ON,Kent
CD_ON_Lambton,1921,ON,Lambton
CD_ON_Lanark,1921,ON,Lanark
CD_ON_Leeds,1921,ON,Leeds
CD_ON_Lennox,1921,ON,Lennox
CD_ON_Lincoln,1921,ON,Lincoln
CD_ON_Manitoulin,1921,ON,Manitoulin
CD_ON_Middlesex,1921,ON,Middlesex
CD_ON_Muskoka,1921,ON,Muskoka
CD_ON_Nipissing,1921,ON,Nipissing
CD_ON_Norfolk,1921,ON,Norfolk
CD_ON_Northumberland,1921,ON,Northumberland
CD_ON_Ontario,1921,ON,Ontario
CD_ON_Oxford,1921,ON,Oxford
CD_ON_Parry_Sound,1921,ON,Parry Sound
CD_ON_Peel,1921,ON,Peel
CD_ON_Perth,1921,ON,Perth
CD_ON_Peterborough,1921,ON,Peterborough
CD_ON_Prescott,1921,ON,Prescott
CD_ON_Prince_Edward,1921,ON,Prince Edward
CD_ON_Rainy_River,1921,ON,Rainy River
CD_ON_Renfrew,1921,ON,Renfrew
CD_ON_Russell,1921,ON,Russell
CD_ON_Simcoe,1921,ON,Simcoe
CD_ON_Stormont,1921,ON,Stormont
CD_ON_Sudbury,1921,ON,Sudbury
CD_ON_Thunder_Bay,1921,ON,Thunder Bay
CD_ON_Timiskaming,1921,ON,Timiskaming
CD_ON_Victoria,1921,ON,Victoria
CD_ON_Waterloo,1921,ON,Waterloo
CD_ON_Welland,1921,ON,Welland
CD_ON_Wellington,1921,ON,Wellington
CD_ON_Wentworth,1921,ON,Wentworth
CD_ON_York,1921,ON,York
CD_YT_Yukon,1921,YT,Yukon
CD_NL_Newfoundland,1921,NL,Newfoundland
CD_QC_Argenteuil,1921,QC,Argenteuil
CD_QC_Arthabaska,1921,QC,Arthabaska
CD_QC_Bagot,1921,QC,Bagot
CD_QC_Beauce,1921,QC,Beauce
CD_QC_Beauharnois,1921,QC,Beauharnois
CD_QC_Bellechasse,1921,QC,Bellechasse
CD_QC_Berthier,1921,QC,Berthier
CD_QC_Bonaventure,1921,QC,Bonaventure
CD_QC_Brome,1921,QC,Brome
CD_QC_Chambly,1921,QC,Chambly
CD_QC_Champlain,1921,QC,Champlain
CD_QC_Charlevoix,1921,QC,Charlevoix
CD_QC_Châteauguay,1921,QC,Châteauguay
CD_QC_Chicoutimi,1921,QC,Chicoutimi
CD_QC_Compton,1921,QC,Compton
CD_QC_Deux_Montagnes,1921,QC,Deux Montagnes
CD_QC_Dorchester,1921,QC,Dorchester
CD_QC_Drummond,1921,QC,Drummond
CD_QC_Frontenac,1921,QC,Frontenac
CD_QC_Gaspé,1921,QC,Gaspé
CD_QC_Hull,1921,QC,Hull
CD_QC_Huntingdon,1921,QC,Huntingdon
CD_QC_Iberville,1921,QC,Iberville
CD_QC_Joliette,1921,QC,Joliette
CD_QC_Kamouraska,1921,QC,Kamouraska
CD_QC_Labelle,1921,QC,Labelle
CD_QC_Lac_St._Jean,1921,QC,Lac St. Jean
CD_QC_Laprairie,1921,QC,Laprairie
CD_QC_L'Assomption,1921,QC,L'Assomption
CD_QC_Lévis,1921,QC,Lévis
CD_QC_L'IsIet,1921,QC,L'IsIet
CD_QC_Lotbinière,1921,QC,Lotbinière
CD_QC_Maskinongé,1921,QC,Maskinongé
CD_QC_Matane,1921,QC,Matane
CD_QC_Mégantic,1921,QC,Mégantic
CD_QC_Missisquoi,1921,QC,Missisquoi
CD_QC_Montcalm,1921,QC,Montcalm
CD_QC_Montmagny,1921,QC,Montmagny
CD_QC_Montmorency,1921,QC,Montmorency
CD_QC_Montréal_&_Jésus_Islands—Iles,1921,QC,Montréal & Jésus Islands—Iles
CD_QC_Napierville,1921,QC,Napierville
CD_QC_Nicolet,1921,QC,Nicolet
CD_QC_Pontiac,1921,QC,Pontiac
CD_QC_Portneuf,1921,QC,Portneuf
CD_QC_Québec,1921,QC,Québec
CD_QC_Richelieu,1921,QC,Richelieu
CD_QC_Richmond,1921,QC,Richmond
CD_QC_Rimouski,1921,QC,Rimouski
CD_QC_Rouville,1921,QC,Rouville
CD_QC_Saguenay,1921,QC,Saguenay
CD_QC_Shefford,1921,QC,Shefford
CD_QC_Sherbrooke,1921,QC,Sherbrooke
CD_QC_Soulanges,1921,QC,Soulanges
CD_QC_Stanstead,1921,QC,Stanstead
CD_QC_St._Hyacinthe,1921,QC,St. Hyacinthe
CD_QC_St._Jean,1921,QC,St. Jean
CD_QC_St._Maurice,1921,QC,St. Maurice
CD_QC_Témiscamingue,1921,QC,Témiscamingue
CD_QC_Témiscouata,1921,QC,Témiscouata
CD_QC_Terrebonne,1921,QC,Terrebonne
CD_QC_Vaudreuil,1921,QC,Vaudreuil
CD_QC_Verchères,1921,QC,Verchères
CD_QC_Wolfe,1921,QC,Wolfe
CD_QC_Yamaska,1921,QC,Yamaska
