from,to,length_m
QC137010_1901,QC197009_1901,7355.21
QC137011_1901,QC137014_1901,6288.53
QC137011_1901,QC197015_1901,8046.57
QC137011_1901,QC197002_1901,9029.0
QC137012_1901,QC137013_1901,13097.88
QC137012_1901,QC151011_1901,5304.83
QC137012_1901,QC151008_1901,5568.61
QC137013_1901,QC151008_1901,8008.37
QC137013_1901,QC151005_1901,3917.89
QC137002_1901,QC137012_1901,2173.7
QC137002_1901,QC137003_1901,1584.42
QC138002_1901,QC192012_1901,3003.69
QC138002_1901,QC192005_1901,9447.0
QC138002_1901,QC138005_1901,6103.45
QC138002_1901,QC138003_1901,9588.25
QC138002_1901,QC138014_1901,15613.96
QC138003_1901,QC192005_1901,7897.37
QC138003_1901,QC192002_1901,13021.06
QC138003_1901,QC138014_1901,2053.38
QC138003_1901,QC153002_1901,13517.88
QC138004_1901,QC192008_1901,3001.03
QC138004_1901,QC189015_1901,10395.8
QC138004_1901,QC190009_1901,3475.06
QC138004_1901,QC192012_1901,6352.26
QC138004_1901,QC138009_1901,8959.67
QC138004_1901,QC138012_1901,8257.03
QC138005_1901,QC192012_1901,7040.04
QC138005_1901,QC138009_1901,8773.34
QC138005_1901,QC138006_1901,7892.79
QC138005_1901,QC138014_1901,6087.89
QC138005_1901,QC138007_1901,6331.95
QC138005_1901,QC138011_1901,4270.78
QC138007_1901,QC138009_1901,5181.65
QC138007_1901,QC138013_1901,3812.69
QC138007_1901,QC138011_1901,4699.06
QC138007_1901,QC138008_1901,10042.43
QC138007_1901,QC153010_1901,6218.67
QC138009_1901,QC192012_1901,7956.89
QC138009_1901,QC138012_1901,359.28
QC138009_1901,QC138013_1901,8823.12
QC138011_1901,QC138014_1901,10558.73
QC138011_1901,QC153013_1901,7480.77
QC138011_1901,QC153016_1901,2624.46
QC138011_1901,QC153010_1901,2891.85
QC138011_1901,QC153011_1901,3251.66
QC189015_1901,QC192008_1901,4470.88
QC189015_1901,QC190006_1901,10397.36
QC189015_1901,QC190002_1901,9198.91
QC189015_1901,QC190009_1901,344.7
QC138012_1901,QC190009_1901,13178.51
QC138012_1901,QC138013_1901,9107.46
QC138014_1901,QC153002_1901,694.54
QC138014_1901,QC153016_1901,10399.56
QC138001_1901,QC138002_1901,9972.33
QC138001_1901,QC138014_1901,132.97
QC138006_1901,QC138009_1901,1144.66
QC139003_1901,QC139031_1901,15894.7
QC139003_1901,QC150015_1901,12953.83
QC139003_1901,QC150013_1901,2817.58
QC139003_1901,QC150022_1901,11306.15
QC139003_1901,QC139023_1901,11786.57
QC139003_1901,QC139018_1901,15104.87
QC139004_1901,QC139016_1901,12646.75
QC139004_1901,QC139019_1901,9307.26
QC139004_1901,QC152012_1901,3750.11
QC139004_1901,QC152005_1901,12799.87
QC139005_1901,QC139015_1901,13148.46
QC139005_1901,QC139020_1901,3086.97
QC139005_1901,QC139008_1901,3665.49
QC139005_1901,QC139027_1901,8716.06
QC139005_1901,QC139014_1901,13315.89
QC139005_1901,QC139011_1901,6705.44
QC139006_1901,QC139026_1901,13125.56
QC139006_1901,QC139020_1901,11425.82
QC139006_1901,QC139999_1901,4210.66
QC139006_1901,QC139014_1901,13199.87
QC139006_1901,QC152016_1901,13692.62
QC139006_1901,QC152014_1901,4459.97
QC139007_1901,QC166017_1901,8253.33
QC139007_1901,QC139025_1901,13278.51
QC139007_1901,QC139019_1901,13610.85
QC139007_1901,QC152003_1901,7332.95
QC139008_1901,QC139010_1901,7996.43
QC139008_1901,QC139015_1901,7894.09
QC139008_1901,QC139009_1901,3441.64
QC139008_1901,QC139029_1901,9205.42
QC139008_1901,QC139027_1901,18347.26
QC139010_1901,QC139024_1901,6685.13
QC139010_1901,QC139030_1901,10447.89
QC139010_1901,QC139015_1901,12680.98
QC139010_1901,QC139028_1901,14162.85
QC139011_1901,QC139027_1901,13126.54
QC139011_1901,QC139014_1901,14408.95
QC139011_1901,QC139016_1901,18913.72
QC139011_1901,QC152002_1901,10921.58
QC139011_1901,QC152013_1901,7711.77
QC139012_1901,QC139029_1901,16562.46
QC139012_1901,QC139016_1901,19574.09
QC139012_1901,QC139013_1901,5990.59
QC139012_1901,QC139025_1901,14562.55
QC139012_1901,QC139019_1901,530.38
QC139014_1901,QC139020_1901,13250.06
QC139014_1901,QC152014_1901,8100.91
QC139014_1901,QC152002_1901,7675.28
QC139015_1901,QC139030_1901,9933.56
QC139015_1901,QC139020_1901,10168.15
QC139016_1901,QC139029_1901,1793.83
QC139016_1901,QC139027_1901,3418.56
QC139016_1901,QC139017_1901,7176.92
QC139016_1901,QC139019_1901,5297.95
QC139016_1901,QC152013_1901,4400.73
QC139016_1901,QC152005_1901,3912.86
QC139018_1901,QC139023_1901,14120.76
QC139018_1901,QC139030_1901,30516.35
QC139018_1901,QC139026_1901,18971.92
QC139019_1901,QC139025_1901,2019.61
QC139019_1901,QC152003_1901,207.14
QC139019_1901,QC139021_1901,6392.1
QC139019_1901,QC152012_1901,9427.44
QC139019_1901,QC152007_1901,3581.46
QC139020_1901,QC139030_1901,17255.7
QC139020_1901,QC139026_1901,9573.76
QC139021_1901,QC152003_1901,9715.53
QC139021_1901,QC152007_1901,4431.48
QC139021_1901,QC152008_1901,7317.56
QC139001_1901,QC139010_1901,15871.98
QC139001_1901,QC139028_1901,14713.6
QC139001_1901,QC169014_1901,6945.61
QC139001_1901,QC169019_1901,7974.66
QC139001_1901,QC169018_1901,7193.37
QC139001_1901,QC139008_1901,14285.19
QC139022_1901,QC169018_1901,9436.13
QC139022_1901,QC139029_1901,17417.02
QC139022_1901,QC169009_1901,10583.71
QC139022_1901,QC139025_1901,2875.7
QC139023_1901,QC150022_1901,13338.87
QC139023_1901,QC139024_1901,8504.86
QC139023_1901,QC139030_1901,18049.17
QC139024_1901,QC150022_1901,5232.15
QC139024_1901,QC150023_1901,5706.93
QC139024_1901,QC139030_1901,7070.06
QC139024_1901,QC139028_1901,11948.82
QC139025_1901,QC139029_1901,1655.66
QC139025_1901,QC169009_1901,1796.37
QC139025_1901,QC166017_1901,9566.24
QC139026_1901,QC139030_1901,7426.78
QC139026_1901,QC139999_1901,19929.56
QC139027_1901,QC139029_1901,12203.04
QC139028_1901,QC187029_1901,10506.55
QC139028_1901,QC187017_1901,5461.2
QC139028_1901,QC150023_1901,10050.77
QC139028_1901,QC169014_1901,10341.12
QC139031_1901,QC150003_1901,15936.59
QC139031_1901,QC150015_1901,9139.08
QC139029_1901,QC169018_1901,7091.24
QC140002_1901,QC140006_1901,8721.93
QC140002_1901,QC140005_1901,5250.88
QC140002_1901,QC140008_1901,7937.36
QC140002_1901,QC140007_1901,8725.98
QC140003_1901,QC140005_1901,139.06
QC140003_1901,QC140004_1901,12142.54
QC140003_1901,QC140007_1901,6551.47
QC140003_1901,QC148007_1901,9776.86
QC140003_1901,QC148005_1901,2510.84
QC140004_1901,QC148011_1901,5475.03
QC140004_1901,QC140005_1901,8335.79
QC140004_1901,QC148007_1901,4821.87
QC140005_1901,QC148006_1901,7912.31
QC140005_1901,QC140006_1901,7172.47
QC140005_1901,QC148011_1901,6317.27
QC140005_1901,QC140007_1901,9251.27
QC140006_1901,QC156004_1901,2928.68
QC140006_1901,QC148006_1901,7926.11
QC140006_1901,QC156011_1901,4408.93
QC140001_1901,QC140003_1901,4675.66
QC141001_1901,QC152011_1901,1289.14
QC141001_1901,QC152010_1901,12936.84
QC141001_1901,QC141004_1901,15260.95
QC141001_1901,QC141011_1901,16371.43
QC141001_1901,QC141002_1901,494.35
QC141002_1901,QC141010_1901,11561.39
QC141002_1901,QC141012_1901,13791.32
QC141002_1901,QC141004_1901,7517.17
QC141002_1901,QC141011_1901,17208.68
QC141002_1901,QC172005_1901,14914.71
QC141002_1901,QC172007_1901,5214.68
QC141002_1901,QC172008_1901,5367.83
QC141003_1901,QC164007_1901,9427.67
QC141003_1901,QC141006_1901,14213.56
QC141003_1901,QC164009_1901,4051.62
QC141003_1901,QC141005_1901,10944.31
QC141003_1901,QC141009_1901,8881.96
QC141004_1901,QC152011_1901,11548.3
QC141004_1901,QC141007_1901,14133.82
QC141004_1901,QC141010_1901,6225.85
QC141005_1901,QC164009_1901,3388.37
QC141005_1901,QC164002_1901,4730.66
QC141005_1901,QC141009_1901,3368.27
QC141006_1901,QC152001_1901,11484.11
QC141006_1901,QC164007_1901,3155.44
QC141006_1901,QC141007_1901,10694.33
QC141006_1901,QC141010_1901,5375.25
QC141006_1901,QC141012_1901,7720.94
QC141007_1901,QC152011_1901,5147.21
QC141007_1901,QC152004_1901,9698.83
QC141007_1901,QC152001_1901,1277.63
QC141007_1901,QC141010_1901,9904.62
QC141008_1901,QC152006_1901,3492.68
QC141008_1901,QC152009_1901,23682.5
QC141008_1901,QC152010_1901,7377.67
QC141008_1901,QC141011_1901,13091.91
QC141008_1901,QC172003_1901,30518.27
QC141009_1901,QC141012_1901,10889.58
QC141009_1901,QC141013_1901,7017.34
QC141010_1901,QC141012_1901,9632.18
QC141011_1901,QC152010_1901,5482.11
QC141011_1901,QC172003_1901,13315.87
QC141012_1901,QC141013_1901,7110.94
QC141012_1901,QC172007_1901,10038.98
QC141013_1901,QC172007_1901,8007.81
QC141013_1901,QC172002_1901,3480.01
QC142001_1901,QC142003_1901,5371.9
QC142001_1901,QC158014_1901,5182.19
QC142001_1901,QC158008_1901,5701.28
QC142001_1901,QC142011_1901,7577.97
QC142001_1901,QC142002_1901,3352.99
QC142001_1901,QC142005_1901,13737.02
QC142003_1901,QC162005_1901,10105.33
QC142003_1901,QC158014_1901,15419.53
QC162005_1901,QC162012_1901,3704.07
QC142004_1901,QC142005_1901,21195.72
QC142004_1901,QC168007_1901,8282.57
QC142004_1901,QC168008_1901,11139.66
QC142004_1901,QC142007_1901,2915.83
QC142004_1901,QC168006_1901,4757.73
QC142005_1901,QC142011_1901,20073.99
QC142005_1901,QC142007_1901,3644.63
QC142007_1901,QC158010_1901,3247.38
QC142007_1901,QC142011_1901,4814.19
QC142007_1901,QC158011_1901,9319.54
QC142007_1901,QC158006_1901,7368.02
QC142007_1901,QC142008_1901,7527.92
QC142007_1901,QC168006_1901,9357.3
QC142007_1901,QC168003_1901,6339.7
QC142010_1901,QC142012_1901,16967.32
QC142010_1901,QC168012_1901,20546.89
QC142010_1901,QC158999_1901,20930.02
QC142010_1901,QC142999_1901,16840.8
QC142011_1901,QC158008_1901,8857.65
QC142011_1901,QC158010_1901,6731.01
QC142011_1901,QC158006_1901,2899.8
QC142012_1901,QC158009_1901,10315.61
QC142012_1901,QC168003_1901,4173.61
QC142012_1901,QC168012_1901,7247.36
QC142012_1901,QC158999_1901,28119.95
QC142012_1901,QC168999_1901,31474.79
QC143001_1901,QC143009_1901,15354.42
QC143001_1901,QC143999_1901,11528.87
QC143001_1901,QC143005_1901,15662.74
QC143002_1901,QC143999_1901,24620.35
QC143002_1901,QC143013_1901,30176.41
QC143002_1901,QC143007_1901,21730.52
QC143003_1901,QC143999_1901,12468.71
QC143003_1901,QC143010_1901,19770.93
QC143003_1901,QC143011_1901,17054.91
QC143005_1901,QC143999_1901,13019.79
QC143005_1901,QC143008_1901,18930.78
QC143006_1901,QC143012_1901,19598.5
QC143006_1901,QC143999_1901,32425.95
QC143007_1901,QC143999_1901,5813.84
QC143007_1901,QC143010_1901,20987.53
QC143008_1901,QC143999_1901,23412.84
QC143008_1901,QC143013_1901,18725.52
QC143009_1901,QC143999_1901,25150.06
QC143010_1901,QC143999_1901,5254.46
QC143011_1901,QC143999_1901,16594.55
QC143011_1901,QC154016_1901,19233.47
QC143012_1901,QC143999_1901,21538.58
QC143013_1901,QC143999_1901,4291.89
QC143999_1901,QC188999_1901,141889.79
QC143999_1901,QC188022_1901,13251.88
QC143999_1901,QC154016_1901,14.91
QC143999_1901,QC154999_1901,91443.47
QC144001_1901,QC144008_1901,10862.64
QC144001_1901,QC144002_1901,17146.71
QC144001_1901,QC144005_1901,10791.95
QC144001_1901,QC192015_1901,5805.13
QC144001_1901,QC195008_1901,10778.07
QC144001_1901,QC193007_1901,1797.14
QC144002_1901,QC144008_1901,6068.06
QC144002_1901,QC144003_1901,14429.68
QC144002_1901,QC144007_1901,2482.56
QC144002_1901,QC192013_1901,1253.55
QC144002_1901,QC192015_1901,5060.27
QC144003_1901,QC144010_1901,14435.22
QC144003_1901,QC170003_1901,6885.86
QC144003_1901,QC144008_1901,34.69
QC144003_1901,QC144004_1901,12892.37
QC144003_1901,QC144006_1901,9865.18
QC144003_1901,QC144007_1901,12779.45
QC144003_1901,QC192017_1901,2393.77
QC144003_1901,QC192003_1901,925.74
QC144003_1901,QC192013_1901,12945.39
QC144006_1901,QC170003_1901,15114.75
QC144006_1901,QC170013_1901,336.35
QC144006_1901,QC170006_1901,4339.02
QC144006_1901,QC144009_1901,8391.72
QC144006_1901,QC189002_1901,4021.91
QC144006_1901,QC192007_1901,801.07
QC144006_1901,QC192003_1901,7169.1
QC144008_1901,QC144010_1901,16825.96
QC144010_1901,QC170009_1901,6823.85
QC144010_1901,QC144011_1901,9354.09
QC144010_1901,QC170003_1901,9937.7
QC144005_1901,QC192015_1901,5833.98
QC145001_1901,QC145010_1901,5405.95
QC145001_1901,QC145006_1901,5488.47
QC145001_1901,QC145009_1901,5504.64
QC145001_1901,QC145002_1901,2910.27
QC145001_1901,QC145015_1901,4703.82
QC145001_1901,QC145018_1901,7229.77
QC145003_1901,QC191006_1901,14395.47
QC145003_1901,QC161001_1901,3735.1
QC145003_1901,QC145005_1901,2053.43
QC145003_1901,QC145004_1901,3997.86
QC145003_1901,QC145010_1901,7720.92
QC145003_1901,QC145009_1901,4942.5
QC145003_1901,QC145008_1901,6325.78
QC145006_1901,QC161001_1901,4277.41
QC145006_1901,QC145011_1901,5184.07
QC145006_1901,QC145010_1901,12239.16
QC145006_1901,QC145007_1901,6019.0
QC145008_1901,QC145009_1901,5490.13
QC145008_1901,QC145012_1901,6259.89
QC145008_1901,QC145015_1901,2416.48
QC145009_1901,QC145010_1901,10207.99
QC145009_1901,QC145015_1901,9202.99
QC145010_1901,QC161001_1901,8665.83
QC145012_1901,QC145015_1901,12078.28
QC145012_1901,QC145016_1901,10695.65
QC145013_1901,QC145020_1901,3390.66
QC145013_1901,QC145017_1901,1699.61
QC145013_1901,QC145014_1901,14605.65
QC145013_1901,QC186009_1901,13670.1
QC145013_1901,QC186003_1901,1856.65
QC145014_1901,QC145016_1901,2966.47
QC145014_1901,QC145017_1901,4869.95
QC145014_1901,QC186009_1901,4872.52
QC145015_1901,QC145018_1901,16472.61
QC145015_1901,QC145016_1901,4591.76
QC145015_1901,QC145020_1901,1381.32
QC145016_1901,QC145020_1901,5630.04
QC145016_1901,QC145017_1901,5777.87
QC145017_1901,QC145020_1901,14424.08
QC145004_1901,QC145005_1901,870.8
QC146001_1901,QC146014_1901,14676.97
QC146001_1901,QC146004_1901,5293.16
QC146004_1901,QC146014_1901,3524.72
QC146004_1901,QC146013_1901,14107.26
QC146004_1901,QC146009_1901,7821.98
QC146004_1901,QC146010_1901,1135.97
QC146005_1901,QC146014_1901,20144.99
QC146005_1901,QC146020_1901,12931.78
QC146005_1901,QC146015_1901,7240.27
QC146006_1901,QC146016_1901,7762.56
QC146006_1901,QC146018_1901,9133.16
QC146006_1901,QC146017_1901,4738.37
QC146006_1901,QC146021_1901,6281.54
QC146006_1901,QC181021_1901,11720.36
QC146006_1901,QC146019_1901,10209.28
QC146006_1901,QC181022_1901,4608.12
QC146007_1901,QC146009_1901,5964.13
QC146007_1901,QC146010_1901,435.31
QC146007_1901,QC146016_1901,17417.99
QC146007_1901,QC181005_1901,5009.76
QC146007_1901,QC181012_1901,9231.47
QC146009_1901,QC146010_1901,13703.68
QC146010_1901,QC146013_1901,8740.09
QC146010_1901,QC146016_1901,8559.82
QC146010_1901,QC146015_1901,8425.19
QC146010_1901,QC146018_1901,7978.79
QC146012_1901,QC146999_1901,16112.31
QC146013_1901,QC146014_1901,11331.05
QC146013_1901,QC146015_1901,6479.15
QC146014_1901,QC146015_1901,6042.63
QC146015_1901,QC146020_1901,6754.66
QC146015_1901,QC146018_1901,8655.26
QC146015_1901,QC146017_1901,7814.58
QC146015_1901,QC146021_1901,2450.89
QC146016_1901,QC146018_1901,11691.53
QC146016_1901,QC181012_1901,2109.64
QC146016_1901,QC181021_1901,4271.54
QC146017_1901,QC146018_1901,13251.97
QC146017_1901,QC146021_1901,11191.63
QC146019_1901,QC146021_1901,10266.89
QC146019_1901,QC146022_1901,13154.48
QC146019_1901,QC181022_1901,11901.4
QC146019_1901,QC146999_1901,7249.1
QC146999_1901,QC198011_1901,3349.12
QC146999_1901,QC181999_1901,22307.68
QC146999_1901,QC181001_1901,22897.52
QC146999_1901,QC181022_1901,27343.86
QC146999_1901,QC185999_1901,106157.72
QC146999_1901,QC20N999_1901,146763.52
QC146999_1901,QC149999_1901,154400.76
QC146999_1901,QC198999_1901,275092.91
QC147001_1901,QC173013_1901,4972.18
QC147001_1901,QC147007_1901,28068.53
QC147001_1901,QC147002_1901,9683.92
QC147001_1901,QC147004_1901,10541.11
QC147001_1901,QC147014_1901,27582.3
QC147001_1901,QC147011_1901,2353.73
QC147001_1901,QC147999_1901,9078.94
QC147001_1901,QC173999_1901,18279.99
QC147004_1901,QC147011_1901,10336.48
QC147004_1901,QC147012_1901,15567.05
QC147005_1901,QC147008_1901,4360.45
QC147005_1901,QC147006_1901,5138.24
QC147005_1901,QC147010_1901,21820.19
QC147005_1901,QC147012_1901,6968.72
QC147005_1901,QC147009_1901,25017.41
QC147005_1901,QC147999_1901,19938.74
QC147007_1901,QC173013_1901,3605.29
QC147007_1901,QC173999_1901,4224.86
QC147009_1901,QC147014_1901,25403.34
QC147009_1901,QC147011_1901,16407.02
QC147009_1901,QC147012_1901,7545.48
QC147009_1901,QC147999_1901,18907.99
QC147010_1901,QC147999_1901,8615.05
QC147010_1901,QC147013_1901,16893.79
QC147011_1901,QC147014_1901,10626.5
QC147011_1901,QC147012_1901,8116.16
QC147013_1901,QC147999_1901,13028.26
QC147013_1901,QC149042_1901,17060.22
QC147014_1901,QC147999_1901,37432.76
QC147006_1901,QC147008_1901,699.9
QC148002_1901,QC156003_1901,8211.28
QC148002_1901,QC156005_1901,2682.31
QC148002_1901,QC148006_1901,4643.31
QC148002_1901,QC148004_1901,13569.24
QC148002_1901,QC148011_1901,570.97
QC148003_1901,QC148004_1901,11529.7
QC148003_1901,QC156006_1901,7604.73
QC148003_1901,QC161011_1901,5090.11
QC148003_1901,QC148009_1901,9519.77
QC148003_1901,QC161010_1901,3620.57
QC148003_1901,QC161012_1901,3408.69
QC148004_1901,QC156005_1901,12078.69
QC148004_1901,QC148011_1901,10668.05
QC148004_1901,QC156006_1901,1200.97
QC148004_1901,QC148009_1901,735.47
QC148004_1901,QC148007_1901,1243.76
QC148005_1901,QC148007_1901,1450.24
QC148005_1901,QC161004_1901,841.95
QC148005_1901,QC148008_1901,5126.66
QC148005_1901,QC148010_1901,8558.21
QC148006_1901,QC156004_1901,4418.87
QC148006_1901,QC156008_1901,11253.52
QC148006_1901,QC156003_1901,8415.37
QC148006_1901,QC148011_1901,8830.49
QC148007_1901,QC148011_1901,10882.79
QC148007_1901,QC148009_1901,13571.5
QC148007_1901,QC148008_1901,7024.04
QC148008_1901,QC148009_1901,387.79
QC148008_1901,QC161004_1901,9829.35
QC148009_1901,QC161012_1901,3480.08
QC148009_1901,QC161004_1901,4180.34
QC148001_1901,QC148006_1901,5994.48
QC149001_1901,QC149030_1901,6527.28
QC149001_1901,QC149014_1901,26969.8
QC149001_1901,QC149031_1901,27917.67
QC149001_1901,QC149999_1901,2039.67
QC149042_1901,QC149999_1901,25641.53
QC149002_1901,QC149009_1901,4119.64
QC149002_1901,QC149015_1901,7747.08
QC149002_1901,QC149003_1901,3152.44
QC149002_1901,QC149005_1901,13402.46
QC149005_1901,QC149015_1901,15535.07
QC149005_1901,QC149020_1901,9732.44
QC149005_1901,QC149006_1901,7789.68
QC149010_1901,QC149026_1901,19874.72
QC149010_1901,QC149013_1901,9940.91
QC149010_1901,QC149011_1901,5650.59
QC149010_1901,QC149019_1901,14565.53
QC149010_1901,QC149024_1901,5547.99
QC149010_1901,QC149999_1901,32578.34
QC149013_1901,QC149015_1901,6768.12
QC149013_1901,QC149020_1901,21424.47
QC149013_1901,QC149019_1901,6149.09
QC149013_1901,QC149028_1901,3950.07
QC149013_1901,QC149999_1901,20794.31
QC149008_1901,QC149021_1901,18562.51
QC149008_1901,QC149014_1901,22485.51
QC149008_1901,QC149999_1901,32695.89
QC149015_1901,QC149020_1901,4639.32
QC149015_1901,QC149999_1901,19076.03
QC149014_1901,QC149021_1901,738.03
QC149014_1901,QC149030_1901,11485.17
QC149014_1901,QC149999_1901,52979.29
QC149016_1901,QC149022_1901,12006.84
QC149016_1901,QC149029_1901,28484.34
QC149016_1901,QC149017_1901,8058.98
QC149016_1901,QC149032_1901,24052.42
QC149016_1901,QC149031_1901,4768.06
QC149016_1901,QC149999_1901,20307.64
QC149004_1901,QC149035_1901,13024.76
QC149004_1901,QC149034_1901,15543.48
QC149004_1901,QC149999_1901,14112.01
QC149034_1901,QC149037_1901,23769.96
QC149034_1901,QC149999_1901,6813.24
QC149019_1901,QC149024_1901,9411.32
QC149019_1901,QC149028_1901,14784.41
QC149021_1901,QC149032_1901,26418.59
QC149021_1901,QC149030_1901,14382.49
QC149021_1901,QC149999_1901,6557.28
QC149022_1901,QC149033_1901,15989.14
QC149022_1901,QC149029_1901,19340.36
QC149022_1901,QC149999_1901,12643.55
QC149023_1901,QC149038_1901,11411.87
QC149023_1901,QC149999_1901,77057.17
QC149024_1901,QC149029_1901,10790.23
QC149024_1901,QC149026_1901,20251.14
QC149024_1901,QC149028_1901,11949.38
QC149024_1901,QC149036_1901,18182.24
QC149036_1901,QC149999_1901,16192.7
QC149028_1901,QC149036_1901,4405.41
QC149026_1901,QC149029_1901,30687.62
QC149026_1901,QC149027_1901,6952.24
QC149026_1901,QC149999_1901,2737.28
QC149029_1901,QC149033_1901,8154.61
QC149029_1901,QC149999_1901,10256.66
QC149035_1901,QC149999_1901,12260.35
QC149030_1901,QC149032_1901,7713.15
QC149030_1901,QC149031_1901,23442.44
QC149031_1901,QC149036_1901,52593.07
QC149031_1901,QC149032_1901,15365.25
QC149031_1901,QC149999_1901,64250.32
QC149032_1901,QC149999_1901,9062.44
QC149055_1901,QC185999_1901,24798.27
QC149055_1901,QC173999_1901,4286.73
QC149055_1901,QC149999_1901,47441.41
QC149007_1901,QC149028_1901,14796.97
QC149007_1901,QC149035_1901,9490.77
QC149007_1901,QC149036_1901,11954.22
QC149007_1901,QC149999_1901,17315.11
QC149018_1901,QC149037_1901,6172.37
QC149039_1901,QC149053_1901,16625.74
QC149039_1901,QC149043_1901,15114.65
QC149039_1901,QC149999_1901,24808.01
QC149040_1901,QC149052_1901,13716.93
QC149040_1901,QC149999_1901,98727.0
QC149043_1901,QC149044_1901,17494.03
QC149043_1901,QC149999_1901,20729.89
QC149047_1901,QC149999_1901,77585.54
QC149044_1901,QC149052_1901,21843.76
QC149044_1901,QC149999_1901,25831.09
QC149050_1901,QC149999_1901,69438.75
QC149041_1901,QC149999_1901,130317.82
QC149051_1901,QC149999_1901,138923.98
QC149049_1901,QC149999_1901,65708.24
QC149052_1901,QC149999_1901,25158.96
QC149038_1901,QC149053_1901,10821.09
QC149038_1901,QC149039_1901,613.02
QC149038_1901,QC149999_1901,22514.26
QC149048_1901,QC149999_1901,92132.49
QC149048_1901,QC149051_1901,14341.11
QC150001_1901,QC150012_1901,8254.57
QC150001_1901,QC150004_1901,16727.87
QC150001_1901,QC150016_1901,15196.45
QC150001_1901,QC150010_1901,3235.62
QC150001_1901,QC150008_1901,1328.57
QC150002_1901,QC150016_1901,14037.73
QC150002_1901,QC150021_1901,7172.05
QC150002_1901,QC187018_1901,16738.25
QC150002_1901,QC150011_1901,6999.66
QC150002_1901,QC150014_1901,16772.31
QC150003_1901,QC150010_1901,7002.54
QC150003_1901,QC150008_1901,16904.26
QC150003_1901,QC150015_1901,12139.11
QC150004_1901,QC150012_1901,6070.88
QC150004_1901,QC150005_1901,6702.96
QC150004_1901,QC150017_1901,20515.25
QC150004_1901,QC150009_1901,15220.17
QC150004_1901,QC150016_1901,1505.1
QC150005_1901,QC195002_1901,7401.87
QC150005_1901,QC195001_1901,4907.92
QC150005_1901,QC195004_1901,2204.67
QC150005_1901,QC195006_1901,15340.53
QC150005_1901,QC150006_1901,18064.73
QC150005_1901,QC150017_1901,9785.95
QC150005_1901,QC150020_1901,17265.9
QC150005_1901,QC193001_1901,9858.07
QC150005_1901,QC150009_1901,1391.1
QC150009_1901,QC193001_1901,16779.24
QC150009_1901,QC150018_1901,10384.6
QC150009_1901,QC150016_1901,12211.84
QC150009_1901,QC150021_1901,15914.87
QC150011_1901,QC150016_1901,2065.36
QC150011_1901,QC150019_1901,7761.65
QC150011_1901,QC150015_1901,17945.97
QC150011_1901,QC150022_1901,4019.34
QC150011_1901,QC150014_1901,11139.75
QC150012_1901,QC195001_1901,16696.49
QC150012_1901,QC150017_1901,5676.74
QC150008_1901,QC150016_1901,17005.34
QC150008_1901,QC150010_1901,15186.3
QC150008_1901,QC150011_1901,14611.21
QC150008_1901,QC150015_1901,2166.22
QC150014_1901,QC150019_1901,9840.07
QC150014_1901,QC187018_1901,367.07
QC150014_1901,QC187030_1901,16895.94
QC150014_1901,QC187029_1901,711.13
QC150014_1901,QC150023_1901,15970.21
QC150015_1901,QC150022_1901,15698.0
QC150016_1901,QC150018_1901,4528.19
QC150016_1901,QC150021_1901,659.56
QC150022_1901,QC150023_1901,21441.57
QC150017_1901,QC195001_1901,4946.65
QC150021_1901,QC187013_1901,11458.61
QC150021_1901,QC187018_1901,5334.15
QC150023_1901,QC187029_1901,19359.29
QC150007_1901,QC150009_1901,13133.25
QC150020_1901,QC195006_1901,1188.88
QC150020_1901,QC193001_1901,3087.18
QC151001_1901,QC151011_1901,3566.37
QC151001_1901,QC151009_1901,10714.17
QC151001_1901,QC151003_1901,10124.72
QC151002_1901,QC151003_1901,6902.23
QC151002_1901,QC151006_1901,20325.56
QC151002_1901,QC151012_1901,8248.37
QC151002_1901,QC197017_1901,4874.87
QC151002_1901,QC151010_1901,7207.85
QC151003_1901,QC151011_1901,9109.75
QC151003_1901,QC151009_1901,6023.57
QC151003_1901,QC151008_1901,6023.38
QC151003_1901,QC151006_1901,1060.61
QC151003_1901,QC151012_1901,9017.59
QC151004_1901,QC151008_1901,1659.24
QC151004_1901,QC151012_1901,16592.14
QC151004_1901,QC151005_1901,3981.71
QC151004_1901,QC151010_1901,10217.43
QC151004_1901,QC197009_1901,2111.76
QC151005_1901,QC197009_1901,7522.04
QC151006_1901,QC151009_1901,8530.92
QC151006_1901,QC151007_1901,3460.06
QC151006_1901,QC197017_1901,6261.3
QC151008_1901,QC151011_1901,5626.31
QC151008_1901,QC151012_1901,6966.2
QC151010_1901,QC151012_1901,6513.15
QC151010_1901,QC197017_1901,4121.81
QC151010_1901,QC197008_1901,7588.24
QC151010_1901,QC197009_1901,5188.41
QC151012_1901,QC151013_1901,4766.16
QC152001_1901,QC152007_1901,1879.62
QC152001_1901,QC152008_1901,10334.4
QC152001_1901,QC152004_1901,9248.05
QC152001_1901,QC164007_1901,9997.74
QC152002_1901,QC152014_1901,16058.89
QC152002_1901,QC152013_1901,11604.55
QC152002_1901,QC152015_1901,7477.67
QC152002_1901,QC152006_1901,5089.74
QC152003_1901,QC166017_1901,944.1
QC152003_1901,QC166015_1901,4733.1
QC152003_1901,QC166014_1901,13119.98
QC152003_1901,QC164010_1901,4016.38
QC152003_1901,QC152008_1901,4474.05
QC152004_1901,QC152012_1901,8052.21
