from,to,length_m
ON036002_1871,ON036003_1871,20157.07
ON036002_1871,ON036006_1871,15749.38
ON036006_1871,ON036007_1871,20321.51
ON036006_1871,ON037002_1871,17824.42
ON036001_1871,ON036005_1871,17380.42
ON036001_1871,ON036002_1871,20378.7
ON037001_1871,ON037002_1871,19144.53
ON037001_1871,ON037005_1871,16336.13
ON018003_1871,ON018007_1871,496.72
ON018003_1871,ON018004_1871,11941.97
ON017004_1871,ON017005_1871,5999.91
ON017004_1871,ON017006_1871,9390.3
ON017004_1871,ON018003_1871,8993.16
ON017004_1871,ON017007_1871,15029.97
ON017003_1871,ON017009_1871,7473.84
ON017003_1871,ON017004_1871,13653.2
ON017009_1871,ON018001_1871,10006.93
ON017009_1871,ON018003_1871,7314.37
ON018001_1871,ON018002_1871,5999.88
ON018001_1871,ON018003_1871,10818.5
ON018001_1871,ON018007_1871,18104.38
ON017006_1871,ON017007_1871,20406.82
ON017002_1871,ON017003_1871,8814.44
ON017002_1871,ON017004_1871,12757.83
ON017007_1871,ON018003_1871,3506.99
ON017007_1871,ON017008_1871,5999.91
ON017007_1871,ON018004_1871,3928.55
ON017007_1871,ON022002_1871,9976.78
ON017007_1871,ON022004_1871,9606.86
ON017007_1871,ON022005_1871,1787.72
ON017001_1871,ON017002_1871,13631.7
ON017001_1871,ON017004_1871,1567.68
ON017001_1871,ON017006_1871,8817.06
ON038006_1871,ON038007_1871,5999.91
ON038006_1871,ON039004_1871,20062.82
ON038005_1871,ON038006_1871,20131.39
ON038001_1871,ON038002_1871,21765.13
ON038001_1871,ON038005_1871,9979.09
ON038002_1871,ON038003_1871,8440.18
ON038002_1871,ON038004_1871,5999.91
ON038002_1871,ON038006_1871,15020.31
ON038002_1871,ON039001_1871,20309.42
ON038002_1871,ON039004_1871,152.05
ON024001_1871,ON024005_1871,1219.0
ON024001_1871,ON024002_1871,2602.81
ON024001_1871,ON024003_1871,477.48
ON024001_1871,ON024004_1871,1.04
ON062008_1871,ON062009_1871,17031.27
ON062008_1871,ON064005_1871,13476.03
ON062008_1871,ON062010_1871,28960.98
ON062008_1871,ON081007_1871,20666.87
ON062006_1871,ON064004_1871,40779.57
ON062006_1871,ON062007_1871,34523.07
ON062006_1871,ON064005_1871,2298.48
ON061003_1871,ON063004_1871,7218.51
ON061003_1871,ON062003_1871,19922.8
ON061003_1871,ON064001_1871,761.83
ON061003_1871,ON062005_1871,2663.83
ON061003_1871,ON064003_1871,19706.44
ON061003_1871,ON062006_1871,15008.0
ON061003_1871,ON064004_1871,1497.44
ON062007_1871,ON062009_1871,28231.12
ON062007_1871,ON064005_1871,16269.86
ON062007_1871,ON062008_1871,12744.92
ON062005_1871,ON062006_1871,20709.26
ON062005_1871,ON062007_1871,13321.02
ON062010_1871,ON081007_1871,15906.35
ON062010_1871,ON083001_1871,28049.53
ON062010_1871,ON083003_1871,13263.36
ON062010_1871,ON083002_1871,126.93
ON061001_1871,ON061002_1871,21039.2
ON061001_1871,ON062001_1871,161.57
ON061001_1871,ON062003_1871,12024.6
ON061002_1871,ON063004_1871,24105.0
ON061002_1871,ON062003_1871,220.71
ON061002_1871,ON061003_1871,16590.46
ON062009_1871,ON062010_1871,28305.53
ON062003_1871,ON062005_1871,12060.4
ON062004_1871,ON062005_1871,19857.95
ON062004_1871,ON062007_1871,34513.26
ON062001_1871,ON062002_1871,5999.64
ON062001_1871,ON062003_1871,19656.72
ON062001_1871,ON062005_1871,273.14
ON062001_1871,ON062004_1871,14743.75
ON060001_1871,ON060002_1871,6000.23
ON060001_1871,ON060003_1871,2613.49
ON060001_1871,ON061001_1871,16909.08
ON060001_1871,ON062001_1871,14932.01
ON060003_1871,ON061001_1871,5955.56
ON026010_1871,ON030001_1871,3396.67
ON026010_1871,ON030005_1871,19543.01
ON026010_1871,ON030007_1871,6255.57
ON026010_1871,ON026011_1871,2084.73
ON026010_1871,ON026012_1871,6250.84
ON026012_1871,ON030007_1871,13064.44
ON026012_1871,ON027003_1871,100.14
ON026012_1871,ON035003_1871,18927.07
ON026012_1871,ON027004_1871,16181.25
ON026007_1871,ON026008_1871,3232.85
ON026007_1871,ON026010_1871,19473.6
ON026007_1871,ON026011_1871,12481.96
ON026011_1871,ON026012_1871,16632.94
ON026011_1871,ON027003_1871,15349.02
ON026011_1871,ON027002_1871,2536.63
ON026004_1871,ON026005_1871,9336.72
ON026004_1871,ON026007_1871,19463.86
ON026004_1871,ON026011_1871,6241.27
ON026004_1871,ON027002_1871,3207.22
ON025002_1871,ON025003_1871,6299.71
ON025002_1871,ON025005_1871,6289.74
ON025002_1871,ON025004_1871,17816.7
ON026008_1871,ON029003_1871,6296.2
ON026008_1871,ON026009_1871,3665.36
ON026008_1871,ON030001_1871,16273.12
ON026008_1871,ON026010_1871,11280.42
ON025004_1871,ON025005_1871,15339.09
ON025004_1871,ON026006_1871,450.91
ON025004_1871,ON025006_1871,28887.88
ON025001_1871,ON025003_1871,8386.13
ON025001_1871,ON025002_1871,21681.99
ON025005_1871,ON029003_1871,14777.49
ON025005_1871,ON026009_1871,3721.93
ON025005_1871,ON026006_1871,1138.32
ON025005_1871,ON026008_1871,6885.61
ON025005_1871,ON026005_1871,8583.39
ON025003_1871,ON029001_1871,12309.49
ON025003_1871,ON029004_1871,3408.87
ON025003_1871,ON029003_1871,13299.35
ON025003_1871,ON025005_1871,4491.49
ON026002_1871,ON026003_1871,19523.53
ON026002_1871,ON027002_1871,4130.8
ON026002_1871,ON027001_1871,17541.63
ON026001_1871,ON026005_1871,9329.91
ON026001_1871,ON026003_1871,8833.82
ON026001_1871,ON026002_1871,8812.31
ON025006_1871,ON026006_1871,5730.92
ON025006_1871,ON026005_1871,11404.83
ON025006_1871,ON025007_1871,3695.9
ON025006_1871,ON026001_1871,33771.42
ON026005_1871,ON026006_1871,3623.71
ON026005_1871,ON026008_1871,15878.77
ON026005_1871,ON026007_1871,9285.31
ON026003_1871,ON026005_1871,574.78
ON026003_1871,ON026004_1871,19568.46
ON026003_1871,ON027002_1871,9384.19
ON025007_1871,ON026001_1871,4867.31
ON003003_1871,ON003004_1871,12150.35
ON003003_1871,ON003006_1871,486.67
ON003003_1871,ON003007_1871,19910.98
ON002006_1871,ON002007_1871,2127.28
ON002006_1871,ON002999_1871,13447.31
ON002006_1871,ON003003_1871,23715.42
ON002006_1871,ON003006_1871,20069.22
ON003001_1871,ON003002_1871,22535.42
ON003001_1871,ON003003_1871,18131.71
ON003002_1871,ON003004_1871,16368.46
ON003002_1871,ON005001_1871,20928.71
ON003004_1871,ON003005_1871,5999.91
ON003004_1871,ON003007_1871,3049.58
ON003004_1871,ON003008_1871,14649.98
ON003004_1871,ON007001_1871,4919.8
ON002005_1871,ON002007_1871,2428.48
ON002005_1871,ON002006_1871,27146.72
ON002005_1871,ON002999_1871,12064.81
ON002004_1871,ON002007_1871,2915.67
ON002004_1871,ON003001_1871,28729.32
ON002004_1871,ON002006_1871,19681.12
ON002003_1871,ON002007_1871,3487.51
ON002003_1871,ON002004_1871,20461.98
ON002003_1871,ON002005_1871,17452.06
ON002001_1871,ON002002_1871,17562.47
ON002002_1871,ON002003_1871,21890.21
ON002002_1871,ON002005_1871,9400.93
ON066003_1871,ON066004_1871,508.49
ON066003_1871,ON066007_1871,2667.98
ON065002_1871,ON066001_1871,1387.32
ON004010_1871,ON008003_1871,22691.75
ON004010_1871,ON008005_1871,9971.65
ON004010_1871,ON025001_1871,11503.23
ON004005_1871,ON007001_1871,14739.61
ON004005_1871,ON007004_1871,13796.26
ON004005_1871,ON004008_1871,163.57
ON004005_1871,ON004009_1871,18210.52
ON004002_1871,ON004003_1871,5999.91
ON004002_1871,ON004005_1871,19685.19
ON004002_1871,ON004004_1871,5999.91
ON004002_1871,ON004006_1871,2756.25
ON004002_1871,ON004008_1871,19119.86
ON003008_1871,ON007001_1871,12173.56
ON003008_1871,ON004005_1871,14245.6
ON004009_1871,ON007004_1871,1415.84
ON004009_1871,ON008001_1871,13939.1
ON004009_1871,ON008003_1871,1641.4
ON004009_1871,ON004010_1871,16504.05
ON003007_1871,ON003008_1871,12117.62
ON003007_1871,ON004002_1871,19853.21
ON004001_1871,ON004002_1871,16730.61
ON004001_1871,ON004006_1871,18604.22
ON004008_1871,ON004009_1871,19747.39
ON004008_1871,ON004010_1871,7495.57
ON004006_1871,ON004007_1871,7291.2
ON004006_1871,ON004008_1871,12070.79
ON080007_1871,ON081003_1871,11740.06
ON080006_1871,ON080007_1871,16553.63
ON080006_1871,ON081003_1871,16622.6
ON080004_1871,ON080005_1871,6000.22
ON080004_1871,ON080007_1871,16548.78
ON080004_1871,ON080006_1871,16890.47
ON080003_1871,ON080006_1871,16542.68
ON080003_1871,ON081001_1871,16587.09
ON080001_1871,ON080006_1871,28.25
ON080001_1871,ON080004_1871,16644.49
ON080001_1871,ON080002_1871,9648.08
ON080001_1871,ON080003_1871,16502.02
ON079010_1871,ON080001_1871,3795.57
ON079006_1871,ON079008_1871,2932.12
ON079006_1871,ON079007_1871,13437.36
ON079006_1871,ON080007_1871,16094.68
ON079006_1871,ON080004_1871,149.06
ON079009_1871,ON079010_1871,6510.09
ON079009_1871,ON080001_1871,13519.85
ON079007_1871,ON079008_1871,4171.73
ON079007_1871,ON080004_1871,16484.71
ON079007_1871,ON079009_1871,16276.56
ON079007_1871,ON080001_1871,354.39
ON079003_1871,ON079004_1871,9183.67
ON079003_1871,ON079006_1871,1462.17
ON079003_1871,ON079008_1871,1339.8
ON079003_1871,ON079007_1871,14083.95
ON079001_1871,ON079003_1871,9899.66
ON079001_1871,ON079002_1871,2060.69
ON079001_1871,ON079007_1871,1576.23
ON079001_1871,ON079009_1871,15250.97
ON079005_1871,ON079006_1871,16126.05
ON079005_1871,ON080007_1871,8266.0
ON067009_1871,ON079004_1871,16259.47
ON067009_1871,ON070001_1871,16128.16
ON067009_1871,ON070002_1871,9658.09
ON067008_1871,ON067009_1871,2993.32
ON067008_1871,ON079005_1871,12966.48
ON067008_1871,ON079004_1871,13177.96
ON067008_1871,ON079006_1871,438.17
ON067007_1871,ON067008_1871,14231.7
ON067007_1871,ON067009_1871,16363.97
ON070002_1871,ON079003_1871,18115.75
ON070002_1871,ON070003_1871,1637.72
ON070002_1871,ON079002_1871,2828.33
ON070002_1871,ON079001_1871,5388.41
ON064005_1871,ON064006_1871,13414.3
ON064005_1871,ON064015_1871,16496.33
ON064005_1871,ON081005_1871,16778.75
ON064005_1871,ON081007_1871,28047.37
ON063001_1871,ON063002_1871,6818.66
ON063001_1871,ON063003_1871,4290.41
ON064004_1871,ON064007_1871,19937.93
ON064004_1871,ON064006_1871,22468.54
ON064004_1871,ON064005_1871,14823.76
ON064001_1871,ON064002_1871,5999.04
ON064001_1871,ON064009_1871,19270.63
ON064001_1871,ON064003_1871,21028.91
ON064001_1871,ON064008_1871,81.52
ON063007_1871,ON063008_1871,6000.32
ON063007_1871,ON064001_1871,17271.86
ON063007_1871,ON065001_1871,15989.33
ON063007_1871,ON064009_1871,2840.31
ON063003_1871,ON063007_1871,10054.15
ON063003_1871,ON063005_1871,5040.77
ON063003_1871,ON063004_1871,7954.09
ON063003_1871,ON064001_1871,2298.33
ON063002_1871,ON063007_1871,6786.37
ON063002_1871,ON063003_1871,7580.39
ON063004_1871,ON063005_1871,7637.55
ON063004_1871,ON064001_1871,19244.45
ON064003_1871,ON064008_1871,14602.86
ON064003_1871,ON064004_1871,13583.79
ON064003_1871,ON064007_1871,9203.76
ON018004_1871,ON018007_1871,1348.97
ON018004_1871,ON018005_1871,10177.53
ON018004_1871,ON022002_1871,10522.43
ON018004_1871,ON021006_1871,18796.02
ON021005_1871,ON021006_1871,11857.85
ON018005_1871,ON018007_1871,29028.83
ON018005_1871,ON018006_1871,12546.76
ON018005_1871,ON021006_1871,6396.84
ON018005_1871,ON021005_1871,10120.64
ON021001_1871,ON021004_1871,10361.7
ON021001_1871,ON021002_1871,10968.11
ON021001_1871,ON021003_1871,5999.92
ON021006_1871,ON022002_1871,2049.95
ON021006_1871,ON022001_1871,14303.28
ON021004_1871,ON021005_1871,10134.66
ON020001_1871,ON021001_1871,10959.29
ON020001_1871,ON020004_1871,2482.71
ON020001_1871,ON020003_1871,830.57
ON020001_1871,ON020002_1871,1406.27
ON009002_1871,ON013001_1871,10274.08
ON009002_1871,ON013007_1871,14586.82
ON009002_1871,ON013005_1871,2533.5
ON009002_1871,ON009004_1871,9982.28
ON009002_1871,ON014001_1871,1288.86
ON009002_1871,ON009003_1871,4244.43
ON009003_1871,ON010005_1871,1652.19
ON009003_1871,ON010002_1871,1490.92
ON009003_1871,ON010006_1871,1381.54
ON009003_1871,ON010007_1871,6677.9
ON009003_1871,ON009004_1871,22599.42
ON009004_1871,ON014001_1871,22574.86
ON009004_1871,ON029001_1871,8338.08
ON009001_1871,ON009002_1871,12993.36
ON009001_1871,ON010001_1871,1743.01
ON009001_1871,ON010003_1871,1056.23
ON009001_1871,ON010005_1871,1869.04
ON009001_1871,ON009003_1871,23153.81
ON008001_1871,ON008004_1871,4684.55
ON008001_1871,ON008002_1871,8417.94
ON008001_1871,ON008003_1871,8289.95
ON008006_1871,ON009004_1871,1586.88
ON008006_1871,ON009003_1871,17681.05
ON008006_1871,ON025001_1871,2101.97
ON008006_1871,ON029001_1871,13502.76
ON008006_1871,ON025003_1871,9703.86
ON008004_1871,ON009003_1871,19636.77
ON008005_1871,ON009003_1871,2326.21
ON008005_1871,ON008006_1871,14714.33
ON008005_1871,ON025001_1871,26005.85
ON008002_1871,ON008004_1871,15561.96
ON008002_1871,ON008003_1871,13732.11
ON008002_1871,ON009003_1871,665.13
ON008002_1871,ON008005_1871,16306.45
ON008003_1871,ON008005_1871,13449.54
ON007005_1871,ON007007_1871,27623.36
ON007005_1871,ON007006_1871,7009.88
ON007005_1871,ON008001_1871,5767.47
ON007005_1871,ON008004_1871,13930.86
ON007007_1871,ON009001_1871,18406.73
ON007007_1871,ON008004_1871,9352.66
ON007007_1871,ON009003_1871,1186.48
ON007003_1871,ON007004_1871,14936.36
ON007003_1871,ON007005_1871,19396.87
ON007004_1871,ON007005_1871,10406.25
ON007004_1871,ON007006_1871,520.71
ON007004_1871,ON008001_1871,12001.98
ON007001_1871,ON007002_1871,5999.91
ON007001_1871,ON007003_1871,16180.92
ON007001_1871,ON007004_1871,4239.67
ON007006_1871,ON008001_1871,7292.86
ON085008_1871,ON085009_1871,13069.9
ON085008_1871,ON085011_1871,13438.98
ON085012_1871,ON086003_1871,40754.93
ON085009_1871,ON085010_1871,12449.46
ON085009_1871,ON085011_1871,13443.43
ON085011_1871,ON085012_1871,25786.4
ON085003_1871,ON085008_1871,234.89
ON085003_1871,ON085009_1871,13327.63
ON085003_1871,ON085010_1871,591.7
ON085003_1871,ON085005_1871,13716.67
ON085003_1871,ON085004_1871,14426.7
ON085001_1871,ON085006_1871,3697.89
ON085001_1871,ON085002_1871,14848.47
ON085001_1871,ON085008_1871,13696.65
ON085002_1871,ON085006_1871,14855.2
ON085002_1871,ON085008_1871,13477.7
ON085002_1871,ON085003_1871,9322.57
ON085002_1871,ON085005_1871,10012.53
ON084001_1871,ON084002_1871,16196.24
ON083001_1871,ON083003_1871,29112.75
ON083001_1871,ON083004_1871,18228.18
ON083001_1871,ON083002_1871,47576.81
ON083001_1871,ON083007_1871,28923.32
ON011003_1871,ON012001_1871,4080.04
ON011003_1871,ON011004_1871,9710.28
ON011003_1871,ON012004_1871,2816.57
ON011003_1871,ON012002_1871,14317.35
ON011001_1871,ON011002_1871,22483.71
ON011001_1871,ON012001_1871,5632.92
ON012001_1871,ON013001_1871,5205.53
ON012001_1871,ON013002_1871,16784.25
ON012001_1871,ON012002_1871,7923.93
ON012003_1871,ON012004_1871,2450.33
ON012003_1871,ON017001_1871,16292.27
ON012003_1871,ON015002_1871,10858.59
ON012003_1871,ON015001_1871,195.37
ON012003_1871,ON015005_1871,5406.93
ON012003_1871,ON015003_1871,56.72
ON011002_1871,ON011003_1871,20296.88
ON011002_1871,ON012001_1871,15063.48
ON012002_1871,ON012004_1871,1335.15
ON012002_1871,ON013002_1871,9813.12
ON012002_1871,ON012003_1871,19019.17
ON012002_1871,ON013003_1871,2133.74
ON012002_1871,ON015001_1871,14851.13
ON011004_1871,ON012004_1871,4259.41
ON011004_1871,ON012003_1871,13035.97
ON011004_1871,ON017001_1871,9811.61
ON055003_1871,ON055004_1871,14426.8
ON055003_1871,ON055005_1871,26270.55
ON055003_1871,ON055006_1871,7450.11
ON055003_1871,ON055007_1871,6618.22
ON055001_1871,ON055002_1871,5999.91
ON055001_1871,ON055003_1871,20241.86
ON055001_1871,ON055006_1871,10573.71
ON055005_1871,ON059003_1871,2180.48
ON055005_1871,ON060001_1871,19648.23
ON055005_1871,ON055007_1871,10132.48
ON055006_1871,ON057004_1871,15732.44
ON055006_1871,ON055007_1871,17274.5
ON055007_1871,ON060001_1871,1003.06
ON055007_1871,ON057004_1871,2987.2
ON055007_1871,ON062001_1871,19788.34
ON055007_1871,ON057006_1871,16074.2
ON054004_1871,ON057001_1871,14143.0
ON054004_1871,ON055006_1871,10547.81
ON054004_1871,ON057004_1871,3045.6
ON054003_1871,ON055001_1871,19955.3
ON054003_1871,ON054004_1871,15029.2
ON054003_1871,ON055006_1871,4315.69
ON054001_1871,ON054002_1871,8019.97
ON054001_1871,ON054003_1871,21126.87
ON054001_1871,ON056001_1871,11064.91
ON054001_1871,ON054004_1871,3400.98
ON054001_1871,ON057001_1871,5662.58
ON049005_1871,ON052001_1871,20054.98
ON049005_1871,ON049006_1871,14492.71
ON049005_1871,ON053001_1871,455.42
ON049007_1871,ON053001_1871,3454.33
ON049007_1871,ON049008_1871,19668.01
ON049007_1871,ON053003_1871,14512.39
ON049008_1871,ON053003_1871,13752.26
ON049008_1871,ON085001_1871,7575.11
ON049004_1871,ON049005_1871,9468.41
ON049006_1871,ON053001_1871,16257.18
ON049006_1871,ON049007_1871,17074.99
ON049001_1871,ON049002_1871,15351.49
ON049001_1871,ON049004_1871,14763.86
ON048001_1871,ON048002_1871,20951.27
ON048001_1871,ON049001_1871,14819.55
ON048001_1871,ON049002_1871,179.11
ON049002_1871,ON049004_1871,5173.09
ON049002_1871,ON050003_1871,5645.09
ON049002_1871,ON049003_1871,9831.0
ON049002_1871,ON049005_1871,14530.49
ON049002_1871,ON052001_1871,7992.24
ON049003_1871,ON050003_1871,10031.97
ON049003_1871,ON052001_1871,16024.21
ON048002_1871,ON048003_1871,16420.43
ON048002_1871,ON048004_1871,21006.23
ON048002_1871,ON049002_1871,7551.12
ON048004_1871,ON048005_1871,12921.65
ON048004_1871,ON050001_1871,20630.52
ON048004_1871,ON049002_1871,7216.98
ON048004_1871,ON050003_1871,871.74
ON077004_1871,ON077005_1871,2264.98
ON077003_1871,ON078001_1871,1150.13
ON077003_1871,ON077004_1871,2182.03
ON077002_1871,ON078001_1871,801.31
ON077002_1871,ON077003_1871,239.15
ON077002_1871,ON077004_1871,424.19
ON014006_1871,ON014007_1871,20049.8
ON014006_1871,ON031001_1871,4974.37
ON014007_1871,ON015001_1871,14725.71
ON014007_1871,ON016001_1871,10393.68
ON014007_1871,ON031003_1871,9633.05
ON014007_1871,ON031001_1871,14727.88
ON014001_1871,ON029001_1871,5357.83
ON014001_1871,ON014002_1871,22490.6
ON014001_1871,ON029006_1871,4154.07
ON014004_1871,ON014005_1871,1842.61
ON014004_1871,ON014006_1871,31214.87
ON014004_1871,ON029007_1871,15001.25
ON014004_1871,ON031001_1871,4831.22
ON014002_1871,ON014003_1871,5999.91
ON014002_1871,ON014004_1871,22404.49
ON014002_1871,ON029006_1871,8094.84
ON014002_1871,ON029007_1871,3232.59
ON014005_1871,ON014006_1871,4192.24
ON013001_1871,ON013002_1871,9737.41
ON013001_1871,ON013003_1871,9918.42
ON013001_1871,ON013005_1871,15003.04
ON013003_1871,ON013005_1871,1950.8
ON013003_1871,ON013004_1871,13085.56
ON013003_1871,ON015001_1871,8306.7
ON013002_1871,ON013003_1871,15985.73
ON013004_1871,ON013005_1871,10397.66
ON013004_1871,ON015001_1871,11506.81
ON013004_1871,ON014005_1871,4826.22
ON013004_1871,ON014006_1871,10319.61
ON013004_1871,ON014007_1871,391.26
ON013007_1871,ON014001_1871,8103.37
ON013007_1871,ON014002_1871,11425.53
ON013005_1871,ON013006_1871,4429.8
ON013005_1871,ON013007_1871,19019.23
ON013005_1871,ON014005_1871,3324.12
ON013005_1871,ON014004_1871,2805.52
ON013006_1871,ON013007_1871,4938.33
ON085004_1871,ON085010_1871,14519.53
ON085004_1871,ON085012_1871,14419.57
ON085004_1871,ON085005_1871,29062.02
ON085004_1871,ON086003_1871,14511.77
ON040002_1871,ON043001_1871,14435.5
ON040002_1871,ON044002_1871,3030.81
ON040002_1871,ON040003_1871,1708.87
ON040002_1871,ON040004_1871,10082.54
ON040002_1871,ON041001_1871,4977.35
ON040001_1871,ON040002_1871,14019.36
ON040001_1871,ON040003_1871,9502.74
ON039004_1871,ON039005_1871,15586.11
ON039004_1871,ON040001_1871,16898.37
ON039004_1871,ON040002_1871,10684.31
ON039001_1871,ON039002_1871,5999.92
ON039001_1871,ON044001_1871,15111.05
ON039001_1871,ON039004_1871,16956.48
ON039001_1871,ON039003_1871,9445.82
ON039003_1871,ON044001_1871,10646.23
ON039003_1871,ON040002_1871,8369.92
ON039003_1871,ON039004_1871,10747.07
ON039003_1871,ON044002_1871,12056.4
ON030004_1871,ON031001_1871,12930.11
ON030004_1871,ON032001_1871,6906.0
ON030004_1871,ON030006_1871,780.82
ON030002_1871,ON030003_1871,4510.25
ON030002_1871,ON030004_1871,14801.52
ON030002_1871,ON030006_1871,10584.14
ON030002_1871,ON030005_1871,3758.2
ON030005_1871,ON030006_1871,19623.61
ON030005_1871,ON030008_1871,5999.91
ON030005_1871,ON030007_1871,14917.49
ON030006_1871,ON032001_1871,19573.72
ON030006_1871,ON035001_1871,11399.08
ON030007_1871,ON035001_1871,19009.39
ON030007_1871,ON035003_1871,16074.16
ON030003_1871,ON030004_1871,2406.76
ON029001_1871,ON029004_1871,10384.0
ON029001_1871,ON029002_1871,14377.66
ON029001_1871,ON029006_1871,12779.02
ON029006_1871,ON029007_1871,7683.09
ON029006_1871,ON030003_1871,6105.47
