from,to
NS018006_1921,PLACE_NS018006
NS018007_1921,PLACE_NS018007_1871
NS018008_1921,PLACE_NS018008_1901
NS018009_1921,PLACE_NS018009
NS018010_1921,PLACE_NS018010
NS018011_1921,PLACE_NS018011
NS018012_1921,PLACE_NS018012_1901
NS018013_1921,PLACE_NS018013
NS018014_1921,PLACE_NS018014
NS018015_1921,PLACE_NS018015
NS018016_1921,PLACE_NS018016_1921
NS018017_1921,PLACE_NS018017
NS019001_1921,PLACE_NS019001_1921
NS019002_1921,PLACE_NS019002
NS019003_1921,PLACE_NS019003
NS019004_1921,PLACE_NS019004_1911
NS019005_1921,PLACE_NS019005
NS019006_1921,PLACE_NS019006
NS019007_1921,PLACE_NS019007_1921
NS019008_1921,PLACE_NS019008
NS019009_1921,PLACE_NS019009_1881
NS019010_1921,PLACE_NS019010_1891
NS019011_1921,PLACE_NS019011
NS019012_1921,PLACE_NS019012_1891
NS019013_1921,PLACE_NS019013
NS019014_1921,PLACE_NS019014
NS019015_1921,PLACE_NS019015
NS019016_1921,PLACE_NS019016_1921
NS019017_1921,PLACE_NS019017_1881
NS019018_1921,PLACE_NS019018
NS019999_1921,PLACE_NS019999
NS020001_1921,PLACE_NS020001_1911
NS020002_1921,PLACE_NS020002_1911
NS020003_1921,PLACE_NS020003
NS020004_1921,PLACE_NS020004
NS020005_1921,PLACE_NS020005_1911
NS020006_1921,PLACE_NS020006
NS020007_1921,PLACE_NS020007_1921
NS020008_1921,PLACE_NS020008_1881
NS020009_1921,PLACE_NS020009_1871
NS020010_1921,PLACE_NS020010_1901
NS020011_1921,PLACE_NS020011_1921
NS020012_1921,PLACE_NS020012
NS020013_1921,PLACE_NS020013
NS020014_1921,PLACE_NS020014_1901
NS020015_1921,PLACE_NS020015_1881
NS020016_1921,PLACE_NS020016
NS020017_1921,PLACE_NS020017_1881
NS020018_1921,PLACE_NS020018
NS020019_1921,PLACE_NS020019
NS020999_1921,PLACE_NS020999
NS021001_1921,PLACE_NS021001_1891
NS021002_1921,PLACE_NS021002
NS021003_1921,PLACE_NS021003_1921
NS021004_1921,PLACE_NS021004_1891
NS021005_1921,PLACE_NS021005
NS021006_1921,PLACE_NS021006_1901
NS021007_1921,PLACE_NS021007_1891
NS021008_1921,PLACE_NS021008_1891
NS021009_1921,PLACE_NS021009_1891
NS021010_1921,PLACE_NS021010
NS021011_1921,PLACE_NS021011
NS021012_1921,PLACE_NS021012
NS021013_1921,PLACE_NS021013
NS021014_1921,PLACE_NS021014
NS021015_1921,PLACE_NS021015
NS021016_1921,PLACE_NS021016
NS021017_1921,PLACE_NS021017_1921
NS021018_1921,PLACE_NS021018_1921
NS021019_1921,PLACE_NS021019
NS021020_1921,PLACE_NS021020
NS021021_1921,PLACE_NS021021
NS021022_1921,PLACE_NS021022
NS021999_1921,PLACE_NS021999
PE001001_1921,PLACE_PE001001
PE001002_1921,PLACE_PE001002
PE001003_1921,PLACE_PE001003
PE001004_1921,PLACE_PE001004
PE001005_1921,PLACE_PE001005
PE001006_1921,PLACE_PE001006
PE001007_1921,PLACE_PE001007
PE001008_1921,PLACE_PE001008
PE001009_1921,PLACE_PE001009
PE001010_1921,PLACE_PE001010
PE001011_1921,PLACE_PE001011
PE001012_1921,PLACE_PE001012
PE001013_1921,PLACE_PE001013_1921
PE001014_1921,PLACE_PE001014
PE001015_1921,PLACE_PE001015
PE001016_1921,PLACE_PE001016
PE001017_1921,PLACE_PE001017_1871
PE001018_1921,PLACE_PE001018_1911
PE001019_1921,PLACE_PE001019
PE001020_1921,PLACE_PE001020
PE001021_1921,PLACE_PE001021
PE001022_1921,PLACE_PE001022
PE001023_1921,PLACE_PE001023
PE001024_1921,PLACE_PE001024
PE001025_1921,PLACE_PE001025
PE002001_1921,PLACE_PE002001
PE002002_1921,PLACE_PE002002
PE002003_1921,PLACE_PE002003
PE002004_1921,PLACE_PE002004_1921
PE002005_1921,PLACE_PE002005
PE002006_1921,PLACE_PE002006
PE002007_1921,PLACE_PE002007
PE002008_1921,PLACE_PE002008
PE002009_1921,PLACE_PE002009
PE002010_1921,PLACE_PE002010
PE002011_1921,PLACE_PE002011
PE002012_1921,PLACE_PE002012
PE002013_1921,PLACE_PE002013
PE002014_1921,PLACE_PE002014
PE002015_1921,PLACE_PE002015
PE002016_1921,PLACE_PE002016
PE002017_1921,PLACE_PE002017
PE002018_1921,PLACE_PE002018
PE002019_1921,PLACE_PE002019_1921
PE002020_1921,PLACE_PE002020
PE002021_1921,PLACE_PE002021
PE002022_1921,PLACE_PE002022
PE002023_1921,PLACE_PE002023
PE002024_1921,PLACE_PE002024
PE002025_1921,PLACE_PE002025
PE002026_1921,PLACE_PE002026
PE002027_1921,PLACE_PE002027
PE003001_1921,PLACE_PE003001
PE003002_1921,PLACE_PE003002
PE003003_1921,PLACE_PE003003
PE003004_1921,PLACE_PE003004
PE003005_1921,PLACE_PE003005
PE003006_1921,PLACE_PE003006
PE003007_1921,PLACE_PE003007
PE003008_1921,PLACE_PE003008
PE003009_1921,PLACE_PE003009
PE003010_1921,PLACE_PE003010
PE003011_1921,PLACE_PE003011
PE003012_1921,PLACE_PE003012
PE003013_1921,PLACE_PE003013
PE003014_1921,PLACE_PE003014
PE003015_1921,PLACE_PE003015
PE003016_1921,PLACE_PE003016
PE003017_1921,PLACE_PE003017
PE003018_1921,PLACE_PE003018
PE003019_1921,PLACE_PE003019
PE003020_1921,PLACE_PE003020
PE003021_1921,PLACE_PE003021
PE003022_1921,PLACE_PE003022
PE003023_1921,PLACE_PE003023
PE003024_1921,PLACE_PE003024
PE003025_1921,PLACE_PE003025
BC206001_1921,PLACE_BC206001
BC206002_1921,PLACE_BC206002
BC206003_1921,PLACE_BC206003
BC206004_1921,PLACE_BC206004
BC206005_1921,PLACE_BC206005
BC207001_1921,PLACE_BC207001
BC207002_1921,PLACE_BC207002
BC207003_1921,PLACE_BC207003_1921
BC207004_1921,PLACE_BC207004
BC207005_1921,PLACE_BC207005_1921
BC207006_1921,PLACE_BC207006_1921
BC207007_1921,PLACE_BC207007
BC207008_1921,PLACE_BC207008
BC207009_1921,PLACE_BC207009
BC207010_1921,PLACE_BC207010
BC208001_1921,PLACE_BC208001
BC208002_1921,PLACE_BC208002
BC208003_1921,PLACE_BC208003
BC208004_1921,PLACE_BC208004_1921
BC208005_1921,PLACE_BC208005
BC208006_1921,PLACE_BC208006
BC208007_1921,PLACE_BC208007
BC208008_1921,PLACE_BC208008
BC209001_1921,PLACE_BC209001_1921
BC209002_1921,PLACE_BC209002_1921
BC209003_1921,PLACE_BC209003_1921
BC209004_1921,PLACE_BC209004_1921
BC209005_1921,PLACE_BC209005_1921
BC209006_1921,PLACE_BC209006
BC209007_1921,PLACE_BC209007
BC210001_1921,PLACE_BC210001
BC210002_1921,PLACE_BC210002
BC210003_1921,PLACE_BC210003
BC210004_1921,PLACE_BC210004_1921
BC210005_1921,PLACE_BC210005
BC210006_1921,PLACE_BC210006
BC211001_1921,PLACE_BC211001
BC211002_1921,PLACE_BC211002
BC211003_1921,PLACE_BC211003
BC211004_1921,PLACE_BC211004
BC211005_1921,PLACE_BC211005
BC211006_1921,PLACE_BC211006
BC211007_1921,PLACE_BC211007
BC211008_1921,PLACE_BC211008
BC211009_1921,PLACE_BC211009
BC211010_1921,PLACE_BC211010
BC212001_1921,PLACE_BC212001
BC212002_1921,PLACE_BC212002
BC212003_1921,PLACE_BC212003
BC212004_1921,PLACE_BC212004
BC212005_1921,PLACE_BC212005
BC212006_1921,PLACE_BC212006_1921
BC212007_1921,PLACE_BC212007
BC212008_1921,PLACE_BC212008
BC212009_1921,PLACE_BC212009
BC213001_1921,PLACE_BC213001
BC213002_1921,PLACE_BC213002
BC213003_1921,PLACE_BC213003
BC213004_1921,PLACE_BC213004
BC214001_1921,PLACE_BC214001
BC214002_1921,PLACE_BC214002
BC214003_1921,PLACE_BC214003_1921
BC214004_1921,PLACE_BC214004_1921
BC215001_1921,PLACE_BC215001
BC216001_1921,PLACE_BC216001_1921
BC216002_1921,PLACE_BC216002_1921
BC216003_1921,PLACE_BC216003
BC217001_1921,PLACE_BC217001
BC218001_1921,PLACE_BC218001
BC218002_1921,PLACE_BC218002
BC218003_1921,PLACE_BC218003
BC218004_1921,PLACE_BC218004
BC218005_1921,PLACE_BC218005_1921
BC218006_1921,PLACE_BC218006
BC218007_1921,PLACE_BC218007_1921
BC218008_1921,PLACE_BC218008
BC218009_1921,PLACE_BC218009
BC218010_1921,PLACE_BC218010_1921
BC218011_1921,PLACE_BC218011_1921
AB189001_1921,PLACE_AB189001_1921
AB189002_1921,PLACE_AB189002_1921
AB189003_1921,PLACE_AB189003_1921
AB189004_1921,PLACE_AB189004_1921
AB189005_1921,PLACE_AB189005
AB189006_1921,PLACE_AB189006_1921
AB189007_1921,PLACE_AB189007_1921
AB189008_1921,PLACE_AB189008
AB189009_1921,PLACE_AB189009
AB189010_1921,PLACE_AB189010_1921
AB189011_1921,PLACE_AB189011_1921
AB189012_1921,PLACE_AB189012
AB189013_1921,PLACE_AB189013
AB189014_1921,PLACE_AB189014
AB189015_1921,PLACE_AB189015
AB189016_1921,PLACE_AB189016
AB189017_1921,PLACE_AB189017_1921
AB189018_1921,PLACE_AB189018
AB189019_1921,PLACE_AB189019
AB189020_1921,PLACE_AB189020
AB189021_1921,PLACE_AB189021
AB189022_1921,PLACE_AB189022
AB189023_1921,PLACE_AB189023_1921
AB189024_1921,PLACE_AB189024_1921
AB189025_1921,PLACE_AB189025_1921
AB189026_1921,PLACE_AB189026_1921
AB189027_1921,PLACE_AB189027
AB189028_1921,PLACE_AB189028_1921
AB189029_1921,PLACE_AB189029
AB189030_1921,PLACE_AB189030
AB189031_1921,PLACE_AB189031_1921
AB190001_1921,PLACE_AB190001
AB190002_1921,PLACE_AB190002
AB190003_1921,PLACE_AB190003
AB190004_1921,PLACE_AB190004_1921
AB190005_1921,PLACE_AB190005
AB190006_1921,PLACE_AB190006
AB190007_1921,PLACE_AB190007
AB190008_1921,PLACE_AB190008_1921
AB190009_1921,PLACE_AB190009
AB190010_1921,PLACE_AB190010_1921
AB190011_1921,PLACE_AB190011
AB190012_1921,PLACE_AB190012
AB190013_1921,PLACE_AB190013
AB190014_1921,PLACE_AB190014
AB190015_1921,PLACE_AB190015
AB190016_1921,PLACE_AB190016_1921
AB190017_1921,PLACE_AB190017
AB190018_1921,PLACE_AB190018_1921
AB190019_1921,PLACE_AB190019_1921
AB190020_1921,PLACE_AB190020_1921
AB190021_1921,PLACE_AB190021_1921
AB190022_1921,PLACE_AB190022_1921
AB190023_1921,PLACE_AB190023_1921
AB190024_1921,PLACE_AB190024_1921
AB190025_1921,PLACE_AB190025_1921
AB190026_1921,PLACE_AB190026_1921
AB190027_1921,PLACE_AB190027_1921
AB190028_1921,PLACE_AB190028_1921
AB190029_1921,PLACE_AB190029
AB190030_1921,PLACE_AB190030
AB190031_1921,PLACE_AB190031
AB190032_1921,PLACE_AB190032_1921
AB190033_1921,PLACE_AB190033_1921
AB190034_1921,PLACE_AB190034
AB190035_1921,PLACE_AB190035_1921
AB190036_1921,PLACE_AB190036_1921
AB191001_1921,PLACE_AB191001_1921
AB191002_1921,PLACE_AB191002_1921
AB191003_1921,PLACE_AB191003_1921
AB191004_1921,PLACE_AB191004_1921
AB191005_1921,PLACE_AB191005_1921
AB191006_1921,PLACE_AB191006_1921
AB191007_1921,PLACE_AB191007_1921
AB191008_1921,PLACE_AB191008
AB191009_1921,PLACE_AB191009_1921
AB191010_1921,PLACE_AB191010
AB191011_1921,PLACE_AB191011_1921
AB191012_1921,PLACE_AB191012_1921
AB191013_1921,PLACE_AB191013_1921
AB191014_1921,PLACE_AB191014_1921
AB191015_1921,PLACE_AB191015_1921
AB191016_1921,PLACE_AB191016_1921
AB191017_1921,PLACE_AB191017_1921
AB191018_1921,PLACE_AB191018_1921
AB191019_1921,PLACE_AB191019
AB191020_1921,PLACE_AB191020_1921
AB191021_1921,PLACE_AB191021_1921
AB191022_1921,PLACE_AB191022_1921
AB191023_1921,PLACE_AB191023_1921
AB191024_1921,PLACE_AB191024
AB191025_1921,PLACE_AB191025
AB191026_1921,PLACE_AB191026
AB191027_1921,PLACE_AB191027
AB191028_1921,PLACE_AB191028
AB191029_1921,PLACE_AB191029
AB191030_1921,PLACE_AB191030
AB192001_1921,PLACE_AB192001_1921
AB192002_1921,PLACE_AB192002_1921
AB192003_1921,PLACE_AB192003
AB192004_1921,PLACE_AB192004_1921
AB192005_1921,PLACE_AB192005
AB192006_1921,PLACE_AB192006
AB192007_1921,PLACE_AB192007_1921
AB192008_1921,PLACE_AB192008
AB192009_1921,PLACE_AB192009
AB192010_1921,PLACE_AB192010
AB192011_1921,PLACE_AB192011
AB192012_1921,PLACE_AB192012_1921
AB192013_1921,PLACE_AB192013_1921
AB192014_1921,PLACE_AB192014
AB192015_1921,PLACE_AB192015
AB192016_1921,PLACE_AB192016_1921
AB192017_1921,PLACE_AB192017_1921
AB192018_1921,PLACE_AB192018_1921
AB192019_1921,PLACE_AB192019_1921
AB192020_1921,PLACE_AB192020_1921
AB192021_1921,PLACE_AB192021_1921
AB192022_1921,PLACE_AB192022
AB192023_1921,PLACE_AB192023_1921
AB192024_1921,PLACE_AB192024
AB192025_1921,PLACE_AB192025_1921
AB192026_1921,PLACE_AB192026
AB192027_1921,PLACE_AB192027
AB192028_1921,PLACE_AB192028
AB193001_1921,PLACE_AB193001_1921
AB193002_1921,PLACE_AB193002
AB193003_1921,PLACE_AB193003
AB193004_1921,PLACE_AB193004
AB193005_1921,PLACE_AB193005_1921
AB193006_1921,PLACE_AB193006
AB193007_1921,PLACE_AB193007
AB193008_1921,PLACE_AB193008
AB193009_1921,PLACE_AB193009
AB193010_1921,PLACE_AB193010
AB193011_1921,PLACE_AB193011
AB193012_1921,PLACE_AB193012_1921
AB193013_1921,PLACE_AB193013_1921
AB193014_1921,PLACE_AB193014_1921
AB193015_1921,PLACE_AB193015
AB193016_1921,PLACE_AB193016
AB193017_1921,PLACE_AB193017_1921
AB193018_1921,PLACE_AB193018
AB193019_1921,PLACE_AB193019
AB193020_1921,PLACE_AB193020
AB193021_1921,PLACE_AB193021
AB193022_1921,PLACE_AB193022
AB193023_1921,PLACE_AB193023
AB193024_1921,PLACE_AB193024
AB193025_1921,PLACE_AB193025
AB193026_1921,PLACE_AB193026
AB193027_1921,PLACE_AB193027
AB193028_1921,PLACE_AB193028
AB193029_1921,PLACE_AB193029
AB193030_1921,PLACE_AB193030
AB193031_1921,PLACE_AB193031
AB193032_1921,PLACE_AB193032_1921
AB193033_1921,PLACE_AB193033
AB193034_1921,PLACE_AB193034
AB193035_1921,PLACE_AB193035
AB194001_1921,PLACE_AB194001
AB194002_1921,PLACE_AB194002_1921
AB194003_1921,PLACE_AB194003
AB194004_1921,PLACE_AB194004_1921
AB194005_1921,PLACE_AB194005_1921
AB194006_1921,PLACE_AB194006
AB194007_1921,PLACE_AB194007_1921
AB194008_1921,PLACE_AB194008
AB194009_1921,PLACE_AB194009
AB194010_1921,PLACE_AB194010_1921
AB194011_1921,PLACE_AB194011
AB194012_1921,PLACE_AB194012
AB194013_1921,PLACE_AB194013_1921
AB194014_1921,PLACE_AB194014
AB194015_1921,PLACE_AB194015_1921
AB194016_1921,PLACE_AB194016
AB194017_1921,PLACE_AB194017
AB194018_1921,PLACE_AB194018_1921
AB194019_1921,PLACE_AB194019
AB194020_1921,PLACE_AB194020
AB194021_1921,PLACE_AB194021
AB194022_1921,PLACE_AB194022
AB194023_1921,PLACE_AB194023
AB194024_1921,PLACE_AB194024
AB194025_1921,PLACE_AB194025_1921
AB194026_1921,PLACE_AB194026
AB194027_1921,PLACE_AB194027_1921
AB194028_1921,PLACE_AB194028_1921
AB194029_1921,PLACE_AB194029_1921
AB194030_1921,PLACE_AB194030_1921
AB194031_1921,PLACE_AB194031_1921
AB194032_1921,PLACE_AB194032_1921
AB194033_1921,PLACE_AB194033
AB194034_1921,PLACE_AB194034
AB194035_1921,PLACE_AB194035_1921
AB194036_1921,PLACE_AB194036_1921
AB194037_1921,PLACE_AB194037_1921
AB194038_1921,PLACE_AB194038
AB194039_1921,PLACE_AB194039_1921
AB194040_1921,PLACE_AB194040
AB194041_1921,PLACE_AB194041
AB194042_1921,PLACE_AB194042
AB194043_1921,PLACE_AB194043_1921
AB195001_1921,PLACE_AB195001
AB195002_1921,PLACE_AB195002
AB195003_1921,PLACE_AB195003
AB195004_1921,PLACE_AB195004
AB195005_1921,PLACE_AB195005
AB195006_1921,PLACE_AB195006
AB195007_1921,PLACE_AB195007
AB195008_1921,PLACE_AB195008
AB195009_1921,PLACE_AB195009_1921
AB195010_1921,PLACE_AB195010
AB195011_1921,PLACE_AB195011_1921
AB195012_1921,PLACE_AB195012
AB195013_1921,PLACE_AB195013_1921
AB195014_1921,PLACE_AB195014
AB195015_1921,PLACE_AB195015_1921
AB195016_1921,PLACE_AB195016
AB195017_1921,PLACE_AB195017
AB195018_1921,PLACE_AB195018
AB195019_1921,PLACE_AB195019
AB195020_1921,PLACE_AB195020
AB195021_1921,PLACE_AB195021
AB195022_1921,PLACE_AB195022_1921
AB195023_1921,PLACE_AB195023
AB195024_1921,PLACE_AB195024_1921
AB195025_1921,PLACE_AB195025_1921
AB195026_1921,PLACE_AB195026
AB195027_1921,PLACE_AB195027
AB195028_1921,PLACE_AB195028
AB195029_1921,PLACE_AB195029
AB195030_1921,PLACE_AB195030
AB195031_1921,PLACE_AB195031
AB195032_1921,PLACE_AB195032
AB195033_1921,PLACE_AB195033
AB195034_1921,PLACE_AB195034
AB195035_1921,PLACE_AB195035
AB195036_1921,PLACE_AB195036_1921
AB195037_1921,PLACE_AB195037
AB195038_1921,PLACE_AB195038
AB195039_1921,PLACE_AB195039_1921
AB195040_1921,PLACE_AB195040_1921
AB195041_1921,PLACE_AB195041_1921
AB195042_1921,PLACE_AB195042
AB195043_1921,PLACE_AB195043_1921
AB196001_1921,PLACE_AB196001
AB196002_1921,PLACE_AB196002
AB196003_1921,PLACE_AB196003
AB196004_1921,PLACE_AB196004
AB196005_1921,PLACE_AB196005
AB196006_1921,PLACE_AB196006
AB196007_1921,PLACE_AB196007
AB196008_1921,PLACE_AB196008
AB196009_1921,PLACE_AB196009
AB196010_1921,PLACE_AB196010
AB196011_1921,PLACE_AB196011
AB196012_1921,PLACE_AB196012_1921
AB196013_1921,PLACE_AB196013_1921
AB196014_1921,PLACE_AB196014
AB196015_1921,PLACE_AB196015_1921
AB196016_1921,PLACE_AB196016
AB196017_1921,PLACE_AB196017
AB196018_1921,PLACE_AB196018
AB196019_1921,PLACE_AB196019
AB196020_1921,PLACE_AB196020
AB196022_1921,PLACE_AB196022_1921
AB196023_1921,PLACE_AB196023_1921
AB196024_1921,PLACE_AB196024
AB196025_1921,PLACE_AB196025_1921
AB196026_1921,PLACE_AB196026_1921
AB196027_1921,PLACE_AB196027_1921
AB196028_1921,PLACE_AB196028_1921
AB196029_1921,PLACE_AB196029_1921
AB196030_1921,PLACE_AB196030_1921
AB196031_1921,PLACE_AB196031_1921
AB196032_1921,PLACE_AB196032
AB196033_1921,PLACE_AB196033_1921
AB196034_1921,PLACE_AB196034
AB196035_1921,PLACE_AB196035_1921
AB196036_1921,PLACE_AB196036
AB196037_1921,PLACE_AB196037
AB196038_1921,PLACE_AB196038
AB196039_1921,PLACE_AB196039
AB196040_1921,PLACE_AB196040_1921
AB196041_1921,PLACE_AB196041_1921
AB196042_1921,PLACE_AB196042_1921
AB196043_1921,PLACE_AB196043
AB196044_1921,PLACE_AB196044
AB196045_1921,PLACE_AB196045_1921
AB196046_1921,PLACE_AB196046
AB196047_1921,PLACE_AB196047_1921
AB196048_1921,PLACE_AB196048_1921
AB196049_1921,PLACE_AB196049_1921
AB197001_1921,PLACE_AB197001
AB197002_1921,PLACE_AB197002
AB197003_1921,PLACE_AB197003
AB197004_1921,PLACE_AB197004_1921
AB197005_1921,PLACE_AB197005
AB197006_1921,PLACE_AB197006
AB197007_1921,PLACE_AB197007
AB197008_1921,PLACE_AB197008_1921
AB197009_1921,PLACE_AB197009_1921
AB197010_1921,PLACE_AB197010_1921
AB197011_1921,PLACE_AB197011_1921
AB197012_1921,PLACE_AB197012_1921
AB197013_1921,PLACE_AB197013_1921
AB197014_1921,PLACE_AB197014
AB197015_1921,PLACE_AB197015_1921
AB197016_1921,PLACE_AB197016_1921
AB197017_1921,PLACE_AB197017_1921
AB197018_1921,PLACE_AB197018_1921
AB197019_1921,PLACE_AB197019_1921
AB197020_1921,PLACE_AB197020_1921
AB197021_1921,PLACE_AB197021
AB197022_1921,PLACE_AB197022_1921
AB197023_1921,PLACE_AB197023_1921
AB197024_1921,PLACE_AB197024
AB197025_1921,PLACE_AB197025
AB197026_1921,PLACE_AB197026
AB198001_1921,PLACE_AB198001
AB198002_1921,PLACE_AB198002_1921
AB198003_1921,PLACE_AB198003_1921
AB198004_1921,PLACE_AB198004_1921
AB198005_1921,PLACE_AB198005_1921
AB198006_1921,PLACE_AB198006
AB198007_1921,PLACE_AB198007
AB198008_1921,PLACE_AB198008
AB198009_1921,PLACE_AB198009_1921
AB198010_1921,PLACE_AB198010_1921
AB198011_1921,PLACE_AB198011
AB198012_1921,PLACE_AB198012
AB198013_1921,PLACE_AB198013
AB198014_1921,PLACE_AB198014
AB198015_1921,PLACE_AB198015
AB198016_1921,PLACE_AB198016
AB198017_1921,PLACE_AB198017
AB198018_1921,PLACE_AB198018
AB198019_1921,PLACE_AB198019
AB198020_1921,PLACE_AB198020_1921
AB198021_1921,PLACE_AB198021_1921
AB198022_1921,PLACE_AB198022_1921
AB198023_1921,PLACE_AB198023_1921
AB198024_1921,PLACE_AB198024
AB198025_1921,PLACE_AB198025_1921
AB198026_1921,PLACE_AB198026_1921
AB198027_1921,PLACE_AB198027_1921
AB198028_1921,PLACE_AB198028
AB198029_1921,PLACE_AB198029_1921
AB198030_1921,PLACE_AB198030_1921
AB198031_1921,PLACE_AB198031_1921
AB198032_1921,PLACE_AB198032
AB198033_1921,PLACE_AB198033_1921
AB198034_1921,PLACE_AB198034_1921
AB199001_1921,PLACE_AB199001
AB199002_1921,PLACE_AB199002
AB199003_1921,PLACE_AB199003
AB199004_1921,PLACE_AB199004
AB199005_1921,PLACE_AB199005_1921
AB199006_1921,PLACE_AB199006_1921
AB199007_1921,PLACE_AB199007
AB199008_1921,PLACE_AB199008
AB199009_1921,PLACE_AB199009
AB199010_1921,PLACE_AB199010
AB199011_1921,PLACE_AB199011
AB199012_1921,PLACE_AB199012
AB199013_1921,PLACE_AB199013
AB199014_1921,PLACE_AB199014
AB199015_1921,PLACE_AB199015
AB199016_1921,PLACE_AB199016
AB199017_1921,PLACE_AB199017
AB199018_1921,PLACE_AB199018_1921
AB199019_1921,PLACE_AB199019_1921
AB199020_1921,PLACE_AB199020_1921
AB199021_1921,PLACE_AB199021_1921
AB199022_1921,PLACE_AB199022_1921
AB199023_1921,PLACE_AB199023_1921
AB199024_1921,PLACE_AB199024
AB199025_1921,PLACE_AB199025
AB199026_1921,PLACE_AB199026
AB200001_1921,PLACE_AB200001
AB200002_1921,PLACE_AB200002_1921
AB200003_1921,PLACE_AB200003_1921
AB200004_1921,PLACE_AB200004
AB200005_1921,PLACE_AB200005
AB200006_1921,PLACE_AB200006_1921
AB200007_1921,PLACE_AB200007_1921
AB200008_1921,PLACE_AB200008_1921
AB200009_1921,PLACE_AB200009_1921
AB200010_1921,PLACE_AB200010
AB200011_1921,PLACE_AB200011_1921
AB200012_1921,PLACE_AB200012_1921
AB200013_1921,PLACE_AB200013_1921
AB200014_1921,PLACE_AB200014_1921
AB200015_1921,PLACE_AB200015_1921
AB200016_1921,PLACE_AB200016_1921
AB200017_1921,PLACE_AB200017_1921
AB200018_1921,PLACE_AB200018
AB200019_1921,PLACE_AB200019
AB200020_1921,PLACE_AB200020
AB200021_1921,PLACE_AB200021_1921
AB200022_1921,PLACE_AB200022
AB200023_1921,PLACE_AB200023_1921
AB200024_1921,PLACE_AB200024_1921
AB200025_1921,PLACE_AB200025_1921
AB200999_1921,PLACE_AB200999
AB201001_1921,PLACE_AB201001_1921
AB201002_1921,PLACE_AB201002_1921
AB201003_1921,PLACE_AB201003_1921
AB201004_1921,PLACE_AB201004
AB201005_1921,PLACE_AB201005
AB201006_1921,PLACE_AB201006_1921
AB201007_1921,PLACE_AB201007_1921
AB201008_1921,PLACE_AB201008
AB201009_1921,PLACE_AB201009_1921
AB201010_1921,PLACE_AB201010_1921
AB201011_1921,PLACE_AB201011
AB201012_1921,PLACE_AB201012_1921
AB201013_1921,PLACE_AB201013_1921
AB201014_1921,PLACE_AB201014
AB201015_1921,PLACE_AB201015_1921
AB201016_1921,PLACE_AB201016
AB201017_1921,PLACE_AB201017_1921
AB201018_1921,PLACE_AB201018_1921
AB201019_1921,PLACE_AB201019_1921
AB201020_1921,PLACE_AB201020_1921
AB201021_1921,PLACE_AB201021_1921
AB201022_1921,PLACE_AB201022_1921
AB201023_1921,PLACE_AB201023_1921
AB201024_1921,PLACE_AB201024
AB201025_1921,PLACE_AB201025
AB201999_1921,PLACE_AB201999
AB202001_1921,PLACE_AB202001_1921
AB202002_1921,PLACE_AB202002_1921
AB202003_1921,PLACE_AB202003
AB202004_1921,PLACE_AB202004
AB202005_1921,PLACE_AB202005
AB202006_1921,PLACE_AB202006
AB202007_1921,PLACE_AB202007
AB202008_1921,PLACE_AB202008
AB202009_1921,PLACE_AB202009_1921
AB202010_1921,PLACE_AB202010_1921
AB202011_1921,PLACE_AB202011_1921
AB202012_1921,PLACE_AB202012_1921
AB202013_1921,PLACE_AB202013
AB202014_1921,PLACE_AB202014_1921
AB202015_1921,PLACE_AB202015_1921
AB202016_1921,PLACE_AB202016
AB202017_1921,PLACE_AB202017
AB202018_1921,PLACE_AB202018_1921
AB202019_1921,PLACE_AB202019_1921
AB202020_1921,PLACE_AB202020_1921
AB202021_1921,PLACE_AB202021
AB202022_1921,PLACE_AB202022_1921
AB202023_1921,PLACE_AB202023_1921
AB202024_1921,PLACE_AB202024_1921
AB202025_1921,PLACE_AB202025
AB202026_1921,PLACE_AB202026
AB202027_1921,PLACE_AB202027
AB202028_1921,PLACE_AB202028
AB202029_1921,PLACE_AB202029
AB202030_1921,PLACE_AB202030
AB202031_1921,PLACE_AB202031
AB202032_1921,PLACE_AB202032
AB202033_1921,PLACE_AB202033
AB203001_1921,PLACE_AB203001_1921
AB203002_1921,PLACE_AB203002
AB203003_1921,PLACE_AB203003
AB203004_1921,PLACE_AB203004_1921
AB203005_1921,PLACE_AB203005
AB203006_1921,PLACE_AB203006
AB203007_1921,PLACE_AB203007
AB203008_1921,PLACE_AB203008
AB203009_1921,PLACE_AB203009
AB203010_1921,PLACE_AB203010_1921
AB203011_1921,PLACE_AB203011_1921
AB203012_1921,PLACE_AB203012
AB203013_1921,PLACE_AB203013
AB203014_1921,PLACE_AB203014
AB203015_1921,PLACE_AB203015
AB203016_1921,PLACE_AB203016
AB203017_1921,PLACE_AB203017
AB203018_1921,PLACE_AB203018
AB203019_1921,PLACE_AB203019
AB203020_1921,PLACE_AB203020
AB203021_1921,PLACE_AB203021
AB203022_1921,PLACE_AB203022
AB203023_1921,PLACE_AB203023
AB203024_1921,PLACE_AB203024
AB203025_1921,PLACE_AB203025
AB203026_1921,PLACE_AB203026
AB203027_1921,PLACE_AB203027_1921
AB203028_1921,PLACE_AB203028
AB203029_1921,PLACE_AB203029
AB203999_1921,PLACE_AB203999
AB204001_1921,PLACE_AB204001
AB204002_1921,PLACE_AB204002_1921
AB204003_1921,PLACE_AB204003
AB204004_1921,PLACE_AB204004
AB204005_1921,PLACE_AB204005
AB204006_1921,PLACE_AB204006
