from,to,overlap_type,iou,year_from,year_to
NT999999_1871,NT193015_1881,CONTAINS,0.3131,1871,1881
NT999999_1871,NT193018_1881,CONTAINS,0.1808,1871,1881
BC999999_1871,BC190004_1881,CONTAINS,0.0188,1871,1881
BC999999_1871,BC190005_1881,CONTAINS,0.0786,1871,1881
BC999999_1871,BC191001_1881,CONTAINS,0.0,1871,1881
BC999999_1871,BC191003_1881,CONTAINS,0.0,1871,1881
BC999999_1871,BC191004_1881,CONTAINS,0.0001,1871,1881
BC999999_1871,BC191002_1881,CONTAINS,0.0,1871,1881
BC999999_1871,BC191005_1881,CONTAINS,0.0001,1871,1881
BC999999_1871,BC192004_1881,CONTAINS,0.0001,1871,1881
BC999999_1871,BC192005_1881,CONTAINS,0.0016,1871,1881
BC999999_1871,BC188001_1881,CONTAINS,0.0021,1871,1881
BC999999_1871,BC190003_1881,CONTAINS,0.0146,1871,1881
BC999999_1871,BC190001_1881,CONTAINS,0.0122,1871,1881
BC999999_1871,BC192003_1881,CONTAINS,0.002,1871,1881
BC999999_1871,BC192001_1881,CONTAINS,0.0029,1871,1881
BC999999_1871,BC188002_1881,CONTAINS,0.0205,1871,1881
BC999999_1871,BC190002_1881,CONTAINS,0.0185,1871,1881
BC999999_1871,BC192006_1881,CONTAINS,0.0129,1871,1881
BC999999_1871,BC189005_1881,CONTAINS,0.0561,1871,1881
BC999999_1871,BC192002_1881,CONTAINS,0.0166,1871,1881
BC999999_1871,BC189003_1881,CONTAINS,0.0191,1871,1881
BC999999_1871,BC189004_1881,CONTAINS,0.0099,1871,1881
BC999999_1871,BC189002_1881,CONTAINS,0.0129,1871,1881
BC999999_1871,BC188004_1881,CONTAINS,0.1383,1871,1881
BC999999_1871,BC189001_1881,CONTAINS,0.2053,1871,1881
BC999999_1871,BC189006_1881,CONTAINS,0.056,1871,1881
BC999999_1871,BC188003_1881,CONTAINS,0.3002,1871,1881
MB999999_1871,MB184002_1881,CONTAINS,0.0001,1871,1881
MB999999_1871,MB184003_1881,CONTAINS,0.0011,1871,1881
MB999999_1871,MB186008_1881,CONTAINS,0.0203,1871,1881
MB999999_1871,MB184999_1881,CONTAINS,0.0379,1871,1881
MB999999_1871,MB184001_1881,CONTAINS,0.0001,1871,1881
MB999999_1871,MB186009_1881,CONTAINS,0.0068,1871,1881
MB999999_1871,MB184004_1881,CONTAINS,0.0028,1871,1881
MB999999_1871,MB186007_1881,CONTAINS,0.0131,1871,1881
MB999999_1871,MB184005_1881,CONTAINS,0.0165,1871,1881
MB999999_1871,MB184006_1881,CONTAINS,0.0051,1871,1881
MB999999_1871,MB187005_1881,CONTAINS,0.1806,1871,1881
MB999999_1871,MB183004_1881,CONTAINS,0.0015,1871,1881
MB999999_1871,MB186010_1881,CONTAINS,0.0083,1871,1881
MB999999_1871,MB186011_1881,CONTAINS,0.009,1871,1881
MB999999_1871,MB183005_1881,CONTAINS,0.0152,1871,1881
MB999999_1871,MB183001_1881,CONTAINS,0.0027,1871,1881
MB999999_1871,MB183003_1881,CONTAINS,0.0001,1871,1881
MB999999_1871,MB183002_1881,CONTAINS,0.0007,1871,1881
MB999999_1871,MB186005_1881,CONTAINS,0.0242,1871,1881
MB999999_1871,MB185001_1881,CONTAINS,0.0024,1871,1881
MB999999_1871,MB186004_1881,CONTAINS,0.0002,1871,1881
MB999999_1871,MB186006_1881,CONTAINS,0.0013,1871,1881
MB999999_1871,MB185002_1881,CONTAINS,0.0285,1871,1881
MB999999_1871,MB185003_1881,CONTAINS,0.0065,1871,1881
MB999999_1871,MB186012_1881,CONTAINS,0.0168,1871,1881
MB999999_1871,MB186001_1881,CONTAINS,0.0002,1871,1881
MB999999_1871,MB185004_1881,CONTAINS,0.0107,1871,1881
MB999999_1871,MB186002_1881,CONTAINS,0.0205,1871,1881
MB999999_1871,MB187004_1881,CONTAINS,0.0722,1871,1881
MB999999_1871,MB186003_1881,CONTAINS,0.0002,1871,1881
ON087002_1871,ON182005_1881,CONTAINS,0.0727,1871,1881
ON087002_1871,ON182006_1881,CONTAINS,0.0994,1871,1881
ON087002_1871,ON182003_1881,CONTAINS,0.0848,1871,1881
ON087002_1871,ON182004_1881,CONTAINS,0.0643,1871,1881
ON087002_1871,ON182009_1881,CONTAINS,0.1082,1871,1881
ON087002_1871,ON182002_1881,CONTAINS,0.1567,1871,1881
ON087002_1871,ON182007_1881,CONTAINS,0.1909,1871,1881
ON087002_1871,ON182008_1881,CONTAINS,0.1011,1871,1881
ON087003_1871,ON182011_1881,CONTAINS,0.4123,1871,1881
ON087003_1871,ON182010_1881,CONTAINS,0.5686,1871,1881
ON088003_1871,ON182015_1881,CONTAINS,0.0247,1871,1881
ON088003_1871,ON182017_1881,CONTAINS,0.0003,1871,1881
ON088003_1871,ON182999_1881,WITHIN,0.0288,1871,1881
ON090002_1871,ON182026_1881,CONTAINS,0.004,1871,1881
ON090002_1871,ON182999_1881,WITHIN,0.0539,1871,1881
ON016002_1871,ON160001_1881,WITHIN,0.7561,1871,1881
ON016001_1871,ON160003_1881,CONTAINS,0.821,1871,1881
ON015003_1871,ON159004_1881,WITHIN,0.8961,1871,1881
ON015004_1871,ON159001_1881,WITHIN,0.5782,1871,1881
ON068004_1871,ON109002_1881,CONTAINS,0.0014,1871,1881
ON068004_1871,ON109004_1881,CONTAINS,0.0035,1871,1881
ON028007_1871,ON177006_1881,CONTAINS,0.518,1871,1881
ON028006_1871,ON177009_1881,CONTAINS,0.0073,1871,1881
ON028005_1871,ON177011_1881,CONTAINS,0.0105,1871,1881
ON027005_1871,ON176011_1881,CONTAINS,0.0098,1871,1881
ON028002_1871,ON177008_1881,CONTAINS,0.0153,1871,1881
ON027008_1871,ON176009_1881,CONTAINS,0.0083,1871,1881
ON027003_1871,ON176010_1881,CONTAINS,0.0104,1871,1881
ON028004_1871,ON177012_1881,CONTAINS,0.0107,1871,1881
ON028004_1871,ON177010_1881,CONTAINS,0.0107,1871,1881
ON027002_1871,ON176012_1881,CONTAINS,0.0146,1871,1881
ON035007_1871,ON153011_1881,CONTAINS,0.0045,1871,1881
ON036004_1871,ON155006_1881,CONTAINS,0.0041,1871,1881
ON051003_1871,ON127005_1881,CONTAINS,0.0093,1871,1881
ON050002_1871,ON128005_1881,WITHIN,0.9323,1871,1881
ON006003_1871,ON163005_1881,CONTAINS,0.0091,1871,1881
ON006003_1871,ON163007_1881,CONTAINS,0.0092,1871,1881
ON006001_1871,ON163002_1881,CONTAINS,0.0083,1871,1881
ON001013_1871,ON181016_1881,CONTAINS,0.0173,1871,1881
ON001004_1871,ON181005_1881,CONTAINS,0.5271,1871,1881
ON001004_1871,ON181004_1881,CONTAINS,0.4729,1871,1881
ON001005_1871,ON181007_1881,CONTAINS,0.0098,1871,1881
ON001006_1871,ON181018_1881,CONTAINS,0.0091,1871,1881
ON001002_1871,ON181002_1881,CONTAINS,0.4103,1871,1881
ON065005_1871,ON115006_1881,CONTAINS,0.144,1871,1881
ON065005_1871,ON115005_1881,CONTAINS,0.856,1871,1881
ON037008_1871,ON155008_1881,CONTAINS,0.009,1871,1881
ON037010_1871,ON156007_1881,CONTAINS,0.1268,1871,1881
ON037010_1871,ON156008_1881,CONTAINS,0.8732,1871,1881
ON036005_1871,ON154001_1881,CONTAINS,0.0078,1871,1881
ON018001_1871,ON144004_1881,CONTAINS,0.1766,1871,1881
ON018001_1871,ON144003_1881,CONTAINS,0.8234,1871,1881
ON038006_1871,ON150008_1881,CONTAINS,0.0086,1871,1881
ON038001_1871,ON150002_1881,CONTAINS,0.0123,1871,1881
ON062007_1871,ON122016_1881,CONTAINS,0.2824,1871,1881
ON062007_1871,ON122007_1881,CONTAINS,0.2511,1871,1881
ON062007_1871,ON122015_1881,CONTAINS,0.4666,1871,1881
ON062005_1871,ON122004_1881,CONTAINS,0.0089,1871,1881
ON062010_1871,ON122008_1881,CONTAINS,0.4316,1871,1881
ON062010_1871,ON122009_1881,CONTAINS,0.3866,1871,1881
ON062010_1871,ON122010_1881,CONTAINS,0.1818,1871,1881
ON061002_1871,ON120004_1881,CONTAINS,0.0064,1871,1881
ON062009_1871,ON122014_1881,CONTAINS,0.5376,1871,1881
ON062009_1871,ON122013_1881,CONTAINS,0.4624,1871,1881
ON026010_1871,ON174008_1881,CONTAINS,0.0046,1871,1881
ON026012_1871,ON175010_1881,CONTAINS,0.0086,1871,1881
ON026007_1871,ON175009_1881,CONTAINS,0.0107,1871,1881
ON026007_1871,ON175007_1881,CONTAINS,0.0053,1871,1881
ON026011_1871,ON175008_1881,CONTAINS,0.0162,1871,1881
ON025004_1871,ON173006_1881,CONTAINS,0.0128,1871,1881
ON025001_1871,ON173004_1881,CONTAINS,0.0101,1871,1881
ON026003_1871,ON175011_1881,CONTAINS,0.0168,1871,1881
ON003003_1871,ON178011_1881,CONTAINS,0.0138,1871,1881
ON003003_1871,ON178010_1881,CONTAINS,0.0138,1871,1881
ON002006_1871,ON180008_1881,CONTAINS,0.0065,1871,1881
ON003001_1871,ON178009_1881,CONTAINS,0.0096,1871,1881
ON002004_1871,ON180005_1881,CONTAINS,0.0062,1871,1881
ON004010_1871,ON179015_1881,CONTAINS,0.0075,1871,1881
ON004010_1871,ON179014_1881,CONTAINS,0.0075,1871,1881
ON004005_1871,ON179008_1881,CONTAINS,0.0079,1871,1881
ON004009_1871,ON179010_1881,CONTAINS,0.0083,1871,1881
ON004008_1871,ON179012_1881,CONTAINS,0.0076,1871,1881
ON004006_1871,ON179016_1881,CONTAINS,0.0037,1871,1881
ON067008_1871,ON110006_1881,CONTAINS,0.0113,1871,1881
ON021005_1871,ON145008_1881,CONTAINS,0.0222,1871,1881
ON021001_1871,ON145006_1881,CONTAINS,0.0266,1871,1881
ON021001_1871,ON145002_1881,CONTAINS,0.9227,1871,1881
ON021006_1871,ON145009_1881,CONTAINS,0.0168,1871,1881
ON021002_1871,ON145001_1881,WITHIN,0.5586,1871,1881
ON009003_1871,ON167005_1881,CONTAINS,0.0043,1871,1881
ON009003_1871,ON167004_1881,CONTAINS,0.0061,1871,1881
ON008006_1871,ON169007_1881,CONTAINS,0.0146,1871,1881
ON008005_1871,ON169006_1881,CONTAINS,0.0087,1871,1881
ON008003_1871,ON169008_1881,CONTAINS,0.0162,1871,1881
ON007003_1871,ON168009_1881,CONTAINS,0.0108,1871,1881
ON007001_1871,ON168008_1881,CONTAINS,0.0121,1871,1881
ON085011_1871,ON131011_1881,CONTAINS,0.4898,1871,1881
ON085002_1871,ON131002_1881,CONTAINS,0.0123,1871,1881
ON012001_1871,ON158006_1881,CONTAINS,0.0161,1871,1881
ON012003_1871,ON158001_1881,CONTAINS,0.0091,1871,1881
ON011004_1871,ON157005_1881,CONTAINS,0.0151,1871,1881
ON055006_1871,ON123009_1881,CONTAINS,0.01,1871,1881
ON055007_1871,ON123008_1881,CONTAINS,0.008,1871,1881
ON049005_1871,ON133011_1881,CONTAINS,0.0088,1871,1881
ON049001_1871,ON133010_1881,CONTAINS,0.0114,1871,1881
ON049002_1871,ON133009_1881,CONTAINS,0.0089,1871,1881
ON048002_1871,ON132002_1881,CONTAINS,0.8622,1871,1881
ON013001_1871,ON165002_1881,CONTAINS,0.0136,1871,1881
ON013003_1871,ON165005_1881,CONTAINS,0.0166,1871,1881
ON086003_1871,ON131020_1881,CONTAINS,0.1202,1871,1881
ON086003_1871,ON131024_1881,CONTAINS,0.1135,1871,1881
ON086003_1871,ON131022_1881,CONTAINS,0.1721,1871,1881
ON040002_1871,ON141003_1881,CONTAINS,0.0104,1871,1881
ON030006_1871,ON172010_1881,CONTAINS,0.0118,1871,1881
ON030007_1871,ON172009_1881,CONTAINS,0.008,1871,1881
ON029005_1871,ON171007_1881,WITHIN,0.7367,1871,1881
ON057004_1871,ON125008_1881,CONTAINS,0.0109,1871,1881
ON057004_1871,ON125002_1881,CONTAINS,0.0149,1871,1881
ON057006_1871,ON125006_1881,CONTAINS,0.508,1871,1881
ON057006_1871,ON125007_1881,CONTAINS,0.492,1871,1881
ON058003_1871,ON125003_1881,CONTAINS,0.6116,1871,1881
ON058003_1871,ON125014_1881,CONTAINS,0.1686,1871,1881
ON058003_1871,ON125015_1881,CONTAINS,0.2197,1871,1881
ON057001_1871,ON125018_1881,CONTAINS,0.8845,1871,1881
ON056002_1871,ON126003_1881,WITHIN,0.6064,1871,1881
ON075004_1871,ON103005_1881,CONTAINS,0.0287,1871,1881
ON059005_1871,ON119001_1881,CONTAINS,0.5375,1871,1881
ON082008_1871,ON114002_1881,CONTAINS,0.6831,1871,1881
ON082011_1871,ON114009_1881,CONTAINS,0.7054,1871,1881
ON082007_1871,ON114012_1881,WITHIN,0.7704,1871,1881
ON081007_1871,ON113006_1881,CONTAINS,0.5104,1871,1881
ON081007_1871,ON113007_1881,CONTAINS,0.4896,1871,1881
ON083003_1871,ON113008_1881,CONTAINS,0.3385,1871,1881
ON083003_1871,ON113009_1881,CONTAINS,0.5246,1871,1881
ON081002_1871,ON113013_1881,WITHIN,0.7902,1871,1881
ON042008_1871,ON139011_1881,CONTAINS,0.0111,1871,1881
ON042007_1871,ON139009_1881,CONTAINS,0.0061,1871,1881
ON042001_1871,ON139002_1881,CONTAINS,0.0063,1871,1881
ON042002_1871,ON139003_1881,WITHIN,0.8142,1871,1881
ON031004_1871,ON161004_1881,CONTAINS,0.4145,1871,1881
ON035004_1871,ON153007_1881,CONTAINS,0.0089,1871,1881
ON035003_1871,ON153010_1881,CONTAINS,0.0053,1871,1881
ON035003_1871,ON153003_1881,CONTAINS,0.0083,1871,1881
ON035003_1871,ON153004_1881,CONTAINS,0.0083,1871,1881
ON035002_1871,ON152004_1881,CONTAINS,0.0079,1871,1881
ON022003_1871,ON147003_1881,CONTAINS,0.94,1871,1881
ON024002_1871,ON149004_1881,CONTAINS,0.9309,1871,1881
ON041001_1871,ON138007_1881,CONTAINS,0.0086,1871,1881
ON073004_1871,ON100003_1881,CONTAINS,0.0088,1871,1881
ON073003_1871,ON100002_1881,WITHIN,0.5784,1871,1881
ON044003_1871,ON136003_1881,CONTAINS,0.0138,1871,1881
ON044003_1871,ON136002_1881,CONTAINS,0.0128,1871,1881
ON053007_1871,ON130009_1881,CONTAINS,0.3457,1871,1881
ON053007_1871,ON130010_1881,CONTAINS,0.6543,1871,1881
ON053003_1871,ON130004_1881,CONTAINS,0.5427,1871,1881
ON053003_1871,ON130005_1881,CONTAINS,0.4573,1871,1881
ON052004_1871,ON129006_1881,CONTAINS,0.0094,1871,1881
ON053002_1871,ON130003_1881,CONTAINS,0.0089,1871,1881
ON058006_1871,ON125010_1881,WITHIN,0.6886,1871,1881
ON058004_1871,ON125012_1881,CONTAINS,0.4895,1871,1881
ON058004_1871,ON125013_1881,CONTAINS,0.5105,1871,1881
ON052005_1871,ON129007_1881,CONTAINS,0.0094,1871,1881
ON045004_1871,ON135005_1881,CONTAINS,0.0087,1871,1881
ON045004_1871,ON135006_1881,CONTAINS,0.0068,1871,1881
ON044002_1871,ON136001_1881,CONTAINS,0.0085,1871,1881
ON043001_1871,ON137001_1881,CONTAINS,0.8755,1871,1881
ON043002_1871,ON137002_1881,CONTAINS,0.0104,1871,1881
ON041002_1871,ON138002_1881,WITHIN,0.8199,1871,1881
ON047001_1871,ON134001_1881,WITHIN,0.5919,1871,1881
ON047003_1871,ON134003_1881,CONTAINS,0.4736,1871,1881
ON047003_1871,ON134002_1881,CONTAINS,0.5264,1871,1881
ON073001_1871,ON100001_1881,WITHIN,0.8242,1871,1881
ON085007_1871,ON131007_1881,WITHIN,0.5298,1871,1881
ON067003_1871,ON110004_1881,CONTAINS,0.4304,1871,1881
ON067003_1871,ON110002_1881,CONTAINS,0.5696,1871,1881
ON067001_1871,ON110003_1881,CONTAINS,0.4682,1871,1881
ON067001_1871,ON110001_1881,CONTAINS,0.5318,1871,1881
ON046003_1871,ON134009_1881,CONTAINS,0.5899,1871,1881
ON046003_1871,ON134008_1881,CONTAINS,0.4101,1871,1881
ON089001_1871,ON182033_1881,CONTAINS,0.1015,1871,1881
ON089001_1871,ON182016_1881,CONTAINS,0.0256,1871,1881
ON089001_1871,ON182018_1881,CONTAINS,0.02,1871,1881
ON089001_1871,ON182020_1881,CONTAINS,0.0154,1871,1881
ON089001_1871,ON182019_1881,CONTAINS,0.0216,1871,1881
ON056003_1871,ON126001_1881,WITHIN,0.8869,1871,1881
ON028008_1871,ON177007_1881,WITHIN,0.7119,1871,1881
ON045002_1871,ON135004_1881,WITHIN,0.585,1871,1881
ON048003_1871,ON132003_1881,WITHIN,0.393,1871,1881
ON054002_1871,ON124004_1881,WITHIN,0.3396,1871,1881
ON077001_1871,ON105001_1881,WITHIN,0.4003,1871,1881
ON082010_1871,ON114007_1881,WITHIN,0.4346,1871,1881
ON082012_1871,ON114004_1881,WITHIN,0.2963,1871,1881
ON085006_1871,ON131004_1881,WITHIN,0.4283,1871,1881
ON085010_1871,ON131010_1881,WITHIN,0.4934,1871,1881
ON090001_1871,ON182999_1881,WITHIN,0.0214,1871,1881
ON090003_1871,ON182027_1881,CONTAINS,0.0003,1871,1881
ON090003_1871,ON182999_1881,WITHIN,0.023,1871,1881
ON089002_1871,ON182022_1881,CONTAINS,0.0457,1871,1881
ON089002_1871,ON182023_1881,CONTAINS,0.0297,1871,1881
ON089002_1871,ON182021_1881,CONTAINS,0.1556,1871,1881
ON089002_1871,ON182024_1881,CONTAINS,0.0105,1871,1881
ON089002_1871,ON182025_1881,CONTAINS,0.0221,1871,1881
ON090004_1871,ON182999_1881,WITHIN,0.0032,1871,1881
ON084007_1871,ON182999_1881,WITHIN,0.0436,1871,1881
ON084006_1871,ON182999_1881,WITHIN,0.0053,1871,1881
ON084005_1871,ON182999_1881,WITHIN,0.0032,1871,1881
ON084003_1871,ON182999_1881,WITHIN,0.003,1871,1881
ON084008_1871,ON182999_1881,WITHIN,0.0109,1871,1881
ON083007_1871,ON182999_1881,WITHIN,0.0074,1871,1881
ON086001_1871,ON131015_1881,CONTAINS,0.0442,1871,1881
ON086001_1871,ON131014_1881,CONTAINS,0.211,1871,1881
ON086001_1871,ON131016_1881,CONTAINS,0.2927,1871,1881
ON088001_1871,ON182013_1881,CONTAINS,0.0987,1871,1881
ON090006_1871,ON182031_1881,CONTAINS,0.0042,1871,1881
ON090006_1871,ON182030_1881,CONTAINS,0.0044,1871,1881
ON090006_1871,ON182032_1881,CONTAINS,0.0014,1871,1881
ON090006_1871,ON182029_1881,CONTAINS,0.0318,1871,1881
ON090006_1871,ON182999_1881,WITHIN,0.0409,1871,1881
ON088002_1871,ON182014_1881,CONTAINS,0.041,1871,1881
ON088002_1871,ON182999_1881,WITHIN,0.0513,1871,1881
ON083005_1871,ON182999_1881,WITHIN,0.0011,1871,1881
ON084004_1871,ON182999_1881,WITHIN,0.0107,1871,1881
NB180001_1871,NB031012_1881,CONTAINS,0.0114,1871,1881
NB175007_1871,NB026007_1881,CONTAINS,0.2821,1871,1881
NB175007_1871,NB026008_1881,CONTAINS,0.7179,1871,1881
NB175008_1871,NB026014_1881,CONTAINS,0.061,1871,1881
NB175008_1871,NB026009_1881,CONTAINS,0.939,1871,1881
NB185001_1871,NB034002_1881,CONTAINS,0.4287,1871,1881
NB185001_1871,NB034001_1881,CONTAINS,0.5713,1871,1881
NB185008_1871,NB034009_1881,WITHIN,0.7709,1871,1881
NB176011_1871,NB027011_1881,CONTAINS,0.3305,1871,1881
NB176011_1871,NB027012_1881,CONTAINS,0.2785,1871,1881
NB176011_1871,NB027013_1881,CONTAINS,0.391,1871,1881
NB184003_1871,NB035004_1881,CONTAINS,0.4274,1871,1881
NB184003_1871,NB035003_1881,CONTAINS,0.5726,1871,1881
NB174010_1871,NB025002_1881,CONTAINS,0.6764,1871,1881
NB174010_1871,NB025001_1881,CONTAINS,0.3236,1871,1881
NB174011_1871,NB025004_1881,CONTAINS,0.0332,1871,1881
NB174011_1871,NB025005_1881,CONTAINS,0.0369,1871,1881
NB174011_1871,NB025006_1881,CONTAINS,0.0663,1871,1881
NB174011_1871,NB025003_1881,CONTAINS,0.0293,1871,1881
NB174011_1871,NB025007_1881,CONTAINS,0.8343,1871,1881
NB178001_1871,NB029002_1881,CONTAINS,0.5758,1871,1881
NB178001_1871,NB029001_1881,CONTAINS,0.4242,1871,1881
NB181004_1871,NB032008_1881,CONTAINS,0.433,1871,1881
NB181002_1871,NB032011_1881,CONTAINS,0.3747,1871,1881
NB181005_1871,NB032007_1881,CONTAINS,0.1161,1871,1881
NB181005_1871,NB032006_1881,CONTAINS,0.1349,1871,1881
NB181005_1871,NB032013_1881,CONTAINS,0.3732,1871,1881
NB186006_1871,NB033006_1881,CONTAINS,0.0084,1871,1881
NB179011_1871,NB030012_1881,CONTAINS,0.4393,1871,1881
NB179011_1871,NB030011_1881,CONTAINS,0.5607,1871,1881
NB179010_1871,NB030010_1881,CONTAINS,0.438,1871,1881
NB185009_1871,NB034009_1881,WITHIN,0.2291,1871,1881
NB175009_1871,NB026013_1881,CONTAINS,0.1123,1871,1881
NB175009_1871,NB026012_1881,CONTAINS,0.0574,1871,1881
NB175009_1871,NB026010_1881,CONTAINS,0.045,1871,1881
NB175009_1871,NB026011_1881,CONTAINS,0.7853,1871,1881
NB181007_1871,NB032002_1881,CONTAINS,0.155,1871,1881
NB181007_1871,NB032003_1881,CONTAINS,0.0668,1871,1881
NB181007_1871,NB032004_1881,CONTAINS,0.7782,1871,1881
NB179009_1871,NB030009_1881,WITHIN,0.5435,1871,1881
NS190014_1871,NS016014_1881,CONTAINS,0.4726,1871,1881
NS190010_1871,NS016010_1881,WITHIN,0.4657,1871,1881
NS201009_1871,NS021009_1881,CONTAINS,0.4442,1871,1881
NS201009_1871,NS021010_1881,CONTAINS,0.5558,1871,1881
NS201002_1871,NS021002_1881,CONTAINS,0.386,1871,1881
NS201002_1871,NS021011_1881,CONTAINS,0.614,1871,1881
NS204007_1871,NS005010_1881,CONTAINS,0.7586,1871,1881
NS204007_1871,NS005008_1881,CONTAINS,0.2414,1871,1881
NS204002_1871,NS005001_1881,CONTAINS,0.5429,1871,1881
NS204002_1871,NS005002_1881,CONTAINS,0.4571,1871,1881
NS205014_1871,NS006008_1881,CONTAINS,0.5236,1871,1881
NS205011_1871,NS006012_1881,CONTAINS,0.4784,1871,1881
NS205011_1871,NS006010_1881,CONTAINS,0.5216,1871,1881
NS205012_1871,NS006017_1881,CONTAINS,0.4992,1871,1881
NS205012_1871,NS006011_1881,CONTAINS,0.3694,1871,1881
NS199001_1871,NS019001_1881,CONTAINS,0.5392,1871,1881
NS199001_1871,NS019002_1881,CONTAINS,0.4608,1871,1881
NS199002_1871,NS019003_1881,CONTAINS,0.7511,1871,1881
NS199003_1871,NS019005_1881,CONTAINS,0.6638,1871,1881
NS199014_1871,NS019018_1881,CONTAINS,0.4442,1871,1881
NS199014_1871,NS019019_1881,CONTAINS,0.5558,1871,1881
NS199011_1871,NS019016_1881,CONTAINS,0.3922,1871,1881
NS199011_1871,NS019014_1881,CONTAINS,0.0552,1871,1881
NS199011_1871,NS019013_1881,CONTAINS,0.5526,1871,1881
NS198003_1871,NS022003_1881,CONTAINS,0.6705,1871,1881
NS198005_1871,NS022005_1881,CONTAINS,0.8104,1871,1881
NS198006_1871,NS022006_1881,CONTAINS,0.8894,1871,1881
NS191006_1871,NS015001_1881,CONTAINS,0.6064,1871,1881
NS191006_1871,NS015016_1881,CONTAINS,0.3936,1871,1881
NS191004_1871,NS015004_1881,CONTAINS,0.7486,1871,1881
NS191005_1871,NS015003_1881,CONTAINS,0.8556,1871,1881
NS202010_1871,NS008010_1881,CONTAINS,0.6604,1871,1881
NS202010_1871,NS008016_1881,CONTAINS,0.3396,1871,1881
NS202001_1871,NS008015_1881,CONTAINS,0.3995,1871,1881
NS202001_1871,NS008001_1881,CONTAINS,0.4781,1871,1881
NS202006_1871,NS008006_1881,CONTAINS,0.6423,1871,1881
NS202013_1871,NS008013_1881,CONTAINS,0.7842,1871,1881
NS202013_1871,NS008017_1881,CONTAINS,0.2158,1871,1881
NS202004_1871,NS008004_1881,CONTAINS,0.6242,1871,1881
NS197001_1871,NS010013_1881,CONTAINS,0.0933,1871,1881
NS197001_1871,NS010014_1881,CONTAINS,0.9067,1871,1881
NS188013_1871,NS018001_1881,CONTAINS,0.0204,1871,1881
NS188004_1871,NS018009_1881,CONTAINS,0.6689,1871,1881
NS188004_1871,NS018013_1881,CONTAINS,0.3311,1871,1881
NS203016_1871,NS004007_1881,CONTAINS,0.2068,1871,1881
NS203016_1871,NS004017_1881,CONTAINS,0.7932,1871,1881
NS200018_1871,NS020020_1881,CONTAINS,0.3179,1871,1881
NS200019_1871,NS020021_1881,WITHIN,0.5677,1871,1881
NS200020_1871,NS020026_1881,CONTAINS,0.557,1871,1881
NS200020_1871,NS020022_1881,CONTAINS,0.443,1871,1881
NS200006_1871,NS020006_1881,CONTAINS,0.3546,1871,1881
NS200006_1871,NS020007_1881,CONTAINS,0.6454,1871,1881
NS194003_1871,NS012006_1881,CONTAINS,0.4607,1871,1881
NS194003_1871,NS012007_1881,CONTAINS,0.5393,1871,1881
NS194006_1871,NS012012_1881,CONTAINS,0.4682,1871,1881
NS194006_1871,NS012013_1881,CONTAINS,0.5318,1871,1881
NS194005_1871,NS012010_1881,CONTAINS,0.7136,1871,1881
NS193007_1871,NS013006_1881,CONTAINS,0.0921,1871,1881
NS193007_1871,NS013005_1881,CONTAINS,0.9079,1871,1881
NS193005_1871,NS013002_1881,CONTAINS,0.4047,1871,1881
NS193005_1871,NS013004_1881,CONTAINS,0.5953,1871,1881
NS193004_1871,NS013011_1881,CONTAINS,0.6455,1871,1881
NS193004_1871,NS013001_1881,CONTAINS,0.3545,1871,1881
NS194004_1871,NS012008_1881,CONTAINS,0.291,1871,1881
NS194004_1871,NS012009_1881,CONTAINS,0.709,1871,1881
NS194002_1871,NS012003_1881,CONTAINS,0.2177,1871,1881
NS194002_1871,NS012002_1881,CONTAINS,0.123,1871,1881
NS194002_1871,NS012001_1881,CONTAINS,0.0722,1871,1881
NS200014_1871,NS020025_1881,CONTAINS,0.6135,1871,1881
NS200014_1871,NS020015_1881,CONTAINS,0.3865,1871,1881
NS205006_1871,NS006007_1881,CONTAINS,0.5398,1871,1881
NS205006_1871,NS006006_1881,CONTAINS,0.4602,1871,1881
NS200015_1871,NS020016_1881,CONTAINS,0.1313,1871,1881
NS200015_1871,NS020017_1881,CONTAINS,0.8687,1871,1881
NS202005_1871,NS008019_1881,WITHIN,0.5724,1871,1881
NS196999_1871,NS010999_1881,WITHIN,0.0762,1871,1881
NS197999_1871,NS010999_1881,WITHIN,0.9238,1871,1881
NS198004_1871,NS022004_1881,WITHIN,0.7461,1871,1881
PE001018_1871,PE001019_1881,WITHIN,0.1787,1871,1881
PE001017_1871,PE001019_1881,WITHIN,0.8213,1871,1881
QC096002_1871,QC096006_1881,CONTAINS,0.4003,1871,1881
QC096002_1871,QC096007_1881,CONTAINS,0.2102,1871,1881
QC096002_1871,QC096008_1881,CONTAINS,0.3895,1871,1881
QC096001_1871,QC096004_1881,CONTAINS,0.0091,1871,1881
QC096009_1871,QC096012_1881,CONTAINS,0.2821,1871,1881
QC096009_1871,QC096014_1881,CONTAINS,0.7179,1871,1881
QC096004_1871,QC096010_1881,CONTAINS,0.6516,1871,1881
QC096004_1871,QC096009_1881,CONTAINS,0.3484,1871,1881
QC122008_1871,QC058009_1881,CONTAINS,0.0412,1871,1881
QC157008_1871,QC048020_1881,CONTAINS,0.5167,1871,1881
QC157008_1871,QC048021_1881,CONTAINS,0.4833,1871,1881
QC158001_1871,QC048002_1881,CONTAINS,0.7846,1871,1881
