from,to,change_year
PLACE_ON054055,PLACE_ON148142,1921
PLACE_ON054055,PLACE_ON148053,1921
PLACE_ON054055,PLACE_ON148161,1921
PLACE_ON054055,PLACE_ON102010,1921
PLACE_ON054055,PLACE_ON148181,1921
PLACE_ON054055,PLACE_ON102083,1921
PLACE_ON054055,PLACE_ON148201,1921
PLACE_ON054055,PLACE_ON148133,1921
PLACE_ON054055,PLACE_ON102033,1921
PLACE_ON054055,PLACE_ON148185,1921
PLACE_ON054055,PLACE_ON148090,1921
PLACE_ON054055,PLACE_ON148121,1921
PLACE_ON054055,PLACE_ON148123,1921
PLACE_ON054055,PLACE_ON148190,1921
PLACE_ON054055,PLACE_ON148070,1921
PLACE_ON054055,PLACE_ON148035,1921
PLACE_ON054055,PLACE_ON148045,1921
PLACE_ON054055,PLACE_ON148170,1921
PLACE_ON054055,PLACE_ON148159,1921
PLACE_ON054055,PLACE_ON148079,1921
PLACE_ON054055,PLACE_ON148096,1921
PLACE_ON054055,PLACE_ON148109,1921
PLACE_ON054055,PLACE_ON148141,1921
PLACE_ON054055,PLACE_ON148067,1921
PLACE_ON054055,PLACE_ON148202,1921
PLACE_ON054055,PLACE_ON148001_1921,1921
PLACE_ON054055,PLACE_ON148187,1921
PLACE_ON054055,PLACE_ON102043,1921
PLACE_ON054055,PLACE_ON102014,1921
PLACE_ON054055,PLACE_ON102016,1921
PLACE_ON054055,PLACE_ON102008,1921
PLACE_ON054055,PLACE_ON146073,1921
PLACE_ON054055,PLACE_ON146116,1921
PLACE_ON054055,PLACE_ON146008,1921
PLACE_ON054055,PLACE_ON146044,1921
PLACE_ON054055,PLACE_ON146069,1921
PLACE_ON054055,PLACE_ON146071,1921
PLACE_ON054055,PLACE_ON146098,1921
PLACE_ON054055,PLACE_ON102063,1921
PLACE_ON054055,PLACE_ON102064,1921
PLACE_ON054055,PLACE_ON146063,1921
PLACE_ON054055,PLACE_ON146010,1921
PLACE_ON054055,PLACE_ON146122,1921
PLACE_ON054055,PLACE_ON146119,1921
PLACE_ON054055,PLACE_ON146056,1921
PLACE_ON054055,PLACE_ON146090,1921
PLACE_ON054055,PLACE_ON146121,1921
PLACE_ON054055,PLACE_ON146092,1921
PLACE_ON054055,PLACE_ON146072,1921
PLACE_ON054055,PLACE_ON146037,1921
PLACE_ON054055,PLACE_ON146038,1921
PLACE_ON054055,PLACE_ON146108,1921
PLACE_ON054055,PLACE_ON146083,1921
PLACE_ON054055,PLACE_ON146012,1921
PLACE_ON054055,PLACE_ON146009,1921
PLACE_ON054055,PLACE_ON146059,1921
PLACE_ON054055,PLACE_ON146123,1921
PLACE_ON054055,PLACE_ON146125,1921
PLACE_ON054055,PLACE_ON146046,1921
PLACE_ON054055,PLACE_ON146128,1921
PLACE_ON054055,PLACE_ON146021,1921
PLACE_ON054055,PLACE_ON146089,1921
PLACE_ON054055,PLACE_ON146003_1921,1921
PLACE_ON054055,PLACE_ON146050,1921
PLACE_ON054055,PLACE_ON146024,1921
PLACE_ON054055,PLACE_ON146114,1921
PLACE_ON054055,PLACE_ON146095,1921
PLACE_ON054055,PLACE_ON146016,1921
PLACE_ON054055,PLACE_ON146018,1921
PLACE_ON054055,PLACE_ON146086,1921
PLACE_ON054055,PLACE_ON146126,1921
PLACE_ON054055,PLACE_ON146080,1921
PLACE_ON054055,PLACE_ON148138,1921
PLACE_ON102046,PLACE_ON102003,1921
PLACE_ON102071,PLACE_ON102072,1921
PLACE_ON102090,PLACE_ON102075,1921
PLACE_ON055028,PLACE_ON102104,1921
PLACE_ON055028,PLACE_ON102082,1921
PLACE_ON055028,PLACE_ON102060,1921
PLACE_ON055028,PLACE_ON102037,1921
PLACE_ON055028,PLACE_ON102058,1921
PLACE_ON055028,PLACE_ON102032,1921
PLACE_ON055028,PLACE_ON102097,1921
PLACE_ON055028,PLACE_ON102102,1921
PLACE_ON055028,PLACE_ON102022,1921
PLACE_ON055028,PLACE_ON102050,1921
PLACE_ON055028,PLACE_ON102049,1921
PLACE_ON055028,PLACE_ON102101,1921
PLACE_ON055028,PLACE_ON102029,1921
PLACE_ON055028,PLACE_ON102018,1921
PLACE_ON055028,PLACE_ON102021,1921
PLACE_ON055028,PLACE_ON102066,1921
PLACE_ON055028,PLACE_ON102091,1921
PLACE_ON055028,PLACE_ON102034,1921
PLACE_ON055028,PLACE_ON102054,1921
PLACE_ON055028,PLACE_ON102098,1921
PLACE_ON055028,PLACE_ON102025,1921
PLACE_ON055028,PLACE_ON102057,1921
PLACE_ON055028,PLACE_ON102086,1921
PLACE_ON055028,PLACE_ON102084,1921
PLACE_ON055028,PLACE_ON102030,1921
PLACE_ON055028,PLACE_ON102081,1921
PLACE_ON055028,PLACE_ON102065,1921
PLACE_ON055028,PLACE_ON102005_1921,1921
PLACE_ON055028,PLACE_ON102067,1921
PLACE_ON055028,PLACE_ON102038,1921
PLACE_ON055028,PLACE_ON102056,1921
PLACE_ON055028,PLACE_ON102036,1921
PLACE_ON055028,PLACE_ON102100,1921
PLACE_ON055028,PLACE_ON102011_1921,1921
PLACE_ON055028,PLACE_ON102024,1921
PLACE_ON055028,PLACE_ON102080,1921
PLACE_ON055028,PLACE_ON102094,1921
PLACE_ON055028,PLACE_ON102059,1921
PLACE_ON055028,PLACE_ON102103,1921
PLACE_ON055028,PLACE_ON102106,1921
PLACE_ON055028,PLACE_ON102105,1921
PLACE_ON055032,PLACE_ON102042,1921
PLACE_ON056004_1911,PLACE_ON103005,1921
PLACE_ON059001_1911,PLACE_ON104001_1921,1921
PLACE_ON059002,PLACE_ON104002_1921,1921
PLACE_ON104008,PLACE_ON104024,1921
PLACE_ON104006_1921,PLACE_ON104026,1921
PLACE_ON110011,PLACE_ON110019,1921
PLACE_ON110011,PLACE_ON110025,1921
PLACE_ON110011,PLACE_ON110023,1921
PLACE_ON067005_1911,PLACE_ON110022,1921
PLACE_ON114001_1921,PLACE_ON114024,1921
PLACE_ON115006_1921,PLACE_ON115011_1921,1921
PLACE_ON118021,PLACE_ON118024,1921
PLACE_ON080001_1911,PLACE_ON118022,1921
PLACE_ON080001_1911,PLACE_ON118001_1921,1921
PLACE_ON080003,PLACE_ON118008,1921
PLACE_ON080003,PLACE_ON118015,1921
PLACE_ON118013,PLACE_ON118029,1921
PLACE_ON080007_1911,PLACE_ON118030,1921
PLACE_ON080009_1911,PLACE_ON118025,1921
PLACE_ON121006,PLACE_ON121021,1921
PLACE_ON121004_1921,PLACE_ON121020,1921
PLACE_ON121004_1921,PLACE_ON121019,1921
PLACE_ON085004_1881,PLACE_ON121023,1921
PLACE_ON088004_1891,PLACE_ON122008,1921
PLACE_ON088005,PLACE_ON122009_1921,1921
PLACE_ON092001,PLACE_ON101001_1921,1921
PLACE_ON092001,PLACE_ON101003_1921,1921
PLACE_ON092001,PLACE_ON101005_1921,1921
PLACE_ON092006_1911,PLACE_ON101007_1921,1921
PLACE_ON092006_1911,PLACE_ON101002_1921,1921
PLACE_ON092006_1911,PLACE_ON101006,1921
PLACE_ON093009_1911,PLACE_ON126009,1921
PLACE_ON094001_1911,PLACE_ON128016,1921
PLACE_ON098001_1911,PLACE_ON129001_1921,1921
PLACE_ON098001_1911,PLACE_ON129008_1921,1921
PLACE_ON098001_1911,PLACE_ON129007_1921,1921
PLACE_ON098006_1911,PLACE_ON129006_1921,1921
PLACE_ON098006_1911,PLACE_ON129018,1921
PLACE_ON098008,PLACE_ON129009_1921,1921
PLACE_ON098008,PLACE_ON129016,1921
PLACE_ON098009,PLACE_ON129022,1921
PLACE_ON098009,PLACE_ON129023,1921
PLACE_ON098009,PLACE_ON129011_1921,1921
PLACE_ON099002_1911,PLACE_ON130046,1921
PLACE_ON099002_1911,PLACE_ON130028,1921
PLACE_ON099003_1911,PLACE_ON146057,1921
PLACE_ON099003_1911,PLACE_ON146002,1921
PLACE_ON099004_1911,PLACE_ON148203,1921
PLACE_ON099004_1911,PLACE_ON148031,1921
PLACE_ON099004_1911,PLACE_ON148013,1921
PLACE_ON099004_1911,PLACE_ON148003_1921,1921
PLACE_ON099005_1911,PLACE_ON146035,1921
PLACE_ON099005_1911,PLACE_ON146004,1921
PLACE_ON099005_1911,PLACE_ON146052,1921
PLACE_ON099006_1911,PLACE_ON130026,1921
PLACE_ON099006_1911,PLACE_ON130039,1921
PLACE_ON099006_1911,PLACE_ON130007_1921,1921
PLACE_ON099007,PLACE_ON148144,1921
PLACE_ON099007,PLACE_ON148124,1921
PLACE_ON099007,PLACE_ON148015,1921
PLACE_ON099009,PLACE_ON148026,1921
PLACE_ON099011,PLACE_ON148199,1921
PLACE_ON099017,PLACE_ON148036,1921
PLACE_ON099017,PLACE_ON148197,1921
PLACE_ON099017,PLACE_ON148162,1921
PLACE_ON099021,PLACE_ON146130,1921
PLACE_ON099021,PLACE_ON146017,1921
PLACE_ON099021,PLACE_ON146096,1921
PLACE_ON099021,PLACE_ON146101,1921
PLACE_ON099022,PLACE_ON148038,1921
PLACE_ON099022,PLACE_ON148105,1921
PLACE_ON099022,PLACE_ON148175,1921
PLACE_ON099024,PLACE_ON148082,1921
PLACE_ON099024,PLACE_ON148040,1921
PLACE_ON099025,PLACE_ON146058,1921
PLACE_ON099025,PLACE_ON146066,1921
PLACE_ON099025,PLACE_ON146020,1921
PLACE_ON099026,PLACE_ON148042,1921
PLACE_ON099026,PLACE_ON148127,1921
PLACE_ON099027,PLACE_ON148052,1921
PLACE_ON099027,PLACE_ON148192,1921
PLACE_ON099029,PLACE_ON142012_1921,1921
PLACE_ON099029,PLACE_ON142020,1921
PLACE_ON099030,PLACE_ON146025,1921
PLACE_ON099030,PLACE_ON146040,1921
PLACE_ON099030,PLACE_ON146029,1921
PLACE_ON099031,PLACE_ON148172,1921
PLACE_ON099031,PLACE_ON148044,1921
PLACE_ON099031,PLACE_ON148183,1921
PLACE_ON099033,PLACE_ON146085,1921
PLACE_ON099033,PLACE_ON146026,1921
PLACE_ON099034,PLACE_ON146109,1921
PLACE_ON099034,PLACE_ON146032,1921
PLACE_ON099035,PLACE_ON148128,1921
PLACE_ON099035,PLACE_ON148063,1921
PLACE_ON099035,PLACE_ON148074,1921
PLACE_ON099035,PLACE_ON148058,1921
PLACE_ON099036,PLACE_ON146036,1921
PLACE_ON099036,PLACE_ON146102,1921
PLACE_ON099040,PLACE_ON130004_1921,1921
PLACE_ON099040,PLACE_ON130036,1921
PLACE_ON099040,PLACE_ON130041,1921
PLACE_ON099041,PLACE_ON148010,1921
PLACE_ON099041,PLACE_ON148068,1921
PLACE_ON099042,PLACE_ON146094,1921
PLACE_ON099042,PLACE_ON146045,1921
PLACE_ON099044,PLACE_ON130062,1921
PLACE_ON099045,PLACE_ON148057,1921
PLACE_ON099045,PLACE_ON148049,1921
PLACE_ON099045,PLACE_ON148072,1921
PLACE_ON099045,PLACE_ON148140,1921
PLACE_ON099045,PLACE_ON148154,1921
PLACE_ON099045,PLACE_ON148055,1921
PLACE_ON099045,PLACE_ON148028,1921
PLACE_ON099045,PLACE_ON148112,1921
PLACE_ON099045,PLACE_ON148110,1921
PLACE_ON099045,PLACE_ON148043,1921
PLACE_ON099045,PLACE_ON148137,1921
PLACE_ON099045,PLACE_ON148106,1921
PLACE_ON099045,PLACE_ON148129,1921
PLACE_ON099045,PLACE_ON148056,1921
PLACE_ON099046,PLACE_ON146013,1921
PLACE_ON099046,PLACE_ON146054,1921
PLACE_ON099048,PLACE_ON148182,1921
PLACE_ON099048,PLACE_ON148083,1921
PLACE_ON099050,PLACE_ON148085,1921
PLACE_ON099050,PLACE_ON148098,1921
PLACE_ON099052,PLACE_ON148147,1921
PLACE_ON099052,PLACE_ON148087,1921
PLACE_ON099052,PLACE_ON148078,1921
PLACE_ON099052,PLACE_ON148134,1921
PLACE_ON099056,PLACE_ON146062,1921
PLACE_ON099056,PLACE_ON146027,1921
PLACE_ON099057,PLACE_ON148092,1921
PLACE_ON099057,PLACE_ON148146,1921
PLACE_ON099061,PLACE_ON148017,1921
PLACE_ON099062,PLACE_ON148113,1921
PLACE_ON099063,PLACE_ON130048,1921
PLACE_ON099063,PLACE_ON130059,1921
PLACE_ON099063,PLACE_ON130030,1921
PLACE_ON099063,PLACE_ON130070,1921
PLACE_ON099063,PLACE_ON130024,1921
PLACE_ON099065,PLACE_ON130047,1921
PLACE_ON099065,PLACE_ON130054,1921
PLACE_ON099074,PLACE_ON148156,1921
PLACE_ON099074,PLACE_ON148160,1921
PLACE_ON099074,PLACE_ON148158,1921
PLACE_ON099078,PLACE_ON130058,1921
PLACE_ON099078,PLACE_ON130076,1921
PLACE_ON099081,PLACE_ON146070,1921
PLACE_ON099081,PLACE_ON146118,1921
PLACE_ON099081,PLACE_ON146015,1921
PLACE_ON099081,PLACE_ON146001_1921,1921
PLACE_ON099081,PLACE_ON146030,1921
PLACE_ON099081,PLACE_ON130034,1921
PLACE_ON099081,PLACE_ON146023,1921
PLACE_ON099081,PLACE_ON146051,1921
PLACE_ON099081,PLACE_ON130037,1921
PLACE_ON099081,PLACE_ON130050,1921
PLACE_ON099081,PLACE_ON130075,1921
PLACE_ON099081,PLACE_ON130017,1921
PLACE_ON099081,PLACE_ON130052,1921
PLACE_ON099081,PLACE_ON130029,1921
PLACE_ON099081,PLACE_ON130014,1921
PLACE_ON099081,PLACE_ON148046,1921
PLACE_ON099081,PLACE_ON148136,1921
PLACE_ON099081,PLACE_ON148103,1921
PLACE_ON099081,PLACE_ON148021,1921
PLACE_ON099081,PLACE_ON130065,1921
PLACE_ON099081,PLACE_ON130010,1921
PLACE_ON099081,PLACE_ON130031,1921
PLACE_ON099081,PLACE_ON130009_1921,1921
PLACE_ON099081,PLACE_ON130038,1921
PLACE_ON099081,PLACE_ON130005_1921,1921
PLACE_ON099081,PLACE_ON130063,1921
PLACE_ON099081,PLACE_ON130084,1921
PLACE_ON099081,PLACE_ON130060,1921
PLACE_ON099081,PLACE_ON130055,1921
PLACE_ON099081,PLACE_ON130006_1921,1921
PLACE_ON099081,PLACE_ON130078,1921
PLACE_ON099081,PLACE_ON130068,1921
PLACE_ON099081,PLACE_ON130015,1921
PLACE_ON099081,PLACE_ON130033,1921
PLACE_ON099081,PLACE_ON130016,1921
PLACE_ON099081,PLACE_ON146115,1921
PLACE_ON099081,PLACE_ON146075,1921
PLACE_ON099081,PLACE_ON146060,1921
PLACE_ON099081,PLACE_ON146082,1921
PLACE_ON099081,PLACE_ON130011,1921
PLACE_ON099081,PLACE_ON130049,1921
PLACE_ON099081,PLACE_ON130061,1921
PLACE_ON099081,PLACE_ON130051,1921
PLACE_ON099081,PLACE_ON130040,1921
PLACE_ON099081,PLACE_ON146106,1921
PLACE_ON099081,PLACE_ON146065,1921
PLACE_ON099081,PLACE_ON130027,1921
PLACE_ON099081,PLACE_ON130053,1921
PLACE_ON099081,PLACE_ON130079,1921
PLACE_ON099081,PLACE_ON146068,1921
PLACE_ON099081,PLACE_ON130073,1921
PLACE_ON099081,PLACE_ON130044,1921
PLACE_ON099081,PLACE_ON148069,1921
PLACE_ON099081,PLACE_ON148020,1921
PLACE_ON099081,PLACE_ON148126,1921
PLACE_ON099081,PLACE_ON148041,1921
PLACE_ON099081,PLACE_ON148077,1921
PLACE_ON099081,PLACE_ON148089,1921
PLACE_ON099081,PLACE_ON148033,1921
PLACE_ON099081,PLACE_ON148022,1921
PLACE_ON099081,PLACE_ON148139,1921
PLACE_ON099081,PLACE_ON148060,1921
PLACE_ON099081,PLACE_ON148076,1921
PLACE_ON099081,PLACE_ON148173,1921
PLACE_ON099081,PLACE_ON148016,1921
PLACE_ON099081,PLACE_ON148108,1921
PLACE_ON099081,PLACE_ON148019,1921
PLACE_ON099081,PLACE_ON148116,1921
PLACE_ON099081,PLACE_ON148178,1921
PLACE_ON099081,PLACE_ON148018,1921
PLACE_ON099081,PLACE_ON148122,1921
PLACE_ON099081,PLACE_ON148114,1921
PLACE_ON099081,PLACE_ON148174,1921
PLACE_ON099081,PLACE_ON148099,1921
PLACE_ON099081,PLACE_ON148131,1921
PLACE_ON099081,PLACE_ON148151,1921
PLACE_ON099081,PLACE_ON148125,1921
PLACE_ON099081,PLACE_ON148071,1921
PLACE_ON099081,PLACE_ON148167,1921
PLACE_ON099081,PLACE_ON148171,1921
PLACE_ON099081,PLACE_ON148097,1921
PLACE_ON099081,PLACE_ON148166,1921
PLACE_ON099081,PLACE_ON130032,1921
PLACE_ON099084,PLACE_ON148111,1921
PLACE_ON099084,PLACE_ON148101,1921
PLACE_ON099084,PLACE_ON148186,1921
PLACE_ON099084,PLACE_ON148007,1921
PLACE_ON099084,PLACE_ON148188,1921
PLACE_ON099084,PLACE_ON148100,1921
PLACE_ON099084,PLACE_ON148008,1921
PLACE_ON099084,PLACE_ON148149,1921
PLACE_ON099084,PLACE_ON148034,1921
PLACE_ON099084,PLACE_ON148006,1921
PLACE_ON099085,PLACE_ON130086,1921
PLACE_ON099085,PLACE_ON148002_1921,1921
PLACE_ON099086,PLACE_ON148011,1921
PLACE_ON099086,PLACE_ON148163,1921
PLACE_ON099086,PLACE_ON148153,1921
PLACE_ON099086,PLACE_ON148024,1921
PLACE_ON099086,PLACE_ON148115,1921
PLACE_ON099086,PLACE_ON148084,1921
PLACE_ON099086,PLACE_ON148117,1921
PLACE_ON099086,PLACE_ON148073,1921
PLACE_ON099086,PLACE_ON148120,1921
PLACE_ON099086,PLACE_ON148118,1921
PLACE_ON099086,PLACE_ON148132,1921
PLACE_ON099086,PLACE_ON148004,1921
PLACE_ON099086,PLACE_ON148095,1921
PLACE_ON099086,PLACE_ON148143,1921
PLACE_ON099086,PLACE_ON148061,1921
PLACE_ON099086,PLACE_ON148048,1921
PLACE_ON099086,PLACE_ON148023,1921
PLACE_ON099086,PLACE_ON148051,1921
PLACE_ON099086,PLACE_ON148168,1921
PLACE_ON099086,PLACE_ON148012,1921
PLACE_ON099086,PLACE_ON148050,1921
PLACE_ON099086,PLACE_ON148014,1921
PLACE_ON099086,PLACE_ON148148,1921
PLACE_ON099086,PLACE_ON148080,1921
PLACE_ON099086,PLACE_ON148088,1921
PLACE_ON099086,PLACE_ON148104,1921
PLACE_ON099086,PLACE_ON148169,1921
PLACE_ON099086,PLACE_ON148152,1921
PLACE_ON099088,PLACE_ON130081,1921
PLACE_ON099088,PLACE_ON130080,1921
PLACE_ON099088,PLACE_ON146099,1921
PLACE_ON099088,PLACE_ON146005,1921
PLACE_ON099088,PLACE_ON146043,1921
PLACE_ON099088,PLACE_ON146117,1921
PLACE_ON099088,PLACE_ON146078,1921
PLACE_ON099088,PLACE_ON146113,1921
PLACE_ON099088,PLACE_ON130072,1921
PLACE_ON099088,PLACE_ON130022,1921
PLACE_ON099088,PLACE_ON130003_1921,1921
PLACE_ON099088,PLACE_ON130057,1921
PLACE_ON099088,PLACE_ON148029,1921
PLACE_ON099088,PLACE_ON130002_1921,1921
PLACE_ON099088,PLACE_ON148102,1921
PLACE_ON099088,PLACE_ON148165,1921
PLACE_ON099088,PLACE_ON148005,1921
PLACE_ON099088,PLACE_ON148009,1921
PLACE_ON099088,PLACE_ON148037,1921
PLACE_ON099088,PLACE_ON148180,1921
PLACE_ON099088,PLACE_ON148179,1921
PLACE_ON099088,PLACE_ON148065,1921
PLACE_ON099088,PLACE_ON148164,1921
PLACE_ON099088,PLACE_ON148119,1921
PLACE_ON099088,PLACE_ON148064,1921
PLACE_ON099088,PLACE_ON148066,1921
PLACE_ON099089,PLACE_ON146011,1921
PLACE_ON099089,PLACE_ON130025,1921
PLACE_ON099089,PLACE_ON130067,1921
PLACE_ON099089,PLACE_ON130008,1921
PLACE_ON099089,PLACE_ON130077,1921
PLACE_ON099102,PLACE_ON146134,1921
PLACE_ON132001_1921,PLACE_ON132010,1921
PLACE_ON104006_1911,PLACE_ON133012,1921
PLACE_ON106006_1911_1911,PLACE_ON134012,1921
PLACE_ON108002_1911,PLACE_ON135002_1921,1921
PLACE_ON108002_1911,PLACE_ON135039,1921
PLACE_ON108003_1911,PLACE_ON135004_1921,1921
PLACE_ON108003_1911,PLACE_ON135016,1921
PLACE_ON108004_1911,PLACE_ON135005,1921
PLACE_ON108004_1911,PLACE_ON135030,1921
PLACE_ON108004_1911,PLACE_ON135018,1921
PLACE_ON108005_1911,PLACE_ON135012,1921
PLACE_ON108005_1911,PLACE_ON135006_1921,1921
PLACE_ON108005_1911,PLACE_ON135041,1921
PLACE_ON135007,PLACE_ON135053,1921
PLACE_ON108008,PLACE_ON135009_1921,1921
PLACE_ON108008,PLACE_ON135010,1921
PLACE_ON108010,PLACE_ON135013,1921
PLACE_ON108010,PLACE_ON135025,1921
PLACE_ON108013,PLACE_ON135027,1921
PLACE_ON108013,PLACE_ON135017,1921
PLACE_ON108013,PLACE_ON135036,1921
PLACE_ON108014,PLACE_ON135051,1921
PLACE_ON108014,PLACE_ON135021,1921
PLACE_ON108014,PLACE_ON135020,1921
PLACE_ON108016,PLACE_ON135024,1921
PLACE_ON108016,PLACE_ON135023,1921
PLACE_ON108018,PLACE_ON135046,1921
PLACE_ON108018,PLACE_ON135032,1921
PLACE_ON108018,PLACE_ON135038,1921
PLACE_ON108029,PLACE_ON135045,1921
PLACE_ON108029,PLACE_ON135044,1921
PLACE_ON108999,PLACE_ON135999,1921
PLACE_ON108999,PLACE_ON135003_1921,1921
PLACE_ON109004_1891_1911,PLACE_ON136008,1921
PLACE_ON110006_1911,PLACE_ON137012,1921
PLACE_ON112001_1911,PLACE_ON138004,1921
PLACE_ON112001_1911,PLACE_ON138001_1921,1921
PLACE_ON112003_1911,PLACE_ON138003_1921,1921
PLACE_ON112003_1911,PLACE_ON138012,1921
PLACE_ON116001_1911,PLACE_ON142002_1921,1921
PLACE_ON116001_1911,PLACE_ON142033,1921
PLACE_ON116002,PLACE_ON142035,1921
PLACE_ON116005_1911,PLACE_ON142034,1921
PLACE_ON116005_1911,PLACE_ON142010_1921,1921
PLACE_ON116005_1911,PLACE_ON142027,1921
PLACE_ON117002_1871,PLACE_ON142006_1921,1921
PLACE_ON117002_1871,PLACE_ON142005_1921,1921
PLACE_ON117005_1911,PLACE_ON142018,1921
PLACE_ON117005_1911,PLACE_ON142030,1921
PLACE_ON117005_1911,PLACE_ON142011_1921,1921
PLACE_ON117008_1911_1911,PLACE_ON142015,1921
PLACE_ON117008_1911_1911,PLACE_ON142026,1921
PLACE_ON117012,PLACE_ON142025,1921
PLACE_ON117012,PLACE_ON142024,1921
PLACE_ON144012,PLACE_ON144029,1921
PLACE_ON123001_1911,PLACE_ON141001,1921
PLACE_ON123001_1911,PLACE_ON141009,1921
PLACE_ON123002_1911,PLACE_ON120001_1921,1921
PLACE_ON123002_1911,PLACE_ON120023,1921
PLACE_ON123002_1911,PLACE_ON120006_1921,1921
PLACE_ON123002_1911,PLACE_ON120021,1921
PLACE_ON123002_1911,PLACE_ON120013,1921
PLACE_ON123002_1911,PLACE_ON120010,1921
PLACE_ON123003_1911,PLACE_ON141002,1921
PLACE_ON123003_1911,PLACE_ON141019,1921
PLACE_ON123004_1911_1911,PLACE_ON141003,1921
PLACE_ON123004_1911_1911,PLACE_ON141014,1921
PLACE_ON123004_1911_1911,PLACE_ON141022,1921
PLACE_ON123005_1911,PLACE_ON141012,1921
PLACE_ON123005_1911,PLACE_ON141039,1921
PLACE_ON123005_1911,PLACE_ON141026,1921
PLACE_ON123005_1911,PLACE_ON141004,1921
PLACE_ON123006_1911,PLACE_ON147019,1921
PLACE_ON123006_1911,PLACE_ON147001,1921
PLACE_ON123006_1911,PLACE_ON147022,1921
PLACE_ON123006_1911,PLACE_ON147014,1921
PLACE_ON123007_1911,PLACE_ON141042,1921
PLACE_ON123007_1911,PLACE_ON141005_1921,1921
PLACE_ON123008_1911,PLACE_ON120027,1921
PLACE_ON123008_1911,PLACE_ON120002_1921,1921
PLACE_ON123008_1911,PLACE_ON120020,1921
PLACE_ON123010,PLACE_ON141007,1921
PLACE_ON123010,PLACE_ON141010,1921
PLACE_ON123010,PLACE_ON141018,1921
PLACE_ON123011_1911,PLACE_ON147002,1921
PLACE_ON123011_1911,PLACE_ON147020,1921
PLACE_ON123013_1911_1911,PLACE_ON141011,1921
PLACE_ON123014,PLACE_ON141013,1921
PLACE_ON123014,PLACE_ON141027,1921
PLACE_ON123015,PLACE_ON147011,1921
PLACE_ON123015,PLACE_ON147013,1921
PLACE_ON123015,PLACE_ON147004,1921
PLACE_ON123016,PLACE_ON120025,1921
PLACE_ON123016,PLACE_ON120005_1921,1921
PLACE_ON123017,PLACE_ON141016,1921
PLACE_ON123017,PLACE_ON141029,1921
PLACE_ON123017,PLACE_ON141031,1921
PLACE_ON123018,PLACE_ON147008,1921
PLACE_ON123018,PLACE_ON147006,1921
PLACE_ON123018,PLACE_ON147010,1921
PLACE_ON123019,PLACE_ON147025,1921
PLACE_ON123019,PLACE_ON147007,1921
PLACE_ON123019,PLACE_ON147012,1921
PLACE_ON123020,PLACE_ON120028,1921
PLACE_ON123023,PLACE_ON120007_1921,1921
PLACE_ON123023,PLACE_ON120012,1921
PLACE_ON123027,PLACE_ON141030,1921
PLACE_ON123027,PLACE_ON141036,1921
PLACE_ON123027,PLACE_ON141020,1921
PLACE_ON123028,PLACE_ON141021,1921
PLACE_ON123031,PLACE_ON141025,1921
PLACE_ON123031,PLACE_ON141028,1921
PLACE_ON123038,PLACE_ON141033,1921
PLACE_ON123038,PLACE_ON141034,1921
PLACE_ON123038,PLACE_ON141038,1921
PLACE_ON123041,PLACE_ON147021,1921
PLACE_ON123042,PLACE_ON141035,1921
PLACE_ON123042,PLACE_ON141037,1921
PLACE_ON120029,PLACE_ON120030,1921
PLACE_ON123052,PLACE_ON147005_1921,1921
PLACE_ON123052,PLACE_ON147029,1921
PLACE_ON123052,PLACE_ON141017,1921
PLACE_ON123052,PLACE_ON141015,1921
PLACE_ON123052,PLACE_ON141045,1921
PLACE_ON123052,PLACE_ON147026,1921
PLACE_ON123052,PLACE_ON147009,1921
PLACE_ON123052,PLACE_ON147023,1921
PLACE_ON123052,PLACE_ON141043,1921
PLACE_ON123052,PLACE_ON141023,1921
PLACE_ON123052,PLACE_ON147031,1921
PLACE_ON123052,PLACE_ON120031,1921
PLACE_ON123052,PLACE_ON120004_1921,1921
PLACE_ON123052,PLACE_ON120032,1921
PLACE_ON123052,PLACE_ON120017,1921
PLACE_ON123052,PLACE_ON120022,1921
PLACE_ON123052,PLACE_ON120035,1921
PLACE_ON123052,PLACE_ON120033,1921
PLACE_ON123052,PLACE_ON120034,1921
PLACE_ON123052,PLACE_ON147028,1921
PLACE_ON123052,PLACE_ON120024,1921
PLACE_ON123052,PLACE_ON120018,1921
PLACE_ON123052,PLACE_ON120026,1921
PLACE_ON123052,PLACE_ON120015,1921
PLACE_ON123052,PLACE_ON120039,1921
PLACE_ON123052,PLACE_ON120040,1921
PLACE_ON123052,PLACE_ON120008_1921,1921
PLACE_ON123052,PLACE_ON120003_1921,1921
PLACE_ON123052,PLACE_ON120016,1921
PLACE_ON123052,PLACE_ON120037,1921
PLACE_ON123052,PLACE_ON120038,1921
PLACE_ON123052,PLACE_ON120046,1921
PLACE_ON123052,PLACE_ON120036,1921
PLACE_ON123052,PLACE_ON147033,1921
PLACE_ON123052,PLACE_ON147032,1921
PLACE_ON123052,PLACE_ON147003,1921
PLACE_ON123052,PLACE_ON147030,1921
PLACE_ON123052,PLACE_ON141044,1921
PLACE_ON129001_1881,PLACE_ON116001_1921,1921
PLACE_ON129001_1881,PLACE_ON116011,1921
PLACE_ON129003_1911,PLACE_ON116008,1921
PLACE_ON129003_1911,PLACE_ON116004_1921,1921
PLACE_ON129003_1911,PLACE_ON116009,1921
PLACE_ON129003_1911,PLACE_ON116002_1921,1921
PLACE_ON129003_1911,PLACE_ON116010,1921
