raw_cd_id,year,chain_place_id
CD_ON_Dundas,1881,CD_ON_Dundas
CD_ON_Dundas,1891,CD_ON_Dundas
CD_ON_Dundas,1901,CD_ON_Dundas
CD_ON_Dundas,1911,CD_ON_Dundas
CD_ON_Dundas,1921,CD_ON_Dundas
CD_ON_Durham,1851,CD_ON_Durham
CD_ON_Durham,1861,CD_ON_Durham_1861
CD_ON_Durham,1911,CD_ON_Durham
CD_ON_Durham,1921,CD_ON_Durham
"CD_ON_Durham,_East—Est",1871,CD_ON_Durham_East
"CD_ON_Durham,_East—Est",1881,CD_ON_Durham_East
"CD_ON_Durham,_East—Est",1891,CD_ON_Durham_East
"CD_ON_Durham,_East—Est",1901,CD_ON_Durham_East
"CD_ON_Durham,_West—Ouest",1871,CD_ON_Durham_West
"CD_ON_Durham,_West—Ouest",1881,CD_ON_Durham_West
"CD_ON_Durham,_West—Ouest",1891,CD_ON_Durham_West
"CD_ON_Durham,_West—Ouest",1901,CD_ON_Durham_West
CD_ON_Durham_,1861,CD_ON_Durham
CD_ON_Durham_East,1871,CD_ON_Durham_East_1871
CD_ON_Durham_East,1881,CD_ON_Durham_East_1881
CD_ON_Durham_East,1891,CD_ON_Durham_East_1891
CD_ON_Durham_East,1901,CD_ON_Durham_East_1901
CD_ON_Durham_West,1871,CD_ON_Durham_West_1871
CD_ON_Durham_West,1881,CD_ON_Durham_West_1881
CD_ON_Durham_West,1891,CD_ON_Durham_West_1891
CD_ON_Durham_West,1901,CD_ON_Durham_West_1901
CD_ON_Elgin,1851,CD_ON_Elgin
CD_ON_Elgin,1861,CD_ON_Elgin
CD_ON_Elgin,1921,CD_ON_Elgin
"CD_ON_Elgin,_East—Est",1871,CD_ON_Elgin_East
"CD_ON_Elgin,_East—Est",1881,CD_ON_Elgin_East
"CD_ON_Elgin,_East—Est",1891,CD_ON_Elgin_East
"CD_ON_Elgin,_East—Est",1901,CD_ON_Elgin_East
"CD_ON_Elgin,_West—Ouest",1871,CD_ON_Elgin_West
"CD_ON_Elgin,_West—Ouest",1881,CD_ON_Elgin_West
"CD_ON_Elgin,_West—Ouest",1891,CD_ON_Elgin_West
"CD_ON_Elgin,_West—Ouest",1901,CD_ON_Elgin_West
CD_ON_Elgin_E,1911,CD_ON_Elgin_East
CD_ON_Elgin_East,1871,CD_ON_Elgin_East_1871
CD_ON_Elgin_East,1881,CD_ON_Elgin_East_1881
CD_ON_Elgin_East,1891,CD_ON_Elgin_East_1891
CD_ON_Elgin_East,1901,CD_ON_Elgin_East_1901
CD_ON_Elgin_East,1911,CD_ON_Elgin_East_1911
CD_ON_Elgin_W-O,1911,CD_ON_Elgin_West
CD_ON_Elgin_West,1871,CD_ON_Elgin_West_1871
CD_ON_Elgin_West,1881,CD_ON_Elgin_West_1881
CD_ON_Elgin_West,1891,CD_ON_Elgin_West_1891
CD_ON_Elgin_West,1901,CD_ON_Elgin_West_1901
CD_ON_Elgin_West,1911,CD_ON_Elgin_West_1911
CD_ON_Essex,1851,CD_ON_Essex
CD_ON_Essex,1861,CD_ON_Essex
CD_ON_Essex,1871,CD_ON_Essex
CD_ON_Essex,1881,CD_ON_Essex
CD_ON_Essex,1921,CD_ON_Essex
"CD_ON_Essex,_North—Nord",1891,CD_ON_Essex_North
"CD_ON_Essex,_North—Nord",1901,CD_ON_Essex_North
"CD_ON_Essex,_South—Sud",1891,CD_ON_Essex_South
"CD_ON_Essex,_South—Sud",1901,CD_ON_Essex_South
CD_ON_Essex_N,1911,CD_ON_Essex_North
CD_ON_Essex_North,1891,CD_ON_Essex_North_1891
CD_ON_Essex_North,1901,CD_ON_Essex_North_1901
CD_ON_Essex_North,1911,CD_ON_Essex_North_1911
CD_ON_Essex_S,1911,CD_ON_Essex_South
CD_ON_Essex_South,1891,CD_ON_Essex_South_1891
CD_ON_Essex_South,1901,CD_ON_Essex_South_1901
CD_ON_Essex_South,1911,CD_ON_Essex_South_1911
CD_ON_Frontenac,1851,CD_ON_Frontenac
CD_ON_Frontenac,1861,CD_ON_Frontenac
CD_ON_Frontenac,1871,CD_ON_Frontenac
CD_ON_Frontenac,1881,CD_ON_Frontenac
CD_ON_Frontenac,1891,CD_ON_Frontenac
CD_ON_Frontenac,1901,CD_ON_Frontenac
CD_ON_Frontenac,1911,CD_ON_Frontenac
CD_ON_Frontenac,1921,CD_ON_Frontenac
CD_ON_Glengarry,1851,CD_ON_Glengarry
CD_ON_Glengarry,1861,CD_ON_Glengarry
CD_ON_Glengarry,1871,CD_ON_Glengarry
CD_ON_Glengarry,1881,CD_ON_Glengarry
CD_ON_Glengarry,1891,CD_ON_Glengarry
CD_ON_Glengarry,1901,CD_ON_Glengarry
CD_ON_Glengarry,1911,CD_ON_Glengarry
CD_ON_Glengarry,1921,CD_ON_Glengarry
CD_ON_Glengary,1851,CD_ON_Glengarry
CD_ON_Glengary_,1861,CD_ON_Glengarry
CD_ON_Grenville,1851,CD_ON_Grenville
CD_ON_Grenville,1861,CD_ON_Grenville_1861
CD_ON_Grenville,1911,CD_ON_Grenville
CD_ON_Grenville,1921,CD_ON_Grenville
"CD_ON_Grenville,_South—Sud",1871,CD_ON_Grenville_South
"CD_ON_Grenville,_South—Sud",1881,CD_ON_Grenville_South
"CD_ON_Grenville,_South—Sud",1891,CD_ON_Grenville_South
"CD_ON_Grenville,_South—Sud",1901,CD_ON_Grenville_South
CD_ON_Grenville_,1861,CD_ON_Grenville
CD_ON_Grenville_South,1871,CD_ON_Grenville_South_1871
CD_ON_Grenville_South,1881,CD_ON_Grenville_South_1881
CD_ON_Grenville_South,1891,CD_ON_Grenville_South_1891
CD_ON_Grenville_South,1901,CD_ON_Grenville_South_1901
CD_ON_Grey,1851,CD_ON_Grey
CD_ON_Grey,1861,CD_ON_Grey
CD_ON_Grey,1921,CD_ON_Grey_1921
"CD_ON_Grey,_East—Est",1881,CD_ON_Grey_East
"CD_ON_Grey,_East—Est",1891,CD_ON_Grey_East
"CD_ON_Grey,_East—Est",1901,CD_ON_Grey_East
"CD_ON_Grey,_North—Nord",1871,CD_ON_Grey_North
"CD_ON_Grey,_North—Nord",1881,CD_ON_Grey_North
"CD_ON_Grey,_North—Nord",1891,CD_ON_Grey_North
"CD_ON_Grey,_North—Nord",1901,CD_ON_Grey_North
"CD_ON_Grey,_South—Sud",1871,CD_ON_Grey_South
"CD_ON_Grey,_South—Sud",1881,CD_ON_Grey_South
"CD_ON_Grey,_South—Sud",1891,CD_ON_Grey_South
"CD_ON_Grey,_South—Sud",1901,CD_ON_Grey_South
CD_ON_Grey_E,1911,CD_ON_Grey_East_1911
CD_ON_Grey_East,1881,CD_ON_Grey_East_1881
CD_ON_Grey_East,1891,CD_ON_Grey_East_1891
CD_ON_Grey_East,1901,CD_ON_Grey_East_1901
CD_ON_Grey_East,1911,CD_ON_Grey_East_1911_1911
CD_ON_Grey_N,1911,CD_ON_Grey_North_1911
CD_ON_Grey_North,1871,CD_ON_Grey_North_1871
CD_ON_Grey_North,1881,CD_ON_Grey_North_1881
CD_ON_Grey_North,1891,CD_ON_Grey_North_1891
CD_ON_Grey_North,1901,CD_ON_Grey_North_1901
CD_ON_Grey_North,1911,CD_ON_Grey_North_1911_1911
CD_ON_Grey_S,1911,CD_ON_Grey_South_1911
CD_ON_Grey_South,1871,CD_ON_Grey_South_1871
CD_ON_Grey_South,1881,CD_ON_Grey_South_1881
CD_ON_Grey_South,1891,CD_ON_Grey_South_1891
CD_ON_Grey_South,1901,CD_ON_Grey_South_1901
CD_ON_Grey_South,1911,CD_ON_Grey_South_1911_1911
CD_ON_Haldimand,1851,CD_ON_Haldimand
CD_ON_Haldimand,1861,CD_ON_Haldimand
CD_ON_Haldimand,1871,CD_ON_Haldimand
CD_ON_Haldimand,1881,CD_ON_Haldimand
CD_ON_Haldimand,1891,CD_ON_Haldimand
CD_ON_Haldimand,1911,CD_ON_Haldimand_1911
CD_ON_Haldimand,1921,CD_ON_Haldimand_1911
CD_ON_Haldimand_&_Monok,1901,CD_ON_Haldimand_&_Monok
CD_ON_Haldimand_1911,1911,CD_ON_Haldimand_1911_1911
CD_ON_Haldimand_1911,1921,CD_ON_Haldimand_1921
CD_ON_Haliburton,1921,CD_ON_Haliburton
CD_ON_Halton,1851,CD_ON_Halton
CD_ON_Halton,1861,CD_ON_Halton
CD_ON_Halton,1871,CD_ON_Halton
CD_ON_Halton,1881,CD_ON_Halton
CD_ON_Halton,1891,CD_ON_Halton
CD_ON_Halton,1901,CD_ON_Halton
CD_ON_Halton,1911,CD_ON_Halton
CD_ON_Halton,1921,CD_ON_Halton
CD_ON_Hamilton,1851,CD_ON_Hamilton
CD_ON_Hamilton,1861,CD_ON_Hamilton
CD_ON_Hamilton,1871,CD_ON_Hamilton
"CD_ON_Hamilton,_City—Cité",1881,CD_ON_Hamilton_City
"CD_ON_Hamilton,_City—Cité",1891,CD_ON_Hamilton_City
"CD_ON_Hamilton,_City—Cité",1901,CD_ON_Hamilton_City
CD_ON_Hamilton_City,1881,CD_ON_Hamilton_City_1881
CD_ON_Hamilton_City,1891,CD_ON_Hamilton_City_1891
CD_ON_Hamilton_City,1901,CD_ON_Hamilton_City_1901
CD_ON_Hamilton_E,1911,CD_ON_Hamilton_East
CD_ON_Hamilton_East,1911,CD_ON_Hamilton_East_1911
CD_ON_Hamilton_W-O,1911,CD_ON_Hamilton_West
CD_ON_Hamilton_West,1911,CD_ON_Hamilton_West_1911
CD_ON_Hastings,1851,CD_ON_Hastings
CD_ON_Hastings,1861,CD_ON_Hastings
CD_ON_Hastings,1921,CD_ON_Hastings_1921
"CD_ON_Hastings,_East—Est",1871,CD_ON_Hastings_East
"CD_ON_Hastings,_East—Est",1881,CD_ON_Hastings_East
"CD_ON_Hastings,_East—Est",1891,CD_ON_Hastings_East
"CD_ON_Hastings,_East—Est",1901,CD_ON_Hastings_East
"CD_ON_Hastings,_North—Nord",1871,CD_ON_Hastings_North
"CD_ON_Hastings,_North—Nord",1881,CD_ON_Hastings_North
"CD_ON_Hastings,_North—Nord",1891,CD_ON_Hastings_North
"CD_ON_Hastings,_North—Nord",1901,CD_ON_Hastings_North
"CD_ON_Hastings,_West—Ouest",1871,CD_ON_Hastings_West
"CD_ON_Hastings,_West—Ouest",1881,CD_ON_Hastings_West
"CD_ON_Hastings,_West—Ouest",1891,CD_ON_Hastings_West
"CD_ON_Hastings,_West—Ouest",1901,CD_ON_Hastings_West
CD_ON_Hastings_1921,1921,CD_ON_Hastings_1921_1921
CD_ON_Hastings_E,1911,CD_ON_Hastings_East
CD_ON_Hastings_East,1871,CD_ON_Hastings_East_1871
CD_ON_Hastings_East,1881,CD_ON_Hastings_East_1881
CD_ON_Hastings_East,1891,CD_ON_Hastings_East_1891
CD_ON_Hastings_East,1901,CD_ON_Hastings_East_1901
CD_ON_Hastings_East,1911,CD_ON_Hastings_East_1911
CD_ON_Hastings_North,1871,CD_ON_Hastings_North_1871
CD_ON_Hastings_North,1881,CD_ON_Hastings_North_1881
CD_ON_Hastings_North,1891,CD_ON_Hastings_North_1891
CD_ON_Hastings_North,1901,CD_ON_Hastings_North_1901
CD_ON_Hastings_W-O,1911,CD_ON_Hastings_West
CD_ON_Hastings_West,1871,CD_ON_Hastings_West_1871
CD_ON_Hastings_West,1881,CD_ON_Hastings_West_1881
CD_ON_Hastings_West,1891,CD_ON_Hastings_West_1891
CD_ON_Hastings_West,1901,CD_ON_Hastings_West_1901
CD_ON_Hastings_West,1911,CD_ON_Hastings_West_1911
CD_ON_Huron,1851,CD_ON_Huron
CD_ON_Huron,1861,CD_ON_Huron
CD_ON_Huron,1921,CD_ON_Huron_1921
"CD_ON_Huron,_Centre",1881,CD_ON_Huron_Centre
"CD_ON_Huron,_East—Est",1891,CD_ON_Huron_East
"CD_ON_Huron,_East—Est",1901,CD_ON_Huron_East
"CD_ON_Huron,_North—Nord",1871,CD_ON_Huron_North
"CD_ON_Huron,_North—Nord",1881,CD_ON_Huron_North
"CD_ON_Huron,_South—Sud",1871,CD_ON_Huron_South
"CD_ON_Huron,_South—Sud",1881,CD_ON_Huron_South
"CD_ON_Huron,_South—Sud",1891,CD_ON_Huron_South_1891
"CD_ON_Huron,_South—Sud",1901,CD_ON_Huron_South_1891
"CD_ON_Huron,_West—Ouest",1891,CD_ON_Huron_West
"CD_ON_Huron,_West—Ouest",1901,CD_ON_Huron_West
CD_ON_Huron_1921,1921,CD_ON_Huron_1921_1921
CD_ON_Huron_Centre,1881,CD_ON_Huron_Centre_1881
CD_ON_Huron_E,1911,CD_ON_Huron_East
CD_ON_Huron_East,1891,CD_ON_Huron_East_1891
CD_ON_Huron_East,1901,CD_ON_Huron_East_1901
CD_ON_Huron_East,1911,CD_ON_Huron_East_1911
CD_ON_Huron_North,1871,CD_ON_Huron_North_1871
CD_ON_Huron_North,1881,CD_ON_Huron_North_1881
CD_ON_Huron_S,1911,CD_ON_Huron_South
CD_ON_Huron_South,1871,CD_ON_Huron_South_1871
CD_ON_Huron_South,1881,CD_ON_Huron_South_1881
CD_ON_Huron_South,1891,CD_ON_Huron_South_1891_1891
CD_ON_Huron_South,1901,CD_ON_Huron_South_1901
CD_ON_Huron_South,1911,CD_ON_Huron_South_1911_1911
CD_ON_Huron_W-O,1911,CD_ON_Huron_West_1911
CD_ON_Huron_West,1891,CD_ON_Huron_West_1891
CD_ON_Huron_West,1901,CD_ON_Huron_West_1901
CD_ON_Huron_West,1911,CD_ON_Huron_West_1911_1911
CD_ON_Kenora,1921,CD_ON_Kenora
CD_ON_Kent,1851,CD_ON_Kent
CD_ON_Kent,1861,CD_ON_Kent
CD_ON_Kent,1881,CD_ON_Kent_1871
CD_ON_Kent,1891,CD_ON_Kent_1871
CD_ON_Kent,1901,CD_ON_Kent_1871
CD_ON_Kent,1921,CD_ON_Kent
CD_ON_Kent_1871,1871,CD_ON_Kent
CD_ON_Kent_1871,1881,CD_ON_Kent_1881
CD_ON_Kent_1871,1891,CD_ON_Kent_1891
CD_ON_Kent_1871,1901,CD_ON_Kent_1901
CD_ON_Kent_1871,1911,CD_ON_Kent
CD_ON_Kent_E,1911,CD_ON_Kent_East
CD_ON_Kent_East,1911,CD_ON_Kent_East_1911
CD_ON_Kent_W-O,1911,CD_ON_Kent_1871
CD_ON_Kingston,1861,CD_ON_Kingston
CD_ON_Kingston,1871,CD_ON_Kingston
CD_ON_Kingston,1911,CD_ON_Kingston
"CD_ON_Kingston,_City",1851,CD_ON_Kingston_City
"CD_ON_Kingston,_City—Cite",1881,CD_ON_Kingston_City_1881_1901
"CD_ON_Kingston,_City—Cite",1891,CD_ON_Kingston_City_1881_1901
"CD_ON_Kingston,_City—Cite",1901,CD_ON_Kingston_City_1881_1901
"CD_ON_Kingston,_City—Cité",1881,CD_ON_Kingston_City_1881
"CD_ON_Kingston,_City—Cité",1891,CD_ON_Kingston_City_1881
"CD_ON_Kingston,_City—Cité",1901,CD_ON_Kingston_City_1881
CD_ON_Kingston_City,1851,CD_ON_Kingston_City_1851
CD_ON_Kingston_City_1881,1881,CD_ON_Kingston_City_1881_1881
CD_ON_Kingston_City_1881,1891,CD_ON_Kingston_City_1891
CD_ON_Kingston_City_1881,1901,CD_ON_Kingston_City_1901_1901
CD_ON_Kingston_City_1881_1901,1881,CD_ON_Kingston_City_1881_1881_1881
CD_ON_Kingston_City_1881_1901,1891,CD_ON_Kingston_City_1891_1891
CD_ON_Kingston_City_1881_1901,1901,CD_ON_Kingston_City_1901
CD_ON_Lambton,1851,CD_ON_Lambton
CD_ON_Lambton,1861,CD_ON_Lambton
CD_ON_Lambton,1871,CD_ON_Lambton
CD_ON_Lambton,1881,CD_ON_Lambton
CD_ON_Lambton,1921,CD_ON_Lambton
"CD_ON_Lambton,_East—Est",1891,CD_ON_Lambton_East
"CD_ON_Lambton,_East—Est",1901,CD_ON_Lambton_East
"CD_ON_Lambton,_West—Ouest",1891,CD_ON_Lambton_West
"CD_ON_Lambton,_West—Ouest",1901,CD_ON_Lambton_West
CD_ON_Lambton_East,1891,CD_ON_Lambton_East_1891
CD_ON_Lambton_East,1901,CD_ON_Lambton_East_1901
CD_ON_Lambton_East,1911,CD_ON_Lambton_East
CD_ON_Lambton_W-O,1911,CD_ON_Lambton_West
CD_ON_Lambton_West,1891,CD_ON_Lambton_West_1891
CD_ON_Lambton_West,1901,CD_ON_Lambton_West_1901
CD_ON_Lambton_West,1911,CD_ON_Lambton_West_1911
CD_ON_Lanark,1851,CD_ON_Lanark
CD_ON_Lanark,1861,CD_ON_Lanark
CD_ON_Lanark,1921,CD_ON_Lanark
"CD_ON_Lanark,_North—Nord",1871,CD_ON_Lanark_North
"CD_ON_Lanark,_North—Nord",1881,CD_ON_Lanark_North
"CD_ON_Lanark,_North—Nord",1891,CD_ON_Lanark_North
"CD_ON_Lanark,_North—Nord",1901,CD_ON_Lanark_North
"CD_ON_Lanark,_South—Sud",1871,CD_ON_Lanark_South
"CD_ON_Lanark,_South—Sud",1881,CD_ON_Lanark_South
"CD_ON_Lanark,_South—Sud",1891,CD_ON_Lanark_South
"CD_ON_Lanark,_South—Sud",1901,CD_ON_Lanark_South
CD_ON_Lanark_N,1911,CD_ON_Lanark_North
CD_ON_Lanark_North,1871,CD_ON_Lanark_North_1871
CD_ON_Lanark_North,1881,CD_ON_Lanark_North_1881
CD_ON_Lanark_North,1891,CD_ON_Lanark_North_1891
CD_ON_Lanark_North,1901,CD_ON_Lanark_North_1901
CD_ON_Lanark_North,1911,CD_ON_Lanark_North_1911
CD_ON_Lanark_S,1911,CD_ON_Lanark_South
CD_ON_Lanark_South,1871,CD_ON_Lanark_South_1871
CD_ON_Lanark_South,1881,CD_ON_Lanark_South_1881
CD_ON_Lanark_South,1891,CD_ON_Lanark_South_1891
CD_ON_Lanark_South,1901,CD_ON_Lanark_South_1901
CD_ON_Lanark_South,1911,CD_ON_Lanark_South_1911
CD_ON_Leeds,1851,CD_ON_Leeds
CD_ON_Leeds,1861,CD_ON_Leeds
CD_ON_Leeds,1911,CD_ON_Leeds_1911
CD_ON_Leeds,1921,CD_ON_Leeds_1911
"CD_ON_Leeds,_South—Sud",1871,CD_ON_Leeds_South
"CD_ON_Leeds,_South—Sud",1881,CD_ON_Leeds_South
"CD_ON_Leeds,_South—Sud",1891,CD_ON_Leeds_South
"CD_ON_Leeds,_South—Sud",1901,CD_ON_Leeds_South
"CD_ON_Leeds_&_Grenville,_North—Nord",1871,CD_ON_Leeds_&_Grenville_North
"CD_ON_Leeds_&_Grenville,_North—Nord",1881,CD_ON_Leeds_&_Grenville_North
"CD_ON_Leeds_&_Grenville,_North—Nord",1891,CD_ON_Leeds_&_Grenville_North
"CD_ON_Leeds_&_Grenville,_North—Nord",1901,CD_ON_Leeds_&_Grenville_North
CD_ON_Leeds_&_Grenville_North,1871,CD_ON_Leeds_&_Grenville_North_1871
CD_ON_Leeds_&_Grenville_North,1881,CD_ON_Leeds_&_Grenville_North_1881
CD_ON_Leeds_&_Grenville_North,1891,CD_ON_Leeds_&_Grenville_North_1891
CD_ON_Leeds_&_Grenville_North,1901,CD_ON_Leeds_&_Grenville_North_1901
CD_ON_Leeds_1911,1911,CD_ON_Leeds_1911_1911
CD_ON_Leeds_1911,1921,CD_ON_Leeds_1921
CD_ON_Leeds_South,1871,CD_ON_Leeds_South_1871
CD_ON_Leeds_South,1881,CD_ON_Leeds_South_1881
CD_ON_Leeds_South,1891,CD_ON_Leeds_South_1891
CD_ON_Leeds_South,1901,CD_ON_Leeds_South_1901
CD_ON_Lennox,1851,CD_ON_Lennox
CD_ON_Lennox,1871,CD_ON_Lennox_1871
CD_ON_Lennox,1881,CD_ON_Lennox_1871
CD_ON_Lennox,1891,CD_ON_Lennox_1871
CD_ON_Lennox,1901,CD_ON_Lennox_1871
CD_ON_Lennox,1921,CD_ON_Lennox_1921
CD_ON_Lennox_&_Addington,1911,CD_ON_Lennox_&_Addington
CD_ON_Lennox_1871,1871,CD_ON_Lennox_1871_1871
CD_ON_Lennox_1871,1881,CD_ON_Lennox_1881
CD_ON_Lennox_1871,1891,CD_ON_Lennox_1891
CD_ON_Lennox_1871,1901,CD_ON_Lennox_1901
CD_ON_Lennox_1921,1921,CD_ON_Lennox_1921_1921
CD_ON_Lennox_and_Addington,1861,CD_ON_Lennox_and_Addington_1861
CD_ON_Lennox_and_Addington_,1861,CD_ON_Lennox_and_Addington
CD_ON_Lincoln,1851,CD_ON_Lincoln
CD_ON_Lincoln,1861,CD_ON_Lincoln
CD_ON_Lincoln,1871,CD_ON_Lincoln
CD_ON_Lincoln,1881,CD_ON_Lincoln
CD_ON_Lincoln,1911,CD_ON_Lincoln
CD_ON_Lincoln,1921,CD_ON_Lincoln
CD_ON_Lincoln_&_Niagara,1891,CD_ON_Lincoln_&_Niagara
CD_ON_Lincoln_&_Niagara,1901,CD_ON_Lincoln_&_Niagara
CD_ON_London,1851,CD_ON_London_City
CD_ON_London,1861,CD_ON_London_City
CD_ON_London,1871,CD_ON_London_City
CD_ON_London,1911,CD_ON_London
"CD_ON_London,_City—Cité",1881,CD_ON_London_City
"CD_ON_London,_City—Cité",1891,CD_ON_London_City
"CD_ON_London,_City—Cité",1901,CD_ON_London_City
CD_ON_London_City,1851,CD_ON_London_City_1851
CD_ON_London_City,1861,CD_ON_London_City_1851
CD_ON_London_City,1871,CD_ON_London_City_1851
CD_ON_London_City,1881,CD_ON_London_City_1881
CD_ON_London_City,1891,CD_ON_London_City_1891
CD_ON_London_City,1901,CD_ON_London_City_1901
CD_ON_Manitoulin,1871,CD_ON_Manitoulin
CD_ON_Manitoulin,1921,CD_ON_Manitoulin_1921
CD_ON_Manitoulin_1921,1921,CD_ON_Manitoulin_1921_1921
CD_ON_Middlesex,1851,CD_ON_Middlesex
CD_ON_Middlesex,1861,CD_ON_Middlesex
CD_ON_Middlesex,1921,CD_ON_Middlesex_1921
"CD_ON_Middlesex,_East—Est",1871,CD_ON_Middlesex_East
"CD_ON_Middlesex,_East—Est",1881,CD_ON_Middlesex_East
"CD_ON_Middlesex,_East—Est",1891,CD_ON_Middlesex_East_1891
"CD_ON_Middlesex,_East—Est",1901,CD_ON_Middlesex_East_1891
"CD_ON_Middlesex,_North—Nord",1871,CD_ON_Middlesex_North
"CD_ON_Middlesex,_North—Nord",1881,CD_ON_Middlesex_North
"CD_ON_Middlesex,_North—Nord",1891,CD_ON_Middlesex_North_1891
"CD_ON_Middlesex,_North—Nord",1901,CD_ON_Middlesex_North_1891
"CD_ON_Middlesex,_South—Sud",1891,CD_ON_Middlesex_South
"CD_ON_Middlesex,_South—Sud",1901,CD_ON_Middlesex_South
"CD_ON_Middlesex,_West—Ouest",1871,CD_ON_Middlesex_West
"CD_ON_Middlesex,_West—Ouest",1881,CD_ON_Middlesex_West
"CD_ON_Middlesex,_West—Ouest",1891,CD_ON_Middlesex_West_1891
"CD_ON_Middlesex,_West—Ouest",1901,CD_ON_Middlesex_West_1891
CD_ON_Middlesex_E,1911,CD_ON_Middlesex_East
CD_ON_Middlesex_East,1871,CD_ON_Middlesex_East_1871
CD_ON_Middlesex_East,1881,CD_ON_Middlesex_East_1881
CD_ON_Middlesex_East,1891,CD_ON_Middlesex_East_1891_1891
CD_ON_Middlesex_East,1901,CD_ON_Middlesex_East_1901
CD_ON_Middlesex_East,1911,CD_ON_Middlesex_East_1911_1911
CD_ON_Middlesex_N,1911,CD_ON_Middlesex_North
CD_ON_Middlesex_North,1871,CD_ON_Middlesex_North_1871
CD_ON_Middlesex_North,1881,CD_ON_Middlesex_North_1881
CD_ON_Middlesex_North,1891,CD_ON_Middlesex_North_1891_1891
CD_ON_Middlesex_North,1901,CD_ON_Middlesex_North_1901
CD_ON_Middlesex_North,1911,CD_ON_Middlesex_North_1911_1911
CD_ON_Middlesex_South,1891,CD_ON_Middlesex_South_1891
CD_ON_Middlesex_South,1901,CD_ON_Middlesex_South_1901
CD_ON_Middlesex_W-O,1911,CD_ON_Middlesex_West
CD_ON_Middlesex_West,1871,CD_ON_Middlesex_West_1871
CD_ON_Middlesex_West,1881,CD_ON_Middlesex_West_1881
CD_ON_Middlesex_West,1891,CD_ON_Middlesex_West_1891_1891
CD_ON_Middlesex_West,1901,CD_ON_Middlesex_West_1901
CD_ON_Middlesex_West,1911,CD_ON_Middlesex_West_1911_1911
CD_ON_Monck,1871,CD_ON_Monck
CD_ON_Monck,1881,CD_ON_Monck
CD_ON_Monck,1891,CD_ON_Monck
CD_ON_Muskoka,1871,CD_ON_Muskoka
CD_ON_Muskoka,1881,CD_ON_Muskoka
CD_ON_Muskoka,1911,CD_ON_Muskoka_1911
CD_ON_Muskoka,1921,CD_ON_Muskoka_1911
CD_ON_Muskoka_&_Parry_Sound,1891,CD_ON_Muskoka_&_Parry_Sound
CD_ON_Muskoka_&_Parry_Sound,1901,CD_ON_Muskoka_&_Parry_Sound
CD_ON_Muskoka_1911,1911,CD_ON_Muskoka_1911_1911
CD_ON_Muskoka_1911,1921,CD_ON_Muskoka_1921
CD_ON_Niagara,1871,CD_ON_Niagara
CD_ON_Niagara,1881,CD_ON_Niagara
CD_ON_Nipissing,1861,CD_ON_Nipissing
CD_ON_Nipissing,1891,CD_ON_Nipissing_1891
CD_ON_Nipissing,1901,CD_ON_Nipissing_1891
CD_ON_Nipissing,1911,CD_ON_Nipissing_1891
CD_ON_Nipissing,1921,CD_ON_Nipissing_1891
"CD_ON_Nipissing,_North—Nord",1871,CD_ON_Nipissing_North
"CD_ON_Nipissing,_South—Sud",1871,CD_ON_Nipissing_South
CD_ON_Nipissing_1891,1891,CD_ON_Nipissing_1891_1891
CD_ON_Nipissing_1891,1901,CD_ON_Nipissing_1901
CD_ON_Nipissing_1891,1911,CD_ON_Nipissing_1911
CD_ON_Nipissing_1891,1921,CD_ON_Nipissing_1921
CD_ON_Nipissing_North,1871,CD_ON_Nipissing_North_1871
CD_ON_Nipissing_South,1871,CD_ON_Nipissing_South_1871
CD_ON_Norfolk,1851,CD_ON_Norfolk
CD_ON_Norfolk,1861,CD_ON_Norfolk
CD_ON_Norfolk,1911,CD_ON_Norfolk
CD_ON_Norfolk,1921,CD_ON_Norfolk
"CD_ON_Norfolk,_North—Nord",1871,CD_ON_Norfolk_North
"CD_ON_Norfolk,_North—Nord",1881,CD_ON_Norfolk_North
"CD_ON_Norfolk,_North—Nord",1891,CD_ON_Norfolk_North
"CD_ON_Norfolk,_North—Nord",1901,CD_ON_Norfolk_North
"CD_ON_Norfolk,_South—Sud",1871,CD_ON_Norfolk_South
"CD_ON_Norfolk,_South—Sud",1881,CD_ON_Norfolk_South
"CD_ON_Norfolk,_South—Sud",1891,CD_ON_Norfolk_South
"CD_ON_Norfolk,_South—Sud",1901,CD_ON_Norfolk_South
CD_ON_Norfolk_North,1871,CD_ON_Norfolk_North_1871
CD_ON_Norfolk_North,1881,CD_ON_Norfolk_North_1881
CD_ON_Norfolk_North,1891,CD_ON_Norfolk_North_1891
CD_ON_Norfolk_North,1901,CD_ON_Norfolk_North_1901
CD_ON_Norfolk_South,1871,CD_ON_Norfolk_South_1871
CD_ON_Norfolk_South,1881,CD_ON_Norfolk_South_1881
CD_ON_Norfolk_South,1891,CD_ON_Norfolk_South_1891
CD_ON_Norfolk_South,1901,CD_ON_Norfolk_South_1901
CD_ON_Northumber_Land_E,1911,CD_ON_Northumberland_East
CD_ON_Northumber_Land_W-O,1911,CD_ON_Northumberland_West
CD_ON_Northumberland,1851,CD_ON_Northumberland
CD_ON_Northumberland,1861,CD_ON_Northumberland
CD_ON_Northumberland,1921,CD_ON_Northumberland
"CD_ON_Northumberland,_East—Est",1871,CD_ON_Northumberland_East
"CD_ON_Northumberland,_East—Est",1881,CD_ON_Northumberland_East
