uid_from,year_from,name_from,canon_from,uid_to,year_to,name_to,canon_to,rel,iou,frac_from,frac_to,source,accept_rule,chain_place_id
"CD_ON_Renfrew,_South—Sud",1901,"Renfrew, South—Sud",Renfrew South,CD_ON_Renfrew_S,1911,Renfrew S,Renfrew South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Renfrew_South
CD_ON_Russell,1901,Russell,Russell,CD_ON_Russell,1911,Russell,Russell,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Russell
"CD_ON_Simcoe,_East—Est",1901,"Simcoe, East—Est",Simcoe East,CD_ON_Simcoe_E,1911,Simcoe E,Simcoe East,CONTAINS,0.5444,0.5444,1.0,high_confidence,3,CD_ON_Simcoe_East
"CD_ON_Simcoe,_North—Nord",1901,"Simcoe, North—Nord",Simcoe North,CD_ON_Simcoe_N,1911,Simcoe N,Simcoe North,WITHIN,0.7418,0.9885,0.7483,high_confidence,3,CD_ON_Simcoe_North
"CD_ON_Waterloo,_North—Nord",1901,"Waterloo, North—Nord",Waterloo North,CD_ON_Waterloo_N,1911,Waterloo N,Waterloo North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Waterloo_North
"CD_ON_Waterloo,_South—Sud",1901,"Waterloo, South—Sud",Waterloo South,CD_ON_Waterloo_S,1911,Waterloo S,Waterloo South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Waterloo_South
CD_ON_Welland,1901,Welland,Welland,CD_ON_Welland,1911,Welland,Welland,WITHIN,0.6656,1.0,0.6656,high_confidence,3,CD_ON_Welland
"CD_ON_Wellington,_South—Sud",1901,"Wellington, South—Sud",Wellington South,CD_ON_Wellington_S,1911,Wellington S,Wellington South,WITHIN,0.788,1.0,0.788,high_confidence,3,CD_ON_Wellington_South
CD_PE_Kings,1901,Kings,Kings,CD_PE_Kings,1911,Kings,Kings,WITHIN,0.8341,1.0,0.8341,high_confidence,3,CD_PE_Kings
CD_QC_Argenteuil,1901,Argenteuil,Argenteuil,CD_QC_Argenteuil,1911,Argenteuil,Argenteuil,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Argenteuil
CD_QC_Beauce,1901,Beauce,Beauce,CD_QC_Beauce,1911,Beauce,Beauce,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Beauce
CD_QC_Beauharnois,1901,Beauharnois,Beauharnois,CD_QC_Beauharnois,1911,Beauharnois,Beauharnois,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Beauharnois
CD_QC_Bellechasse,1901,Bellechasse,Bellechasse,CD_QC_Bellechasse,1911,Bellechasse,Bellechasse,WITHIN,0.9415,0.9911,0.9495,high_confidence,3,CD_QC_Bellechasse
CD_QC_Berthier,1901,Berthier,Berthier,CD_QC_Berthier,1911,Berthier,Berthier,SAME_AS,0.9851,0.9974,0.9876,high_confidence,1,CD_QC_Berthier
CD_QC_Bonaventure,1901,Bonaventure,Bonaventure,CD_QC_Bonaventure,1911,Bonaventure,Bonaventure,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Bonaventure
CD_QC_Brome,1901,Brome,Brome,CD_QC_Brome,1911,Brome,Brome,SAME_AS,0.9918,0.9918,1.0,high_confidence,1,CD_QC_Brome
CD_QC_Chambly_&_Verchères,1901,Chambly & Verchères,Chambly & Verchères,CD_QC_Chambly_&_Verchères,1911,Chambly & Verchères,Chambly & Verchères,SAME_AS,0.9992,1.0,0.9992,high_confidence,1,CD_QC_Chambly_&_Verchères
CD_QC_Charlevoix,1901,Charlevoix,Charlevoix,CD_QC_Charlevoix,1911,Charlevoix,Charlevoix,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Charlevoix
CD_QC_Chicoutimi_&_Saguenay,1901,Chicoutimi & Saguenay,Chicoutimi & Saguenay,CD_QC_Chicoutimi_&_Saguenay,1911,Chicoutimi & Saguenay,Chicoutimi & Saguenay,WITHIN,0.8342,1.0,0.8342,high_confidence,3,CD_QC_Chicoutimi_&_Saguenay
CD_QC_Compton,1901,Compton,Compton,CD_QC_Compton,1911,Compton,Compton,WITHIN,0.9561,0.9561,1.0,high_confidence,3,CD_QC_Compton
CD_QC_Deux-Montagnes,1901,Deux-Montagnes,Deux-Montagnes,CD_QC_Deux-Montagnes,1911,Deux-Montagnes,Deux-Montagnes,SAME_AS,0.9916,1.0,0.9916,high_confidence,1,CD_QC_Deux-Montagnes
CD_QC_Dorchester,1901,Dorchester,Dorchester,CD_QC_Dorchester,1911,Dorchester,Dorchester,SAME_AS,0.9808,0.9824,0.9983,high_confidence,1,CD_QC_Dorchester
CD_QC_Drummond_&_Arthabaska,1901,Drummond & Arthabaska,Drummond & Arthabaska,CD_QC_Drummond_&_Arthabaska,1911,Drummond & Arthabaska,Drummond & Arthabaska,CONTAINS,0.8907,0.8907,1.0,high_confidence,3,CD_QC_Drummond_&_Arthabaska
CD_QC_Gaspé,1901,Gaspé,Gaspé,CD_QC_Gaspé,1911,Gaspé,Gaspé,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Gaspé
CD_QC_Hochelaga,1901,Hochelaga,Hochelaga,CD_QC_Hochelaga,1911,Hochelaga,Hochelaga,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Hochelaga
CD_QC_Huntingdon,1901,Huntingdon,Huntingdon,CD_QC_Huntingdon,1911,Huntingdon,Huntingdon,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Huntingdon
CD_QC_Jacques-Cartier,1901,Jacques-Cartier,Jacques-Cartier,CD_QC_Jacques-Cartier,1911,Jacques-Cartier,Jacques-Cartier,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Jacques-Cartier_1901
CD_QC_Joliette,1901,Joliette,Joliette,CD_QC_Joliette,1911,Joliette,Joliette,SAME_AS,0.9995,1.0,0.9995,high_confidence,1,CD_QC_Joliette
CD_QC_Kamouraska,1901,Kamouraska,Kamouraska,CD_QC_Kamouraska,1911,Kamouraska,Kamouraska,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Kamouraska
CD_QC_Labelle,1901,Labelle,Labelle,CD_QC_Labelle,1911,Labelle,Labelle,WITHIN,0.77,0.9977,0.7714,high_confidence,3,CD_QC_Labelle
CD_QC_Laprairie_&_Napierville,1901,Laprairie & Napierville,Laprairie & Napierville,CD_QC_Laprairie_&_Napierville,1911,Laprairie & Napierville,Laprairie & Napierville,WITHIN,0.9263,0.9859,0.9388,high_confidence,3,CD_QC_Laprairie_&_Napierville
CD_QC_Laval,1901,Laval,Laval,CD_QC_Laval,1911,Laval,Laval,WITHIN,0.9728,0.9728,1.0,high_confidence,3,CD_QC_Laval
CD_QC_Lotbinière,1901,Lotbinière,Lotbinière,CD_QC_Lotbinière,1911,Lotbinière,Lotbinière,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Lotbinière
CD_QC_Lévis,1901,Lévis,Lévis,CD_QC_Lévis,1911,Lévis,Lévis,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Lévis
CD_QC_L’Islet,1901,L’Islet,L’Islet,CD_QC_L'Islet,1911,L'Islet,L'Islet,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_L'Islet
CD_QC_Maisonneuve,1901,Maisonneuve,Maisonneuve,CD_QC_Maisonneuve,1911,Maisonneuve,Maisonneuve,WITHIN,0.8254,1.0,0.8254,high_confidence,3,CD_QC_Maisonneuve
CD_QC_Maskinongé,1901,Maskinongé,Maskinongé,CD_QC_Maskinongé,1911,Maskinongé,Maskinongé,CONTAINS,0.5149,0.5156,0.9972,high_confidence,3,CD_QC_Maskinongé
CD_QC_Montcalm,1901,Montcalm,Montcalm,CD_QC_Montcalm,1911,Montcalm,Montcalm,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Montcalm
CD_QC_Montmagny,1901,Montmagny,Montmagny,CD_QC_Montmagny,1911,Montmagny,Montmagny,WITHIN,0.9684,0.9744,0.9937,high_confidence,3,CD_QC_Montmagny
CD_QC_Montmorency,1901,Montmorency,Montmorency,CD_QC_Montmorency,1911,Montmorency,Montmorency,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Montmorency
"CD_QC_Montreal,_St._Antoine,_City—Cité",1901,"Montreal, St. Antoine, City—Cité","Montreal, St. Antoine City","CD_QC_Montréal,_St._Antoine",1911,"Montréal, St. Antoine","Montréal, St. Antoine",SAME_AS,1.0,1.0,1.0,high_confidence,1,"CD_QC_Montréal,_St._Antoine"
"CD_QC_Montreal,_St._Jacques,_City—Cité",1901,"Montreal, St. Jacques, City—Cité","Montreal, St. Jacques City","CD_QC_Montréal,_St._Jacques",1911,"Montréal, St. Jacques","Montréal, St. Jacques",SAME_AS,1.0,1.0,1.0,high_confidence,1,"CD_QC_Montréal,_St._Jacques"
"CD_QC_Montreal,_St._Laurent,_City—Cité",1901,"Montreal, St. Laurent, City—Cité","Montreal, St. Laurent City","CD_QC_Montréal,_St._Laurent",1911,"Montréal, St. Laurent","Montréal, St. Laurent",SAME_AS,1.0,1.0,1.0,high_confidence,1,"CD_QC_Montréal,_St._Laurent"
"CD_QC_Montreal,_Ste._Anne,_City—Cité",1901,"Montreal, Ste. Anne, City—Cité","Montreal, Ste. Anne City","CD_QC_Montréal,_Ste._Anne",1911,"Montréal, Ste. Anne","Montréal, Ste. Anne",SAME_AS,1.0,1.0,1.0,high_confidence,1,"CD_QC_Montréal,_Ste._Anne"
"CD_QC_Montreal,_Ste._Marie,_City—Cité",1901,"Montreal, Ste. Marie, City—Cité","Montreal, Ste. Marie City","CD_QC_Montréal,_Ste._Marie",1911,"Montréal, Ste. Marie","Montréal, Ste. Marie",SAME_AS,1.0,1.0,1.0,high_confidence,1,"CD_QC_Montréal,_Ste._Marie"
CD_QC_Mégantic,1901,Mégantic,Mégantic,CD_QC_Mégantic,1911,Mégantic,Mégantic,WITHIN,0.9772,1.0,0.9772,high_confidence,3,CD_QC_Mégantic
CD_QC_Nicolet,1901,Nicolet,Nicolet,CD_QC_Nicolet,1911,Nicolet,Nicolet,WITHIN,0.9218,0.9972,0.9242,high_confidence,3,CD_QC_Nicolet
CD_QC_Pontiac,1901,Pontiac,Pontiac,CD_QC_Pontiac,1911,Pontiac,Pontiac,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Pontiac
CD_QC_Portneuf,1901,Portneuf,Portneuf,CD_QC_Portneuf,1911,Portneuf,Portneuf,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Portneuf
"CD_QC_Quebec,_Centre,_City—Cité",1901,"Quebec, Centre, City—Cité",Quebec Centre City,CD_QC_Québec_Centre,1911,Québec Centre,Québec Centre,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Québec_Centre
"CD_QC_Quebec,_County—Comté",1901,"Quebec, County—Comté",Quebec County,CD_QC_Québec_County,1911,Québec County,Québec County,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Quebec_County
"CD_QC_Quebec,_East-Est,_City—Cité",1901,"Quebec, East-Est, City—Cité",Quebec East City,CD_QC_Québec_Est,1911,Québec Est,Québec East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Québec_East
"CD_QC_Quebec,_West-Ouest,_City—Cité",1901,"Quebec, West-Ouest, City—Cité",Quebec West City,CD_QC_Québec_W-O,1911,Québec W-O,Québec West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Québec_West
CD_QC_Richelieu,1901,Richelieu,Richelieu,CD_QC_Richelieu,1911,Richelieu,Richelieu,WITHIN,0.876,0.9751,0.896,high_confidence,3,CD_QC_Richelieu
CD_QC_Richmond_&_Wolfe,1901,Richmond & Wolfe,Richmond & Wolfe,CD_QC_Richmond_&_Wolfe,1911,Richmond & Wolfe,Richmond & Wolfe,SAME_AS,0.9908,1.0,0.9908,high_confidence,1,CD_QC_Richmond_&_Wolfe
CD_QC_Rimouski,1901,Rimouski,Rimouski,CD_QC_Rimouski,1911,Rimouski,Rimouski,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Rimouski
CD_QC_Rouville,1901,Rouville,Rouville,CD_QC_Rouville,1911,Rouville,Rouville,CONTAINS,0.8403,0.8445,0.9942,high_confidence,3,CD_QC_Rouville
CD_QC_Shefford,1901,Shefford,Shefford,CD_QC_Shefford,1911,Shefford,Shefford,WITHIN,0.979,1.0,0.979,high_confidence,3,CD_QC_Shefford
CD_QC_Sherbrooke,1901,Sherbrooke,Sherbrooke,CD_QC_Sherbrooke,1911,Sherbrooke,Sherbrooke,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Sherbrooke_1861
CD_QC_Soulanges,1901,Soulanges,Soulanges,CD_QC_Soulanges,1911,Soulanges,Soulanges,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Soulanges
CD_QC_St._Hyacinthe,1901,St. Hyacinthe,St. Hyacinthe,CD_QC_St._Hyacinthe,1911,St. Hyacinthe,St. Hyacinthe,SAME_AS,0.9843,1.0,0.9843,high_confidence,1,CD_QC_St._Hyacinthe
CD_QC_Stanstead,1901,Stanstead,Stanstead,CD_QC_Stanstead,1911,Stanstead,Stanstead,WITHIN,0.8952,1.0,0.8952,high_confidence,3,CD_QC_Stanstead
CD_QC_Temiscouata,1901,Temiscouata,Temiscouata,CD_QC_Témiscouata,1911,Témiscouata,Témiscouata,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Temiscouata
CD_QC_Terrebonne,1901,Terrebonne,Terrebonne,CD_QC_Terrebonne,1911,Terrebonne,Terrebonne,SAME_AS,0.9911,1.0,0.9911,high_confidence,1,CD_QC_Terrebonne
CD_QC_Vaudreuil,1901,Vaudreuil,Vaudreuil,CD_QC_Vaudreuil,1911,Vaudreuil,Vaudreuil,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Vaudreuil
CD_QC_Wright,1901,Wright,Wright,CD_QC_Wright,1911,Wright,Wright,CONTAINS,0.7312,0.7312,1.0,high_confidence,3,CD_QC_Wright
CD_QC_Yamaska,1901,Yamaska,Yamaska,CD_QC_Yamaska,1911,Yamaska,Yamaska,WITHIN,0.7762,1.0,0.7762,high_confidence,3,CD_QC_Yamaska
CD_BC_Nanaimo,1911,Nanaimo,Nanaimo,CD_BC_Nanaimo,1921,Nanaimo,Nanaimo,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_BC_Nanaimo
CD_BC_New_Westminster,1911,New Westminster,New Westminster,CD_BC_New_Westminster,1921,New Westminster,New Westminster,CONTAINS,0.0671,0.0671,1.0,high_confidence,3,CD_BC_New_Westminster
CD_BC_Victoria_City,1911,Victoria City,Victoria City,CD_BC_Victoria_City,1921,Victoria City,Victoria City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_BC_Victoria_City
CD_NB_Carleton,1911,Carleton,Carleton,CD_NB_Carleton,1921,Carleton,Carleton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Carleton
CD_NB_Charlotte,1911,Charlotte,Charlotte,CD_NB_Charlotte,1921,Charlotte,Charlotte,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Charlotte
CD_NB_Gloucester,1911,Gloucester,Gloucester,CD_NB_Gloucester,1921,Gloucester,Gloucester,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Gloucester
CD_NB_Kent,1911,Kent,Kent,CD_NB_Kent,1921,Kent,Kent,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Kent
CD_NB_Northumberland,1911,Northumberland,Northumberland,CD_NB_Northumberland,1921,Northumberland,Northumberland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Northumberland
CD_NB_Restigouche,1911,Restigouche,Restigouche,CD_NB_Restigouche,1921,Restigouche,Restigouche,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Restigouche
CD_NB_St._John_City_&_County,1911,St. John City & County,St. John City & County,CD_NB_St._John,1921,St. John,St. John,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_St._John
CD_NB_Westmorland,1911,Westmorland,Westmorland,CD_NB_Westmorland,1921,Westmorland,Westmorland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Westmorland
CD_NB_York,1911,York,York,CD_NB_York,1921,York,York,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_York
CD_NL_Labrador,1911,Labrador,Labrador,CD_NL_Labrador,1921,Labrador,Labrador,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NL_Labrador
CD_NL_Newfoundland,1911,Newfoundland,Newfoundland,CD_NL_Newfoundland,1921,Newfoundland,Newfoundland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NL_Newfoundland
CD_NS_Annapolis,1911,Annapolis,Annapolis,CD_NS_Annapolis,1921,Annapolis,Annapolis,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Annapolis
CD_NS_Antigonish,1911,Antigonish,Antigonish,CD_NS_Antigonish,1921,Antigonish,Antigonish,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Antigonish
CD_NS_Colchester,1911,Colchester,Colchester,CD_NS_Colchester,1921,Colchester,Colchester,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Colchester
CD_NS_Cumberland,1911,Cumberland,Cumberland,CD_NS_Cumberland,1921,Cumberland,Cumberland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Cumberland
CD_NS_Digby,1911,Digby,Digby,CD_NS_Digby,1921,Digby,Digby,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Digby
CD_NS_Guysborough,1911,Guysborough,Guysborough,CD_NS_Guysborough,1921,Guysborough,Guysborough,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Guysborough
CD_NS_Halifax_City_&_County,1911,Halifax City & County,Halifax City & County,CD_NS_Halifax,1921,Halifax,Halifax,SAME_AS,0.9996,0.9996,1.0,high_confidence,1,CD_NS_Halifax_City
CD_NS_Hants,1911,Hants,Hants,CD_NS_Hants,1921,Hants,Hants,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Hants
CD_NS_Inverness,1911,Inverness,Inverness,CD_NS_Inverness,1921,Inverness,Inverness,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Inverness
CD_NS_Kings,1911,Kings,Kings,CD_NS_Kings,1921,Kings,Kings,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Kings
CD_NS_Lunenburg,1911,Lunenburg,Lunenburg,CD_NS_Lunenburg,1921,Lunenburg,Lunenburg,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Lunenburg
CD_NS_Pictou,1911,Pictou,Pictou,CD_NS_Pictou,1921,Pictou,Pictou,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Pictou
CD_NS_Richmond,1911,Richmond,Richmond,CD_NS_Richmond,1921,Richmond,Richmond,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Richmond
CD_NS_Yarmouth,1911,Yarmouth,Yarmouth,CD_NS_Yarmouth,1921,Yarmouth,Yarmouth,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Yarmouth
CD_NT_Northwest_Territories,1911,Northwest Territories,Northwest Territories,CD_NT_Northwest_Territories,1921,Northwest Territories,Northwest Territories,CONTAINS,0.6616,0.6617,1.0,high_confidence,3,CD_NT_Northwest_Territories
CD_ON_Brant,1911,Brant,Brant,CD_ON_Brant,1921,Brant,Brant,WITHIN,0.7996,1.0,0.7996,high_confidence,3,CD_ON_Brant_1911
CD_ON_Carleton,1911,Carleton,Carleton,CD_ON_Carleton,1921,Carleton,Carleton,WITHIN,0.6911,1.0,0.6911,high_confidence,3,CD_ON_Carleton
CD_ON_Dufferin,1911,Dufferin,Dufferin,CD_ON_Dufferin,1921,Dufferin,Dufferin,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Dufferin
CD_ON_Dundas,1911,Dundas,Dundas,CD_ON_Dundas,1921,Dundas,Dundas,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Dundas
CD_ON_Durham,1911,Durham,Durham,CD_ON_Durham,1921,Durham,Durham,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Durham
CD_ON_Frontenac,1911,Frontenac,Frontenac,CD_ON_Frontenac,1921,Frontenac,Frontenac,SAME_AS,0.9978,1.0,0.9978,high_confidence,1,CD_ON_Frontenac
CD_ON_Glengarry,1911,Glengarry,Glengarry,CD_ON_Glengarry,1921,Glengarry,Glengarry,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Glengarry
CD_ON_Grenville,1911,Grenville,Grenville,CD_ON_Grenville,1921,Grenville,Grenville,SAME_AS,0.996,0.996,1.0,high_confidence,1,CD_ON_Grenville
CD_ON_Haldimand,1911,Haldimand,Haldimand,CD_ON_Haldimand,1921,Haldimand,Haldimand,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Haldimand_1911
CD_ON_Halton,1911,Halton,Halton,CD_ON_Halton,1921,Halton,Halton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Halton
CD_ON_Leeds,1911,Leeds,Leeds,CD_ON_Leeds,1921,Leeds,Leeds,WITHIN,0.6881,1.0,0.6881,high_confidence,3,CD_ON_Leeds_1911
CD_ON_Lincoln,1911,Lincoln,Lincoln,CD_ON_Lincoln,1921,Lincoln,Lincoln,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Lincoln
CD_ON_Muskoka,1911,Muskoka,Muskoka,CD_ON_Muskoka,1921,Muskoka,Muskoka,SAME_AS,0.9847,0.9847,1.0,high_confidence,1,CD_ON_Muskoka_1911
CD_ON_Nipissing,1911,Nipissing,Nipissing,CD_ON_Nipissing,1921,Nipissing,Nipissing,CONTAINS,0.3951,0.3965,0.9914,high_confidence,3,CD_ON_Nipissing_1891
CD_ON_Norfolk,1911,Norfolk,Norfolk,CD_ON_Norfolk,1921,Norfolk,Norfolk,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Norfolk
CD_ON_Parry_Sound,1911,Parry Sound,Parry Sound,CD_ON_Parry_Sound,1921,Parry Sound,Parry Sound,WITHIN,0.9773,0.9837,0.9935,high_confidence,3,CD_ON_Parry_Sound_1911
CD_ON_Peel,1911,Peel,Peel,CD_ON_Peel,1921,Peel,Peel,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Peel
CD_ON_Prescott,1911,Prescott,Prescott,CD_ON_Prescott,1921,Prescott,Prescott,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Prescott
CD_ON_Prince_Edward,1911,Prince Edward,Prince Edward,CD_ON_Prince_Edward,1921,Prince Edward,Prince Edward,CONTAINS,0.9206,0.9206,1.0,high_confidence,3,CD_ON_Prince_Edward
CD_ON_Russell,1911,Russell,Russell,CD_ON_Russell,1921,Russell,Russell,CONTAINS,0.5887,0.5887,1.0,high_confidence,3,CD_ON_Russell
CD_ON_Stormont,1911,Stormont,Stormont,CD_ON_Stormont,1921,Stormont,Stormont,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Stormont_1891
CD_ON_Victoria,1911,Victoria,Victoria,CD_ON_Victoria,1921,Victoria,Victoria,CONTAINS,0.398,0.398,1.0,high_confidence,3,CD_ON_Victoria
CD_ON_Welland,1911,Welland,Welland,CD_ON_Welland,1921,Welland,Welland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Welland
CD_ON_Wentworth,1911,Wentworth,Wentworth,CD_ON_Wentworth,1921,Wentworth,Wentworth,SAME_AS,0.9833,1.0,0.9833,high_confidence,1,CD_ON_Wentworth_1911
CD_PE_Kings,1911,Kings,Kings,CD_PE_Kings,1921,Kings,Kings,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_PE_Kings
CD_PE_Prince,1911,Prince,Prince,CD_PE_Prince,1921,Prince,Prince,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_PE_Prince
CD_PE_Queens,1911,Queens,Queens,CD_PE_Queens,1921,Queens,Queens,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_PE_Queens
CD_QC_Argenteuil,1911,Argenteuil,Argenteuil,CD_QC_Argenteuil,1921,Argenteuil,Argenteuil,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Argenteuil
CD_QC_Bagot,1911,Bagot,Bagot,CD_QC_Bagot,1921,Bagot,Bagot,SAME_AS,0.9975,0.9975,1.0,high_confidence,1,CD_QC_Bagot
CD_QC_Beauharnois,1911,Beauharnois,Beauharnois,CD_QC_Beauharnois,1921,Beauharnois,Beauharnois,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Beauharnois
CD_QC_Bellechasse,1911,Bellechasse,Bellechasse,CD_QC_Bellechasse,1921,Bellechasse,Bellechasse,SAME_AS,0.9843,1.0,0.9843,high_confidence,1,CD_QC_Bellechasse
CD_QC_Berthier,1911,Berthier,Berthier,CD_QC_Berthier,1921,Berthier,Berthier,WITHIN,0.9677,1.0,0.9677,high_confidence,3,CD_QC_Berthier
CD_QC_Bonaventure,1911,Bonaventure,Bonaventure,CD_QC_Bonaventure,1921,Bonaventure,Bonaventure,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Bonaventure
CD_QC_Brome,1911,Brome,Brome,CD_QC_Brome,1921,Brome,Brome,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Brome
CD_QC_Champlain,1911,Champlain,Champlain,CD_QC_Champlain,1921,Champlain,Champlain,WITHIN,0.6275,0.9928,0.6303,high_confidence,3,CD_QC_Champlain
CD_QC_Charlevoix,1911,Charlevoix,Charlevoix,CD_QC_Charlevoix,1921,Charlevoix,Charlevoix,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Charlevoix
CD_QC_Châteauguay,1911,Châteauguay,Châteauguay,CD_QC_Châteauguay,1921,Châteauguay,Châteauguay,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Châteauguay
CD_QC_Compton,1911,Compton,Compton,CD_QC_Compton,1921,Compton,Compton,CONTAINS,0.6784,0.6784,1.0,high_confidence,3,CD_QC_Compton
CD_QC_Deux-Montagnes,1911,Deux-Montagnes,Deux-Montagnes,CD_QC_Deux_Montagnes,1921,Deux Montagnes,Deux Montagnes,SAME_AS,0.9916,0.9916,1.0,high_confidence,1,CD_QC_Deux-Montagnes
CD_QC_Dorchester,1911,Dorchester,Dorchester,CD_QC_Dorchester,1921,Dorchester,Dorchester,CONTAINS,0.8619,0.8735,0.9848,high_confidence,3,CD_QC_Dorchester
CD_QC_Gaspé,1911,Gaspé,Gaspé,CD_QC_Gaspé,1921,Gaspé,Gaspé,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Gaspé
CD_QC_Huntingdon,1911,Huntingdon,Huntingdon,CD_QC_Huntingdon,1921,Huntingdon,Huntingdon,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Huntingdon
CD_QC_Joliette,1911,Joliette,Joliette,CD_QC_Joliette,1921,Joliette,Joliette,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Joliette
CD_QC_Kamouraska,1911,Kamouraska,Kamouraska,CD_QC_Kamouraska,1921,Kamouraska,Kamouraska,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Kamouraska
CD_QC_L'Assomption,1911,L'Assomption,L'Assomption,CD_QC_L'Assomption,1921,L'Assomption,L'Assomption,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_L'Assomption_1911
