:START_ID,:END_ID,:TYPE,type
PE001021,APP_PE001021_CANONICAL,P1_is_identified_by,canonical_name
PE001022,APP_PE001022_CANONICAL,P1_is_identified_by,canonical_name
PE001024,APP_PE001024_CANONICAL,P1_is_identified_by,canonical_name
PE002002,APP_PE002002_CANONICAL,P1_is_identified_by,canonical_name
PE002003,APP_PE002003_CANONICAL,P1_is_identified_by,canonical_name
PE002004,APP_PE002004_CANONICAL,P1_is_identified_by,canonical_name
PE002005,APP_PE002005_CANONICAL,P1_is_identified_by,canonical_name
PE002006,APP_PE002006_CANONICAL,P1_is_identified_by,canonical_name
PE002007,APP_PE002007_CANONICAL,P1_is_identified_by,canonical_name
PE002008,APP_PE002008_CANONICAL,P1_is_identified_by,canonical_name
PE002009,APP_PE002009_CANONICAL,P1_is_identified_by,canonical_name
PE002011,APP_PE002011_CANONICAL,P1_is_identified_by,canonical_name
PE002012,APP_PE002012_CANONICAL,P1_is_identified_by,canonical_name
PE002013,APP_PE002013_CANONICAL,P1_is_identified_by,canonical_name
PE002014,APP_PE002014_CANONICAL,P1_is_identified_by,canonical_name
PE002015,APP_PE002015_CANONICAL,P1_is_identified_by,canonical_name
PE002016,APP_PE002016_CANONICAL,P1_is_identified_by,canonical_name
PE002017,APP_PE002017_CANONICAL,P1_is_identified_by,canonical_name
PE002018,APP_PE002018_CANONICAL,P1_is_identified_by,canonical_name
PE002019,APP_PE002019_CANONICAL,P1_is_identified_by,canonical_name
PE002020,APP_PE002020_CANONICAL,P1_is_identified_by,canonical_name
PE002021,APP_PE002021_CANONICAL,P1_is_identified_by,canonical_name
PE002022,APP_PE002022_CANONICAL,P1_is_identified_by,canonical_name
PE002023,APP_PE002023_CANONICAL,P1_is_identified_by,canonical_name
PE003001,APP_PE003001_CANONICAL,P1_is_identified_by,canonical_name
PE003002,APP_PE003002_CANONICAL,P1_is_identified_by,canonical_name
PE003004,APP_PE003004_CANONICAL,P1_is_identified_by,canonical_name
PE003005,APP_PE003005_CANONICAL,P1_is_identified_by,canonical_name
PE003006,APP_PE003006_CANONICAL,P1_is_identified_by,canonical_name
PE003007,APP_PE003007_CANONICAL,P1_is_identified_by,canonical_name
PE003009,APP_PE003009_CANONICAL,P1_is_identified_by,canonical_name
PE003010,APP_PE003010_CANONICAL,P1_is_identified_by,canonical_name
PE003012,APP_PE003012_CANONICAL,P1_is_identified_by,canonical_name
PE003013,APP_PE003013_CANONICAL,P1_is_identified_by,canonical_name
PE003014,APP_PE003014_CANONICAL,P1_is_identified_by,canonical_name
PE003015,APP_PE003015_CANONICAL,P1_is_identified_by,canonical_name
PE003016,APP_PE003016_CANONICAL,P1_is_identified_by,canonical_name
PE003017,APP_PE003017_CANONICAL,P1_is_identified_by,canonical_name
PE003018,APP_PE003018_CANONICAL,P1_is_identified_by,canonical_name
PE003019,APP_PE003019_CANONICAL,P1_is_identified_by,canonical_name
PE003020,APP_PE003020_CANONICAL,P1_is_identified_by,canonical_name
PE003021,APP_PE003021_CANONICAL,P1_is_identified_by,canonical_name
PE134002,APP_PE134002_CANONICAL,P1_is_identified_by,canonical_name
PE134003,APP_PE134003_CANONICAL,P1_is_identified_by,canonical_name
PE134004,APP_PE134004_CANONICAL,P1_is_identified_by,canonical_name
PE134005,APP_PE134005_CANONICAL,P1_is_identified_by,canonical_name
PE134006,APP_PE134006_CANONICAL,P1_is_identified_by,canonical_name
PE134007,APP_PE134007_CANONICAL,P1_is_identified_by,canonical_name
PE134008,APP_PE134008_CANONICAL,P1_is_identified_by,canonical_name
PE134009,APP_PE134009_CANONICAL,P1_is_identified_by,canonical_name
PE134012,APP_PE134012_CANONICAL,P1_is_identified_by,canonical_name
PE135002,APP_PE135002_CANONICAL,P1_is_identified_by,canonical_name
PE135003,APP_PE135003_CANONICAL,P1_is_identified_by,canonical_name
PE135004,APP_PE135004_CANONICAL,P1_is_identified_by,canonical_name
PE135005,APP_PE135005_CANONICAL,P1_is_identified_by,canonical_name
PE135006,APP_PE135006_CANONICAL,P1_is_identified_by,canonical_name
PE135007,APP_PE135007_CANONICAL,P1_is_identified_by,canonical_name
PE135008,APP_PE135008_CANONICAL,P1_is_identified_by,canonical_name
PE135009,APP_PE135009_CANONICAL,P1_is_identified_by,canonical_name
PE135010,APP_PE135010_CANONICAL,P1_is_identified_by,canonical_name
PE135013,APP_PE135013_CANONICAL,P1_is_identified_by,canonical_name
PE135014,APP_PE135014_CANONICAL,P1_is_identified_by,canonical_name
PE136001,APP_PE136001_CANONICAL,P1_is_identified_by,canonical_name
PE136002,APP_PE136002_CANONICAL,P1_is_identified_by,canonical_name
PE136003,APP_PE136003_CANONICAL,P1_is_identified_by,canonical_name
PE136004,APP_PE136004_CANONICAL,P1_is_identified_by,canonical_name
PE136005,APP_PE136005_CANONICAL,P1_is_identified_by,canonical_name
PE136007,APP_PE136007_CANONICAL,P1_is_identified_by,canonical_name
PE997999,APP_PE997999_CANONICAL,P1_is_identified_by,canonical_name
QC037005,APP_QC037005_CANONICAL,P1_is_identified_by,canonical_name
QC048999,APP_QC048999_CANONICAL,P1_is_identified_by,canonical_name
QC069999,APP_QC069999_CANONICAL,P1_is_identified_by,canonical_name
QC080999,APP_QC080999_CANONICAL,P1_is_identified_by,canonical_name
QC096003,APP_QC096003_CANONICAL,P1_is_identified_by,canonical_name
QC137001,APP_QC137001_CANONICAL,P1_is_identified_by,canonical_name
QC137002,APP_QC137002_CANONICAL,P1_is_identified_by,canonical_name
QC137003,APP_QC137003_CANONICAL,P1_is_identified_by,canonical_name
QC137010,APP_QC137010_CANONICAL,P1_is_identified_by,canonical_name
QC138002,APP_QC138002_CANONICAL,P1_is_identified_by,canonical_name
QC140001,APP_QC140001_CANONICAL,P1_is_identified_by,canonical_name
QC141009,APP_QC141009_CANONICAL,P1_is_identified_by,canonical_name
QC141010,APP_QC141010_CANONICAL,P1_is_identified_by,canonical_name
QC141012,APP_QC141012_CANONICAL,P1_is_identified_by,canonical_name
QC141013,APP_QC141013_CANONICAL,P1_is_identified_by,canonical_name
QC142999,APP_QC142999_CANONICAL,P1_is_identified_by,canonical_name
QC143999,APP_QC143999_CANONICAL,P1_is_identified_by,canonical_name
QC145009,APP_QC145009_CANONICAL,P1_is_identified_by,canonical_name
QC145010,APP_QC145010_CANONICAL,P1_is_identified_by,canonical_name
QC145011,APP_QC145011_CANONICAL,P1_is_identified_by,canonical_name
QC146999,APP_QC146999_CANONICAL,P1_is_identified_by,canonical_name
QC147999,APP_QC147999_CANONICAL,P1_is_identified_by,canonical_name
QC150002,APP_QC150002_CANONICAL,P1_is_identified_by,canonical_name
QC150003,APP_QC150003_CANONICAL,P1_is_identified_by,canonical_name
QC151012,APP_QC151012_CANONICAL,P1_is_identified_by,canonical_name
QC154010,APP_QC154010_CANONICAL,P1_is_identified_by,canonical_name
QC154999,APP_QC154999_CANONICAL,P1_is_identified_by,canonical_name
QC158999,APP_QC158999_CANONICAL,P1_is_identified_by,canonical_name
QC159999,APP_QC159999_CANONICAL,P1_is_identified_by,canonical_name
QC172007,APP_QC172007_CANONICAL,P1_is_identified_by,canonical_name
QC172999,APP_QC172999_CANONICAL,P1_is_identified_by,canonical_name
QC173999,APP_QC173999_CANONICAL,P1_is_identified_by,canonical_name
QC178010,APP_QC178010_CANONICAL,P1_is_identified_by,canonical_name
QC178999,APP_QC178999_CANONICAL,P1_is_identified_by,canonical_name
QC184006,APP_QC184006_CANONICAL,P1_is_identified_by,canonical_name
QC190005,APP_QC190005_CANONICAL,P1_is_identified_by,canonical_name
NB015002_1901,APP_NB015002_1901_VARIANT,P1_is_identified_by,variant_name
NB023013_1901,APP_NB023013_1901_VARIANT,P1_is_identified_by,variant_name
NS026005_1901,APP_NS026005_1901_VARIANT,P1_is_identified_by,variant_name
NS026007_1901,APP_NS026007_1901_VARIANT,P1_is_identified_by,variant_name
NS026019_1901,APP_NS026019_1901_VARIANT,P1_is_identified_by,variant_name
NS026023_1901,APP_NS026023_1901_VARIANT,P1_is_identified_by,variant_name
NS026024_1901,APP_NS026024_1901_VARIANT,P1_is_identified_by,variant_name
NS029012_1901,APP_NS029012_1901_VARIANT,P1_is_identified_by,variant_name
NS029018_1901,APP_NS029018_1901_VARIANT,P1_is_identified_by,variant_name
NS029021_1901,APP_NS029021_1901_VARIANT,P1_is_identified_by,variant_name
NS029022_1901,APP_NS029022_1901_VARIANT,P1_is_identified_by,variant_name
NS032010_1901,APP_NS032010_1901_VARIANT,P1_is_identified_by,variant_name
NS032011_1901,APP_NS032011_1901_VARIANT,P1_is_identified_by,variant_name
NS032012_1901,APP_NS032012_1901_VARIANT,P1_is_identified_by,variant_name
NS041016_1911,APP_NS041016_1911_VARIANT,P1_is_identified_by,variant_name
ON038007_1871,APP_ON038007_1871_VARIANT,P1_is_identified_by,variant_name
PE001001_1921,APP_PE001001_1921_VARIANT,P1_is_identified_by,variant_name
PE001003_1921,APP_PE001003_1921_VARIANT,P1_is_identified_by,variant_name
PE001004_1921,APP_PE001004_1921_VARIANT,P1_is_identified_by,variant_name
PE001005_1921,APP_PE001005_1921_VARIANT,P1_is_identified_by,variant_name
PE001006_1921,APP_PE001006_1921_VARIANT,P1_is_identified_by,variant_name
PE001007_1921,APP_PE001007_1921_VARIANT,P1_is_identified_by,variant_name
PE001008_1921,APP_PE001008_1921_VARIANT,P1_is_identified_by,variant_name
PE001009_1921,APP_PE001009_1921_VARIANT,P1_is_identified_by,variant_name
PE001011_1921,APP_PE001011_1921_VARIANT,P1_is_identified_by,variant_name
PE001012_1921,APP_PE001012_1921_VARIANT,P1_is_identified_by,variant_name
PE001014_1921,APP_PE001014_1921_VARIANT,P1_is_identified_by,variant_name
PE001015_1921,APP_PE001015_1921_VARIANT,P1_is_identified_by,variant_name
PE001016_1921,APP_PE001016_1921_VARIANT,P1_is_identified_by,variant_name
PE001018_1921,APP_PE001018_1921_VARIANT,P1_is_identified_by,variant_name
PE001019_1881,APP_PE001019_1881_VARIANT,P1_is_identified_by,variant_name
PE001019_1921,APP_PE001019_1921_VARIANT,P1_is_identified_by,variant_name
PE001020_1881,APP_PE001020_1881_VARIANT,P1_is_identified_by,variant_name
PE001020_1921,APP_PE001020_1921_VARIANT,P1_is_identified_by,variant_name
PE001021_1881,APP_PE001021_1881_VARIANT,P1_is_identified_by,variant_name
PE001021_1921,APP_PE001021_1921_VARIANT,P1_is_identified_by,variant_name
PE001022_1881,APP_PE001022_1881_VARIANT,P1_is_identified_by,variant_name
PE001024_1881,APP_PE001024_1881_VARIANT,P1_is_identified_by,variant_name
PE002002_1881,APP_PE002002_1881_VARIANT,P1_is_identified_by,variant_name
PE002002_1921,APP_PE002002_1921_VARIANT,P1_is_identified_by,variant_name
PE002003_1881,APP_PE002003_1881_VARIANT,P1_is_identified_by,variant_name
PE002003_1921,APP_PE002003_1921_VARIANT,P1_is_identified_by,variant_name
PE002004_1881,APP_PE002004_1881_VARIANT,P1_is_identified_by,variant_name
PE002005_1881,APP_PE002005_1881_VARIANT,P1_is_identified_by,variant_name
PE002005_1921,APP_PE002005_1921_VARIANT,P1_is_identified_by,variant_name
PE002006_1881,APP_PE002006_1881_VARIANT,P1_is_identified_by,variant_name
PE002006_1921,APP_PE002006_1921_VARIANT,P1_is_identified_by,variant_name
PE002007_1881,APP_PE002007_1881_VARIANT,P1_is_identified_by,variant_name
PE002007_1921,APP_PE002007_1921_VARIANT,P1_is_identified_by,variant_name
PE002008_1881,APP_PE002008_1881_VARIANT,P1_is_identified_by,variant_name
PE002008_1921,APP_PE002008_1921_VARIANT,P1_is_identified_by,variant_name
PE002009_1921,APP_PE002009_1921_VARIANT,P1_is_identified_by,variant_name
PE002011_1881,APP_PE002011_1881_VARIANT,P1_is_identified_by,variant_name
PE002011_1921,APP_PE002011_1921_VARIANT,P1_is_identified_by,variant_name
PE002012_1881,APP_PE002012_1881_VARIANT,P1_is_identified_by,variant_name
PE002013_1881,APP_PE002013_1881_VARIANT,P1_is_identified_by,variant_name
PE002013_1921,APP_PE002013_1921_VARIANT,P1_is_identified_by,variant_name
PE002014_1881,APP_PE002014_1881_VARIANT,P1_is_identified_by,variant_name
PE002014_1921,APP_PE002014_1921_VARIANT,P1_is_identified_by,variant_name
PE002015_1881,APP_PE002015_1881_VARIANT,P1_is_identified_by,variant_name
PE002015_1921,APP_PE002015_1921_VARIANT,P1_is_identified_by,variant_name
PE002016_1881,APP_PE002016_1881_VARIANT,P1_is_identified_by,variant_name
PE002016_1921,APP_PE002016_1921_VARIANT,P1_is_identified_by,variant_name
PE002017_1881,APP_PE002017_1881_VARIANT,P1_is_identified_by,variant_name
PE002017_1921,APP_PE002017_1921_VARIANT,P1_is_identified_by,variant_name
PE002018_1881,APP_PE002018_1881_VARIANT,P1_is_identified_by,variant_name
PE002018_1921,APP_PE002018_1921_VARIANT,P1_is_identified_by,variant_name
PE002019_1881,APP_PE002019_1881_VARIANT,P1_is_identified_by,variant_name
PE002020_1881,APP_PE002020_1881_VARIANT,P1_is_identified_by,variant_name
PE002020_1921,APP_PE002020_1921_VARIANT,P1_is_identified_by,variant_name
PE002021_1881,APP_PE002021_1881_VARIANT,P1_is_identified_by,variant_name
PE002021_1921,APP_PE002021_1921_VARIANT,P1_is_identified_by,variant_name
PE002022_1881,APP_PE002022_1881_VARIANT,P1_is_identified_by,variant_name
PE002022_1921,APP_PE002022_1921_VARIANT,P1_is_identified_by,variant_name
PE002023_1881,APP_PE002023_1881_VARIANT,P1_is_identified_by,variant_name
PE002023_1921,APP_PE002023_1921_VARIANT,P1_is_identified_by,variant_name
PE003001_1881,APP_PE003001_1881_VARIANT,P1_is_identified_by,variant_name
PE003001_1921,APP_PE003001_1921_VARIANT,P1_is_identified_by,variant_name
PE003002_1881,APP_PE003002_1881_VARIANT,P1_is_identified_by,variant_name
PE003002_1921,APP_PE003002_1921_VARIANT,P1_is_identified_by,variant_name
PE003004_1881,APP_PE003004_1881_VARIANT,P1_is_identified_by,variant_name
PE003004_1921,APP_PE003004_1921_VARIANT,P1_is_identified_by,variant_name
PE003005_1881,APP_PE003005_1881_VARIANT,P1_is_identified_by,variant_name
PE003005_1921,APP_PE003005_1921_VARIANT,P1_is_identified_by,variant_name
PE003006_1881,APP_PE003006_1881_VARIANT,P1_is_identified_by,variant_name
PE003006_1921,APP_PE003006_1921_VARIANT,P1_is_identified_by,variant_name
PE003007_1881,APP_PE003007_1881_VARIANT,P1_is_identified_by,variant_name
PE003007_1921,APP_PE003007_1921_VARIANT,P1_is_identified_by,variant_name
PE003009_1881,APP_PE003009_1881_VARIANT,P1_is_identified_by,variant_name
PE003009_1921,APP_PE003009_1921_VARIANT,P1_is_identified_by,variant_name
PE003010_1881,APP_PE003010_1881_VARIANT,P1_is_identified_by,variant_name
PE003010_1921,APP_PE003010_1921_VARIANT,P1_is_identified_by,variant_name
PE003012_1881,APP_PE003012_1881_VARIANT,P1_is_identified_by,variant_name
PE003012_1921,APP_PE003012_1921_VARIANT,P1_is_identified_by,variant_name
PE003013_1881,APP_PE003013_1881_VARIANT,P1_is_identified_by,variant_name
PE003014_1921,APP_PE003014_1921_VARIANT,P1_is_identified_by,variant_name
PE003015_1881,APP_PE003015_1881_VARIANT,P1_is_identified_by,variant_name
PE003015_1921,APP_PE003015_1921_VARIANT,P1_is_identified_by,variant_name
PE003016_1881,APP_PE003016_1881_VARIANT,P1_is_identified_by,variant_name
PE003016_1921,APP_PE003016_1921_VARIANT,P1_is_identified_by,variant_name
PE003017_1881,APP_PE003017_1881_VARIANT,P1_is_identified_by,variant_name
PE003017_1921,APP_PE003017_1921_VARIANT,P1_is_identified_by,variant_name
PE003018_1881,APP_PE003018_1881_VARIANT,P1_is_identified_by,variant_name
PE003018_1921,APP_PE003018_1921_VARIANT,P1_is_identified_by,variant_name
PE003019_1881,APP_PE003019_1881_VARIANT,P1_is_identified_by,variant_name
PE003019_1921,APP_PE003019_1921_VARIANT,P1_is_identified_by,variant_name
PE003020_1881,APP_PE003020_1881_VARIANT,P1_is_identified_by,variant_name
PE003020_1921,APP_PE003020_1921_VARIANT,P1_is_identified_by,variant_name
PE003021_1881,APP_PE003021_1881_VARIANT,P1_is_identified_by,variant_name
PE003021_1921,APP_PE003021_1921_VARIANT,P1_is_identified_by,variant_name
PE134002_1901,APP_PE134002_1901_VARIANT,P1_is_identified_by,variant_name
PE134003_1901,APP_PE134003_1901_VARIANT,P1_is_identified_by,variant_name
PE134004_1901,APP_PE134004_1901_VARIANT,P1_is_identified_by,variant_name
PE134005_1901,APP_PE134005_1901_VARIANT,P1_is_identified_by,variant_name
PE134006_1901,APP_PE134006_1901_VARIANT,P1_is_identified_by,variant_name
PE134007_1901,APP_PE134007_1901_VARIANT,P1_is_identified_by,variant_name
PE134008_1901,APP_PE134008_1901_VARIANT,P1_is_identified_by,variant_name
PE134009_1901,APP_PE134009_1901_VARIANT,P1_is_identified_by,variant_name
PE134012_1901,APP_PE134012_1901_VARIANT,P1_is_identified_by,variant_name
PE135002_1901,APP_PE135002_1901_VARIANT,P1_is_identified_by,variant_name
PE135003_1901,APP_PE135003_1901_VARIANT,P1_is_identified_by,variant_name
PE135004_1901,APP_PE135004_1901_VARIANT,P1_is_identified_by,variant_name
PE135005_1901,APP_PE135005_1901_VARIANT,P1_is_identified_by,variant_name
PE135006_1901,APP_PE135006_1901_VARIANT,P1_is_identified_by,variant_name
PE135007_1901,APP_PE135007_1901_VARIANT,P1_is_identified_by,variant_name
PE135008_1901,APP_PE135008_1901_VARIANT,P1_is_identified_by,variant_name
PE135009_1901,APP_PE135009_1901_VARIANT,P1_is_identified_by,variant_name
PE135010_1901,APP_PE135010_1901_VARIANT,P1_is_identified_by,variant_name
PE135013_1901,APP_PE135013_1901_VARIANT,P1_is_identified_by,variant_name
PE135014_1901,APP_PE135014_1901_VARIANT,P1_is_identified_by,variant_name
PE136001_1901,APP_PE136001_1901_VARIANT,P1_is_identified_by,variant_name
PE136002_1901,APP_PE136002_1901_VARIANT,P1_is_identified_by,variant_name
PE136003_1901,APP_PE136003_1901_VARIANT,P1_is_identified_by,variant_name
PE136004_1901,APP_PE136004_1901_VARIANT,P1_is_identified_by,variant_name
PE136005_1901,APP_PE136005_1901_VARIANT,P1_is_identified_by,variant_name
PE136007_1901,APP_PE136007_1901_VARIANT,P1_is_identified_by,variant_name
QC037005_1921,APP_QC037005_1921_VARIANT,P1_is_identified_by,variant_name
QC137010_1901,APP_QC137010_1901_VARIANT,P1_is_identified_by,variant_name
QC141010_1901,APP_QC141010_1901_VARIANT,P1_is_identified_by,variant_name
QC141013_1901,APP_QC141013_1901_VARIANT,P1_is_identified_by,variant_name
QC178010_1911,APP_QC178010_1911_VARIANT,P1_is_identified_by,variant_name
QC184006_1911,APP_QC184006_1911_VARIANT,P1_is_identified_by,variant_name
QC190005_1901,APP_QC190005_1901_VARIANT,P1_is_identified_by,variant_name
